"","DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted"
"1",70.699997,71.040001,70.419998,70.510002,2362500,67.689243
"2",70.389999,70.589996,69.589996,69.629997,3554400,66.844443
"3",69.620003,70.739998,68.809998,70.580002,4287000,67.756443
"4",70.43,70.989998,70.050003,70.830002,2599900,67.996441
"5",71.110001,71.82,70.809998,71.120003,2666000,68.274841
"6",70.839996,70.889999,70.25,70.709999,2325700,67.881239
"7",70.68,72.43,70.580002,72.410004,3447500,69.513235
"8",72.480003,73.400002,71.360001,73.230003,4881800,70.300431
"9",73.269997,73.32,72.220001,72.32,4002400,69.426832
"10",72.389999,72.510002,71.82,72.349998,2527700,69.45563
"11",72.389999,72.57,72.190002,72.360001,2350700,69.465232
"12",72.220001,73.110001,72.120003,73.040001,2983300,70.118029
"13",72.900002,73.209999,72.75,73.169998,2259000,70.242826
"14",72.889999,73.879997,72.720001,73.699997,2173700,70.751622
"15",73.769997,74.389999,73.540001,74.190002,2854400,71.222025
"16",74.199997,74.239998,73.510002,73.629997,1998700,70.684423
"17",73.5,73.550003,71.879997,72.220001,4515700,69.330834
"18",71.949997,71.949997,70.809998,71.389999,3496500,68.534036
"19",71.25,71.709999,71.129997,71.580002,3140000,68.716438
"20",71.720001,72.720001,71.639999,72.32,3182400,69.426832
"21",72.18,72.519997,71.699997,72.110001,1993500,69.225234
"22",72.029999,72.739998,72.029999,72.389999,2001700,69.494031
"23",72.5,72.690002,72.110001,72.160004,1863000,69.273236
"24",72.209999,72.32,71.519997,71.540001,2358300,68.678037
"25",71.620003,72.400002,71.620003,72.029999,2253700,69.148432
"26",72.099998,72.489998,71.699997,72.419998,1894100,69.52283
"27",72.699997,72.830002,72.099998,72.360001,3007900,69.465232
"28",72.599998,73.18,72.089996,73.110001,2604800,70.185229
"29",72.919998,73.610001,72.830002,73.360001,2043300,70.425227
"30",73.43,73.540001,73.150002,73.290001,2016700,70.358028
"31",73.290001,73.5,73.099998,73.400002,1677100,70.463628
"32",73.5,74.309998,73.449997,74.029999,2240800,71.068422
"33",73.849998,74.18,73.099998,73.209999,2142900,70.281227
"34",73.309998,74.480003,73.230003,74.389999,3281100,71.414021
"35",74.400002,74.480003,73.760002,73.980003,2236300,71.020427
"36",74.029999,74.199997,72.580002,73.050003,2782200,70.127631
"37",72.610001,73.099998,72.059998,72.129997,3249000,69.24443
"38",72.239998,73.370003,72.150002,72.940002,3960200,70.022031
"39",72.93,72.970001,70.860001,72.199997,4511200,69.31163
"40",71.519997,72.199997,70.669998,70.980003,3111600,68.140442
"41",70.870003,70.900002,69.480003,69.839996,7066800,67.046041
"42",70.279999,71.57,70.050003,70.599998,3607400,67.775639
"43",70.949997,71.769997,70.93,71.75,2756900,68.879635
"44",72,72.25,71.5,71.580002,2116800,68.716438
"45",71.639999,71.919998,71.260002,71.379997,2847600,68.524434
"46",70.800003,71.120003,70.419998,70.93,2141900,68.859363
"47",70.959999,72.099998,70.959999,72.080002,3587200,69.975793
"48",71.879997,72.699997,71.849998,72.089996,2981800,69.985496
"49",72.300003,72.650002,71.919998,72.089996,1826000,69.985496
"50",72.169998,72.919998,72.040001,72.879997,2188000,70.752434
"51",72.580002,72.849998,72.309998,72.760002,2073300,70.635942
"52",72.809998,73.389999,72.639999,73.040001,2020900,70.907767
"53",73.480003,73.849998,72.599998,72.870003,2518100,70.742732
"54",73.18,73.519997,72.919998,72.980003,1795200,70.849521
"55",72.93,73.129997,72.230003,72.32,2118900,70.208785
"56",72.449997,72.959999,72.330002,72.93,1890000,70.800978
"57",72.629997,73.440002,72.57,73.309998,1872700,71.169882
"58",73.410004,74,73.349998,73.989998,2985100,71.830031
"59",74.019997,74.089996,73.089996,73.449997,4079200,71.305794
"60",73.610001,74.089996,73.5,73.860001,2121400,71.703829
"61",73.669998,74.239998,73.470001,74.019997,2247900,71.859154
"62",74.050003,74.910004,74,74.900002,3010900,72.713469
"63",74.610001,74.949997,74.300003,74.889999,3403400,72.703759
"64",74.599998,74.75,73.739998,73.790001,3669300,71.635873
"65",73.650002,73.760002,73.160004,73.389999,2977000,71.247548
"66",73.760002,74.489998,73.5,74.459999,2865400,72.286312
"67",74.129997,74.279999,72.949997,73.059998,3826100,70.92718
"68",73.349998,73.699997,73.160004,73.440002,2300300,71.296092
"69",73.940002,74.589996,73.849998,74.349998,3483900,72.179522
"70",74.639999,74.82,73.959999,74.300003,2991900,72.130986
"71",74.480003,74.550003,73.25,73.480003,3476900,71.334925
"72",73.800003,74.470001,73.650002,74.379997,4045600,72.208645
"73",74,74.330002,73.480003,73.870003,3061600,71.713539
"74",73.849998,74.239998,73.610001,73.669998,3157900,71.519373
"75",73.730003,73.900002,73.400002,73.709999,2160500,71.558206
"76",73.669998,74.18,73.650002,73.959999,4234700,71.800908
"77",73.889999,74.260002,73.309998,74.080002,2988200,71.917408
"78",73.690002,74.190002,73.43,74.190002,2041500,72.024197
"79",74.260002,75.209999,74.029999,74.769997,4188600,72.58726
"80",75.050003,75.730003,74.860001,75.300003,5296800,73.101794
"81",75.220001,75.769997,74.889999,74.989998,3516100,72.800838
"82",75.019997,75.279999,74.330002,75.169998,2670700,72.975584
"83",75.419998,75.589996,74.830002,75.07,1814200,72.878505
"84",75.07,75.959999,74.870003,75.209999,3057600,73.014417
"85",75.370003,77.110001,75.209999,77.050003,3963000,74.800707
"86",77,77.660004,76.300003,76.389999,3471900,74.15997
"87",76.75,77.589996,76.720001,76.830002,3985700,74.587128
"88",76.699997,78.410004,76.639999,77.410004,4942800,75.150198
"89",77.910004,79.809998,77.379997,78.870003,5818900,76.567576
"90",78.440002,79.639999,77.440002,78.900002,6592100,76.596699
"91",78.010002,78.510002,77.040001,78.169998,5226200,75.888006
"92",78.25,78.589996,77.050003,78.43,3517500,76.140418
"93",78.57,79.639999,78.559998,79.5,2503200,77.179181
"94",79.650002,79.739998,78.970001,79.080002,3715900,76.771444
"95",79.209999,80.349998,79.110001,80.160004,3736100,77.819918
"96",80.360001,80.5,79.660004,80.07,2946900,77.732541
"97",80.139999,80.550003,80.050003,80.300003,2846500,77.95583
"98",80.379997,81.139999,80.300003,80.610001,2045500,78.256778
"99",80.699997,80.830002,79.68,80.720001,3206300,78.363568
"100",80.639999,81.239998,79.559998,80.269997,2701300,77.9267
"101",80.599998,82.339996,80.370003,82.290001,3293300,79.887735
"102",82.5,82.68,81.339996,82.150002,3229600,79.751822
"103",82.230003,82.599998,81.849998,82.379997,2347200,79.975104
"104",82.440002,82.800003,81.839996,82.230003,2402100,79.829489
"105",82.470001,83.900002,82,83.5,5372500,81.062411
"106",82.730003,82.949997,81.07,81.169998,6788300,78.800428
"107",81.199997,82.089996,81.019997,82.080002,3273200,79.683866
"108",82.099998,83.040001,82.07,82.809998,2582500,80.392551
"109",82.620003,83.099998,82.360001,82.660004,2740400,80.246936
"110",81.019997,81.449997,79.650002,79.849998,5524300,78.271762
"111",80.040001,80.489998,78.709999,78.989998,4119200,77.428759
"112",78.550003,79.510002,78.550003,79.110001,3204600,77.54639
"113",79.169998,80.480003,79.089996,80.300003,2983100,78.712872
"114",80.449997,80.879997,79.879997,80.309998,3762500,78.722669
"115",80.199997,80.68,79.690002,80.379997,2756400,78.791285
"116",80.379997,80.82,80.080002,80.169998,2114100,78.585437
"117",80.699997,80.730003,79.239998,79.769997,5247700,78.193341
"118",80.059998,80.220001,79.010002,79.029999,5065100,77.467969
"119",79.169998,79.290001,78.510002,79.150002,4188600,77.5856
"120",79.309998,79.93,79.309998,79.690002,1990600,78.114928
"121",80,81.589996,79.940002,80.900002,2393300,79.301011
"122",80.389999,82.739998,80.160004,82,5087200,80.379268
"123",81.839996,82.540001,81.370003,82.339996,3174600,80.712545
"124",82.120003,82.459999,81.519997,81.970001,2207300,80.349863
"125",82.010002,82.480003,81.769997,82.349998,2533800,80.722349
"126",81.489998,81.690002,80.230003,80.730003,3577200,79.134373
"127",80.910004,82.099998,80.910004,81.629997,3740300,80.016579
"128",81.400002,82.330002,81.18,82.18,3871300,80.555711
"129",82.169998,83.169998,82.040001,82.25,3936100,80.624327
"130",82.580002,83.510002,82.559998,82.889999,2956600,81.251677
"131",82.519997,83.519997,82.360001,82.690002,3339500,81.055633
"132",82.690002,82.910004,81.080002,81.139999,4389300,79.536266
"133",81.260002,82.029999,80.209999,80.620003,3606600,79.026547
"134",81.110001,81.639999,80.360001,81.370003,3382100,79.761723
"135",81.379997,83.010002,81.199997,83.010002,4349700,81.369308
"136",83.129997,83.599998,82.669998,82.849998,4738100,81.212467
"137",83.07,83.739998,82.839996,83.610001,2688100,81.957447
"138",83.769997,84.209999,83.489998,83.68,2022200,82.026063
"139",83.82,85.220001,83.82,84.970001,2407400,83.290567
"140",85.129997,86.43,85.120003,85.809998,2982900,84.113961
"141",85.75,87.290001,85.699997,86.830002,4068700,85.113805
"142",86.830002,86.830002,84.540001,84.699997,2983900,83.0259
"143",84.82,85.160004,83.5,83.540001,2802400,81.888831
"144",83.540001,84.230003,83.089996,84.050003,2266200,82.388753
"145",83.599998,83.910004,82.610001,82.839996,3780400,81.202662
"146",82.919998,84.790001,82.919998,84.199997,5290900,82.535782
"147",84.260002,84.889999,83.720001,84.470001,2583500,82.80045
"148",84.919998,85.279999,84.57,84.809998,2165100,83.133726
"149",85,85.389999,84.220001,84.93,2679100,83.251357
"150",85.199997,85.489998,84.650002,85.010002,2295900,83.329778
"151",85.300003,86.779999,85.169998,85.470001,3529600,83.780685
"152",85.080002,85.779999,84.650002,85.690002,3383100,83.996338
"153",85.690002,86.949997,85.360001,86.760002,3886000,85.045189
"154",86.730003,87.389999,86.599998,87.349998,3903900,85.623524
"155",87.440002,87.730003,86.730003,87.690002,3179900,85.956808
"156",87.5,88.790001,86.900002,88.68,2834700,86.927238
"157",88.830002,89.290001,87.940002,88.629997,2542200,86.878224
"158",88.949997,89.230003,88.610001,88.720001,1815400,86.966449
"159",88.629997,88.699997,87.82,88.550003,1749500,86.799811
"160",88.459999,89.260002,88.349998,88.720001,1907000,86.966449
"161",88.959999,89.970001,87.660004,87.849998,3199800,86.113642
"162",87.860001,89.580002,87.370003,89.360001,2850500,87.593798
"163",88.860001,89.389999,87.07,87.139999,3526400,85.417676
"164",87,87.290001,86.110001,87,3610600,85.280443
"165",86.900002,87.120003,86.309998,86.779999,3980100,85.06479
"166",86.660004,87.18,85.760002,85.980003,3686300,84.280607
