"","DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted"
"167",86.529999,86.809998,85.769997,86.720001,2548600,85.005979
"168",86.07,86.610001,82.529999,83.110001,4326800,81.46733
"169",83.150002,83.610001,82.209999,82.699997,3937400,81.06543
"170",82.599998,84.290001,82.389999,84.18,4130500,82.516181
"171",83.089996,83.300003,81.599998,81.849998,3368200,80.997173
"172",81.690002,82.050003,80.889999,81.059998,4835900,80.215404
"173",80.970001,80.970001,79.209999,79.839996,4677500,79.008114
"174",79.440002,80.919998,78.800003,79.389999,6286600,78.562806
"175",79.230003,81.419998,79.029999,80.970001,4841300,80.126345
"176",81.209999,81.230003,79.120003,79.169998,5473000,78.345097
"177",79.139999,79.610001,77.790001,78.709999,4419200,77.889891
"178",78.860001,79.610001,78.410004,79.260002,3944000,78.434163
"179",79.080002,80.18,78.760002,79.849998,3771500,79.018012
"180",79.949997,79.959999,78.75,79.010002,3250200,78.186768
"181",79.269997,79.360001,78.5,78.559998,2548600,77.741452
"182",78.489998,78.870003,78.029999,78.550003,2474500,77.731562
"183",78.480003,78.480003,76.389999,77.059998,5027800,76.257081
"184",77.059998,77.510002,76.610001,77.510002,3688300,76.702397
"185",77.120003,77.300003,76.57,77.080002,2773200,76.276877
"186",77.290001,77.889999,77.169998,77.580002,2562900,76.771667
"187",76.559998,76.559998,74.550003,74.959999,6385700,74.178963
"188",75,75.480003,74.75,74.760002,3301300,73.98105
"189",74.199997,75.449997,73.980003,74.699997,5272100,73.92167
"190",75.059998,75.230003,74.040001,74.279999,4941000,73.506048
"191",74.650002,75.459999,74.57,75.279999,3497400,74.495629
"192",75.239998,75.239998,73.980003,74.610001,3090000,73.832612
"193",75.190002,76.330002,75.150002,75.709999,3235700,74.921149
"194",75.360001,75.889999,74.82,75.080002,2565900,74.297716
"195",75.07,76.809998,74.790001,76.400002,5754400,75.603962
"196",76.18,77.139999,75.800003,76.010002,4431200,75.218026
"197",76.110001,76.75,75.860001,76.669998,7064800,75.871145
"198",76.68,76.989998,76.440002,76.800003,3073000,75.999796
"199",76.68,77.269997,75.709999,76.059998,2642300,75.2675
"200",76.309998,76.75,74.82,74.959999,2984200,74.178963
"201",74.849998,75.18,73.629997,74.349998,4173700,73.575318
"202",74.660004,75.190002,74.300003,75,3182700,74.218547
"203",75.410004,76.18,75.089996,75.900002,3353500,75.109171
"204",75.839996,76.849998,75.5,76.779999,6030800,75.98
"205",76.940002,77.389999,76.160004,76.830002,3388400,76.029482
"206",76.800003,77.279999,76.459999,76.970001,2505500,76.168022
"207",77.440002,78.730003,77.269997,78.239998,5267500,77.424786
"208",78.129997,78.459999,77.440002,77.650002,3690800,76.840938
"209",77.5,77.620003,76.699997,77.300003,3168200,76.494586
"210",77.120003,77.199997,76.529999,77.010002,2050900,76.207607
"211",77.199997,78.209999,77.169998,77.839996,2191300,77.028953
"212",77.589996,77.940002,77.139999,77.230003,2265500,76.425315
"213",77.379997,77.959999,77.169998,77.589996,2260200,76.781558
"214",77.720001,78.57,77.580002,78.019997,2671800,77.207078
"215",77.849998,77.989998,76.739998,77.309998,2903600,76.504476
"216",76.989998,77.739998,76.809998,77.309998,2924500,76.504476
"217",77.639999,79.150002,77.510002,78.610001,2624900,77.790934
"218",78.629997,79.389999,77.669998,78.07,3312000,77.25656
"219",78.5,78.709999,77.870003,78.300003,2466800,77.484166
"220",78.169998,79.260002,78.139999,78.860001,2429300,78.038329
"221",78.82,79.879997,78.75,79.410004,2599700,78.582602
"222",79.599998,79.730003,78.18,78.370003,2860900,77.553437
"223",78.040001,78.989998,77.860001,78.970001,2626000,78.147184
"224",78.239998,78.639999,77.779999,78.43,3873200,77.612809
"225",78.419998,78.419998,76.959999,77.57,4305700,76.761769
"226",77.709999,78.129997,76.870003,77.900002,2861400,77.088333
"227",77.900002,78.849998,77.68,77.959999,2745900,77.147705
"228",77.610001,77.839996,76.209999,76.25,3820400,75.455523
"229",76.18,76.690002,75.739998,76.410004,4844900,75.61386
"230",76.400002,77.110001,76.400002,76.809998,3601600,76.009686
"231",77.650002,78.129997,76.760002,77.110001,3378500,76.306563
"232",77,77.730003,76.43,76.57,2892200,75.772189
"233",76.150002,76.580002,75.550003,76.300003,4115000,75.505005
"234",75.730003,75.989998,74.040001,74.440002,4505800,74.440002
"235",74.349998,75.800003,74.220001,75.489998,5111600,75.489998
"236",75.730003,76.550003,75.730003,76.150002,3333200,76.150002
"237",75.940002,76.269997,75.639999,76.029999,3076900,76.029999
"238",75.589996,76.349998,75.559998,76.190002,2802900,76.190002
"239",76.199997,76.980003,76.150002,76.540001,3395300,76.540001
"240",76.57,76.639999,76.019997,76.160004,3192700,76.160004
"241",76,76.269997,75.720001,76.050003,2150700,76.050003
"242",76.029999,76.139999,75.300003,75.760002,2851500,75.760002
"243",76,76.400002,75.830002,76.209999,2789200,76.209999
"244",76.190002,76.300003,75.75,75.949997,3167200,75.949997
"245",76.160004,76.260002,75.580002,75.730003,2955800,75.730003
"246",76.260002,76.360001,75.690002,76,4027000,76
"247",75.629997,75.629997,74.709999,75.050003,5105400,75.050003
"248",75,75.389999,73.529999,74.199997,5561800,74.199997
"249",74,74.690002,73.959999,74.209999,4534300,74.209999
"250",73.5,73.800003,72.849998,72.849998,5559600,72.849998
"251",72.68,72.849998,72.260002,72.449997,4735900,72.449997
"252",72.370003,72.93,72.080002,72.129997,3590200,72.129997
"253",72.580002,73,72.010002,72.050003,3512300,72.050003
