"","ABC.Open","ABC.High","ABC.Low","ABC.Close","ABC.Volume","ABC.Adjusted"
"63",77.919998,78.599998,77.82,78.330002,1086200,77.647124
"64",78.220001,78.330002,77.830002,78,1084300,77.32
"65",78.150002,78.339996,77.82,77.959999,913900,77.280347
"66",77.519997,77.720001,76.730003,77.349998,1787000,76.675665
"67",77.349998,77.599998,76.610001,77.099998,1330000,76.427844
"68",76.989998,77.099998,76.550003,76.839996,994400,76.170109
"69",76.470001,77.440002,75.709999,77.110001,1988500,76.437759
"70",77.25,77.290001,76.190002,76.529999,1691100,75.862814
"71",76.809998,77.230003,76.699997,77.129997,1121100,76.457581
"72",77.470001,78.120003,77.32,77.330002,3064600,76.655842
"73",77.349998,77.559998,76.75,77.18,1283500,76.507149
"74",76.720001,77.150002,76.43,76.790001,1196200,76.120549
"75",76.919998,78.120003,76.68,78.040001,1749800,77.359652
"76",77.709999,78.019997,77.089996,77.489998,1738200,76.814444
"77",77.410004,77.669998,76.860001,77.419998,910100,76.745054
"78",77.050003,77.839996,76.949997,77.629997,973100,76.953222
"79",77.650002,78.019997,77.190002,77.300003,1373500,76.626105
"80",78.209999,78.209999,76.440002,76.690002,1491700,76.021423
"81",76.610001,77.25,76.360001,76.870003,1470500,76.199854
"82",77.110001,78.209999,77.110001,77.889999,1578700,77.210958
"83",78.07,78.580002,77.019997,77.519997,1328900,76.844181
"84",77.199997,77.239998,76.480003,76.5,1070400,75.833077
"85",76.370003,77.980003,76.330002,77.889999,1419600,77.210958
"86",77.889999,78.459999,77.139999,77.199997,1499000,76.526971
"87",77.349998,78.110001,76.860001,76.900002,1407500,76.229591
"88",76.940002,77.190002,75.75,75.839996,1534800,75.178827
"89",76.25,77.339996,75.660004,76.629997,1645400,75.96194
"90",75.790001,76.410004,74.510002,76.019997,2385600,75.357258
"91",75.379997,75.870003,74.32,75.019997,2415300,74.365976
"92",75.470001,76.18,75.32,75.839996,1590300,75.178827
"93",75.870003,76.019997,75.110001,75.489998,2599200,74.83188
"94",76.199997,76.860001,76.019997,76.620003,3045500,75.952033
"95",76.900002,77.199997,76.589996,76.629997,1946400,75.96194
"96",77.32,77.900002,77.18,77.440002,1979100,76.764884
"97",77.709999,78.330002,77.43,78.279999,1425500,77.597557
"98",78.339996,79.989998,78.290001,79.449997,3260900,78.757356
"99",79.980003,79.989998,78.940002,79.650002,2253400,78.955616
"100",79.580002,80.190002,79.260002,79.739998,2529800,79.044828
"101",81.68,85.120003,81.68,84.839996,5081200,84.100365
"102",85.059998,85.989998,84.769997,85.410004,3248200,84.665403
"103",85.809998,86.959999,85.580002,86.900002,2569200,86.142411
"104",86.629997,88.220001,86.5,88.190002,2796600,87.421166
"105",88.830002,89.230003,87.610001,87.809998,2050300,87.044474
"106",87.959999,88.110001,86.82,87.400002,2317200,86.638052
"107",87.800003,87.800003,86.489998,86.730003,2199300,85.973895
"108",87.019997,87.860001,86.519997,87.709999,1297200,86.945347
"109",87.709999,88.440002,87.639999,87.93,1214500,87.163431
"110",87.949997,88.779999,87.540001,88.709999,1323400,87.936629
"111",88.540001,89.480003,88.540001,89.080002,1563500,88.593023
"112",88.870003,89.239998,88.339996,88.830002,1635000,88.34439
"113",88.830002,89.699997,88.57,89.010002,1624500,88.523406
"114",89,89.970001,88.669998,89.760002,1611200,89.269306
"115",89.440002,89.940002,88.889999,89.32,2207300,88.831709
"116",89.190002,89.309998,88.339996,88.900002,1411700,88.414007
"117",89,89.029999,88.099998,88.739998,1635700,88.254878
"118",89.209999,90.099998,89.209999,90.040001,1309500,89.547774
"119",90.040001,90.449997,89.510002,90.32,1205400,89.826242
"120",90.220001,90.800003,89.5,90.089996,974900,89.597496
"121",90.489998,91.589996,90.459999,91.050003,758300,90.552255
"122",90.639999,91.400002,90.279999,90.839996,1586400,90.343396
"123",90.93,92.510002,90.870003,92.040001,1769800,91.53684
"124",91.989998,92.389999,91.720001,91.989998,1533000,91.487111
"125",91.870003,92.650002,91.68,91.949997,1444900,91.447328
"126",92.379997,92.559998,91.860001,92.209999,740100,91.705909
"127",92.010002,92.839996,91.970001,92.559998,1507400,92.053994
"128",91.449997,92.25,90.769997,92.089996,1409100,91.586563
"129",91.919998,92.279999,90.809998,90.919998,1242800,90.42296
"130",91.93,92.839996,91.519997,92.550003,1767700,92.044054
"131",91.879997,92.529999,90.919998,90.980003,1691500,90.482638
"132",91.550003,91.720001,89.980003,90.690002,2351700,90.194222
"133",90.190002,91.150002,89.260002,89.43,2243400,88.941108
"134",89.82,91.019997,89.489998,90.559998,1956700,90.064928
"135",91.120003,91.389999,90.43,91.279999,2160700,90.780993
"136",92.040001,92.559998,91.120003,91.68,2886900,91.178808
"137",92.260002,92.559998,91.480003,91.940002,1566900,91.437389
"138",92.400002,92.650002,90.690002,91.419998,1175800,90.920227
"139",91.650002,92.260002,91.459999,91.599998,432100,91.099243
"140",91.540001,92.209999,91.300003,91.510002,393300,91.009739
"141",91.260002,91.889999,91.18,91.629997,752400,91.129078
"142",91.470001,91.669998,91.080002,91.279999,1088600,90.780993
"143",91.57,91.93,90.089996,90.160004,979000,89.667121
"144",90.610001,91.32,89.82,90.459999,1124600,89.965476
"145",90.07,90.739998,89.639999,89.690002,1631200,89.199689
"146",90.139999,91.419998,89.519997,90.18,1761600,89.687008
"147",90.980003,92.400002,90.43,91.980003,1608900,91.477171
"148",91.739998,92.769997,91.160004,92.190002,2396900,91.686022
"149",92.440002,93.269997,92.32,93,1549300,92.491591
"150",93.769997,94.349998,90.550003,90.93,3520200,90.432908
"151",91.870003,93.419998,90.93,91.639999,3457800,91.139026
"152",91.419998,92.870003,90.589996,92.099998,2e+06,91.59651
"153",92.099998,92.400002,91.099998,91.400002,1362000,90.90034
"154",91.139999,92.459999,90.349998,92.419998,1541700,91.91476
"155",93.010002,93.419998,91.389999,92.440002,1177100,91.934655
"156",92.379997,93,91.900002,92.779999,1531500,92.272793
"157",93.230003,94.230003,91.949997,94.150002,1641100,93.635306
"158",94.379997,95.160004,94.300003,94.730003,1853800,94.212137
"159",94.849998,95.870003,94.300003,95.849998,2097500,95.32601
"160",95.169998,96.489998,94.709999,95.919998,2734000,95.395627
"161",98.800003,100.199997,95.260002,96.370003,5424200,95.843171
"162",96.870003,97.129997,94.889999,96.339996,3327400,95.813329
"163",96.18,96.5,94.980003,95.050003,2346800,94.530388
"164",95.57,95.769997,93.599998,95.150002,1697600,94.629839
"165",95.669998,95.830002,94.269997,95.639999,2081300,95.117159
"166",95.620003,96.449997,95.230003,95.870003,1777600,95.345905
"167",96.269997,96.669998,95.980003,96.339996,1055700,95.813329
"168",96.949997,98.230003,96.589996,97.040001,2008400,96.509507
"169",96.970001,96.970001,95.080002,95.559998,1645200,95.037594
"170",96.339996,97.010002,95.769997,96.910004,2247800,96.38022
"171",97.010002,99.080002,96.93,98.739998,3137400,98.20021
"172",98.830002,99.849998,98.230003,99.830002,2224600,99.576714
"173",99.68,100.360001,99.010002,100.339996,2063300,100.085415
"174",100.209999,100.849998,99.68,100.599998,2196900,100.344757
"175",100.209999,100.919998,99.610001,100.660004,1680400,100.40461
"176",100.519997,101.029999,100.089996,101.010002,1420900,100.75372
"177",101.019997,102,100.18,101.980003,1442600,101.721261
"178",101.980003,102.889999,101.790001,102.760002,1107800,102.49928
"179",102.760002,103.139999,102.290001,102.970001,1169200,102.708747
"180",102.970001,103.709999,102.75,103.290001,1064500,103.027934
"181",102.93,103.639999,102.620003,102.980003,1711900,102.718723
"182",103.080002,103.309998,102.489998,102.760002,1329300,102.49928
"183",102.57,103.25,102.440002,103.099998,1948300,102.838414
"184",103.410004,103.970001,102.5,103.040001,1995400,102.778569
"185",102.529999,103.650002,102.129997,103.480003,1832600,103.217455
"186",103.739998,103.919998,103.169998,103.639999,1208400,103.377045
"187",103.190002,103.589996,102,102.260002,1549300,102.000549
"188",102.470001,103.580002,102.010002,103.339996,1295300,103.077803
"189",102.620003,103.519997,102.220001,102.93,1911700,102.668847
"190",103.400002,104.099998,102.949997,103.839996,1719900,103.576534
"191",104,105.519997,103.949997,105.379997,1448200,105.112628
"192",105.260002,106.379997,105.120003,106.150002,1746900,105.880679
"193",108.129997,110.199997,106.970001,110.129997,3548800,109.850576
"194",109.940002,110.709999,109.269997,110.360001,1786700,110.079996
"195",110.449997,112.279999,109.82,111.699997,2044000,111.416593
"196",111.879997,112.5,111.07,112.370003,1422200,112.084899
"197",112.980003,114.5,112.839996,113.459999,4380900,113.172129
"198",113.739998,114.529999,113.129997,113.639999,1920900,113.351673
"199",113.639999,114.730003,113.360001,113.889999,1913500,113.601039
"200",113.900002,114.599998,111.800003,112.139999,2066900,111.855479
"201",111.5,113.050003,110.540001,112.089996,2411800,111.805603
"202",112.330002,113.580002,112.209999,113.190002,1881900,112.902818
"203",113.699997,114,113.370003,113.489998,2179900,113.202052
"204",113.419998,114.269997,113.419998,113.669998,2254200,113.381596
"205",113.93,113.93,111.410004,112.029999,2171900,111.745757
"206",112.160004,112.589996,111.580002,112.389999,2049400,112.104845
"207",111.989998,113.129997,111.790001,112.540001,1869200,112.254465
"208",112.910004,113.489998,112.449997,112.68,1189900,112.39411
"209",112.769997,113.5,112.43,113.239998,2048900,112.952686
"210",113.309998,114.279999,112.639999,113.5,2425500,113.212029
"211",113.400002,115.550003,113.220001,115.349998,1879600,115.057334
"212",115.309998,115.879997,113.660004,113.989998,1826900,113.700783
"213",114.339996,114.449997,112.699997,114,1032000,113.71076
"214",114.199997,114.330002,112.779999,113.620003,1328000,113.331727
"215",113.410004,114.059998,112.529999,113.830002,1055600,113.541193
"216",113.209999,113.709999,112.050003,112.610001,2296800,112.324288
"217",112.959999,113.559998,112.889999,113.190002,1413000,112.902818
"218",113.889999,114.489998,113.239998,113.889999,1176800,113.601039
"219",113.849998,114.410004,113.370003,113.809998,1145300,113.52124
"220",113.809998,116.18,113.57,115.199997,2152100,114.907713
"221",115.099998,115.980003,114.190002,115.480003,849200,115.187009
"222",115.879997,115.879997,113.849998,114.110001,1562800,113.820482
"223",114,114.620003,112.610001,113.959999,1339900,113.670861
"224",113.690002,113.989998,112.120003,112.440002,2200100,112.154721
"225",117.389999,120.68,113.029999,114.300003,5198100,114.010002
"226",115.120003,115.32,113.830002,114.610001,2903800,114.319213
"227",114.669998,116.279999,114.510002,115.25,2195200,114.957589
"228",115.620003,115.75,114.400002,114.699997,1844000,114.408981
"229",114.900002,115.129997,113.510002,114.059998,1703600,113.770606
"230",114.279999,115.07,113.790001,114.07,1706800,113.780582
"231",114.540001,116,114.529999,115.300003,2486100,115.007465
"232",115.139999,115.809998,114.75,114.910004,1592300,114.618455
"233",114.5,115.449997,114.269997,115.050003,1988900,114.758099
"234",115.470001,115.849998,114.169998,114.300003,1533400,114.010002
"235",114.400002,114.839996,114,114.660004,2416800,114.660004
"236",114.860001,115.07,113.75,114.18,1947800,114.18
"237",113.360001,113.620003,112.559998,113.309998,2804100,113.309998
"238",113.540001,115.580002,113.419998,115.110001,1902400,115.110001
"239",115.099998,115.510002,114.699997,114.709999,1885300,114.709999
"240",114.5,114.809998,113.870003,113.940002,2319300,113.940002
"241",113.760002,114.339996,113.529999,113.800003,1498400,113.800003
"242",113.879997,114.449997,112.809998,113,1560000,113
"243",112.910004,113.82,112.769997,113.589996,1250300,113.589996
"244",113.150002,114.059998,112.93,113.099998,1360800,113.099998
"245",113.220001,114.400002,112.559998,112.559998,4699700,112.559998
"246",112.809998,113.760002,111.830002,113.260002,1359500,113.260002
"247",112.550003,113.339996,112.010002,112.480003,1403100,112.480003
"248",112.349998,113.160004,112.190002,112.379997,1452800,112.379997
"249",111.470001,112.599998,111.099998,111.489998,1557600,111.489998
"250",111.209999,111.650002,110.25,111.5,1380700,111.5
"251",111.309998,111.809998,110.209999,110.220001,1332900,110.220001
"252",110.739998,110.739998,108.610001,109.120003,1909600,109.120003
"253",109.040001,109.190002,108.279999,108.75,1980200,108.75
