"","ABC.Open","ABC.High","ABC.Low","ABC.Close","ABC.Volume","ABC.Adjusted"
"1",72.169998,72.57,71.68,72.010002,1796700,71.161907
"2",71.879997,72.059998,71.470001,71.919998,1324000,71.072963
"3",71.790001,72.050003,71.099998,71.459999,1509300,70.618382
"4",71.449997,71.900002,71,71.779999,1269700,70.934613
"5",71.610001,72.099998,71.230003,71.519997,1259600,70.677673
"6",71.370003,71.93,71.18,71.739998,951600,70.895083
"7",71.650002,72.239998,71.18,72.099998,1052400,71.250844
"8",72.18,72.419998,71.639999,71.93,1256900,71.082848
"9",72.169998,72.459999,71.910004,72.260002,2560100,71.408963
"10",72.470001,72.769997,72.269997,72.480003,969600,71.626373
"11",72.18,72.739998,71.910004,72.550003,1413800,71.695548
"12",72.580002,73.110001,72.400002,72.739998,1029400,71.883305
"13",72.739998,72.849998,72.389999,72.720001,931700,71.863544
"14",72.589996,73.25,72.43,72.870003,1121200,72.011779
"15",72.989998,72.989998,72.400002,72.660004,1103300,71.804253
"16",72.669998,73.260002,72.589996,72.980003,1096400,72.120484
"17",72.830002,73.18,72.720001,73.050003,1272900,72.18966
"18",73.330002,73.419998,73.050003,73.230003,943900,72.36754
"19",73.199997,73.230003,72.660004,73.010002,892300,72.15013
"20",73,73.07,72.599998,72.870003,1273300,72.011779
"21",73.099998,73.260002,72.669998,72.980003,729500,72.120484
"22",72.540001,73.139999,72.010002,72.919998,764100,72.061186
"23",72.940002,73.099998,72.43,72.980003,527000,72.120484
"24",73.32,73.5,72.849998,73.099998,664800,72.239066
"25",72.800003,73.089996,72.449997,72.699997,1672200,71.843776
"26",72.989998,72.989998,72.400002,72.970001,1446600,72.1106
"27",72.779999,73.550003,72.489998,72.699997,1274300,71.843776
"28",72.849998,73.300003,72.559998,73.059998,1431500,72.199536
"29",72.919998,73,72.379997,72.739998,1055100,71.883305
"30",73.059998,73.879997,73.019997,73.720001,1257000,72.851767
"31",73.739998,74.279999,73.620003,74.059998,1931100,73.187759
"32",77.050003,79.129997,75.620003,76.370003,4459400,75.470558
"33",76.410004,77.059998,76.209999,76.790001,2049700,75.88561
"34",76.75,77.720001,76.57,77.400002,3131700,76.488426
"35",77.389999,77.989998,77.25,77.620003,1534000,76.705836
"36",77.989998,78.459999,77.690002,77.949997,1270800,77.031944
"37",77.669998,78.040001,76.720001,76.910004,2099000,76.004199
"38",76.959999,77.830002,76.730003,77.300003,1629000,76.389605
"39",77.279999,77.919998,76.540001,77.790001,3296300,76.873832
"40",77.269997,77.779999,76.839996,77.050003,1668600,76.14255
"41",76.669998,76.870003,75.489998,76.029999,2228300,75.134558
"42",76.370003,76.459999,74.860001,74.959999,2009400,74.077161
"43",75,75.57,74.660004,75.43,1353100,74.541626
"44",75.769997,76.389999,75.529999,75.889999,1267100,74.996208
"45",75.940002,76.120003,75.599998,75.82,1084400,74.927033
"46",76.169998,76.489998,75.940002,76.139999,1170200,75.243264
"47",76.059998,76.639999,76.040001,76.620003,1043800,75.952033
"48",76.790001,77,76.099998,76.330002,1594700,75.66456
"49",76.529999,76.989998,76.360001,76.599998,698400,75.932203
"50",76.68,77.099998,76.629997,76.93,715800,76.259328
"51",76.93,77.019997,76.580002,76.860001,718600,76.189939
"52",77.059998,77.370003,76.879997,76.93,758900,76.259328
"53",77.050003,77.290001,76.43,76.599998,681100,75.932203
"54",77.029999,77.290001,76.669998,76.919998,454600,76.249413
"55",76.849998,76.910004,76.349998,76.720001,616000,76.05116
"56",76.970001,76.970001,76,76.370003,774400,75.704213
"57",76.309998,76.919998,76.089996,76.720001,580800,76.05116
"58",77,77.410004,76.800003,77.389999,992100,76.715317
"59",77.510002,77.690002,77.050003,77.150002,1112300,76.477411
"60",77.510002,77.650002,77.190002,77.360001,665300,76.68558
"61",77.32,77.940002,77.080002,77.349998,840100,76.675665
"62",77.18,78.260002,76.980003,78.139999,1240700,77.458778
