"","PCG.Open","PCG.High","PCG.Low","PCG.Close","PCG.Volume","PCG.Adjusted"
"56",45.560001,45.830002,45.43,45.799999,1015800,44.158174
"57",45.77,46.16,45.610001,46.130001,977600,44.476346
"58",46.139999,46.48,46.02,46.48,1637200,44.813797
"59",46.459999,47.779999,46.009998,47.290001,8792700,45.594762
"60",47.32,47.849998,47.049999,47.09,3397400,45.401931
"61",47.02,47.209999,46.619999,47.200001,2687100,45.507988
"62",47.279999,48.240002,47.259998,48.07,2995800,46.3468
"63",47.98,48.029999,47.299999,47.540001,2455300,45.8358
"64",47.419998,47.419998,46.900002,47,2080400,45.315157
"65",47.060001,47.23,46.77,46.810001,1790300,45.131969
"66",46.82,47.48,46.810001,47.360001,1703900,45.662252
"67",47.130001,47.150002,46.299999,46.380001,1664200,44.717384
"68",46.549999,46.740002,46.150002,46.34,1770500,44.678817
"69",45.939999,46.540001,45.209999,45.959999,7386400,44.312438
"70",46.220001,46.470001,45.91,46.150002,2933400,44.495629
"71",46.169998,46.279999,45.639999,45.900002,2430200,44.254591
"72",46,46.110001,45.68,45.84,4481800,44.196741
"73",45.75,45.759998,45.139999,45.189999,2979100,43.57004
"74",45.169998,45.639999,44.91,45.310001,2647700,43.685741
"75",45.349998,45.450001,45.09,45.240002,1886100,43.618251
"76",45.209999,45.400002,44.580002,44.68,2120000,43.078324
"77",44.32,44.41,43.759998,44.32,3438300,43.170862
"78",44.130001,44.900002,44.040001,44.849998,2697300,43.687119
"79",44.93,45.380001,44.73,45.040001,2893400,43.872195
"80",45.189999,45.650002,44.970001,45.189999,2961300,44.018303
"81",45.029999,45.400002,44.889999,45.09,2444400,43.920898
"82",45.169998,45.619999,44.790001,45.5,2386100,44.320267
"83",45.59,45.759998,45.080002,45.259998,1587000,44.086488
"84",44.799999,44.959999,44.169998,44.380001,3972900,43.229308
"85",44.43,45.200001,44.34,45,4549500,43.833231
"86",44.84,45.279999,44.509998,44.52,4885200,43.365677
"87",44.759998,45.5,44.759998,45.169998,3165700,43.998821
"88",45.25,46.029999,45.189999,45.369999,3581800,44.193637
"89",45.689999,46.599998,45.330002,45.880001,4003900,44.690415
"90",45.91,46.43,44.810001,45.73,3397100,44.544303
"91",45.41,45.509998,44.439999,44.68,4794000,43.521528
"92",44.880001,44.970001,44.48,44.700001,3890000,43.54101
"93",44.610001,45.41,44.560001,45.389999,2672200,44.213118
"94",45.48,45.5,44.880001,45.490002,2970700,44.310528
"95",45.57,46.529999,45.490002,46.25,3089600,45.050821
"96",46.52,46.59,46.07,46.189999,2501400,44.992375
"97",46.310001,47.32,46.299999,47.169998,2865000,45.946965
"98",47.150002,47.310001,46.25,46.57,4021700,45.362523
"99",46.639999,47.869999,46.450001,47.52,5065700,46.287892
"100",48.119999,49.259998,48.049999,48.509998,5829100,47.252221
"101",48.810001,49.919998,48.66,49.849998,5973000,48.557478
"102",50.060001,50.360001,49.66,50.32,4897800,49.015293
"103",50.5,51.060001,50.299999,50.939999,3373300,49.619216
"104",51.16,51.459999,50.630001,50.68,3430200,49.365959
"105",50.790001,50.860001,50.23,50.299999,11541500,48.995811
"106",50.27,50.290001,48.919998,49.34,6200000,48.060703
"107",49.419998,50.369999,49.400002,50.349998,3038600,49.044514
"108",50.25,50.77,49.91,50.77,2312200,49.453626
"109",50.669998,50.779999,50.34,50.549999,1791300,49.239329
"110",50.080002,50.419998,49.549999,50.139999,4172200,48.839959
"111",50.27,50.389999,49.630001,49.77,3588200,48.479554
"112",49.650002,50,49.529999,49.650002,3046800,48.362666
"113",49.75,50.68,49.68,50.580002,4502900,49.268553
"114",50.66,50.740002,50.369999,50.419998,2982900,49.112698
"115",50.290001,50.599998,49.970001,50.169998,2743600,48.86918
"116",50.119999,50.439999,50.040001,50.209999,3098400,48.908144
"117",50.610001,50.630001,49.650002,50.07,4487700,48.771775
"118",50.040001,50.080002,49.169998,49.220001,3490600,47.943815
"119",49.380001,49.41,48.959999,49.279999,6330900,48.002257
"120",49.43,50.169998,49.369999,49.939999,2196900,48.645144
"121",50.209999,50.810001,50.080002,50.5,1031400,49.190626
"122",50.209999,51.509998,50.110001,50.619999,3774500,49.307514
"123",50.689999,51.740002,50.59,51.529999,4811900,50.193919
"124",51.5,51.549999,50.84,51,3795700,49.677662
"125",50.91,51.459999,50.91,51.09,3302100,49.765328
"126",49.860001,50.970001,49.790001,50.950001,1744300,49.628959
"127",50.970001,52,50.759998,51.919998,3598000,50.573806
"128",51.709999,52.060001,51.5,51.84,2592900,50.495882
"129",51.880001,52.349998,51.509998,51.849998,2811500,50.505621
"130",51.889999,53.029999,51.779999,52.93,4116900,51.557621
"131",52.34,52.959999,52.049999,52.07,2519100,50.719918
"132",52.880001,53,51.799999,52.34,4076300,50.982918
"133",52.349998,52.849998,51.59,51.939999,3779400,50.593288
"134",51.630001,52.75,51.630001,52.73,3704200,51.362806
"135",52.77,53.450001,52.509998,53.450001,2904000,52.064138
"136",53.860001,53.869999,52.830002,53.060001,5054400,51.684251
"137",53.099998,53.310001,52.720001,53.220001,3361100,51.840102
"138",53.619999,53.810001,53.169998,53.27,2657000,51.888805
"139",53.419998,54.59,53.209999,54.459999,1584700,53.047949
"140",54.529999,55.240002,54.380001,54.860001,2679900,53.43758
"141",54.41,55.169998,54.41,54.98,2882400,54.002353
"142",55.009998,55.029999,54.09,54.279999,1683500,53.3148
"143",54.389999,54.59,53.16,53.240002,1849300,52.293296
"144",53.48,53.790001,53.060001,53.34,2384000,52.391516
"145",53.950001,54.450001,53.639999,54.240002,6398800,53.275514
"146",54.330002,55.599998,54.060001,54.16,5959500,53.196935
"147",54.25,54.77,53.950001,54.59,2595300,53.619289
"148",54.75,55.5,54.709999,55.279999,2592100,54.297018
"149",55.880001,56.110001,55.09,55.830002,5319300,54.837241
"150",55.919998,56.049999,55.060001,55.43,2661700,54.444352
"151",55.939999,57.279999,55.939999,56.509998,4563400,55.505146
"152",56.580002,57.720001,56.009998,57.650002,4303300,56.624878
"153",57.669998,57.900002,57,57.610001,4235800,56.585588
"154",57.630001,58.18,57.279999,58.16,3036800,57.125807
"155",58.549999,58.630001,57.830002,58.299999,2413700,57.263317
"156",58.169998,58.619999,57.709999,58.470001,2888400,57.430296
"157",58.650002,58.830002,57.950001,58.200001,2518400,57.165097
"158",58.439999,59.099998,58.34,58.869999,2741200,57.823181
"159",59.099998,59.43,58.52,59.400002,2343900,58.343759
"160",59.27,59.77,59.150002,59.41,3414900,58.35358
"161",59.380001,60.09,59.099998,59.290001,2783300,58.235715
"162",59.290001,60.209999,59,60.150002,2913200,59.080423
"163",60.139999,60.150002,58.759998,58.810001,3172900,57.764251
"164",58.849998,59.029999,58.009998,58.630001,2550600,57.587451
"165",58.66,58.939999,58.200001,58.849998,3172100,57.803536
"166",58.82,58.82,57.810001,57.91,3780500,56.880253
"167",58.360001,58.529999,57.849998,58.060001,4917400,57.027587
"168",57.759998,57.82,55.720001,56.060001,3591500,55.063151
"169",56.02,56.349998,55.540001,55.77,3013400,54.778306
"170",55.700001,56.900002,54.810001,56.810001,4218400,55.799814
"171",56.52,56.810001,55.040001,55.200001,5351800,54.218442
"172",55.450001,55.540001,54.869999,55.200001,3883600,54.218442
"173",55.02,55.080002,53.380001,54.060001,4574300,53.098714
"174",54.200001,54.700001,53.619999,54.389999,4569700,53.422844
"175",54.400002,55.599998,54.27,55.549999,3979500,54.562217
"176",55.720001,55.720001,54.759998,55.049999,2071100,54.071108
"177",54.970001,55.169998,54.23,54.98,1791700,54.002353
"178",55.029999,55.32,54.889999,55.259998,1821600,54.277373
"179",55.330002,55.650002,55.099998,55.150002,2253200,54.169332
"180",55.169998,55.299999,53.98,54.110001,2379200,53.147824
"181",54.279999,54.310001,53.73,53.919998,2070100,52.961201
"182",54,54.119999,53.540001,53.73,3118700,52.774581
"183",53.529999,54,52.900002,53.400002,3637200,52.450451
"184",53.32,53.799999,53.029999,53.709999,4373200,52.754936
"185",53.73,53.779999,53.41,53.630001,3293300,52.67636
"186",53.689999,54.279999,53.59,53.830002,2639700,52.872805
"187",53.93,53.93,52.02,52.200001,2472000,51.271788
"188",52.209999,52.400002,51.77,52.07,2085600,51.144099
"189",52,52.5,51.75,51.77,2203300,50.849434
"190",51.75,51.939999,51.25,51.380001,1790200,50.466369
"191",51.630001,52.610001,51.630001,52.41,1780100,51.478053
"192",52.25,52.27,51.110001,51.799999,3318700,50.878899
"193",52.060001,54.73,52.060001,53.549999,5506500,52.597781
"194",53.02,53.490002,52.889999,53.049999,3905600,52.106672
"195",53.02,54.32,52.619999,54.25,3929100,53.285334
"196",54,54.75,53.599998,53.610001,2118000,52.656715
"197",53.889999,54.34,53.18,53.959999,4867800,53.00049
"198",54.189999,54.790001,54.02,54.490002,2460900,53.521068
"199",54.470001,54.790001,53.330002,53.459999,2709300,52.509381
"200",53.439999,53.84,52.720001,52.759998,2549400,51.821828
"201",52.720001,53.040001,52.009998,52.369999,2059200,51.438763
"202",52.07,52.369999,51.790001,52.009998,1744000,51.53289
"203",52.099998,53.16,52.07,52.950001,3210000,52.46427
"204",52.939999,53.450001,52.709999,53.07,5086200,52.583168
"205",53.169998,53.439999,52.330002,53.119999,2337100,52.632708
"206",53.209999,53.73,53.040001,53.59,2334500,53.098398
"207",53.650002,54.689999,53.650002,54.27,1860900,53.77216
"208",54.18,54.209999,53.400002,53.48,2525300,52.989406
"209",53.439999,53.919998,53.220001,53.610001,2257600,53.118215
"210",53.529999,53.630001,52.310001,52.779999,5089000,52.295827
"211",52.619999,53.080002,52.169998,53.040001,3571400,52.553444
"212",53.060001,53.259998,52.299999,52.349998,1603600,51.869771
"213",52.439999,52.619999,52.209999,52.299999,2345900,51.820231
"214",52.490002,53.119999,51.84,51.919998,2577000,51.443716
"215",51.919998,52.02,51.400002,51.919998,5134800,51.443716
"216",51.75,52.439999,51.689999,52.360001,4328200,51.879682
"217",52.59,52.939999,52.369999,52.580002,2864300,52.097665
"218",52.610001,53.009998,51.889999,52.029999,3696300,51.552707
"219",52.040001,52.240002,51.720001,51.849998,3258000,51.374358
"220",51.880001,52.509998,51.860001,52.189999,2484500,51.711239
"221",52.169998,52.970001,51.93,52.740002,1711700,52.256197
"222",52.889999,53,51.82,51.869999,2092400,51.394175
"223",51.709999,52.630001,51.560001,52.599998,2205300,52.117478
"224",53.900002,54.049999,52.900002,53.919998,7885100,53.425369
"225",53.77,53.799999,52.209999,52.919998,5687500,52.434542
"226",52.939999,53.580002,52.77,53.490002,2331800,52.999317
"227",53.439999,54.32,53.279999,53.669998,4492400,53.177662
"228",53.48,53.619999,52.310001,52.349998,3431100,51.869771
"229",52.25,52.599998,51.43,51.93,1996400,51.453626
"230",51.939999,52.310001,51.709999,51.77,2589000,51.295094
"231",52.34,52.830002,52.099998,52.400002,2127000,51.919316
"232",52.369999,52.939999,51.959999,52.060001,1964800,51.582435
"233",51.77,51.990002,51.299999,51.68,2146600,51.205919
"234",51.82,52.189999,50.75,50.939999,1837600,50.472706
"235",51.09,51.59,51.09,51.43,2058600,50.958213
"236",51.599998,52.220001,51.509998,52.009998,2189000,51.53289
"237",51.869999,52.68,51.869999,52.52,1964800,52.038214
"238",52.240002,53.07,52.099998,53.009998,2803900,52.523717
"239",53,53.32,52.720001,52.849998,2897900,52.365185
"240",52.889999,53.189999,52.610001,53.150002,1961300,52.662436
"241",52.990002,53.060001,52.209999,52.709999,2567100,52.22647
"242",52.689999,52.709999,51.98,52.68,1944700,52.196746
"243",52.650002,53.290001,52.52,53.259998,2030700,52.771423
"244",53.220001,53.5,53,53.360001,2835900,52.870508
"245",53.5,53.82,53.279999,53.470001,2641400,52.9795
"246",53.790001,53.959999,53.419998,53.66,2527700,53.167756
"247",53.32,53.459999,52.220001,52.900002,3136200,52.414729
"248",52.73,52.799999,51.52,51.970001,3445100,51.49326
"249",51.77,52.110001,51.650002,51.849998,2501700,51.374358
"250",51.790001,51.790001,50.84,51.360001,4312300,50.888855
"251",51.369999,51.369999,50.759998,50.790001,2289600,50.324084
"252",51.330002,51.43,50.240002,50.330002,3562400,49.868305
"253",50.66,50.869999,50.380001,50.43,3033000,49.967386
