"","FLR.Open","FLR.High","FLR.Low","FLR.Close","FLR.Volume","FLR.Adjusted"
"54",74.400002,75.010002,74.349998,74.980003,632000,73.987784
"55",75.309998,75.519997,74.779999,75.379997,868800,74.382484
"56",75.379997,75.400002,74.730003,75.040001,1026600,74.046987
"57",74.900002,75.129997,74.360001,74.480003,1400700,73.4944
"58",74.43,74.540001,73.559998,73.889999,840700,73.118364
"59",73.739998,74.800003,73.589996,73.800003,839800,73.029307
"60",74.18,74.190002,73.160004,73.269997,689100,72.504836
"61",73.300003,73.800003,72.620003,72.779999,1014100,72.019955
"62",72.68,73.660004,72.269997,73.650002,964400,72.880872
"63",73.559998,73.690002,72.730003,73.239998,858100,72.47515
"64",73.129997,73.269997,71.879997,72.050003,1045600,71.297583
"65",71.790001,72.230003,70.050003,70.220001,2862100,69.486692
"66",69.879997,70.830002,69.580002,70.739998,1911700,70.001258
"67",70.769997,70.900002,69.900002,69.989998,1618900,69.25909
"68",69.959999,70.019997,69.269997,69.75,919200,69.021599
"69",69.650002,70.07,69.32,69.650002,1492800,68.922644
"70",69.940002,70.389999,69.480003,69.650002,1133800,68.922644
"71",69.93,70.550003,69.660004,70.510002,1732400,69.773664
"72",70.860001,70.940002,70.120003,70.269997,1577100,69.536165
"73",69.790001,70.089996,68.269997,68.540001,1827700,67.824236
"74",67.809998,68.410004,67.040001,68.169998,1992500,67.458097
"75",68.150002,68.389999,67.559998,67.900002,2867600,67.19092
"76",67.830002,68.050003,66.699997,66.730003,1963500,66.03314
"77",67,67.800003,66.93,67.650002,1959000,66.94353
"78",66.889999,67.889999,66.82,67.370003,1363800,66.666456
"79",67.300003,67.599998,66.519997,66.790001,2106600,66.092511
"80",67.040001,67.050003,65.839996,65.889999,2391800,65.201908
"81",65.940002,66.370003,65.18,65.690002,1658000,65.004
"82",66.139999,66.620003,65.860001,66,1644500,65.31076
"83",66.300003,66.540001,65.370003,66.010002,1023200,65.320658
"84",65.660004,65.720001,63.860001,63.93,2120000,63.262377
"85",63.93,65.339996,63.27,65.269997,2219100,64.58838
"86",65.129997,65.330002,63.830002,63.860001,1389000,63.193109
"87",63.720001,64.480003,62.869999,62.880001,1695000,62.223343
"88",63.060001,63.900002,61.709999,61.73,1326400,61.085351
"89",62.09,63.150002,61.32,61.540001,1815200,60.897337
"90",60.5,61.98,59.32,61.650002,1825800,61.006189
"91",60.43,61.970001,59.400002,61.099998,2690600,60.461929
"92",62,63.080002,61.790001,62.25,1921600,61.599921
"93",61.970001,62.57,61.950001,62.380001,1209700,61.728565
"94",62.860001,63.959999,62.849998,63.93,1816800,63.262377
"95",63.93,64.099998,61.509998,61.619999,2483600,60.976499
"96",62.369999,65.120003,61.91,64.610001,2655600,63.935276
"97",65.080002,65.089996,63.950001,64.949997,1225000,64.271722
"98",64.900002,65.239998,64.32,65.199997,1694200,64.519111
"99",65.470001,66.720001,64.889999,66.610001,1455600,65.91439
"100",66.709999,66.919998,65.019997,65.529999,1443200,64.845667
"101",65.029999,66.949997,65.029999,66.419998,1850000,65.726372
"102",66.209999,67.379997,64.82,66.339996,3137300,65.647206
"103",66.519997,66.970001,65.57,65.779999,1673500,65.093056
"104",65.410004,65.480003,63.630001,63.77,1876000,63.104048
"105",64.089996,65.720001,64,65.5,1923000,64.815981
"106",65.300003,65.860001,64.970001,65.669998,1717600,64.984204
"107",65.699997,66.779999,65.690002,66.290001,1986200,65.597732
"108",66.339996,66.949997,65.709999,65.959999,1586100,65.271177
"109",65.900002,66.050003,65.5,65.900002,1416300,65.211806
"110",65.599998,66.07,65.349998,65.949997,1133100,65.261279
"111",65.959999,66.410004,64.410004,65.089996,1478600,64.410259
"112",65.019997,65.540001,64.370003,64.699997,2039000,64.024333
"113",64.629997,64.75,63.5,63.610001,1670800,62.945719
"114",64.099998,65.980003,64.099998,65.940002,2308800,65.251389
"115",66.290001,66.690002,65.870003,66.330002,1883100,65.637316
"116",65.93,68.089996,65.900002,67.589996,1657400,66.884152
"117",68.779999,69.690002,68.669998,69.239998,2471400,68.516922
"118",69.529999,69.559998,67.68,68.330002,2266200,67.616429
"119",68.529999,68.860001,68.120003,68.68,1970500,67.962773
"120",68.57,68.800003,66.410004,66.720001,2287500,66.023242
"121",65.330002,65.330002,61.790001,61.990002,3549000,61.536324
"122",61.099998,61.75,58.41,60.25,5244800,59.809057
"123",60.540001,62.009998,60.43,61.580002,2647700,61.129325
"124",62,63.689999,62,62.91,2334500,62.449589
"125",62.459999,62.68,61.599998,62.049999,1894000,61.595883
"126",61.900002,62.709999,61.889999,62.389999,1510700,61.933395
"127",62.049999,62.169998,59.59,59.889999,2706100,59.451691
"128",59.18,60.700001,58.689999,60.509998,2486000,60.067152
"129",59.93,59.93,57.880001,57.950001,2093000,57.52589
"130",57.529999,59.549999,57.529999,58.349998,3472300,57.922961
"131",57.470001,58.32,56.220001,56.880001,4168700,56.463722
"132",57.349998,58.220001,56.669998,56.669998,2734500,56.255256
"133",56.07,58.130001,56.040001,56.290001,2984500,55.878039
"134",56,58.119999,55.599998,57.950001,2946900,57.52589
"135",59.080002,59.709999,58.34,59.580002,3221500,59.143962
"136",59.75,60.43,59.439999,59.900002,5619800,59.46162
"137",60.110001,60.299999,58.84,59.639999,2182700,59.203521
"138",59.950001,61.330002,59.68,60.560001,2094100,60.11679
"139",60.599998,60.900002,60.060001,60.299999,785200,59.85869
"140",60.639999,61.220001,60.48,60.529999,688600,60.087007
"141",60.84,62.09,60.720001,61.57,1776400,61.119396
"142",61.16,61.560001,60.84,60.970001,1621800,60.523789
"143",61.27,61.419998,60.299999,60.630001,1360100,60.186277
"144",60.779999,61.060001,59.919998,60.689999,1001200,60.245835
"145",59.970001,59.970001,58.080002,58.560001,2530100,58.131427
"146",58.529999,58.599998,57.119999,58,2008800,57.575524
"147",58.5,58.830002,57.490002,57.860001,1486400,57.436549
"148",58.48,59.709999,58.029999,59.66,1696900,59.223375
"149",59.669998,60.040001,57.48,57.709999,1906900,57.287645
"150",57.529999,57.689999,56.02,56.18,2223500,55.768844
"151",56.439999,56.75,54.810001,55.630001,2118000,55.22287
"152",54.810001,54.93,52.790001,54.009998,3768400,53.614723
"153",54.279999,54.740002,52.689999,52.700001,2240400,52.314313
"154",52.669998,54.080002,52.439999,54.029999,1977200,53.634577
"155",53.889999,54.529999,53.380001,54.439999,1773200,54.041576
"156",54.48,56,54.400002,55.759998,2063400,55.351916
"157",55.299999,55.34,54.439999,54.959999,2904500,54.557771
"158",54.68,55.299999,54.25,54.310001,2602300,53.912531
"159",54.290001,55.23,53.799999,55.119999,1447300,54.7166
"160",53.5,54.509998,53.009998,54.16,1873700,53.763627
"161",54.310001,54.310001,52.189999,52.209999,2530100,51.827897
"162",52.23,53.200001,51.799999,53.040001,2716700,52.651825
"163",52.41,54.189999,51.919998,53.59,3073000,53.197799
"164",53.970001,55.73,53.84,55.59,1973000,55.183162
"165",54.619999,57.099998,54.619999,56.720001,2405500,56.304893
"166",55.849998,55.950001,53.860001,54.349998,2452100,53.952235
"167",54.82,56.09,54.689999,55.720001,1993500,55.312211
"168",55.959999,56.360001,55.049999,55.080002,2116000,54.676896
"169",55.200001,56.610001,55.189999,56.09,1889700,55.679502
"170",56.23,56.490002,55.279999,55.650002,1539500,55.242724
"171",55.299999,55.860001,54.669998,55.490002,1758200,55.083895
"172",56.040001,56.599998,55.830002,56.360001,1259700,55.947527
"173",56.880001,58.310001,56.880001,57.779999,2153400,57.357133
"174",57.529999,58.049999,57.23,57.57,2789600,57.14867
"175",58.450001,60.189999,58.099998,59.09,3558000,58.657547
"176",58.25,59.720001,58.040001,59.439999,2559900,59.004984
"177",59.150002,59.540001,58.139999,59.330002,1801000,58.895792
"178",58.869999,59.130001,58.299999,59.049999,2274200,58.617838
"179",58.959999,59.919998,58.869999,59.25,1297600,58.816376
"180",59.459999,59.619999,58.73,59.18,1350500,58.746888
"181",59.029999,59.48,57.860001,58.119999,1809700,57.694644
"182",58.240002,58.599998,57.540001,58,2986300,57.78431
"183",57.959999,58.599998,57.450001,58.48,1159700,58.262525
"184",58.310001,58.77,58.110001,58.400002,1216500,58.182824
"185",58,58.259998,57.200001,57.880001,1382400,57.664757
"186",57.830002,58.369999,57.459999,58.099998,1008000,57.883937
"187",57.580002,58.380001,57.130001,57.290001,1348000,57.076951
"188",57.299999,57.93,57,57.869999,1858500,57.654792
"189",57.599998,57.759998,57,57,1250400,56.788029
"190",56.939999,57.349998,56.68,57.119999,1050900,56.907581
"191",57.41,58,57.150002,57.900002,1074200,57.684683
"192",57.580002,57.689999,56.110001,56.689999,1233000,56.47918
"193",56.68,57.439999,56.389999,57.41,946700,57.196504
"194",57.139999,57.349998,56.84,57.16,971300,56.947434
"195",56.950001,58.66,56.560001,58.279999,1713000,58.063268
"196",57.919998,57.919998,56.439999,56.77,1603800,56.558885
"197",57.169998,57.57,57.040001,57.290001,1861600,57.076951
"198",57.27,58.16,57.169998,57.880001,1035900,57.664757
"199",57.93,58.360001,57.349998,58.25,1125300,58.03338
"200",58.470001,58.490002,57.450001,57.470001,781400,57.256282
"201",57.48,58.43,57.349998,57.470001,677600,57.256282
"202",57.25,57.25,56.330002,56.759998,899800,56.54892
"203",57.099998,58.23,56.950001,57.889999,1013600,57.674718
"204",57.689999,57.810001,57.029999,57.16,1436900,56.947434
"205",56.43,57.119999,56.220001,56.77,1272000,56.558885
"206",56.669998,57.91,56.41,57.59,1034800,57.375835
"207",57.490002,59.209999,57.41,58.900002,1269800,58.680965
"208",58.82,59.119999,58.130001,58.98,1466000,58.760665
"209",59.009998,59.439999,58.330002,58.91,1245000,58.690926
"210",58.77,59.5,58.439999,59.139999,1260700,58.92007
"211",59.18,59.580002,58.950001,59.130001,945800,58.910109
"212",58.02,58.93,57.950001,58.34,1083400,58.123046
"213",58.450001,59.189999,58.23,59.02,958200,58.800517
"214",59.48,62.259998,59.25,61.200001,3044000,60.972411
"215",61.200001,61.25,59.900002,60.119999,1400000,59.896425
"216",59.549999,59.950001,59.200001,59.52,1144700,59.298658
"217",59.709999,60.240002,59.650002,59.759998,1030800,59.537763
"218",59.93,60.040001,59.369999,59.75,1102600,59.527802
"219",59.740002,60.32,59.189999,60.18,1356800,59.956203
"220",60.18,61.07,60.029999,60.560001,1140100,60.334791
"221",60.459999,60.459999,59.720001,60.110001,874400,59.886464
"222",60.400002,61.209999,60.330002,60.830002,1177200,60.603788
"223",60.619999,60.799999,60.080002,60.59,1202100,60.364678
"224",60.369999,61.360001,60.060001,60.970001,1517000,60.743266
"225",60.919998,61.27,59.959999,60.139999,1661000,59.916351
"226",58.240002,59.91,57.93,58.700001,2659400,58.481708
"227",58.860001,59.400002,58.490002,58.720001,1250900,58.501634
"228",58.869999,59.709999,58.779999,58.860001,1568500,58.641112
"229",59.380001,59.490002,58.619999,58.900002,1066100,58.680965
"230",58.630001,59,58.279999,58.630001,1322000,58.411968
"231",59.41,59.919998,58.790001,59.66,1493000,59.438137
"232",59.639999,60.099998,59.169998,59.919998,1092200,59.697168
"233",59.709999,59.709999,58.790001,59.279999,1137900,59.059549
"234",59.360001,60.34,59.25,60.040001,1077000,59.816725
"235",60.450001,60.619999,59.639999,59.939999,1178300,59.717094
"236",59.77,59.84,58.77,59.23,1971700,59.009735
"237",58.98,59.23,58.32,58.959999,1393400,58.740739
"238",58.77,58.889999,57.950001,58.52,1110300,58.302377
"239",58.73,59.080002,58.490002,58.77,1028600,58.551447
"240",58.93,59.380001,58.77,58.889999,761500,58.671
"241",58.610001,58.91,57.950001,57.970001,983900,57.754423
"242",57.57,57.59,56.459999,56.630001,1491400,56.419406
"243",56.610001,57,56,56.970001,1074900,56.758142
"244",56.630001,56.889999,55.900002,56.470001,1010800,56.260001
"245",56.509998,56.700001,55.889999,56.220001,1365800,56.220001
"246",56.349998,56.82,55.93,56.5,881800,56.5
"247",56.189999,57.759998,56.139999,57.080002,1315200,57.080002
"248",57.16,57.970001,56.889999,57.139999,720800,57.139999
"249",56.5,56.540001,55.689999,55.77,1715300,55.77
"250",55.5,55.889999,55.099998,55.639999,1452200,55.639999
"251",55.57,55.959999,55.169998,55.189999,774900,55.189999
"252",55.41,55.84,55.02,55.09,849300,55.09
"253",55.610001,55.959999,55.41,55.68,775800,55.68
