"","SRE.Open","SRE.High","SRE.Low","SRE.Close","SRE.Volume","SRE.Adjusted"
"106",113.239998,114.5,111.690002,112.839996,1704400,110.663323
"107",113.07,113.239998,112.220001,112.489998,1092700,110.320076
"108",112.389999,112.910004,112.190002,112.599998,1463000,110.427955
"109",112.839996,113.25,112.059998,112.489998,863000,110.320076
"110",111.349998,111.849998,109.760002,110.650002,1204500,108.515573
"111",110.529999,110.959999,109.230003,109.510002,973800,107.397564
"112",109.160004,109.610001,108.580002,108.669998,1164400,106.573764
"113",108.610001,110.150002,108.220001,109.980003,583000,107.858499
"114",109.959999,111.110001,109.519997,110.480003,607900,108.348854
"115",110.040001,110.5,109.529999,110.110001,517200,107.985989
"116",109.699997,110.639999,109.279999,110.260002,530700,108.133097
"117",110.75,111.419998,109.419998,110.330002,858800,108.201746
"118",110.370003,110.989998,110.050003,110.160004,1248900,108.035027
"119",110.57,111.510002,110.25,111.160004,948900,109.015737
"120",111,112.080002,111,111.669998,615400,109.515894
"121",111.709999,112.93,111.559998,111.730003,664000,109.574742
"122",111.370003,111.610001,109.199997,109.269997,1954900,107.162188
"123",108.860001,111.040001,108.400002,110.699997,1501100,108.564604
"124",110.540001,110.970001,110.239998,110.769997,968400,108.633253
"125",110.519997,111.300003,110.080002,111.099998,673000,108.956889
"126",110.040001,111.029999,109.730003,110.150002,938300,108.025218
"127",110.269997,110.93,109.290001,109.5,947700,107.387755
"128",109.150002,110.400002,108.75,109.809998,1104300,107.691773
"129",109.889999,110.190002,108.25,108.330002,952100,106.240326
"130",109.290001,110.709999,109.099998,109.43,1220000,107.319105
"131",109.129997,109.870003,107.989998,108.089996,1067700,106.00495
"132",107.099998,108.559998,105.510002,106.120003,1736600,104.072957
"133",105.959999,107.75,104.75,105.239998,1212100,103.209928
"134",105.68,107,105.199997,106.860001,1733000,104.798681
"135",107.120003,109.959999,106.860001,109.940002,1305900,108.489333
"136",110.169998,111,108.919998,110.099998,1875500,108.647218
"137",110.050003,110.900002,109.349998,110.589996,751800,109.130751
"138",110.68,111.239998,109.970001,110.330002,857800,108.874187
"139",110.519997,112.660004,110.519997,112.089996,490200,110.610958
"140",112.139999,115.029999,112.139999,114.860001,987400,113.344412
"141",114.720001,116.300003,114.720001,115.849998,1690800,114.321346
"142",115.519997,115.519997,113.169998,113.32,620300,111.824731
"143",113.459999,113.720001,111.25,111.360001,743500,109.890595
"144",111.779999,112.269997,110.690002,112.089996,716400,110.610958
"145",111.769997,112.129997,109.5,110.040001,973000,108.588012
"146",110.099998,111.790001,108.919998,109.010002,1180300,107.571605
"147",109.389999,111.209999,109.129997,110.769997,1118400,109.308376
"148",110.949997,112.18,110.949997,111.760002,747400,110.285318
"149",111.779999,111.779999,109.980003,110.75,902400,109.288643
"150",111.239998,111.239998,109.400002,110.150002,567100,108.696562
"151",111.32,112.5,110.209999,110.809998,1106700,109.347849
"152",110.339996,111.519997,109.449997,111.459999,739700,109.989274
"153",111.870003,112.589996,111.18,112.139999,828000,110.660301
"154",111.779999,113,111.199997,112.949997,937200,111.459611
"155",113.209999,113.800003,112.410004,113.669998,825600,112.170111
"156",113.32,114.709999,112.790001,114.5,866800,112.989161
"157",114.809998,115.410004,113.790001,114.510002,717200,112.999031
"158",114.959999,115.900002,114.489998,115.080002,552700,113.56151
"159",114.669998,115.169998,113.400002,114.529999,547900,113.018764
"160",114.040001,115.099998,113.889999,114.540001,620300,113.028634
"161",114.57,116.209999,113.110001,113.339996,712900,111.844464
"162",113.230003,115.059998,112.379997,114.940002,627300,113.423358
"163",113.970001,114.540001,111.779999,111.919998,838100,110.443203
"164",112.379997,113.25,110.879997,113.18,741700,111.686579
"165",112.839996,114.019997,112.279999,113.809998,1071900,112.308264
"166",113.370003,113.760002,111.800003,112.029999,940600,110.551752
"167",112.849998,113.75,111.879997,113.419998,745600,111.92341
"168",112.93,113.040001,107.5,108.209999,1323600,106.782158
"169",107.800003,108.699997,107.169998,107.879997,951100,106.45651
"170",108.040001,110.669998,108.029999,110.379997,1289900,108.923522
"171",109.449997,109.480003,106.82,107.120003,1098600,105.706544
"172",107.25,107.639999,106.25,106.669998,1212800,105.262477
"173",106.419998,107,104.639999,105.559998,1082900,104.167123
"174",105.559998,107.120003,104.690002,106.260002,1495300,104.857891
"175",105.970001,109.779999,105.860001,109.709999,1231600,108.262365
"176",109.989998,110.519997,108.769997,109.199997,1440600,107.759092
"177",109.349998,110.120003,108.459999,109.940002,852800,108.489333
"178",109.980003,110.779999,109.75,110.550003,814900,109.091285
"179",110.43,111.269997,109.870003,110.269997,926100,108.814973
"180",110.089996,110.410004,108.480003,108.639999,1178400,107.206484
"181",109.290001,109.760002,107.330002,108.449997,1368300,107.018989
"182",108.470001,109.110001,107.849998,108.199997,934600,106.772287
"183",108.199997,108.199997,106.089996,107.129997,1656000,105.716407
"184",107.18,108.68,106.989998,108.669998,1192300,107.236087
"185",108.019997,108.120003,107.489998,107.910004,730600,106.486121
"186",108.410004,109.139999,107.959999,108.809998,650700,107.374239
"187",107.489998,107.489998,105.919998,107,2773000,105.588125
"188",106.980003,108.559998,106.769997,108,1399000,106.574929
"189",107.790001,108.449997,106.769997,106.800003,1485900,105.390767
"190",107,107.739998,105.870003,106.150002,800500,104.749342
"191",106.57,108.959999,106.190002,108.489998,1031200,107.058462
"192",108.120003,108.18,105.620003,106.360001,1086400,104.95657
"193",106.760002,108.940002,106.389999,108.720001,940300,107.28543
"194",108.300003,109.379997,107.769997,109.260002,1170200,107.818306
"195",109.260002,112.900002,108.690002,112.309998,1164000,110.828056
"196",111.910004,112.900002,110.269997,110.68,823300,109.219567
"197",111.410004,112.300003,110.529999,111.800003,1660300,110.324791
"198",111.580002,112.18,111.25,111.529999,1837600,110.05835
"199",111.440002,112.330002,110.650002,110.980003,686200,109.515611
"200",110.379997,111.25,109.339996,109.449997,1045100,108.691359
"201",110.550003,110.550003,107.059998,107.169998,2002400,106.427164
"202",107.290001,109.169998,107.099998,108.5,1730200,107.747947
"203",108.919998,109.93,108.279999,109.669998,1015200,108.909835
"204",109.360001,110.260002,108.150002,109.019997,1193100,108.264339
"205",108.82,109.919998,107.75,109.860001,927500,109.098521
"206",109.919998,111,109.730003,109.970001,817500,109.207759
"207",110,111.089996,109.970001,110.470001,726600,109.704293
"208",110.190002,110.730003,109.769997,109.809998,717800,109.048864
"209",109.75,109.900002,108.110001,108.610001,834900,107.857185
"210",108.510002,108.519997,107.099998,107.900002,707000,107.152107
"211",108.239998,108.5,107.709999,107.849998,1099600,107.102451
"212",109.57,109.989998,107.830002,107.93,1133900,107.181898
"213",107.980003,108.800003,107.730003,108.330002,846600,107.579127
"214",108.519997,109.239998,108.419998,108.559998,690700,107.807529
"215",108.339996,108.540001,106.660004,107.599998,984700,106.854184
"216",106.900002,107.709999,106.150002,106.669998,852600,105.93063
"217",107.099998,109.290001,107,108.459999,699100,107.708223
"218",108.529999,109.18,107.139999,107.410004,945200,106.665506
"219",107.550003,108.18,106.949997,107.769997,627300,107.023004
"220",107.849998,109.059998,107.480003,108.559998,831000,107.807529
"221",108.43,110.309998,108.169998,109.510002,770100,108.750948
"222",110.050003,110.050003,107.989998,108.43,647000,107.678432
"223",108.059998,109.080002,107.480003,108.980003,443700,108.224623
"224",108.279999,108.580002,106.800003,107.639999,1377800,106.893907
"225",107.230003,107.489998,105.089996,106.169998,1321600,105.434095
"226",106.169998,106.889999,105.260002,106.800003,1336900,106.059733
"227",107.019997,108.830002,106.870003,107.809998,1038300,107.062727
"228",107.080002,108.07,103.389999,104.330002,1801100,103.606853
"229",104.330002,105.389999,102.449997,103.220001,1641100,102.504546
"230",103.519997,104.5,103.25,103.790001,1019300,103.070595
"231",105.059998,106.18,105.059998,105.860001,1228500,105.126246
"232",105.440002,106.290001,104.650002,104.989998,967700,104.262274
"233",104.459999,105.639999,103.849998,105.379997,1308100,104.64957
"234",105.57,106.620003,103.849998,104.260002,1073200,103.537338
"235",104.709999,105.800003,104.709999,105.440002,899700,104.709159
"236",105.650002,106.889999,105.07,106.860001,1560000,106.119315
"237",106.269997,107.43,106.230003,107.419998,823100,106.675431
"238",107.010002,108.089996,106.379997,107.82,651300,107.07266
"239",107.709999,108.410004,107.129997,107.75,833100,107.003145
"240",108.220001,108.440002,107.339996,107.690002,825400,106.943564
"241",107.580002,107.870003,106.809998,107.599998,741200,106.854184
"242",107.580002,107.860001,106.690002,107.089996,1561600,106.347717
"243",107.300003,107.669998,106.870003,107.400002,1314200,106.655573
"244",107.57,108.129997,106.989998,107.980003,931900,107.231555
"245",107.959999,108.230003,107.339996,107.470001,914000,106.725087
"246",107.470001,108.360001,107.099998,107.589996,507500,106.844251
"247",107.010002,107.25,105.300003,106.300003,824900,105.563199
"248",106.019997,106.760002,104.260002,104.760002,870400,104.033872
"249",103.440002,105.300003,103.389999,104.300003,1009700,103.577062
"250",103.43,103.93,102.389999,103.870003,1023000,103.150042
"251",104.309998,104.309998,102.730003,103.040001,1329900,102.325793
"252",103,103.940002,102.57,103.050003,991500,102.335726
"253",103.459999,104.050003,103.209999,103.330002,1076900,102.613784
