"","HUM.Open","HUM.High","HUM.Low","HUM.Close","HUM.Volume","HUM.Adjusted"
"49",121.190002,122.099998,120.07,121.93,792400,121.063463
"50",121.949997,123.349998,121.32,122.93,1060500,122.056356
"51",123,123.349998,122.110001,123.150002,432500,122.274794
"52",122.889999,123.879997,122.849998,123.449997,693100,122.572657
"53",123.419998,123.849998,122.660004,123.190002,637200,122.314511
"54",123.830002,124.709999,123.300003,124.220001,570000,123.337189
"55",124.389999,125.480003,124.199997,125.050003,700300,124.161293
"56",124.910004,127.639999,124.879997,127.32,923100,126.415157
"57",126.870003,128.529999,126.580002,127.639999,801800,126.732882
"58",127.93,129.589996,127.900002,128.740005,811400,127.825071
"59",129.149994,129.490005,126.660004,127.449997,2102400,126.54423
"60",128.229996,128.380005,127.18,127.25,1137100,126.345655
"61",127.349998,129.75,126.510002,126.879997,1298000,125.978281
"62",127.110001,130.039993,126.68,129.199997,1186200,128.281793
"63",129,130.229996,128.5,129.550003,1030500,128.629312
"64",129.470001,131.149994,128.929993,130.449997,1031100,129.52291
"65",131.050003,131.050003,128.050003,128.960007,864900,128.043509
"66",128.679993,129.619995,127.279999,129.399994,834400,128.480369
"67",129.710007,129.970001,127.830002,128.259995,565800,127.348471
"68",128.179993,128.880005,127.57,127.660004,549200,126.752744
"69",128.279999,132.479996,127.720001,132.369995,1514300,131.429263
"70",132.600006,133.509995,131.729996,132.520004,1945300,131.578206
"71",133.020004,134,132.570007,133.179993,798600,132.233504
"72",133.970001,135.100006,133.190002,134.910004,1234300,133.95122
"73",134.149994,135.860001,134.149994,134.779999,1543200,133.822139
"74",134.190002,134.479996,131.869995,132.350006,1278000,131.409416
"75",132.169998,135.759995,132.169998,135.509995,838500,134.546947
"76",134.570007,134.570007,131.009995,131.279999,1573100,130.347013
"77",131.919998,132.179993,130.449997,131.729996,662100,131.073372
"78",130.630005,132.149994,130.419998,131.899994,700500,131.242523
"79",132,132.25,130.289993,130.289993,1069200,129.640548
"80",130.279999,130.600006,127.489998,127.989998,1312300,127.352017
"81",127.099998,128.210007,125.900002,127.150002,1323300,126.516207
"82",128.089996,129.570007,127.470001,128.919998,982600,128.277381
"83",129.820007,130.449997,126.230003,126.239998,1171100,125.61074
"84",125.900002,126.660004,124.68,124.730003,1351700,124.108272
"85",125.209999,127.459999,124.910004,127.419998,1123600,126.784858
"86",127.349998,128.460007,124.699997,125.029999,1024200,124.406772
"87",125.370003,127.870003,125.169998,126.389999,1536200,125.759994
"88",126.300003,128.399994,124.510002,124.629997,1135700,124.008764
"89",125.07,125.07,122.330002,124.199997,1338200,123.580908
"90",122.75,124.830002,121.040001,124.169998,1340100,123.551058
"91",122.959999,129.479996,122.959999,125.730003,1668200,125.103287
"92",126.779999,128.539993,125.660004,128.229996,1004500,127.590818
"93",128.139999,130.169998,128.100006,130.100006,868400,129.451507
"94",131.440002,133.779999,130.240005,133.270004,924300,132.605704
"95",133.75,133.779999,131.100006,131.470001,1497800,130.814674
"96",132.880005,133.380005,132.25,132.630005,727300,131.968895
"97",132.720001,133.160004,131.619995,133.110001,610000,132.446498
"98",133.100006,133.710007,132.440002,132.729996,1092600,132.068388
"99",131.139999,134.910004,130.509995,134.729996,806800,134.058418
"100",135,136.600006,134.259995,134.949997,741500,134.277323
"101",134.509995,138,134.509995,137.179993,847500,136.496203
"102",138.929993,139.869995,138.309998,138.850006,1219100,138.157892
"103",139,139.75,137.639999,138.479996,818000,137.789726
"104",138.5,139.649994,137.220001,137.75,1138300,137.063369
"105",139.449997,139.940002,137.130005,138.940002,1582000,138.24744
"106",139.059998,140.649994,138.729996,139.869995,1395500,139.172797
"107",131.399994,135.75,129.309998,130.580002,5468300,129.929111
"108",131.509995,133.210007,131.160004,132.460007,2620300,131.799744
"109",132.949997,136.589996,132.949997,136.440002,1411100,135.759901
"110",136.089996,137.75,134.440002,137.25,1376100,136.565861
"111",137.490005,139.300003,136.960007,138.410004,1485700,137.720083
"112",138.110001,138.429993,135.410004,135.770004,1179800,135.093243
"113",136,138.089996,135.570007,137.470001,721900,136.784766
"114",137.910004,140.759995,137.559998,139.289993,1114700,138.595686
"115",139.020004,139.440002,136.169998,136.559998,1041000,135.879298
"116",136.119995,136.710007,135.380005,136.199997,982600,135.521092
"117",137.5,137.789993,136.020004,136.419998,1118200,135.739997
"118",137.300003,140.460007,136.710007,139.839996,1388800,139.142947
"119",139.839996,140.919998,137.630005,137.690002,1667400,137.00367
"120",138.179993,138.690002,136.669998,137.490005,806200,136.80467
"121",137.539993,138.979996,137.449997,137.970001,814500,137.282274
"122",137.649994,140.619995,137.259995,139.080002,1114800,138.386741
"123",138.360001,140.220001,137.179993,140.119995,1041500,139.421551
"124",141.119995,144.300003,140.559998,141.710007,1475400,141.003637
"125",141.119995,141.580002,139.520004,141.119995,983000,140.416566
"126",141.619995,145.759995,141.470001,144.320007,2356100,143.600627
"127",143.970001,145.259995,143.759995,144.570007,1121100,143.849381
"128",142.229996,143.919998,142.020004,143.449997,699700,142.734954
"129",142.25,142.789993,140.399994,141.440002,1333100,140.734978
"130",141.669998,144.490005,141.669998,142.479996,777200,141.769787
"131",141.720001,146,141.649994,143.600006,1421400,142.884215
"132",144,144.539993,141.009995,143.080002,1051800,142.366803
"133",142.710007,145.600006,141,141.149994,1409100,140.446415
"134",141.210007,144.470001,141.210007,143.330002,1194700,142.615557
"135",144.809998,149.089996,143.369995,149.070007,1393800,148.32695
"136",149.839996,151.520004,146.419998,146.470001,2094000,145.739904
"137",146.240005,147.860001,146.229996,146.339996,1188500,145.610547
"138",147.490005,148.039993,143.740005,144.690002,1300900,143.968778
"139",145.160004,145.229996,144.190002,144.380005,267300,143.660326
"140",145.119995,145.740005,144.309998,145.070007,693700,144.346889
"141",144.75,145.429993,143.050003,144.479996,536000,144.037829
"142",144.350006,146.139999,144.149994,145.770004,689400,145.32389
"143",145.809998,148.139999,143.479996,143.630005,662700,143.19044
"144",144.949997,146.509995,141.389999,142.990005,982800,142.552399
"145",141.690002,142.759995,138.690002,139.199997,1686700,138.773989
"146",140.210007,141.490005,137.449997,139.089996,1770100,138.664325
"147",139.729996,142.240005,139.729996,141.729996,877400,141.296245
"148",143.619995,148.389999,143.619995,147.830002,1350000,147.377583
"149",147.339996,148.059998,146.570007,146.75,1221300,146.300886
"150",146.660004,147.699997,144.869995,145.509995,788100,145.064676
"151",147.25,149.220001,145.779999,146.839996,794100,146.390607
"152",145.25,147.729996,144.490005,147.550003,945600,147.098441
"153",147.899994,149.759995,147.449997,147.919998,882400,147.467304
"154",147.830002,150.059998,146.830002,149.940002,816300,149.481126
"155",150.860001,151.119995,146.990005,148.970001,1659000,148.514093
"156",149.429993,154.380005,149.130005,153.279999,1642900,152.810901
"157",153.710007,154.460007,151.600006,153.649994,988800,153.179763
"158",153.940002,155.300003,151.369995,151.470001,659400,151.006442
"159",150.970001,152.309998,148.899994,152,822700,151.534819
"160",151.050003,152.050003,150.050003,150.75,634100,150.288645
"161",151.600006,152.300003,148.490005,148.910004,982100,148.454279
"162",149,149.960007,146.199997,149.619995,915300,149.162098
"163",148.020004,149.649994,145.960007,146.440002,1005800,145.991837
"164",146.880005,147.110001,143.440002,145.979996,1538800,145.533238
"165",145.960007,148.75,144.369995,148.580002,1241400,148.125288
"166",148.169998,152.880005,145.270004,150.539993,1784300,150.079281
"167",153.5,153.910004,149.639999,150.360001,1203700,149.899839
"168",150.289993,150.589996,147.360001,147.740005,1159000,147.287862
"169",147.270004,149.229996,146.639999,147.149994,756700,146.699656
"170",148.729996,151.889999,148,151.649994,784700,151.185884
"171",151.449997,153.770004,150.919998,153.320007,717100,152.850787
"172",154,154.759995,152.820007,153.729996,655800,153.25952
"173",153.300003,153.619995,151.789993,152.669998,727100,152.202767
"174",152.619995,154.880005,152.399994,154.860001,914900,154.386067
"175",154.630005,155.449997,154.25,155.399994,724000,154.924408
"176",154.399994,155.279999,153.130005,153.279999,1064100,152.810901
"177",153.080002,156.839996,152.660004,156.119995,1293400,155.642205
"178",156.559998,165.520004,156.539993,164.520004,3259700,164.016507
"179",164.509995,165.649994,163.639999,164.440002,1024500,163.93675
"180",164.440002,166.199997,163.880005,165.369995,804000,164.863897
"181",163.970001,164.5,162.360001,163.350006,1720000,162.85009
"182",162.699997,165.75,162.699997,164.380005,1495300,163.876936
"183",164.380005,164.850006,161.240005,162,2140400,161.504215
"184",161.630005,162,159.580002,160.25,1223500,159.759571
"185",159.220001,161.350006,158.75,160.220001,2300900,159.729664
"186",160.169998,162.809998,160.169998,162.110001,972900,161.613879
"187",160.949997,162.070007,159.149994,159.729996,1245400,159.241158
"188",160.089996,163.059998,159.820007,162.339996,1046600,161.843171
"189",160.619995,160.690002,158.160004,159,2359000,158.513396
"190",159.580002,161.339996,159,161,956700,160.507276
"191",161.869995,164.380005,161.110001,164.279999,992500,163.777236
"192",163.490005,166.589996,162.630005,166.5,1525600,165.990443
"193",167.669998,175.300003,167.210007,174.309998,2796100,173.776539
"194",172.649994,174.970001,172.639999,174,1647000,173.46749
"195",174.350006,179.559998,173.699997,178.630005,1850000,178.083326
"196",178.580002,182.970001,178.279999,180.960007,1703200,180.406197
"197",182.309998,183.009995,180.080002,182.789993,2256300,182.230583
"198",182.789993,183.050003,181.369995,182.100006,974200,181.542707
"199",182.039993,182.979996,180.410004,180.410004,966600,179.857877
"200",181.479996,182.830002,177.169998,177.330002,1427100,176.787301
"201",176.800003,177.550003,174.809998,175.720001,1473000,175.182228
"202",175.759995,177.770004,175.399994,177.520004,1492000,177.259172
"203",179.979996,181.380005,179.490005,181.179993,1365300,180.913782
"204",180.029999,181.369995,178.020004,178.020004,1303500,177.758437
"205",177.830002,178.339996,174.699997,177.639999,822800,177.37899
"206",177.839996,180.139999,177.070007,177.979996,677400,177.718487
"207",177.190002,178.929993,176.600006,178.259995,515300,177.998075
"208",182,182,176.970001,178.100006,973400,177.838321
"209",178.710007,179.580002,177.839996,178.729996,767200,178.467385
"210",178.130005,179.139999,176.339996,177.729996,1382200,177.468855
"211",177.639999,178.559998,176.940002,178.479996,648200,178.217753
"212",178.830002,181.050003,178.520004,178.580002,561400,178.317612
"213",178.389999,180,178.089996,179.550003,752800,179.286188
"214",179.990005,180.679993,175.490005,176.729996,1390800,176.470324
"215",180,180.570007,176.100006,177.679993,1510900,177.418925
"216",176.25,177.639999,176.070007,177.479996,992700,177.219222
"217",178.679993,179.25,178.410004,178.699997,621600,178.437431
"218",179.199997,180.440002,178.960007,180.130005,613400,179.865337
"219",180.070007,180.5,178.830002,180.009995,710000,179.745503
"220",179.059998,182.050003,178.610001,181.910004,1070500,181.642721
"221",181.600006,182.410004,181.5,182.350006,806700,182.082077
"222",182.5,182.960007,179.789993,180.119995,1234800,179.855342
"223",180.490005,182.050003,177.789993,181.110001,1546400,180.843893
"224",175.809998,177.449997,165.839996,168.050003,4526900,167.803085
"225",167.210007,167.809998,164.940002,165.600006,2279700,165.356688
"226",167,167.990005,165.070007,166.360001,1102900,166.115566
"227",166.289993,169.970001,165.800003,168.649994,1115300,168.402194
"228",167.419998,168.399994,163.940002,164.25,1466900,164.008665
"229",165.289993,165.380005,162.350006,163.070007,1579600,162.830406
"230",162.630005,166.270004,162.630005,164.539993,917900,164.298232
"231",165.860001,168.199997,165.089996,167.899994,1282700,167.653296
"232",167.559998,168.639999,166.429993,166.619995,1064000,166.375178
"233",166.630005,174,166.520004,173.380005,3630200,173.125255
"234",173.080002,173.880005,171.5,173.5,1727600,173.245074
"235",174.770004,176.240005,173.860001,174.25,1264900,173.993972
"236",175.009995,175.910004,173.460007,175.899994,743200,175.641542
"237",175.300003,177.309998,175.25,176.610001,1143100,176.350505
"238",176.350006,178.960007,176.300003,177.740005,1224800,177.47885
"239",177.75,179.25,176.960007,178.539993,684100,178.277662
"240",177.880005,179.389999,177.020004,178.759995,904500,178.49734
"241",178.339996,179.509995,177.210007,179,1144000,178.736993
"242",178.100006,178.839996,176.529999,177.880005,1099400,177.618643
"243",178.740005,180.169998,177.820007,178.520004,1046500,178.257702
"244",178.080002,179.75,177.270004,178.410004,1105200,178.147863
"245",178.619995,219.789993,176.410004,214.649994,9938100,214.334606
"246",213.149994,217,210.330002,214.919998,5087400,214.604213
"247",214.660004,216.020004,213.550003,214.740005,2159500,214.424485
"248",214.5,215.100006,212.300003,213.610001,2662300,213.29614
"249",212.5,214,211.460007,213,1725200,212.687036
"250",212.479996,214.800003,211.139999,214.380005,1736000,214.065013
"251",216.550003,219.479996,212.029999,212.330002,2782500,212.018022
"252",211.940002,213.740005,211.399994,212.470001,1897200,212.157816
"253",212.369995,215.550003,211.550003,214.449997,2558500,214.134903
