"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"1",48.799999,48.799999,47.240002,47.470001,8748700,47.470001
"2",47.400002,47.59,47.09,47.299999,4398200,47.299999
"3",47.189999,47.57,46.779999,46.98,3071200,46.98
"4",47.150002,47.419998,46.799999,47.41,2758100,47.41
"5",46.810001,47.849998,46.810001,47.77,4325200,47.77
"6",47.790001,48.91,47.669998,48.5,4852400,48.5
"7",48.77,49.02,47.970001,49,4461000,49
"8",49.220001,49.240002,48.669998,48.950001,2491200,48.950001
"9",49.029999,49.490002,48.68,49.41,5519800,49.41
"10",49.470001,49.599998,49.02,49.369999,2096700,49.369999
"11",49.189999,50,48.919998,49.060001,2673200,49.060001
"12",48.919998,49.810001,48.759998,49.709999,2487000,49.709999
"13",49.900002,49.900002,48.560001,49.389999,2803500,49.389999
"14",49.349998,49.560001,48.939999,49.299999,2296400,49.299999
"15",49.099998,49.310001,48.709999,48.91,3199700,48.91
"16",49.25,50.029999,48.98,49.799999,3259100,49.799999
"17",49.709999,50.049999,49.490002,49.869999,1895000,49.869999
"18",49.959999,50.330002,49.830002,50.299999,1272400,50.299999
"19",50.16,50.990002,50.130001,50.470001,3647400,50.470001
"20",50.5,50.549999,49.77,50.41,3196600,50.41
"21",50.560001,50.84,50.209999,50.369999,4327600,50.369999
"22",49.799999,50.25,49.540001,50.009998,3266200,50.009998
"23",50.290001,50.5,49.599998,49.700001,3536800,49.700001
"24",50.07,50.259998,49.830002,49.950001,2135600,49.950001
"25",49.849998,50.139999,49.259998,49.509998,2735300,49.509998
"26",49.759998,50.049999,49.209999,49.41,4752100,49.41
"27",49.43,49.700001,48.610001,48.639999,3945200,48.639999
"28",49.080002,49.66,48.540001,49.439999,4501800,49.439999
"29",49.349998,49.560001,48.990002,49.349998,3505100,49.349998
"30",49.52,50.57,49.509998,50.470001,3505900,50.470001
"31",50.389999,50.93,50.080002,50.619999,3217600,50.619999
"32",50.810001,51.049999,50.619999,50.799999,2917500,50.799999
"33",50.720001,51.259998,50.529999,51.119999,2239400,51.119999
"34",51.25,51.380001,50.66,50.939999,2202100,50.939999
"35",51.099998,51.259998,50.619999,50.639999,2635600,50.639999
"36",50.869999,51.119999,49.91,49.959999,4725700,49.959999
"37",49.759998,50.119999,49.029999,49.049999,4467300,49.049999
"38",49.119999,49.549999,49.049999,49.290001,4952100,49.290001
"39",49.540001,50.139999,49.439999,50.040001,4653200,50.040001
"40",49.77,50.619999,49.599998,49.98,5645000,49.98
"41",42.990002,44.25,41.509998,43.669998,40718100,43.669998
"42",44.139999,45.080002,43.950001,44.380001,11626300,44.380001
"43",44.389999,44.619999,43.700001,44.470001,6599000,44.470001
"44",44.75,44.759998,44.290001,44.490002,5398300,44.490002
"45",44.299999,44.639999,44.200001,44.560001,4361900,44.560001
"46",44.57,45.049999,44.560001,44.939999,5838700,44.939999
"47",45.099998,45.099998,44.709999,44.82,5561700,44.82
"48",45.200001,45.200001,44.59,44.759998,5761800,44.759998
"49",44.990002,45.68,44.82,45.27,5661300,45.27
"50",45.299999,46.459999,45.27,46.220001,6105200,46.220001
"51",46.240002,46.290001,45.889999,46.009998,5595700,46.009998
"52",45.91,46.439999,45.830002,46.009998,3770300,46.009998
"53",46.169998,46.380001,45.970001,46.060001,3373400,46.060001
"54",46.419998,46.439999,45.619999,45.630001,3520500,45.630001
"55",45.82,46.099998,45.720001,45.740002,3254300,45.740002
"56",45.84,46.130001,45.650002,46.130001,4151700,46.130001
"57",45.540001,45.689999,45.080002,45.470001,6614500,45.470001
"58",45.73,45.82,45.18,45.73,3842000,45.73
"59",45.990002,46.09,45.740002,45.880001,4574200,45.880001
"60",45.98,46.5,45.880001,45.919998,3305600,45.919998
"61",46.099998,46.34,45.810001,46.049999,4313900,46.049999
"62",45.93,46.23,45.810001,46.209999,4501300,46.209999
"63",46.049999,46.32,45.470001,45.73,4179500,45.73
"64",45.66,45.740002,45.169998,45.290001,2985600,45.290001
"65",45.23,45.650002,45.23,45.389999,3233100,45.389999
"66",45.25,45.5,44.799999,45.040001,6961300,45.040001
"67",44.900002,45.189999,44.66,44.759998,6136500,44.759998
"68",45.849998,46.029999,44.189999,44.310001,9783300,44.310001
"69",44.470001,45.099998,44.200001,44.98,10920400,44.98
"70",45.009998,45.25,44.650002,44.779999,6949600,44.779999
"71",45.110001,45.34,45,45.310001,4432500,45.310001
"72",45.599998,45.599998,44.650002,45,7196000,45
"73",45,45.040001,44.400002,44.599998,3301900,44.599998
"74",44.57,45.18,44.369999,44.509998,4494500,44.509998
"75",44.470001,45.380001,44.330002,45.200001,3711500,45.200001
"76",45.240002,45.34,44.049999,44.07,4887700,44.07
"77",44.110001,44.799999,44.099998,44.75,5410100,44.75
"78",44.369999,44.75,44.009998,44.369999,7116700,44.369999
"79",44.59,45.299999,44.419998,44.77,6485300,44.77
"80",44.75,44.77,44.310001,44.369999,4713900,44.369999
"81",44.220001,44.68,43.880001,43.900002,5361600,43.900002
"82",44.25,44.639999,44.240002,44.380001,2915800,44.380001
"83",44.720001,44.799999,44.150002,44.25,3132200,44.25
"84",44.299999,44.470001,43.889999,43.900002,4907100,43.900002
"85",43.779999,45.130001,43.779999,45.029999,4047100,45.029999
"86",44.830002,45.02,44.07,44.119999,6557500,44.119999
"87",44.34,45.200001,43.279999,43.310001,9875400,43.310001
"88",43.369999,44.580002,43.25,43.93,6235100,43.93
"89",44.290001,45.389999,43.98,44.650002,5960500,44.650002
"90",44,44.720001,42.939999,44.380001,6685800,44.380001
"91",43.759998,44.630001,43.439999,44.119999,5671400,44.119999
"92",44.900002,44.919998,44.189999,44.200001,5303700,44.200001
"93",43.900002,44.330002,43.549999,43.57,4820700,43.57
"94",43.799999,44.860001,43.75,44.630001,6752800,44.630001
"95",44.639999,44.959999,44.099998,44.139999,4742700,44.139999
"96",44.599998,44.849998,44.310001,44.52,3791800,44.52
"97",44.720001,45.16,44.330002,45.099998,2607100,45.099998
"98",45.040001,45.709999,44.869999,45.52,3233000,45.52
"99",45.66,46.939999,45.41,46.93,4664000,46.93
"100",46.740002,47.139999,46.349998,46.720001,4017900,46.720001
"101",46.689999,48.48,46.619999,47.98,4962700,47.98
"102",48.950001,49.110001,48.610001,48.849998,5708200,48.849998
"103",48.98,49.459999,48.709999,48.889999,3404300,48.889999
"104",48.959999,49.150002,48.400002,48.490002,6745800,48.490002
"105",51,52.599998,50.450001,52.400002,10090800,52.400002
"106",52.5,52.990002,51.68,52.639999,6345600,52.639999
"107",52.619999,53.709999,52.290001,53.619999,5865500,53.619999
"108",53.459999,54.240002,53.310001,53.650002,6585800,53.650002
"109",53,53.439999,52.860001,53.150002,5186800,53.150002
"110",53.099998,53.509998,52.939999,53.240002,3319600,53.240002
"111",53.32,53.700001,53,53.389999,3313600,53.389999
"112",53.290001,53.669998,53.150002,53.290001,2542600,53.290001
"113",53.080002,53.610001,52.869999,53.060001,3110800,53.060001
"114",53,53.220001,52.57,52.740002,3544400,52.740002
"115",52.5,52.709999,51.939999,52.43,3642300,52.43
"116",52.25,52.57,51.549999,51.759998,4566100,51.759998
"117",52.52,53.09,51.810001,53.060001,4769900,53.060001
"118",53,53.790001,52.560001,53.73,3923100,53.73
"119",53.650002,53.799999,53.209999,53.299999,3938700,53.299999
"120",53.5,53.650002,53.169998,53.639999,2418300,53.639999
"121",53.93,54.549999,53.66,53.990002,1605200,53.990002
"122",53.889999,54.73,53.509998,54.049999,4367400,54.049999
"123",54.310001,54.599998,54.049999,54.490002,2804900,54.490002
"124",54.43,54.700001,54.209999,54.439999,2552800,54.439999
"125",54.389999,54.490002,53.34,53.52,3138600,53.52
"126",53.459999,53.700001,52.700001,53.16,5483700,53.16
"127",53.040001,53.09,52.09,52.549999,3788700,52.549999
"128",51.84,52.700001,51.84,52.599998,4690600,52.599998
"129",52.650002,52.650002,51.220001,51.32,3746200,51.32
"130",51.849998,52.389999,51.41,51.509998,4304900,51.509998
"131",50.630001,51.52,50.450001,50.48,3566800,50.48
"132",50.549999,51,50.169998,50.509998,3922000,50.509998
"133",50.400002,52.619999,50.189999,51.209999,6816000,51.209999
"134",51.07,51.27,50.57,51,5197600,51
"135",52.049999,53.450001,51.68,53.450001,5082000,53.450001
"136",53.400002,54.439999,53.23,53.490002,8087800,53.490002
"137",53.639999,54.330002,53.52,54.310001,2531100,54.310001
"138",54.82,54.889999,54.200001,54.220001,2253800,54.220001
"139",54.25,54.549999,54.02,54.259998,1059300,54.259998
"140",54.310001,54.400002,53.720001,53.84,1445600,53.84
"141",53.689999,54.139999,53.630001,53.93,2218400,53.93
"142",53.610001,53.91,52.919998,53.150002,3595000,53.150002
"143",53.709999,53.799999,52.619999,52.66,2208200,52.66
"144",52.889999,53.77,52,52.669998,2370900,52.669998
"145",53.970001,53.970001,52.07,52.34,3017300,52.34
"146",52.110001,52.32,50.709999,50.98,4183800,50.98
"147",51.209999,52.68,51.209999,52.650002,4411400,52.650002
"148",52.84,54.110001,52.599998,53.880001,5570200,53.880001
"149",54.549999,54.650002,53.540001,54.119999,4164500,54.119999
"150",54.029999,54.799999,53.810001,54.150002,6146300,54.150002
"151",54.790001,55.68,53.700001,54.150002,3629300,54.150002
"152",53.830002,54.41,53.139999,54.41,4155300,54.41
"153",54.360001,54.669998,53.43,53.84,4758300,53.84
"154",53.93,55.119999,53.630001,55.040001,4376800,55.040001
"155",55.23,55.740002,54.700001,55.599998,4715300,55.599998
"156",55.549999,55.75,54.860001,55.279999,4586100,55.279999
"157",55.349998,56.200001,55.049999,56.18,4849800,56.18
"158",56.049999,56.619999,55.830002,56.060001,3501000,56.060001
"159",56.169998,56.25,55.669998,56.099998,4145400,56.099998
"160",55.700001,55.91,54.849998,55.259998,3269200,55.259998
"161",55.389999,55.720001,54.299999,54.43,4798700,54.43
"162",54.389999,55.5,54.02,55.48,3545400,55.48
"163",55.009998,55.310001,54.040001,54.130001,3756400,54.130001
"164",54.41,54.419998,53.330002,54.310001,4581400,54.310001
"165",54.720001,55.220001,54.07,55.099998,5447100,55.099998
"166",57,59.639999,57,57.880001,11625800,57.880001
"167",57.91,58.209999,56.529999,57.639999,5591400,57.639999
