"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"168",57.639999,57.939999,56.900002,57.439999,4100200,57.439999
"169",57.189999,57.900002,56.900002,57.450001,4540400,57.450001
"170",57.75,58.5,57.73,58.400002,4742400,58.400002
"171",58.5,59.09,58.43,58.889999,3619200,58.889999
"172",59.060001,60.299999,59.02,60.279999,3859700,60.279999
"173",60.450001,60.5,59.610001,60.23,4577900,60.23
"174",60.389999,60.540001,59.689999,60.189999,2900900,60.189999
"175",60.009998,61.119999,59.919998,61.09,3522100,61.09
"176",61.09,62.009998,60.860001,62,3695000,62
"177",62.07,63.080002,61.380001,63.049999,5817800,63.049999
"178",63,63.02,61.82,62.43,4550200,62.43
"179",62.119999,62.560001,61.810001,62.450001,2062300,62.450001
"180",62.34,62.68,61.990002,62.650002,2299900,62.650002
"181",62.669998,63.099998,62.259998,62.790001,2847400,62.790001
"182",62.91,63.150002,62.400002,62.490002,3565800,62.490002
"183",62.560001,63.189999,62.459999,62.919998,2393500,62.919998
"184",63.110001,63.139999,62.290001,62.779999,5561700,62.779999
"185",62.650002,62.77,61.48,62.060001,4308300,62.060001
"186",62.060001,62.419998,61.830002,62.360001,5565200,62.360001
"187",62.029999,62.450001,61.43,61.610001,2865500,61.610001
"188",61.75,62.09,61.509998,61.919998,2830100,61.919998
"189",61.130001,61.299999,60.470001,60.650002,2561000,60.650002
"190",60.52,61.099998,60.290001,60.849998,2785400,60.849998
"191",61,61.77,60.93,61.650002,2068100,61.650002
"192",61.84,62.25,60.759998,61.150002,3418100,61.150002
"193",61.650002,62.389999,61.650002,62.029999,3925300,62.029999
"194",61.900002,62.48,61.549999,62.25,2512600,62.25
"195",62.209999,64.279999,61.990002,63.790001,3779900,63.790001
"196",63.740002,64.449997,63.529999,64.25,3438400,64.25
"197",64.620003,64.690002,63.82,64.059998,5440100,64.059998
"198",64.160004,64.18,63.740002,63.919998,2022300,63.919998
"199",63.73,63.900002,62.950001,62.970001,3220600,62.970001
"200",62.869999,63.040001,61.150002,61.200001,3749100,61.200001
"201",60.599998,63.040001,60.5,62.529999,5091500,62.529999
"202",62.389999,63.189999,62.16,63,2767100,63
"203",63.240002,63.939999,62.990002,63.34,2593700,63.34
"204",63.240002,63.240002,62.330002,62.389999,2707300,62.389999
"205",62.450001,62.5,61.5,61.98,3291700,61.98
"206",62.09,62.77,61.68,62.57,1916100,62.57
"207",62.139999,62.91,62,62.419998,3014400,62.419998
"208",62.5,62.77,62.02,62.049999,2167100,62.049999
"209",62.189999,62.919998,61.919998,62.540001,2284000,62.540001
"210",62.330002,63.23,62.200001,63.16,1715500,63.16
"211",63.200001,63.220001,62.700001,62.799999,2222500,62.799999
"212",62.700001,62.93,61.669998,61.73,2440000,61.73
"213",61.810001,62.639999,61.400002,62.619999,3227600,62.619999
"214",62.630001,63.150002,62.470001,63.110001,2320800,63.110001
"215",62.630001,62.93,62.209999,62.450001,2551400,62.450001
"216",61.790001,61.810001,60.41,60.700001,4349300,60.700001
"217",60.990002,61.470001,60.799999,61.139999,3815600,61.139999
"218",61.450001,61.849998,61.290001,61.41,2714500,61.41
"219",61.34,61.400002,60.759998,61.209999,2412400,61.209999
"220",60.880001,61.419998,60.419998,61.200001,3356700,61.200001
"221",60.66,60.66,59.650002,59.73,4997400,59.73
"222",59.919998,60.139999,59.130001,59.509998,4896000,59.509998
"223",59.48,60.509998,59.279999,60.330002,4053500,60.330002
"224",60.07,60.549999,59.5,59.919998,2452300,59.919998
"225",59.68,59.900002,58.380001,58.540001,3858500,58.540001
"226",58.650002,59.209999,58.349998,59.139999,4953400,59.139999
"227",63.610001,65.550003,62.73,62.779999,11015000,62.779999
"228",62.869999,63.110001,60.919998,61,5537900,61
"229",61.279999,61.540001,59.959999,60.619999,4660100,60.619999
"230",60.490002,61.700001,60.220001,61.310001,3419300,61.310001
"231",61.93,63.189999,61.91,63.09,4661500,63.09
"232",63.189999,63.709999,62.639999,62.68,3131600,62.68
"233",62.389999,62.66,61.669998,62.130001,2521100,62.130001
"234",62.200001,62.790001,61.610001,61.849998,2468400,61.849998
"235",62.189999,63.919998,62.02,63.82,3817600,63.82
"236",64.029999,64.029999,63.009998,63.57,2564700,63.57
"237",63.23,64.989998,63.23,64.739998,3905100,64.739998
"238",64.93,65.550003,64.760002,65.029999,3236800,65.029999
"239",65.040001,65.580002,64.650002,65,2028300,65
"240",64.739998,65.260002,64.68,64.970001,1964400,64.970001
"241",64.699997,65.230003,64.699997,64.809998,2179400,64.809998
"242",64.589996,64.660004,63.57,63.82,2172400,63.82
"243",63.919998,64.75,63.610001,64.68,1594900,64.68
"244",64.510002,64.93,64.139999,64.839996,1895500,64.839996
"245",64.75,65.169998,64.25,64.720001,2581900,64.720001
"246",65.050003,65.480003,64.440002,65.400002,2730900,65.400002
"247",64.980003,65.959999,64.980003,65.599998,2886700,65.599998
"248",65.730003,65.879997,65.18,65.699997,2704900,65.699997
"249",65.199997,65.660004,64.260002,64.470001,2430200,64.470001
"250",64.230003,64.82,63.639999,64.599998,1813500,64.599998
"251",64.589996,64.589996,63.560001,63.59,1790300,63.59
"252",63.619999,63.880001,62.630001,63.709999,2126100,63.709999
"253",63.869999,65.370003,63.810001,64.849998,2833900,64.849998
