"","BAX.Open","BAX.High","BAX.Low","BAX.Close","BAX.Volume","BAX.Adjusted"
"1",73.639998,73.759998,73.180001,73.739997,3786200,38.886074
"2",73.589996,73.690001,73.080003,73.259999,3198700,38.632952
"3",73.259999,73.300001,72.809995,72.999998,4417500,38.495843
"4",73.119998,73.330002,73.009999,73.119998,3268000,38.559124
"5",73.349997,74.159999,73.180001,73.269992,3747700,38.638222
"6",73.069995,73.430001,72.879999,73.169994,3087000,38.585488
"7",73.180001,73.859996,73.089996,73.8,2930700,38.917716
"8",73.779999,74.029999,73.66,73.889998,3590500,38.965176
"9",73.92,73.999997,73.629998,73.79,5599400,38.912442
"10",73.849996,74.070001,73.66,73.759998,3657900,38.896621
"11",73.550001,73.8,73.330002,73.430001,4237100,38.722601
"12",73.529999,73.999997,73.430001,73.92,4577300,38.980997
"13",73.809994,73.849996,72.759999,73.230004,4775000,38.617134
"14",73.03,73.169994,72.599998,72.830003,3834800,38.406198
"15",72.980004,72.999998,72.019994,72.300002,5492300,38.126707
"16",72.629999,73.989997,72.629999,73.759998,5353100,38.896621
"17",73.909999,74.999996,73.359997,74.989995,5546200,39.545249
"18",75.08,75.239995,74.519998,74.879996,2557100,39.487242
"19",74.830001,75.21,74.529998,74.879996,2961200,39.487242
"20",74.749996,75.559999,74.529998,75.379996,4962000,39.750911
"21",75.139997,76.050004,75.139997,75.819999,4638800,39.982943
"22",75.429998,76.779995,75.149997,76.750001,6090400,40.47337
"23",76.559997,76.800003,76.089993,76.589992,3524600,40.388991
"24",76.719999,77.140001,76.410003,76.789996,3770400,40.494461
"25",76.910002,77,76.569998,76.760001,4469800,40.478644
"26",77,77.089991,76.370001,76.599999,3757300,40.394269
"27",76.189998,77.239999,75.939998,76.250001,4721100,40.209701
"28",76.529996,76.559997,75.539997,76.519995,5383100,40.352079
"29",76.23,76.319998,75.669998,76.110001,3896100,40.135873
"30",76.36,77.150002,76.199999,76.87,3521300,40.536651
"31",77.269994,77.309996,76.569998,76.839992,3992200,40.520826
"32",76.849999,77.290002,76.629994,77,4283600,40.605205
"33",77.069997,77.169996,76.22,76.650002,2993300,40.420637
"34",76.500001,76.739993,76.199999,76.469999,3299300,40.325714
"35",76.579998,76.940004,76.329999,76.339992,3414100,40.257156
"36",76.829998,77.199997,75.549998,76.089993,5377700,40.125321
"37",75.419998,75.669998,74.519998,74.69,6280400,39.387049
"38",74.660005,75.480001,74.379997,74.970001,4234300,39.534705
"39",74.629997,74.999996,73.999997,74.919998,5205600,39.508336
"40",75.08,75.299998,74.389997,74.459994,3408400,39.265758
"41",74.059993,74.730002,74.05,74.480002,3483200,39.276309
"42",74.549999,74.739996,73.529999,73.769999,2840500,38.901895
"43",73.769999,74.320001,73.259999,73.899999,4002100,38.970449
"44",74.169999,74.970001,74.059993,74.199994,2968600,39.128649
"45",74.220002,74.649998,73.889998,74.269998,2693800,39.165565
"46",74.69,74.999996,74.43,74.960001,2758000,39.529431
"47",75.220001,75.220001,74.559993,74.749996,2944500,39.418687
"48",74.989995,75.249996,73.999997,74.409999,6776000,39.239393
"49",74.769997,75.370002,74.620003,75.21,1956400,39.661266
"50",75.360002,75.46,74.870003,75.129996,2547600,39.619077
"51",75.129996,75.410004,74.699993,75.249996,2567300,39.682357
"52",76.309998,76.339992,75.669998,75.800005,3869000,39.972399
"53",75.569999,75.739994,74.94,75.039998,4158300,39.571617
"54",75.309999,75.610001,75.220001,75.399997,2101100,39.761459
"55",75.559999,75.660004,75.360002,75.529997,2061000,39.830013
"56",75.529997,75.649996,75.019997,75.339993,2995100,39.729817
"57",75.110002,75.189999,74.629997,74.910005,2954600,39.503066
"58",74.879996,75.149997,74.539999,74.980002,3203300,39.539979
"59",74.949993,75.099994,74.169999,74.289999,3504200,39.176112
"60",74.129997,74.389997,73.879998,73.970003,4025700,39.28233
"61",74.149998,74.739996,73.620004,73.709995,4390800,39.144251
"62",73.849996,74.499996,73.509998,74.199994,3137600,39.404469
"63",73.999997,74.649998,73.999997,74.220002,2993800,39.415094
"64",74.409999,74.509997,73.779999,74.269998,3555500,39.441645
"65",74.409999,75.349994,74.159999,75.279997,5304100,39.978012
"66",74.919998,75.349994,74.649998,75.089994,3390200,39.87711
"67",75.049999,75.360002,74.470002,74.699993,3887600,39.669997
"68",74.739996,74.739996,74.080002,74.549999,2971900,39.590341
"69",74.489996,75.139997,74.279998,74.989995,2851500,39.824005
"70",74.499996,74.499996,72.559995,72.65,10681100,38.581333
"71",72.9,73.239998,72.359998,73.099997,5834300,38.820307
"72",73.459996,73.470003,72.339997,72.540001,5214400,38.522917
"73",72.400001,72.469997,71.760001,72.069997,4046900,38.273317
"74",71.669996,71.969998,71.5,71.719998,3843100,38.087448
"75",71.529995,72.249999,71.529995,72.160001,3474900,38.321115
"76",71.879993,71.890001,71.190004,71.279995,3245300,37.853781
"77",71.629993,72.530001,71.569997,72.279994,6594100,38.384838
"78",71.640001,72.249999,71.510001,71.879993,3008200,38.172415
"79",71.87,72.019994,71.5,71.769994,4595900,38.113999
"80",71.260001,71.699997,71.039996,71.510001,5009400,37.975927
"81",71.609999,71.679996,70.809998,71.550003,4123100,37.997171
"82",72.059996,72.999998,72.059996,72.91,5610400,38.719408
"83",73.379998,73.550001,72.51,72.739998,3613000,38.629127
"84",72.51,72.580003,71.579998,71.579998,3497000,38.0131
"85",71.859999,73.169994,71.579998,73.169994,4408800,38.857479
"86",72.930002,73.249998,71.709998,71.809996,4950800,38.135242
"87",71.839998,72.330004,71.250001,71.250001,4402400,37.837852
"88",71.099999,71.23,69.629996,69.660005,4776500,36.993473
"89",69.919998,70.370001,68.720002,68.859996,7363300,36.568622
"90",68.320001,68.459995,66.669995,68.339995,8450000,36.292472
"91",66.999999,69.179999,66.999999,68.180001,10618900,36.207505
"92",68.349996,68.749997,66.37,67.239998,11965400,35.70831
"93",67.28,67.949995,66.809996,67.940001,5878900,36.080052
"94",68.05,68.809993,67.879998,68.649998,6404700,36.457101
"95",68.94,68.970002,68.309994,68.370004,5952000,36.308408
"96",68.980002,69.470001,68.949994,69.099995,3942700,36.696075
"97",69.349995,69.919998,69.139997,69.83,3039300,37.08375
"98",69.919998,70.179998,69.589994,69.849994,2848400,37.094368
"99",69.910004,70.319999,69.679999,70.319999,3484100,37.343968
"100",70.199992,70.660003,70.019996,70.410004,5439100,37.391766
"101",70.250002,70.250002,69.499996,70.059998,6594100,37.205893
"102",70.809998,70.85,69.849994,70.139996,5944600,37.248376
"103",70.129995,70.129995,69.419998,69.679999,5924200,37.004091
"104",69.110003,69.399997,68.17,68.449994,15038400,36.350888
"105",68.570001,71.129994,68.389998,70.900002,15039900,37.651983
"106",71.000001,71.769994,70.660003,71.599999,8744400,38.023721
"107",71.260001,71.379994,70.48,70.610001,7670300,37.497975
"108",70.639995,70.769995,70.239994,70.629995,4930600,37.508593
"109",70.800004,71.000001,70.419997,70.760002,3136100,37.577635
"110",70.819998,71.410002,70.519996,71.329998,4040300,37.880335
"111",71.429996,72.249999,71.329998,72.079997,5367400,38.278628
"112",71.719998,72.040002,71.440004,71.75,3947700,38.103381
"113",71.550003,72.069997,71.449998,72,3083500,38.236145
"114",72.209997,72.619999,71.890001,72.580003,3851900,38.54416
"115",72.499999,72.739998,72.199997,72.459997,4027000,38.48043
"116",72.230005,72.339997,71.599999,71.989999,6131800,38.230834
"117",72.800001,72.830003,72.319996,72.440003,3954800,38.469812
"118",72.690002,72.690002,72.309996,72.440003,4010400,38.469812
"119",72.440003,72.619999,72.249999,72.440003,5247800,38.469812
"120",72.609998,72.609998,72.290002,72.400001,2541500,38.448568
"121",72.819996,73.199995,72.65,72.999998,2136100,38.767202
"122",73.129999,73.330002,72.559995,72.869998,3557500,38.698164
"123",73.230004,73.739997,72.919994,73.690001,4779200,39.133633
"124",73.109997,73.849996,72.930002,73.730003,5665900,39.433143
"125",73.389999,73.620004,73.019992,73.570002,3975800,39.347569
"126",73.430001,74.419999,73.230004,74.220002,5020200,39.69521
"127",74.190001,74.539999,73.779999,74.120004,3434200,39.641728
"128",73.509998,73.839995,73.080003,73.79,4015200,39.465231
"129",73.480004,73.879998,72.709997,72.759999,4928700,38.914354
"130",73.629998,73.629998,72.849997,73.109997,4493000,39.101544
"131",72.540001,72.609998,71.769994,71.769994,6080100,38.384868
"132",72.050002,72.349998,71.039996,71.099999,5752200,38.026534
"133",71.050004,72.109999,70.73,70.73,5547900,37.828646
"134",70.839992,72.550002,70.650003,72.269993,4763600,38.652283
"135",73.190002,74.080002,72.9,74.070001,4948600,39.614985
"136",74.070001,74.769997,73.370005,74.480002,6844100,39.834266
"137",73.980003,75.189999,73.980003,74.699993,4193100,39.951925
"138",75.199993,75.289998,74.349995,74.489996,4205900,39.839611
"139",74.230003,74.779998,74.089995,74.449994,1574200,39.818217
"140",74.389997,74.739996,74.269998,74.559993,1652300,39.877048
"141",74.220002,74.720002,74.18,74.399998,2286200,39.791477
"142",74.389997,74.599995,73.949994,74.019998,2580200,39.588242
"143",73.879998,74.539999,73.259999,73.29,2693800,39.197815
"144",73.609997,74.029999,72.889999,73.309994,3964600,39.208509
"145",72.499999,72.690002,71.150002,71.49,6755000,38.235118
"146",71.719998,72.040002,70.910003,71.11,6930100,38.031882
"147",71.709998,71.849998,70.910003,71.449998,6065400,38.213724
"148",72.279994,73.459996,72.239999,73.300001,5669200,39.203164
"149",73.230004,73.459996,72.279994,72.379992,4221200,38.711114
"150",72.680002,72.91,72.129993,72.719997,4663800,38.89296
"151",73.139999,73.909999,71.599999,71.969998,5311700,38.491836
"152",71.479999,71.75,71.000001,71.729999,4985400,38.363477
"153",71.729999,72.309996,71.219999,71.479999,3731900,38.22977
"154",71.449998,72.069997,70.839992,72.01,4149200,38.513231
"155",72.619999,72.64,71.429996,71.809996,5047100,38.406262
"156",71.829997,72.079997,71.329998,71.36,5576200,38.16559
"157",71.879993,72.290002,71.039996,72.26,5022600,38.646939
"158",72.109999,72.199997,71.379994,71.429996,3247200,38.203026
"159",71.419996,71.559997,70.709999,70.879994,8382100,37.908868
"160",70.610001,71.069998,70.039997,70.660003,5441800,37.79121
"161",71.059997,71.150002,70.160004,70.160004,8207200,37.523794
"162",71.279995,71.900001,70.269996,71.379994,9036900,38.176283
"163",71.039996,71.87,70.199992,70.309998,10089000,37.604016
"164",70.370001,70.559998,69.19,70.539997,5442000,37.727026
"165",70.650003,70.910003,69.629996,70.449999,5848300,37.678893
"166",70.059998,70.739994,69.899997,70.069999,4706000,37.475657
"167",71.000001,71.819997,70.699999,71.36,6125900,38.16559
"168",71.209998,71.599999,70.819998,70.969999,5160100,37.957005
"169",70.620001,70.900002,69.330001,69.720001,6066300,37.288467
"170",70.150003,70.35,69.669998,70.230001,3660600,37.561231
"171",70.160004,70.569998,69.019998,69.689999,5275800,37.272421
"172",69.819999,70.129995,69.57,70.08,3860800,37.481005
"173",69.749996,70.47,69.480002,70.389996,3999000,37.646801
"174",69.929998,70.08,69.449993,69.789998,5919600,37.325903
"175",68.999996,68.999996,67.870005,68.399999,10539900,36.582488
"176",68.190001,68.239997,67.339997,67.419994,10845100,36.05835
"177",67.300001,67.959996,65.940004,67.899999,19788500,36.315072
"178",68.04,69.099995,67.940001,68.639998,7395700,36.710847
"179",68.639998,69.129997,68.509998,69.059993,8988100,36.935473
"180",68.999996,69.19,68.620004,68.859996,5560600,36.828509
"181",68.699994,69.149998,68.529999,68.669999,4364600,36.726893
"182",68.769998,69.44,68.629997,69.149998,6061100,36.983611
"183",69.149998,70.029997,69.059993,69.96,6627800,37.416826
"184",69.749996,69.799998,69.120003,69.419998,4455800,37.128016
"185",69.419998,69.599994,68.879997,69.249996,4009900,37.037093
"186",69.499996,69.620002,68.959994,69.210001,3744600,37.015703
"187",68.899998,68.919999,67.580003,67.730004,7265900,36.224153
"188",67.609997,67.930001,67.209997,67.699995,5373300,36.488249
"189",67.369998,68.099996,67.230005,67.699995,6968400,36.488249
"190",67.989997,67.989997,66.89,67.01,6679300,36.116362
"191",67.15,67.419994,66.930002,66.999999,6117300,36.110972
"192",66.989998,67.469997,66.76,67.359998,7141400,36.305
"193",67.759999,68.480003,67.749998,68.43,5460800,36.881699
"194",68.109997,68.859996,67.949995,68.470002,6266000,36.903259
"195",68.29,68.879997,67.53,68.55,8128800,36.946376
"196",68.480003,68.639998,67.749998,67.980004,8700200,36.639165
"197",68.370004,68.720002,67.819995,68.180001,12609600,36.746957
"198",68.180001,69.19,68.059994,68.839995,7451400,37.102674
"199",68.659999,68.910006,68.399999,68.499997,7361100,36.919426
"200",68.459995,68.980002,68.05,68.139998,6207900,36.725397
"201",67.999998,68.639998,67.800001,68.019992,6112500,36.660717
"202",68.379998,68.620004,67.999998,68.55,3893200,36.946376
"203",68.809993,68.849995,68.29,68.759997,4841300,37.059558
"204",68.480003,68.820001,68.3,68.499997,5482100,36.919426
"205",68.199995,68.309994,67.239998,67.540001,7211200,36.402017
"206",67.499998,68.249997,67.109998,67.999998,4774600,36.649941
"207",68.149999,68.830001,67.759999,68.629997,4122400,36.989492
"208",68.609996,69.649997,68.559993,69.339994,5838400,37.372159
"209",69.339994,69.699993,69.139997,69.499996,5346600,37.458395
"210",69.489995,70.199992,69.260004,70.150003,6593900,37.808729
"211",70.010003,70.589992,69.83,70.569998,4562400,38.035094
"212",70.620001,70.620001,69.819999,69.870002,5710800,37.657817
"213",69.529997,70.099994,69.339994,69.980001,6542400,37.717103
"214",70.250002,70.510002,70.010003,70.199992,5051300,37.835671
"215",70.059998,70.309998,69.860002,70.150003,5277800,37.808729
"216",69.749996,70.189999,69.599994,69.910004,4423200,37.679377
"217",70.069999,70.679997,70.059998,70.360001,4399400,37.921911
"218",70.459999,70.6,69.860002,70.050005,7221900,37.754833
"219",70.300005,70.449999,69.749996,70.379995,4915300,37.932688
"220",70.519996,72.069997,70.019996,71.510001,8504100,38.541727
"221",71.390001,71.400002,70.629995,71.139995,5532000,38.342304
"222",71.120001,71.440004,70.309998,70.370001,5341800,37.927301
"223",70.010003,70.360001,69.57,70.230001,4016300,37.851845
"224",70.069999,70.21,69.460001,69.749996,3677600,37.593137
"225",69.460001,69.460001,68.489997,68.739996,4471600,37.048778
"226",68.910006,69.529997,68.789999,69.429999,3735900,37.420668
"227",69.510003,70.120002,69.429999,69.939999,3681600,37.695543
"228",69.819999,69.999995,69.399997,69.649997,4530500,37.539241
