"","BAX.Open","BAX.High","BAX.Low","BAX.Close","BAX.Volume","BAX.Adjusted"
"229",69.96,69.989995,68.68,68.910006,4595000,37.140408
"230",69.230002,69.749996,68.580002,69.330001,4856000,37.366772
"231",69.929998,70.069999,69.239996,69.589994,3635400,37.506901
"232",69.399997,69.489995,69.039999,69.269997,5230300,37.334432
"233",69.160005,69.389997,68.570001,68.639998,6035000,36.994882
"234",68.599996,68.870003,67.940001,68.099996,5204300,36.703837
"235",68.499997,69.110003,68.239997,69.039999,4589600,37.21047
"236",69.199993,69.620002,69.039999,69.360002,6252800,37.382942
"237",69.429999,69.489995,67.469997,68.249997,13369900,36.784683
"238",68.379998,69.049999,68.120004,68.480003,9495300,36.908649
"239",68.509998,68.659999,67.819995,67.949995,8035000,36.622991
"240",67.879998,68.019992,67.180002,67.540001,9988900,36.402017
"241",67.499998,68.080002,67.309995,67.369998,6295500,36.31039
"242",67.4,67.599997,67.109998,67.219997,6649500,36.229544
"243",67.389999,67.449996,66.719998,67.040001,10562600,36.132532
"244",66.839997,67.249999,66.790002,67.15,8872300,36.474742
"245",67.199996,67.359998,66.169996,66.609999,11771500,36.181422
"246",66.790002,66.919995,66.029995,66.349998,8751900,36.040195
"247",66.150002,66.579997,66.019994,66.37,8825400,36.051059
"248",66.579997,66.629993,65.790003,65.900002,12395800,35.795764
"249",65.61,65.829998,65.139995,65.62,10515100,35.643672
"250",65.500001,65.599999,64.959999,65.019996,7974700,35.31776
"251",65.1,65.149996,64.529997,64.539997,6931500,35.057033
"252",64.499995,64.539997,64.009996,64.08,9781400,34.80717
"253",64.299998,66.150002,64.149997,66.020001,17805200,35.860946
