"","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"70",77.800003,79.239998,77.690002,78.730003,4212100,78.291116
"71",78.800003,79.43,78.709999,79.360001,2833000,78.917602
"72",79.849998,80,79.339996,79.449997,4823500,79.007096
"73",79.169998,79.169998,78.050003,78.160004,2098400,77.724294
"74",77.980003,78.110001,77.410004,77.419998,2107500,76.988414
"75",77.449997,77.919998,77.160004,77.730003,3168800,77.396659
"76",77.389999,77.480003,75.629997,75.639999,3806200,75.315618
"77",75.699997,76.040001,75.5,75.910004,3048500,75.584464
"78",75.230003,75.980003,74.940002,75.790001,3042800,75.464976
"79",75.730003,77.150002,75.639999,75.980003,5267300,75.654164
"80",75.699997,75.959999,74.449997,74.580002,3145900,74.260166
"81",74.519997,74.790001,73.830002,74.43,4595500,74.110808
"82",75.209999,75.550003,74.839996,74.940002,4298700,74.618623
"83",75.25,75.599998,74.669998,74.889999,1971200,74.568834
"84",74.699997,74.699997,73.230003,73.269997,2933900,72.955779
"85",73.470001,74.639999,72.910004,74.589996,3751800,74.270118
"86",74.669998,74.669998,72.739998,72.769997,4224700,72.457923
"87",72.769997,73.209999,71.239998,71.860001,6186000,71.551829
"88",72.239998,73.160004,71.580002,71.699997,5988100,71.392512
"89",71.989998,72.860001,71.57,72,4809400,71.691228
"90",70.690002,72.400002,70.120003,71.980003,6199600,71.671318
"91",71.769997,74.540001,71.209999,74.190002,6907900,73.871839
"92",75,75.480003,74.230003,74.790001,4072000,74.469264
"93",74.629997,74.910004,73.989998,74.730003,2954800,74.409524
"94",75.089996,76.360001,75.059998,76.25,3184700,75.923002
"95",76.730003,76.730003,75.540001,75.57,3516800,75.245918
"96",76.529999,77.82,76.400002,77.360001,3242100,77.028243
"97",77.309998,78,77.099998,77.959999,1867200,77.625668
"98",77.459999,77.970001,77.379997,77.870003,1661300,77.536058
"99",78.389999,79.769997,78.309998,79.739998,3613900,79.398033
"100",79.550003,79.919998,78.980003,79.300003,3523200,78.959925
"101",78.980003,79.889999,78.739998,79.709999,1996500,79.368163
"102",80.370003,80.690002,80.050003,80.400002,4125900,80.055207
"103",80.349998,80.379997,79.730003,79.970001,2551200,79.62705
"104",79.980003,80.25,79.650002,79.989998,1888000,79.646961
"105",80.709999,80.870003,79.860001,80.769997,1767900,80.423615
"106",80.970001,81.309998,80.489998,81.260002,1614400,80.911519
"107",81.279999,81.32,80.629997,81.190002,1712900,80.84182
"108",81.18,81.5,81.010002,81.290001,1970600,80.941389
"109",81.550003,81.690002,80.940002,81.410004,1878300,81.060877
"110",83.050003,83.089996,82.050003,82.360001,4673800,82.0068
"111",82.330002,82.589996,81.989998,82.400002,4515800,82.04663
"112",82.139999,82.480003,82.059998,82.230003,1938900,81.87736
"113",82.169998,82.550003,81.959999,82.370003,1826300,82.016759
"114",82.5,82.910004,82.279999,82.580002,1901500,82.225858
"115",82.580002,82.769997,82.150002,82.57,1487500,82.215899
"116",81.93,82.650002,81.559998,82.510002,1633000,82.156158
"117",83.459999,83.82,83.230003,83.589996,2683600,83.231521
"118",83.589996,83.620003,83.129997,83.510002,1542700,83.15187
"119",83.489998,83.639999,83.309998,83.379997,2125600,83.022423
"120",83.739998,83.739998,83.220001,83.449997,1512100,83.092122
"121",83.43,83.959999,83.360001,83.559998,1759400,83.201651
"122",83.110001,83.330002,82.580002,83.07,2942700,82.713754
"123",83.440002,83.720001,83.120003,83.580002,2618900,83.221569
"124",83.760002,84.980003,83.639999,84.849998,2563200,84.48612
"125",84.440002,84.68,84.019997,84.580002,2020200,84.217281
"126",84.410004,84.989998,84.400002,84.879997,1415800,84.51599
"127",84.760002,85.239998,84.510002,84.739998,2432100,84.376591
"128",83.660004,84.379997,83.540001,84.360001,2188300,83.998223
"129",84.190002,84.199997,83.050003,83.139999,3700000,82.783454
"130",83.360001,84.769997,83.110001,83.949997,2788200,83.589978
"131",83.389999,84.589996,83.379997,83.760002,2818900,83.400798
"132",84.32,84.57,82.900002,83.389999,2755100,83.032382
"133",83.269997,84,82.18,82.230003,4281500,81.87736
"134",82.269997,84.150002,81.849998,83.940002,4342800,83.580026
"135",85.099998,86,84.730003,86,3342800,85.631189
"136",86.099998,86.629997,85.669998,86.269997,4980200,85.900028
"137",86.739998,87.209999,86.419998,87.059998,2369600,86.686641
"138",87.300003,87.489998,86.93,87.059998,2847800,86.786325
"139",87.07,87.120003,86.790001,86.790001,962600,86.517177
"140",86.889999,87.199997,86.639999,86.730003,1181200,86.457369
"141",86.269997,87.150002,86.18,86.879997,1480400,86.606891
"142",86.860001,86.910004,85.900002,86.239998,1817800,85.968903
"143",86.559998,86.82,85.68,85.709999,2073300,85.440571
"144",86.010002,86.290001,85.110001,85.720001,2063800,85.450541
"145",85.290001,85.599998,84.449997,84.870003,3021300,84.603215
"146",85.129997,85.339996,83.580002,84.290001,2886300,84.025036
"147",85.07,85.360001,84.57,84.800003,3306900,84.533435
"148",85.599998,86.279999,85.519997,86.110001,2960000,85.839315
"149",86.410004,86.519997,85.360001,85.529999,2084800,85.261136
"150",85.040001,85.389999,84.150002,84.470001,3051500,84.204471
"151",85.32,85.93,83.629997,84.349998,3836100,84.084845
"152",83.480003,84.089996,82.650002,83.019997,4793400,82.759024
"153",83.019997,83.599998,82.010002,82.029999,4193100,81.772138
"154",81.769997,82.639999,81.25,82.540001,4250300,82.280537
"155",83.040001,83.449997,82.400002,82.970001,3384300,82.709186
"156",82.760002,83.650002,82.449997,83.260002,3024700,82.998275
"157",83.980003,84.550003,83.160004,84.5,3882900,84.234375
"158",84.5,84.540001,84.080002,84.139999,3784100,83.875506
"159",83.860001,84.139999,83.220001,83.660004,3061300,83.397019
"160",84.459999,85.290001,83.620003,84.639999,3593100,84.373934
"161",85.059998,85.139999,82.839996,82.849998,3967300,82.58956
"162",83.349998,83.980003,82.209999,83.93,2725700,83.666167
"163",83.510002,83.720001,82.339996,82.379997,2963600,82.121037
"164",82.440002,83.760002,81.599998,83.739998,3450300,83.476762
"165",84.709999,85.129997,84.269997,85.019997,4348300,84.752737
"166",84.5,85.080002,84.110001,84.339996,2864800,84.074874
"167",84.860001,85.599998,84.779999,85.480003,2026400,85.211298
"168",85.400002,85.800003,84.5,84.790001,1956400,84.523464
"169",84.300003,85.089996,84.110001,84.449997,1868400,84.184529
"170",84.919998,85.529999,84.330002,85.459999,1939700,85.191356
"171",85.410004,85.919998,85.150002,85.660004,2104100,85.390732
"172",85.910004,86.639999,85.790001,86.599998,2043400,86.327772
"173",86.400002,86.919998,86.199997,86.809998,1977800,86.537111
"174",86.75,86.970001,86.480003,86.800003,1919400,86.527148
"175",86.800003,87.57,86.440002,87.449997,1976100,87.175099
"176",87.019997,87.5,86.989998,87.239998,2209800,86.96576
"177",87.150002,87.900002,86.559998,87.68,4021500,87.404379
"178",87.260002,87.629997,86.800003,86.860001,1937000,86.586957
"179",86.580002,87.129997,86.510002,87.040001,2455400,86.766392
"180",86.989998,87.690002,86.82,87.220001,2333000,86.945826
"181",87.129997,88.099998,87.019997,87.809998,2151400,87.533968
"182",87.709999,87.860001,87.230003,87.279999,2216100,87.005635
"183",87.209999,87.839996,87.209999,87.470001,2066000,87.19504
"184",87.220001,87.400002,86.669998,87.050003,1632200,86.776362
"185",85.589996,86.510002,85.449997,86.110001,4799100,85.839315
"186",86.32,86.559998,85.959999,86.339996,2264900,86.068587
"187",85.970001,86.129997,85.050003,85.220001,3002800,84.952113
"188",85.379997,86.279999,85.089996,86.089996,2345600,85.819373
"189",85.279999,85.389999,84.650002,84.650002,2237300,84.383905
"190",84.699997,84.879997,84.300003,84.370003,2096800,84.104787
"191",84.57,85.739998,84.550003,85.559998,2332900,85.291041
"192",85.540001,85.620003,84.360001,85.199997,2391900,84.932172
"193",85.489998,86.849998,85.32,86.800003,4043300,86.527148
"194",86.239998,86.489998,85.900002,86.269997,1930800,85.998808
"195",86.010002,87.760002,85.260002,87.279999,2782800,87.005635
"196",87.099998,87.540001,86.550003,87.010002,2604900,86.736487
"197",87.349998,87.550003,86.959999,87.150002,3903700,86.876046
"198",87.389999,87.5,86.75,86.769997,2807500,86.497236
"199",86.519997,86.720001,85.93,85.93,2157500,85.65988
"200",85.849998,86,84.349998,84.349998,4104200,84.217158
"201",84.25,84.949997,83.879997,84.32,2610100,84.187206
"202",84.230003,85,84.099998,84.849998,2120300,84.71637
"203",85,85.75,84.980003,85.599998,1800600,85.465189
"204",85.389999,85.510002,84.849998,84.900002,2513500,84.766295
"205",84.779999,84.839996,83.660004,83.900002,2697200,83.76787
"206",84.080002,84.529999,83.589996,84.190002,1974500,84.057414
"207",83.779999,85.360001,83.510002,84.970001,1637900,84.836184
"208",84.690002,85.989998,84.620003,85.330002,2637100,85.195618
"209",85.360001,85.620003,84.889999,85.349998,2348300,85.215583
"210",85.089996,85.589996,84.910004,85.459999,1643700,85.32541
"211",85.830002,85.849998,84.830002,84.980003,2890400,84.846171
"212",85.339996,85.580002,84.68,85.230003,2373400,85.095777
"213",84.93,85.580002,84.610001,85.480003,2305600,85.345383
"214",85.25,85.769997,85.25,85.599998,2283000,85.465189
"215",85.230003,85.779999,85.099998,85.440002,2894300,85.305445
"216",84.75,84.800003,83.739998,84.220001,3749500,84.087365
"217",84.809998,85.18,84.540001,84.919998,2687300,84.78626
"218",85.120003,85.5,85,85.199997,2629000,85.065818
"219",85.089996,85.410004,84.629997,85.25,4376800,85.115742
"220",84.559998,85.139999,83.650002,84.690002,7629400,84.556626
"221",84.389999,84.540001,83.050003,83.300003,5961900,83.168816
"222",84.019997,84.300003,83.019997,83.089996,4481300,82.95914
"223",82.830002,83.279999,82.580002,83.260002,2485600,83.128878
"224",82.959999,83.209999,82.610001,82.800003,3327500,82.669603
"225",82.699997,82.830002,81.589996,81.879997,2940200,81.751047
"226",82.089996,82.739998,81.940002,82.519997,2595400,82.390038
"227",82.599998,83.199997,82.529999,82.690002,1895200,82.559776
"228",82.709999,82.970001,82.230003,82.400002,2873600,82.270232
"229",82.68,82.949997,81.870003,82.339996,3090400,82.210321
"230",82.269997,83.470001,82.220001,83.190002,3754700,83.058989
"231",83.849998,84.419998,83.739998,84.029999,2545800,83.897662
"232",83.839996,84.129997,83.559998,83.559998,2260100,83.428401
"233",83.300003,86.349998,83.269997,86,9729800,85.864561
"234",90,90.25,86.459999,87.349998,18879000,87.212433
"235",87.980003,88.360001,87.410004,87.839996,9567700,87.701659
"236",87.779999,88.080002,86.339996,86.449997,8067000,86.313849
"237",86.559998,87.599998,86.559998,87.260002,4682300,87.122579
"238",87.269997,87.440002,86.360001,86.489998,3608100,86.353787
"239",86.510002,87.239998,86.099998,87.019997,4110500,86.882951
"240",86.989998,87.279999,86.669998,86.900002,3815100,86.763145
"241",86.949997,87.559998,86.580002,86.610001,2938000,86.473601
"242",86.559998,86.910004,85.970001,86.18,2694600,86.044278
"243",86.169998,87.459999,86.029999,87.419998,3576700,87.282323
"244",87.349998,87.5,86.779999,87.32,3152800,87.182482
"245",87.099998,87.379997,86,86.32,3043600,86.184057
"246",86.5,87.160004,86.050003,86.900002,2874800,86.763145
"247",86.449997,86.919998,86.120003,86.790001,2486200,86.653318
"248",86.830002,87.440002,86.660004,87.239998,2379900,87.102606
"249",86.559998,86.900002,85.610001,85.800003,2747800,85.664879
"250",85.620003,85.989998,85.459999,85.889999,2001500,85.754733
"251",85.589996,85.809998,84.849998,84.910004,3189500,84.776281
"252",85.029999,85.790001,84.699997,85.199997,2635400,85.065818
"253",85.459999,86.110001,85.199997,86.019997,2389400,85.884526
