"","CI.Open","CI.High","CI.Low","CI.Close","CI.Volume","CI.Adjusted"
"134",100.349998,102.239998,100.220001,101.599998,1108900,101.566691
"135",102.75,104.580002,102.360001,104.580002,1236800,104.545718
"136",105.510002,105.589996,104.050003,104.529999,2480700,104.495731
"137",104.459999,105.309998,104.339996,105.199997,1088700,105.16551
"138",105.68,105.730003,103.919998,104.309998,803200,104.275802
"139",104.57,104.849998,104.209999,104.230003,456600,104.195834
"140",104.349998,104.779999,103.93,104,587500,103.965906
"141",103.620003,104.339996,103.110001,104.120003,772000,104.08587
"142",103.889999,104.830002,103.779999,104.349998,602700,104.31579
"143",104.480003,105.360001,102.870003,102.910004,701200,102.876267
"144",103.639999,104.529999,102.099998,102.830002,720600,102.796292
"145",102.260002,102.43,100.669998,101.059998,1455000,101.026868
"146",101.769997,102.559998,100.860001,101.459999,2241400,101.426738
"147",103.720001,104.510002,103.099998,103.839996,1781700,103.805955
"148",105.099998,109.239998,105,109.129997,2307000,109.094222
"149",109.040001,109.160004,107.82,108,1310100,107.964595
"150",108.550003,108.550003,105.580002,106.18,1769700,106.145192
"151",107.300003,109.099998,105.860001,106.830002,1070000,106.79498
"152",105.639999,108.330002,105.269997,107.440002,1762800,107.404781
"153",107.57,107.940002,106.110001,106.860001,1133900,106.824969
"154",106.830002,107.970001,105.839996,107.889999,1451300,107.85463
"155",108.370003,109.239998,107.279999,108.459999,1170900,108.424443
"156",108.489998,110.720001,108.019997,110.129997,1821000,110.093894
"157",110.900002,112.18,109.849998,112.18,1664800,112.143225
"158",112.190002,112.949997,109.889999,109.970001,1229300,109.93395
"159",109.739998,109.75,108.540001,109.410004,1306100,109.374136
"160",108.75,109.440002,108.190002,108.830002,820700,108.794325
"161",110.089996,110.190002,108.540001,108.699997,2040500,108.664362
"162",108.669998,109.860001,107.839996,109.620003,1354800,109.584067
"163",108.669998,109.470001,106.629997,106.830002,1570800,106.79498
"164",107.080002,107.889999,105.230003,107.879997,1431200,107.844631
"165",107.889999,109.089996,107.68,108.699997,1395700,108.664362
"166",108.339996,110.830002,107.639999,110.099998,1768500,110.063905
"167",111.300003,113.389999,111.25,112.220001,2060900,112.183213
"168",112.099998,112.790001,111.220001,111.699997,1345200,111.663379
"169",111.480003,112.050003,110.760002,111.019997,1392000,110.983601
"170",111.769997,113.93,111.730003,113.699997,1152100,113.662723
"171",113.43,115.269997,113.43,115.07,1421900,115.032277
"172",115.889999,116,114.209999,114.980003,1080200,114.94231
"173",114.730003,114.730003,113.629997,114.470001,1103200,114.432475
"174",114.260002,115.5,113.25,115.480003,1316800,115.442146
"175",115.300003,116.120003,114.650002,116.010002,1016200,115.971971
"176",115.580002,116.919998,115.300003,116.190002,795600,116.151912
"177",116.389999,118.610001,116.07,118.540001,1591600,118.50114
"178",118.870003,121.5,118.870003,121.389999,2298300,121.350205
"179",121.370003,122,120.699997,120.760002,1505100,120.720414
"180",121,121.470001,120.309998,121.18,1438100,121.140274
"181",120.82,121.889999,120.809998,121.589996,1523900,121.550136
"182",121.580002,122.419998,121.580002,121.629997,1557300,121.590124
"183",121.419998,123,121.019997,122.480003,2077500,122.439851
"184",122.209999,122.449997,120.169998,121.110001,2265500,121.070298
"185",119.25,122.349998,118.699997,121.860001,2901700,121.820052
"186",121.860001,123,121.669998,122.510002,1605300,122.46984
"187",122.019997,122.089996,119.82,120.57,2516800,120.530474
"188",120.639999,122.290001,120.339996,122.010002,1617200,121.970004
"189",120.919998,121.029999,119.809998,119.809998,1033800,119.809998
"190",120.699997,121.139999,119.940002,120.449997,1293300,120.449997
"191",121.019997,122.870003,121.019997,122.75,1051800,122.75
"192",122.230003,123.199997,121.290001,122.889999,1028800,122.889999
"193",123.290001,126.260002,123.010002,125.010002,1844400,125.010002
"194",124.620003,125.169998,123.769997,124.849998,1263000,124.849998
"195",125,128,124.599998,127.489998,1560000,127.489998
"196",127.480003,128.860001,127.050003,128.100006,1290200,128.100006
"197",129.220001,129.309998,127.949997,128.380005,2025700,128.380005
"198",128.380005,129.429993,128.210007,128.419998,1616100,128.419998
"199",128.520004,130.020004,128.320007,129.570007,1974200,129.570007
"200",130.029999,131.059998,126.889999,126.910004,1647900,126.910004
"201",125.870003,127.529999,125.059998,126.209999,1636700,126.209999
"202",126.610001,129.240005,126.610001,128.979996,1499400,128.979996
"203",130.869995,131.130005,129.529999,129.960007,1436900,129.960007
"204",129.100006,130.410004,128.779999,129.440002,1862900,129.440002
"205",129.649994,130.380005,128.039993,130.369995,2100700,130.369995
"206",130.490005,131.580002,129.800003,130.470001,1468300,130.470001
"207",129.809998,132.369995,129.619995,131.809998,1489900,131.809998
"208",132.850006,133.460007,129.880005,129.880005,1595100,129.880005
"209",130.289993,131.550003,130.020004,131.490005,1394000,131.490005
"210",131.410004,132.559998,131.190002,132.179993,1381200,132.179993
"211",132.449997,133.320007,131.449997,133.309998,1667300,133.309998
"212",133.509995,134.960007,132.720001,132.800003,1351300,132.800003
"213",132.919998,133.25,131.419998,132.899994,1587300,132.899994
"214",133.139999,133.589996,129.789993,130.220001,3103700,130.220001
"215",134.490005,135,132.440002,132.800003,1936600,132.800003
"216",132,132.570007,130.110001,131.130005,1134800,131.130005
"217",132.279999,132.419998,130.080002,130.270004,1388200,130.270004
"218",130.830002,131.440002,130.199997,130.699997,1849400,130.699997
"219",131.020004,131.309998,129.490005,130.25,1242500,130.25
"220",130.149994,131.029999,129.899994,130.570007,1353100,130.570007
"221",130.529999,130.869995,130.240005,130.660004,1017100,130.660004
"222",131.169998,131.679993,129.630005,130.25,2817200,130.25
"223",130.610001,132.029999,128.440002,131.710007,2160900,131.710007
"224",130.759995,131.529999,124.82,126.68,3426000,126.68
"225",126.360001,128.149994,124.279999,124.639999,2366200,124.639999
"226",125.639999,126.559998,124.5,125.489998,2290900,125.489998
"227",126.07,127.779999,125.779999,126.730003,2153900,126.730003
"228",126.099998,126.629997,124.940002,125.25,1459700,125.25
"229",126.239998,126.5,124.379997,125.290001,1384200,125.290001
"230",125.440002,127.199997,125.230003,126.489998,1391400,126.489998
"231",127.32,128.979996,127.25,128.490005,1333800,128.490005
"232",128.559998,129.679993,127.910004,128.300003,1252000,128.300003
"233",127.82,132.740005,127.68,131.860001,4211500,131.860001
"234",132.460007,133.350006,131.300003,131.690002,2518500,131.690002
"235",132.479996,133.070007,131.429993,131.850006,1460400,131.850006
"236",131.759995,132.350006,131.25,132.059998,1259300,132.059998
"237",131.869995,133.660004,131.779999,133.270004,1104800,133.270004
"238",134.110001,134.720001,133.5,133.779999,1412500,133.779999
"239",133.75,134.059998,133.110001,133.660004,906000,133.660004
"240",133.25,133.559998,132.520004,132.949997,1128900,132.949997
"241",132.949997,137.160004,132.610001,135.860001,3185700,135.860001
"242",135.860001,135.889999,133.699997,133.910004,1354400,133.910004
"243",134.649994,135.630005,134.160004,134.940002,1120200,134.940002
"244",134.940002,136.039993,134.570007,135.869995,1089600,135.869995
"245",135.589996,145.330002,134.660004,140.830002,6314600,140.830002
"246",140.869995,145.300003,140.5,143.860001,4592000,143.860001
"247",143,143.149994,140.630005,141.509995,3219800,141.509995
"248",141.589996,141.789993,139.139999,140.149994,2450400,140.149994
"249",139.679993,139.869995,136.979996,137.690002,2084000,137.690002
"250",137.940002,139.830002,137.169998,139.5,1743900,139.5
"251",139.479996,140.729996,138.720001,138.770004,1081800,138.770004
"252",138.75,139.460007,137.610001,138.5,1086000,138.5
"253",138.820007,140.330002,138.009995,139.839996,1053400,139.839996
