"","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"215",96.290001,96.739998,96.080002,96.139999,2520800,95.434153
"216",95.510002,95.860001,94.879997,95.379997,3699300,94.679731
"217",95.809998,98.029999,95.809998,97.459999,5021400,96.744461
"218",97.629997,97.980003,97.160004,97.610001,3277600,96.893361
"219",97.610001,98.269997,97.129997,98.139999,2904900,97.419469
"220",97.559998,98.599998,97.5,98.220001,2420200,97.498884
"221",98.489998,98.510002,97.75,98.099998,2253000,97.379762
"222",98.040001,98.360001,97.239998,97.43,3906300,96.714683
"223",99.199997,101.769997,98.709999,100.769997,8282700,100.030157
"224",101.410004,101.980003,100.800003,101.25,5454500,100.506637
"225",100.940002,101.300003,100.080002,100.529999,4045700,99.791921
"226",100.949997,101.419998,100.290001,101.379997,2846100,100.635679
"227",101.32,101.959999,101.129997,101.43,2993000,100.685315
"228",101.010002,101.339996,99.919998,100.110001,2845200,99.375007
"229",100.400002,100.660004,98.580002,99.220001,3403200,98.491542
"230",99.300003,100.230003,99.279999,99.639999,3151700,98.908456
"231",100.419998,101.349998,100.269997,100.360001,2964400,99.623171
"232",100.360001,100.870003,100.230003,100.529999,4080400,99.791921
"233",100.230003,100.370003,99.68,99.970001,2438400,99.236035
"234",99.629997,100.139999,99.160004,99.43,3205100,98.699999
"235",99.410004,101.32,99.400002,100.669998,5966400,100.669998
"236",102.029999,102.57,101.68,102.129997,5347800,102.129997
"237",101.75,102.239998,101.330002,101.910004,2769300,101.910004
"238",102.150002,102.839996,101.699997,102.080002,3198300,102.080002
"239",102.199997,102.5,101.639999,101.959999,2627600,101.959999
"240",101.919998,102.449997,101.620003,102.050003,2159500,102.050003
"241",102.269997,102.269997,101.18,101.43,2200500,101.43
"242",101.400002,101.419998,100.190002,100.519997,2364900,100.519997
"243",100.519997,101.139999,99.980003,100.919998,2068600,100.919998
"244",100.599998,100.93,99.760002,99.870003,2722100,99.870003
"245",99.75,99.760002,98.779999,99.220001,4194200,99.220001
"246",99.769997,100.120003,98.889999,99.480003,2855500,99.480003
"247",98.940002,100,98.57,99.43,2317900,99.43
"248",99.849998,101.400002,99.5,100.599998,3607700,100.599998
"249",100.050003,100.68,99.900002,100.099998,3118200,100.099998
"250",100.150002,100.699997,99.769997,100.510002,2687600,100.510002
"251",100.519997,100.580002,99.209999,99.269997,2783900,99.269997
"252",99.160004,100.190002,99.019997,99.620003,2326200,99.620003
"253",99.940002,100.82,99.599998,100.459999,2677200,100.459999
