"","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"1",103.150002,103.349998,102.599998,102.910004,2578100,100.103131
"2",102.580002,103.029999,102.300003,102.5,2106000,99.70431
"3",102.440002,102.529999,100.839996,100.889999,3116800,98.138222
"4",100.989998,101.510002,100.800003,101.029999,1942300,98.274403
"5",100.900002,101.32,100.529999,101.18,1918400,98.420313
"6",101.010002,101.699997,100.519997,101.610001,2057800,98.838585
"7",102.620003,102.980003,101.699997,102.790001,4459900,99.986401
"8",102.709999,102.970001,102.139999,102.370003,2159300,99.577858
"9",102.419998,102.830002,102.339996,102.5,3193900,99.70431
"10",102.730003,102.879997,101.639999,102.459999,1768300,99.6654
"11",102.120003,102.790001,101.709999,101.730003,1685000,98.955315
"12",101.68,102.57,101.510002,102.410004,1575500,99.616768
"13",102.290001,102.75,101.629997,102.639999,1557900,99.840491
"14",102.559998,102.900002,102.300003,102.709999,2370200,99.908581
"15",102.559998,102.889999,102.129997,102.660004,2069400,99.859949
"16",103.400002,103.5,102.650002,102.849998,1496700,100.044762
"17",102.699997,103.559998,102.699997,103.550003,2175100,100.725674
"18",103.720001,103.959999,103.550003,103.879997,1269200,101.046668
"19",103.940002,103.949997,102.949997,103.239998,1700200,100.424124
"20",103.120003,103.120003,102.07,102.900002,2299300,100.093401
"21",103.279999,103.32,102.519997,102.980003,1188800,100.171221
"22",102.160004,102.449997,101.940002,102.089996,1597300,99.305489
"23",102.110001,102.900002,102.050003,102.529999,1559100,99.73349
"24",102.900002,103.720001,102.839996,103.449997,2054900,100.628396
"25",103.470001,104.370003,103.230003,104.290001,2201800,101.445488
"26",104.449997,105.089996,104.25,104.519997,2309200,101.669211
"27",103.980003,104.230003,102.529999,102.650002,2842600,99.85022
"28",102.989998,103.82,102.839996,103.82,1943700,100.988307
"29",103.550003,104.470001,103.400002,104.059998,1766800,101.221758
"30",104.269997,105.040001,104.209999,104.480003,1471600,101.630309
"31",104.529999,104.790001,104.260002,104.339996,1138300,101.49412
"32",104.199997,104.559998,103.849998,104.089996,1274500,101.250939
"33",103.760002,104.25,103.440002,103.57,1192100,100.745125
"34",103.410004,103.440002,102,102.660004,2521000,99.859949
"35",99.580002,99.75,98.849998,98.860001,8905800,96.163592
"36",99.25,99.760002,98.190002,99.349998,3948900,96.640225
"37",98.419998,98.860001,97.019997,97.089996,3853400,94.441864
"38",96.669998,97.389999,96.120003,97.029999,3345700,94.383503
"39",97.25,97.610001,96.400002,97.18,2882900,94.529413
"40",96.860001,97.5,96.129997,96.510002,2973200,93.877689
"41",95.910004,96,95.230003,95.730003,4037300,93.118965
"42",95.809998,96.400002,94.919998,95.050003,3779000,92.457512
"43",95.349998,96.050003,94.870003,95.940002,3450800,93.323236
"44",96.410004,96.57,95.989998,96.07,2971100,93.449688
"45",96.07,96.739998,95.989998,96.410004,2356800,93.780418
"46",96.550003,97.050003,96.400002,96.620003,2930400,93.98469
"47",96.279999,96.309998,95.720001,96.07,2277700,94.102225
"48",96.760002,97.029999,96.059998,96.849998,4873500,94.866247
"49",97.300003,97.790001,97.169998,97.620003,2913200,95.62048
"50",98.019997,98.559998,97.800003,98.269997,2640100,96.25716
"51",98.139999,99.080002,98.139999,98.800003,2629700,96.77631
"52",98.860001,99.160004,98.300003,98.410004,2411400,96.394299
"53",98.309998,98.489998,97.529999,97.769997,2569600,95.767401
"54",98.279999,98.309998,97.720001,97.900002,1785500,95.894743
"55",97.919998,97.970001,97.379997,97.419998,2053200,95.424572
"56",97.389999,97.699997,96.989998,97.379997,2690800,95.38539
"57",96.989998,97.529999,96.940002,97.440002,1946200,95.444166
"58",97.760002,97.93,97.110001,97.330002,2339100,95.336419
"59",97.629997,98.290001,97.5,97.949997,3278100,95.943715
"60",98.080002,98.480003,97.75,97.970001,1967100,95.963309
"61",97.959999,99.07,97.93,98.470001,3352700,96.453068
"62",98.449997,98.910004,98.059998,98.860001,2155100,96.835079
"63",98.669998,98.949997,98.139999,98.419998,2159300,96.404089
"64",98.269997,98.339996,97.5,97.709999,2617400,95.708633
"65",97.559998,97.800003,97.25,97.620003,1772500,95.62048
"66",96.900002,98.290001,96.900002,97.940002,2088800,95.933925
"67",98.099998,98.410004,97.790001,98.050003,2650900,96.041672
"68",98.029999,98.029999,97.150002,97.620003,2296200,95.62048
"69",98.089996,98.410004,97.400002,97.959999,2789700,95.953512
"70",98.760002,99.879997,98.650002,99.389999,3795600,97.354222
"71",99.580002,99.980003,99.480003,99.629997,2337700,97.589304
"72",100.040001,100.389999,99.440002,99.440002,3901600,97.403201
"73",99.160004,99.25,98,98.139999,2944800,96.129825
"74",98.029999,98.43,97.25,97.32,3636700,95.326621
"75",97.160004,98.209999,97.139999,98.080002,2925200,96.071057
"76",97.959999,97.959999,96.510002,96.529999,3310000,94.552802
"77",96.919998,97.660004,96.529999,97.480003,2418400,95.483348
"78",96.739998,97.389999,96.540001,97.339996,2541800,95.346209
"79",97.330002,98.959999,97.25,98.290001,4283200,96.276754
"80",98.440002,98.480003,96.75,96.919998,3485900,94.934813
"81",97.029999,97.379997,96.18,97.139999,3549800,95.150308
"82",97.68,99.080002,97.580002,98.790001,3285200,96.766513
"83",99.269997,99.919998,98.410004,98.559998,2497900,96.541221
"84",97.970001,97.970001,96.410004,96.43,2962900,94.454852
"85",96.730003,98.199997,96.050003,98.139999,3253600,96.129825
"86",98.239998,98.239998,96.370003,96.529999,3100200,94.552802
"87",96.449997,97.220001,95.610001,95.779999,3595900,93.818164
"88",95.860001,96.57,94.620003,94.669998,3094700,92.730899
"89",95.449997,96.559998,95.059998,95.800003,3283400,93.837759
"90",95.010002,96.830002,94.050003,96.449997,4864000,94.474439
"91",95.349998,96.68,95.019997,95.629997,5222600,93.671235
"92",96.400002,97.540001,96.209999,97.260002,3617900,95.267853
"93",96.870003,98.080002,96.870003,98.080002,3014700,96.071057
"94",98.889999,100.910004,98.690002,100.75,3629800,98.686366
"95",100.730003,100.75,99.010002,99.059998,3564900,97.030979
"96",100.029999,101.239998,100.029999,100.480003,4168000,98.4219
"97",102.949997,103.239998,100.400002,100.589996,4249700,98.52964
"98",100.529999,102.389999,100.220001,102.25,4172900,100.155642
"99",102.5,103.010002,102.309998,102.900002,3530500,100.79233
"100",102.93,103.449997,101.510002,102.620003,2727200,100.518066
"101",102.010002,103.790001,101.910004,103.290001,3019900,101.174341
"102",104.599998,105.839996,104.559998,104.910004,5470400,102.761162
"103",104.910004,105.720001,104.660004,105.639999,3592400,103.476205
"104",105.730003,108,105.720001,107.080002,4777300,104.886712
"105",107.940002,108.07,106.82,107.540001,3124900,105.337289
"106",107.779999,108.389999,107.330002,108.290001,2990400,106.071927
"107",108.5,108.599998,107.769997,108.330002,3172300,106.111109
"108",108.330002,109.300003,107.93,109.050003,3635600,106.816362
"109",109.239998,109.400002,108.379997,108.760002,2746900,106.532302
"110",108.440002,108.739998,107.760002,108.620003,3568800,106.39517
"111",108.610001,108.849998,106.18,107.790001,5920400,106.237477
"112",107.93,107.980003,106.480003,106.830002,4476100,105.291305
"113",106.75,106.980003,106.239998,106.470001,2918400,104.93649
"114",106.82,106.910004,105.970001,106.029999,3360700,104.502825
"115",105.830002,106.18,105.379997,105.639999,3621400,104.118443
"116",105.339996,107.339996,105.160004,106.709999,6990100,105.173031
"117",107.610001,108.550003,107.169998,107.349998,3806100,105.803812
"118",107.650002,107.980003,107.239998,107.260002,2688800,105.715112
"119",107.230003,107.68,106.959999,107.120003,2735900,105.577129
"120",107.129997,107.389999,106.720001,106.980003,1783900,105.439146
"121",109.199997,111.089996,108.800003,109.919998,3988800,108.336796
"122",110.300003,111.32,109.059998,109.790001,4819000,108.208671
"123",110.330002,111.160004,110.040001,110.410004,3330400,108.819744
"124",110.779999,111.220001,110.309998,110.900002,3428900,109.302684
"125",110.779999,110.779999,109.699997,110.43,2402200,108.839452
"126",110.629997,111.25,110.370003,110.980003,1912400,109.381534
"127",111.099998,111.099998,110.010002,110.209999,3085400,108.62262
"128",109.269997,110.089996,108.620003,110.029999,2961300,108.445212
"129",110.190002,111.239998,109.349998,110.059998,4480700,108.474779
"130",110.440002,111.57,110.129997,110.629997,3574800,109.036569
"131",110.349998,111.220001,109.949997,110,4212900,108.415645
"132",110.169998,111.5,110.059998,110.75,4275700,109.154843
"133",110.269997,111.400002,109.830002,109.830002,4884300,108.248096
"134",108.82,109,106.470001,108.550003,6501500,106.986533
"135",109.730003,111.099998,109.309998,110.93,3766100,109.332251
"136",110.800003,111.989998,110.370003,110.959999,5581100,109.361817
"137",111.370003,112,111.010002,112,2349800,110.386839
"138",112.089996,113.099998,112.089996,112.449997,2664400,110.830354
"139",112.82,113.07,112.410004,112.410004,1283300,110.790937
"140",112.440002,112.580002,111.800003,111.93,1289600,110.317847
"141",111.779999,112.660004,111.480003,112.449997,1760600,110.830354
"142",112.300003,112.910004,111.739998,112.139999,2346100,110.524822
"143",112.449997,112.699997,111.07,111.169998,1393800,109.568792
"144",111.269997,111.650002,109.400002,110.379997,2662900,108.790169
"145",109.989998,109.989998,107.959999,108.169998,3519600,106.612001
"146",108.169998,108.870003,106.519997,107.459999,3808900,105.912229
"147",108.260002,108.769997,107.589996,108.459999,1949500,106.897825
"148",109.290001,110.629997,109.290001,110.410004,2876100,108.819744
"149",110.43,110.650002,109.120003,109.599998,2059700,108.021405
"150",109.919998,110.599998,109.099998,109.639999,2196400,108.06083
"151",110.489998,111.870003,109.43,110.110001,3233600,108.524062
"152",109.019997,109.68,108.440002,109.370003,2981000,107.794722
"153",109.370003,110.360001,109.040001,109.290001,2839700,107.715873
"154",109.300003,110.339996,108.459999,110.300003,4495200,108.711327
"155",110.870003,111.620003,109.839996,111.309998,4124800,109.706775
"156",111.120003,112.32,110.790001,111.68,2144300,110.071448
"157",112.459999,114.400002,111.900002,114.25,3008100,112.604432
"158",103.699997,104.980003,102.699997,102.93,19275400,101.447476
"159",101.699997,102.5,99.599998,102.349998,10903700,100.875829
"160",100.559998,101.940002,100.559998,100.849998,4766300,99.397433
"161",101.160004,101.910004,99.199997,99.300003,5481400,97.869763
"162",99.260002,100.699997,98.290001,100.419998,4648300,98.973626
"163",99.540001,101.269997,98.809998,98.839996,5916300,97.416382
"164",99,100.260002,98.339996,100.129997,3811800,98.687802
"165",100.889999,101.639999,99.239998,100.57,5581600,99.121467
"166",100.07,101.260002,99.839996,100.529999,4278600,99.082043
"167",100.989998,102.239998,100.699997,101.459999,4026400,99.998648
"168",101.129997,101.559998,100.32,100.669998,2941600,99.220026
"169",100.32,100.980003,99.870003,100.459999,2626200,99.013051
"170",100.839996,101.309998,100.150002,101.080002,2750900,99.624124
"171",101.099998,101.769997,100.519997,100.910004,2826100,99.456574
"172",100.870003,101.68,100.559998,101.410004,2981600,99.949373
"173",101.169998,101.970001,101.099998,101.790001,2106000,100.323897
"174",101.900002,102.82,101.660004,102.510002,3814800,101.033528
"175",102.510002,102.800003,102.050003,102.620003,2348400,101.141944
"176",102.059998,102.459999,101.639999,101.699997,2435200,100.95333
"177",101.489998,102.050003,100.949997,101.959999,3411700,101.211423
"178",102.089996,102.089996,101.449997,101.769997,1728100,101.022815
"179",101.75,102.419998,101.639999,102.32,2715800,101.56878
"180",102.449997,102.580002,101.75,101.959999,2215100,101.211423
"181",101.68,102.18,101.5,101.860001,2125500,101.112159
"182",101.809998,102.440002,101.699997,101.730003,2130900,100.983116
"183",101.730003,102.370003,101.480003,101.93,2315600,101.181644
"184",101.379997,101.910004,101.190002,101.5,2767400,100.754801
"185",101,101.349998,100.300003,100.419998,4511700,99.682728
"186",100.669998,100.949997,100.32,100.720001,2589300,99.980529
"187",100.379997,101.220001,100.169998,100.620003,3008500,99.881265
"188",100.779999,101.459999,100.5,100.550003,3602000,99.811779
"189",100,100.419998,99.459999,99.470001,3579600,98.739706
"190",99.510002,99.93,98.699997,98.720001,3079300,97.995213
"191",99.260002,99.75,99.07,99.669998,1951700,98.938235
"192",99.459999,99.730003,97.849998,98.529999,3449500,97.806605
"193",98.709999,100.400002,98.620003,100.260002,2714200,99.523907
"194",99.769997,100.199997,99.559998,99.599998,1987000,98.868749
"195",98.910004,100.57,98.400002,100.260002,3016000,99.523907
"196",100.089996,100.589996,99.879997,99.910004,2128400,99.176478
"197",100.290001,100.690002,99.959999,100.25,4137400,99.513978
"198",100.169998,100.470001,99.879997,99.879997,2670900,99.146692
"199",99.739998,100.080002,99.099998,99.260002,2656000,98.531249
"200",99.349998,99.529999,97.389999,97.459999,3483600,96.744461
"201",97.169998,97.190002,96.400002,96.639999,3278700,95.930482
"202",96.739998,96.879997,96.32,96.589996,2506900,95.880846
"203",97.080002,97.720001,96.959999,97.269997,2488000,96.555854
"204",97.089996,97.510002,96.779999,96.940002,2718100,96.228282
"205",96.489998,97.010002,95.669998,96.540001,3394700,95.831218
"206",97,97,96.230003,96.470001,3010600,95.761732
"207",96,97.110001,95.82,96.839996,2513600,96.12901
"208",97.300003,97.900002,96.559998,96.68,2518300,95.970189
"209",96.650002,96.760002,96.019997,96.669998,2992000,95.96026
"210",96.419998,96.959999,95.919998,96.699997,3378400,95.990039
"211",96.800003,97.120003,96.419998,96.790001,3173700,96.079382
"212",96.480003,97.139999,96.129997,96.150002,3192000,95.444082
"213",96.099998,96.800003,95.800003,96.550003,3221200,95.841146
"214",96.660004,96.919998,96.199997,96.620003,2705000,95.910632
