"","HRS.Open","HRS.High","HRS.Low","HRS.Close","HRS.Volume","HRS.Adjusted"
"175",78.010002,78.790001,77.75,78.459999,766400,77.515999
"176",78.169998,78.910004,77.970001,78.720001,609700,77.772872
"177",78.68,78.68,77.720001,78.339996,825500,77.39744
"178",78.370003,78.370003,77.199997,78.050003,879300,77.110935
"179",77.879997,78.709999,77.690002,78.550003,643600,77.60492
"180",78.25,78.830002,77.730003,78.190002,443700,77.24925
"181",78.129997,78.129997,77.599998,77.739998,871300,76.80466
"182",77.790001,78.059998,77.279999,77.68,613600,76.745384
"183",77.68,78.800003,77.459999,78.769997,837700,77.822266
"184",78.489998,78.510002,77.279999,77.440002,878900,76.508274
"185",77.230003,77.32,76.209999,76.739998,975400,75.816692
"186",77.029999,77.040001,76.230003,76.440002,691100,75.520306
"187",76.300003,76.720001,75.019997,75.199997,765500,74.754858
"188",75.370003,75.559998,74.849998,75.080002,665300,74.635574
"189",74.019997,74.339996,72.830002,72.870003,1633100,72.438656
"190",72.870003,73.110001,72.199997,72.5,1195000,72.070844
"191",72.459999,72.970001,72,72.5,852800,72.070844
"192",72.25,72.349998,71.5,71.889999,961700,71.464454
"193",72.260002,72.75,72.129997,72.730003,837800,72.299486
"194",72.239998,72.449997,72.040001,72.099998,830900,71.67321
"195",71.970001,72.559998,71.139999,72.330002,1309500,71.901852
"196",72.160004,72.779999,71.860001,72.18,1008700,71.752738
"197",72.190002,73.120003,71.639999,72.75,1676700,72.319364
"198",72.879997,73.949997,72.809998,72.889999,1153100,72.458535
"199",72.739998,72.970001,71.660004,71.870003,1436900,71.444576
"200",71.910004,72.110001,70.610001,70.639999,1054200,70.221853
"201",70.449997,73.32,69.839996,73.279999,2865100,72.846225
"202",73.220001,77.099998,73.089996,76.75,4094500,76.295686
"203",77.080002,78.209999,76.669998,77.629997,2286900,77.170474
"204",78.110001,79.349998,77.779999,78.760002,2668300,78.29379
"205",78.5,78.599998,77.769997,78.589996,1580000,78.124791
"206",78.5,79.519997,78.370003,78.699997,1580200,78.23414
"207",79.019997,81.43,78.349998,80.709999,1710900,80.232245
"208",80.089996,80.580002,79.279999,79.779999,1235500,79.307749
"209",79.660004,80.480003,79.400002,80.129997,979700,79.655676
"210",79.93,80.75,79.540001,80.68,710300,80.202423
"211",80.540001,81.110001,80.209999,81,673500,80.520529
"212",81.129997,81.889999,80.330002,80.349998,760400,79.874375
"213",80.309998,80.919998,80.139999,80.5,723300,80.023489
"214",80.589996,81.349998,80.480003,81.110001,904400,80.629878
"215",80.989998,81.099998,80.089996,80.349998,720700,79.874375
"216",79.779999,79.779999,78.169998,78.550003,1325400,78.085034
"217",79.300003,80.139999,79.139999,79.300003,790000,78.830595
"218",79.559998,82.120003,79.150002,81.93,2230100,81.445024
"219",82.730003,82.790001,81.690002,82.459999,1426600,81.971886
"220",81.879997,82.239998,81.120003,82,792300,81.514609
"221",82.120003,82.120003,80.68,81.099998,967800,80.619935
"222",81.139999,81.839996,80.5,80.739998,878400,80.262066
"223",80.870003,81.169998,80.220001,81.089996,739100,80.609992
"224",80.690002,80.900002,78.760002,79.260002,905500,78.790831
"225",79.089996,80.790001,78.75,80.239998,1359300,79.765025
"226",80.769997,81.43,80.160004,80.449997,838400,79.973781
"227",80.669998,80.970001,80.300003,80.470001,695000,79.993667
"228",80.32,81.419998,78.589996,79.269997,1035100,78.800766
"229",79.18,80.059998,78.279999,78.5,746700,78.035327
"230",78.400002,79.110001,77.580002,78.199997,1184800,77.7371
"231",78.529999,79.169998,78.410004,78.870003,1131800,78.40314
"232",79.040001,79.050003,77.970001,78.260002,747000,77.79675
"233",77.93,78.199997,77.169998,77.769997,699900,77.309645
"234",77.809998,78.309998,77.199997,77.349998,1250800,76.892133
"235",77.870003,78.790001,77.709999,78.75,854000,78.283847
"236",78.959999,79.300003,78.25,78.669998,533000,78.204319
"237",78.690002,79.43,78.459999,79.209999,727300,78.741124
"238",79.400002,79.5,78.470001,79.400002,742500,78.930001
"239",78.93,79.839996,78.879997,79.410004,691200,79.410004
"240",79.440002,79.669998,78.980003,79.32,580300,79.32
"241",79.309998,80.739998,79.309998,80.260002,1323600,80.260002
"242",79.940002,80.230003,78.470001,79.089996,1334400,79.089996
"243",79.379997,80.889999,79.360001,80.190002,1478900,80.190002
"244",80.029999,80.470001,79,79.25,5354600,79.25
"245",79.470001,80.470001,78.739998,79.220001,1633700,79.220001
"246",79.919998,79.989998,78,79.699997,1206300,79.699997
"247",79.199997,79.629997,78.239998,78.809998,876100,78.809998
"248",78.809998,78.989998,78.120003,78.550003,940600,78.550003
"249",78.449997,78.769997,77.419998,77.800003,907700,77.800003
"250",77.919998,78.660004,77.800003,78.489998,854100,78.489998
"251",78.559998,78.720001,77.879997,78,1392400,78
"252",78.110001,78.190002,77.830002,78.010002,663300,78.010002
"253",77.940002,79.360001,77.940002,78.910004,713700,78.910004
