"","VMC.Open","VMC.High","VMC.Low","VMC.Close","VMC.Volume","VMC.Adjusted"
"32",65.220001,66.010002,64.550003,65.949997,1219700,65.676184
"33",65.690002,65.690002,65.089996,65.199997,522800,64.929298
"34",65.07,65.18,64.199997,64.489998,536300,64.222247
"35",64.769997,66.550003,64.610001,65.449997,1254900,65.17826
"36",65.75,66.099998,64.919998,65.339996,888600,65.068716
"37",64.559998,64.900002,63.02,63.130001,1049800,62.867897
"38",63,63.869999,62.509998,63.34,865300,63.077024
"39",63.41,63.759998,62.98,63.27,1221400,63.007315
"40",62.599998,64.260002,61.599998,62.25,1487700,61.991549
"41",62.130001,62.509998,61.32,62.41,1402200,62.150885
"42",62.59,62.779999,60.779999,61.5,1356900,61.244663
"43",61.75,62.200001,61.150002,61.970001,729800,61.712713
"44",62.080002,62.52,61.650002,61.689999,921300,61.433873
"45",61.639999,61.939999,61.169998,61.880001,793400,61.623086
"46",62.18,62.84,61.939999,62.029999,889700,61.772461
"47",62.130001,62.349998,61.950001,62.040001,525400,61.782422
"48",62.43,62.68,61.349998,61.470001,871200,61.214789
"49",61.82,63.02,61.380001,62.970001,939800,62.708561
"50",63.220001,63.830002,62.950001,63,564400,62.738435
"51",62.720001,62.889999,62.259998,62.740002,417000,62.479516
"52",63.119999,63.18,62.27,63.080002,612100,62.818105
"53",62.93,63.220001,62.470001,62.669998,697800,62.409804
"54",62.900002,63.18,62.310001,62.48,608500,62.28022
"55",62.68,63.869999,62.360001,63.68,1005200,63.476384
"56",64.059998,64.18,63.220001,63.419998,599200,63.217213
"57",63.209999,63.32,62.77,63.220001,528400,63.017856
"58",63.419998,63.68,62.869999,63.380001,406000,63.177344
"59",63.639999,63.830002,62.41,62.75,771200,62.549357
"60",63.07,63.200001,61.700001,62.049999,980700,61.851595
"61",62.07,63.110001,61.759998,62.029999,811300,61.831658
"62",62.060001,62.82,61.700001,62.720001,788700,62.519455
"63",62.540001,62.849998,62.139999,62.43,338300,62.230381
"64",62.43,62.66,61.43,61.700001,566900,61.502716
"65",61.75,62.16,61.290001,62.07,723200,61.871531
"66",61.91,63.189999,61.779999,63.16,756800,62.958046
"67",63.18,63.18,62.240002,62.619999,872100,62.419772
"68",62.52,62.810001,61.919998,62.32,861600,62.120732
"69",62.029999,62.959999,61.650002,62.709999,640500,62.509484
"70",62.869999,64.150002,62.639999,63.299999,1139700,63.097598
"71",63.48,63.560001,62.34,62.439999,869200,62.240347
"72",62.439999,62.560001,61.84,62.25,1266200,62.050956
"73",62.189999,62.290001,61.549999,61.720001,530200,61.522652
"74",61.540001,62.220001,61.349998,61.689999,880600,61.492745
"75",61.529999,62.709999,61.139999,62.630001,930200,62.429742
"76",62.599998,62.939999,60.950001,61.34,1123400,61.143866
"77",61.349998,61.639999,61.07,61.330002,1062700,61.1339
"78",60.740002,61.099998,60.290001,60.619999,1024300,60.426167
"79",62.240002,62.369999,60.200001,60.23,884500,60.037415
"80",60.310001,60.57,58.82,58.900002,1493600,58.711669
"81",58.799999,59.509998,58,58.779999,1972900,58.59205
"82",59.099998,59.470001,59.07,59.16,851700,58.970836
"83",59.610001,59.610001,58.049999,58.509998,1061500,58.322913
"84",58,58.41,57.279999,57.279999,1038000,57.096846
"85",57.209999,58.09,55.810001,57.990002,1967800,57.804579
"86",58.669998,59.240002,56.900002,57.330002,2008800,57.14669
"87",57.52,58.23,56.380001,56.52,1736000,56.339278
"88",56.630001,57.34,55.220001,55.279999,1218000,55.103241
"89",55.650002,56.450001,55.049999,55.73,1086700,55.551803
"90",55.220001,56.68,54.099998,56.279999,1739700,56.100044
"91",55.860001,57.32,55.16,56.77,2142500,56.588479
"92",57.5,59.450001,57.439999,59.09,2916300,58.90106
"93",58.93,59.610001,58.650002,59.459999,765900,59.269876
"94",59.779999,60.580002,59.639999,60.25,781700,60.057351
"95",60.419998,60.889999,59.32,59.349998,942600,59.160227
"96",59.919998,60.939999,59.349998,60.240002,1195300,60.047385
"97",61.049999,61.439999,60.25,61.25,1163300,61.054154
"98",60.75,60.939999,59.43,59.77,965800,59.578886
"99",59.810001,60.630001,58.959999,60.52,1392300,60.326488
"100",60.41,60.759998,58.709999,59.400002,1878300,59.210071
"101",59.009998,60.75,58.919998,60.290001,1202500,60.097224
"102",61.5,62.029999,60.400002,61.709999,1507800,61.512682
"103",61.639999,62.790001,61.27,62.400002,2139900,62.200478
"104",62.720001,64.709999,61.220001,63.5,2691100,63.296959
"105",64.25,65.5,63.810001,64.169998,1596200,63.964815
"106",64.190002,64.849998,63.509998,64.769997,1039000,64.562895
"107",64.760002,65.769997,64.730003,65.110001,1237500,64.901812
"108",65.050003,65.769997,64.959999,65.419998,1063700,65.210818
"109",65.279999,65.879997,65.18,65.349998,598300,65.141042
"110",65.529999,65.720001,64.809998,65.459999,889700,65.250691
"111",65.419998,65.900002,64.919998,65.580002,842500,65.37031
"112",65.5,66.370003,65.120003,66.309998,830800,66.097972
"113",66.160004,66.199997,65.739998,66,896800,65.788966
"114",65.93,67.209999,65.93,67.099998,1369400,66.885447
"115",67.080002,67.839996,66.480003,67.669998,1200200,67.453624
"116",67.089996,68.239998,66.800003,68.010002,1064500,67.792541
"117",68.629997,69.099998,68.239998,68.610001,1541200,68.390621
"118",68.809998,68.980003,68.559998,68.610001,1596200,68.450482
"119",68.669998,68.919998,67.279999,67.589996,811900,67.43285
"120",67.760002,67.790001,66.730003,67.120003,670600,66.963949
"121",67.019997,67.040001,66.010002,66.099998,533400,65.946316
"122",65.980003,66.099998,64.199997,64.5,1336300,64.350038
"123",64.629997,65.480003,64.43,65.410004,1226400,65.257926
"124",65.629997,67.110001,65.459999,67.07,1175400,66.914062
"125",66.82,67.709999,66.599998,67.419998,1063600,67.263247
"126",67.220001,67.489998,66.470001,66.669998,693900,66.514991
"127",66.360001,66.470001,64.989998,65.25,619400,65.098294
"128",64.540001,66.050003,64.400002,66.029999,723400,65.876479
"129",65.860001,65.910004,62.639999,63.16,1760800,63.013153
"130",63.349998,64.010002,62.900002,63.049999,976100,62.903408
"131",63.540001,63.540001,62.360001,62.389999,1214900,62.244943
"132",62.490002,63.299999,61.450001,61.509998,1214100,61.366988
"133",61.630001,63.759998,61.490002,62.119999,1062900,61.97557
"134",62.200001,64.129997,61.799999,63.990002,1060500,63.841225
"135",65.089996,65.599998,63.799999,65.43,1025800,65.277876
"136",65.809998,66.970001,65.309998,66.779999,1532000,66.624735
"137",66.68,66.739998,65.400002,66.089996,1237500,65.936337
"138",66.169998,66.800003,65.940002,66.290001,776800,66.135877
"139",66.139999,66.599998,65.959999,66.269997,329000,66.115919
"140",66.620003,66.889999,66.279999,66.349998,374600,66.195735
"141",65.980003,66.919998,65.980003,66.849998,461700,66.694572
"142",66.620003,67.110001,66.339996,66.410004,484500,66.255601
"143",66.519997,67.419998,65.639999,65.730003,680200,65.577181
"144",66.389999,67.910004,66.18,66.980003,978500,66.824275
"145",66.290001,66.389999,64.82,65.129997,897200,64.97857
"146",65.019997,66.129997,64.279999,64.980003,686300,64.828925
"147",65.300003,66.330002,65.059998,66.209999,532400,66.056061
"148",66.860001,68.639999,66.809998,68.279999,1380500,68.121248
"149",68.400002,68.580002,67.610001,68.290001,840100,68.131227
"150",68.080002,68.440002,67.279999,68.25,1130700,68.091319
"151",69.019997,69.089996,66.32,67.360001,972500,67.203389
"152",66.349998,67.889999,65.370003,67.739998,808600,67.582502
"153",68.139999,68.279999,65.940002,66.220001,1019000,66.06604
"154",66.260002,67.339996,66.169998,66.889999,1486800,66.73448
"155",67.190002,67.459999,66.120003,66.989998,1023500,66.834246
"156",66.709999,68.040001,66.349998,67.980003,857100,67.82195
"157",68.75,70,67.75,69.919998,1791600,69.757434
"158",69.870003,70.370003,69.18,69.739998,1107400,69.577852
"159",69.830002,70.57,69.050003,70.519997,826900,70.356038
"160",69.410004,70.43,68.940002,70.230003,1172900,70.066719
"161",70.919998,70.949997,69.989998,70.029999,1372600,69.867179
"162",69.989998,71.559998,69.529999,71.339996,1327700,71.174131
"163",70.68,71.75,69.849998,70.510002,1148200,70.346066
"164",71.169998,71.889999,70.099998,71.440002,1308200,71.273905
"165",72,72,71.190002,71.82,1256400,71.653018
"166",71.25,72.919998,71.080002,71.470001,1541600,71.303834
"167",73.370003,75.360001,73.110001,74.010002,2129900,73.837929
"168",74.529999,76.989998,74.300003,75.230003,2637900,75.055094
"169",75.209999,76.809998,75.160004,76.169998,1603000,75.992903
"170",76.910004,78.150002,76.82,77.760002,1778100,77.57921
"171",77.519997,79.309998,77.489998,78,1740100,77.81865
"172",78.480003,79.879997,78.260002,79.410004,1256100,79.225376
"173",79.660004,79.989998,79,79.870003,1095800,79.684305
"174",79.900002,80.889999,79.669998,80.760002,910600,80.572235
"175",80.639999,81.199997,80.330002,81.07,575800,80.881512
"176",80.980003,82.239998,80.68,81.260002,850100,81.071073
"177",81.25,81.410004,79.919998,80.980003,998600,80.791725
"178",81.010002,81.190002,79.879997,80.220001,1051900,80.03349
"179",80.370003,81.099998,80.07,80.730003,966600,80.542306
"180",80.779999,82.589996,80.529999,82.379997,1801600,82.290395
"181",83,83.489998,82.230003,82.389999,1291900,82.300387
"182",82.389999,83.190002,82.209999,83,852700,82.909724
"183",83.519997,84.540001,82.760002,84.5,1185900,84.408092
"184",84.099998,84.800003,83.449997,84.769997,1344700,84.677795
"185",84.279999,84.989998,84,84.599998,1835400,84.507982
"186",84.739998,85.360001,84.449997,84.970001,1161200,84.877582
"187",84.519997,85.800003,84.339996,84.75,1669400,84.65782
"188",85.07,85.07,84.120003,84.349998,1791900,84.258254
"189",83.629997,83.779999,82.410004,82.43,1082300,82.340344
"190",82.580002,83.43,82.269997,83.239998,887100,83.149461
"191",83.730003,85.300003,83.629997,85.099998,1141600,85.007438
"192",84.919998,84.949997,83.849998,84.610001,914100,84.517973
"193",84.620003,85.360001,84.620003,85.110001,716800,85.017429
"194",84.559998,85.599998,84.519997,85.099998,727400,85.007438
"195",84.620003,86.25,84,85.769997,761600,85.676708
"196",85.57,85.879997,83.959999,84.199997,930100,84.108416
"197",84.620003,85.25,84.010002,84.050003,1257900,83.958585
"198",84.050003,85.239998,83.940002,84.309998,1084300,84.218296
"199",84.480003,85.510002,84.199997,85.139999,1431800,85.047396
"200",85.480003,86.019997,83.940002,83.940002,1116900,83.848704
"201",83.459999,84.32,83.019997,84.010002,738400,83.918627
"202",83.790001,84.629997,83.790001,84.169998,565500,84.078449
"203",84.580002,85.639999,84.5,85.389999,601400,85.297124
"204",85,85.470001,84.300003,84.300003,847400,84.208313
"205",84.360001,84.459999,83.459999,84.220001,1149700,84.128398
"206",84,85.010002,83.660004,84.309998,870800,84.218296
"207",84.059998,85.050003,84.050003,84.470001,601600,84.378126
"208",84.5,84.82,83.120003,83.230003,1109500,83.139477
"209",82.970001,83.230003,81.730003,83.199997,1469700,83.109503
"210",82.830002,83.610001,82.309998,82.790001,767300,82.699953
"211",83.089996,83.660004,82.540001,83.339996,785700,83.24935
"212",83,83.57,82.110001,83.029999,855400,82.93969
"213",84.260002,84.370003,82.519997,83.25,1092200,83.159452
"214",83.5,84.739998,83.160004,83.809998,829800,83.71884
"215",83.699997,83.739998,82.360001,82.75,1148200,82.659996
"216",82.019997,82.599998,81.290001,81.93,999500,81.840888
"217",82.260002,82.470001,81.529999,81.769997,651800,81.681058
"218",81.889999,82.139999,81.199997,81.370003,625600,81.281499
"219",81.459999,81.660004,80.580002,80.910004,806200,80.822001
"220",80.879997,82.599998,80.660004,82.330002,1050900,82.240454
"221",82.449997,83.489998,82.120003,83.470001,1106000,83.379214
"222",83.959999,84.029999,82.919998,83.120003,689400,83.029596
"223",82.779999,83.139999,81.82,83.089996,867600,82.999622
"224",82.43,83.379997,81.779999,83.07,724000,82.979647
"225",83.080002,86.230003,83.080002,85.519997,1937500,85.426979
"226",86.120003,88.57,85.690002,88.330002,1859600,88.233928
"227",88.239998,89.57,87.970001,88.099998,1862100,88.004175
"228",85.540001,87.519997,84.720001,85.5,1773400,85.407005
"229",86.480003,88,85.160004,87.349998,997300,87.254991
"230",86.949997,89.93,86.839996,89.5,1422100,89.402654
"231",90,91.099998,89.669998,90.470001,947100,90.3716
"232",90.129997,91.790001,89.980003,91.290001,977800,91.190708
"233",90.650002,91.190002,90.150002,90.230003,1042500,90.131863
"234",90.57,91.529999,90.120003,90.870003,1094900,90.771167
"235",91.57,92.849998,90.779999,92.720001,1105900,92.619153
"236",92.82,93.07,91.440002,91.989998,860700,91.889944
"237",91.550003,92.540001,91.550003,92.18,896800,92.079739
"238",92.199997,92.739998,91.889999,92.339996,849600,92.239561
"239",92.389999,92.389999,91.599998,91.940002,515000,91.840002
"240",91.860001,92.239998,91.339996,91.849998,546000,91.849998
"241",92.099998,92.709999,91.529999,91.580002,583400,91.580002
"242",91.110001,91.589996,89.919998,90.279999,1147700,90.279999
"243",90.639999,91.190002,90.110001,90.970001,1059800,90.970001
"244",90.480003,90.779999,89.790001,90.5,513900,90.5
"245",90.599998,91.019997,89.459999,89.93,1288300,89.93
"246",90,90.129997,89.139999,89.57,940700,89.57
"247",89.339996,90.730003,89.339996,90.199997,688400,90.199997
"248",90.620003,90.75,88.639999,89.139999,1236500,89.139999
"249",88.389999,88.980003,87.639999,88.620003,1239800,88.620003
"250",88.339996,89.940002,88.129997,89.120003,656800,89.120003
"251",88.940002,89.449997,88.5,88.550003,754600,88.550003
"252",88.660004,89.089996,87.959999,88.080002,862600,88.080002
"253",88.760002,90,88.32,89.620003,896900,89.620003
