"","VMC.Open","VMC.High","VMC.Low","VMC.Close","VMC.Volume","VMC.Adjusted"
"1",63.349998,65.050003,63.349998,64.910004,788600,64.640509
"2",64.690002,64.910004,63.630001,64.089996,562600,63.823906
"3",64.199997,64.440002,63.529999,63.939999,845800,63.674531
"4",63.779999,64.790001,63.549999,64.75,708600,64.48117
"5",64.550003,65.18,64.260002,64.540001,668200,64.272042
"6",63.740002,64.800003,63.59,63.849998,638000,63.584905
"7",63.830002,65.400002,63.34,65.190002,818500,64.919345
"8",65.160004,65.419998,64.5,65.010002,551900,64.740092
"9",65.059998,65.330002,64.580002,65.239998,1253800,64.969133
"10",65.190002,66.169998,64.839996,65,719800,64.730132
"11",64.68,65.050003,63.619999,63.860001,519700,63.594865
"12",63.450001,63.959999,63.139999,63.5,654000,63.236359
"13",63.599998,63.599998,62.509998,63.029999,717100,62.768309
"14",62.669998,64.139999,62.669998,63.900002,823500,63.6347
"15",64.050003,64.220001,63.259998,63.75,593400,63.485321
"16",64.239998,64.940002,64.220001,64.309998,786600,64.042994
"17",64.050003,64.139999,63.130001,63.529999,1105200,63.266234
"18",63.599998,64.449997,63.599998,64.360001,544600,64.092789
"19",64.010002,64.160004,63.48,63.740002,679000,63.475365
"20",63.540001,64.839996,63.220001,64.300003,924600,64.033041
"21",64.480003,64.949997,64.279999,64.919998,548500,64.650462
"22",63.709999,64.730003,63.360001,64.5,836700,64.232208
"23",64.379997,65.190002,63.860001,65.160004,547200,64.889471
"24",64.68,64.809998,63.959999,64.370003,852200,64.10275
"25",64.300003,64.709999,64.07,64.199997,706900,63.93345
"26",64.470001,64.720001,63.59,64.410004,438200,64.142585
"27",63.779999,63.970001,62.82,62.990002,726600,62.728478
"28",63.119999,64.269997,62.970001,64.050003,583300,63.784079
"29",63.810001,64.059998,63.080002,63.560001,382100,63.296112
"30",64.050003,64.620003,63.98,64.57,485600,64.301917
"31",65.559998,66.080002,64.040001,65.839996,965400,65.56664
