"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"73",155.240005,155.240005,153.149994,153.610001,974600,151.688834
"74",152.679993,153.529999,152.199997,152.490005,596400,150.582846
"75",152.5,154.289993,150.639999,153.820007,1039600,151.896214
"76",153.070007,153.759995,150.279999,150.529999,686200,148.647353
"77",150.490005,151.279999,149.610001,150.789993,452500,148.904096
"78",149.619995,149.759995,147.960007,148.880005,811900,147.017995
"79",148.809998,149.240005,145,145.649994,1159700,143.828381
"80",145.320007,145.479996,141,141.550003,1499400,139.779668
"81",141.080002,143.320007,140.630005,143.059998,1133500,141.270777
"82",143.929993,144.600006,142.399994,143.100006,1225900,141.310285
"83",144.449997,146.190002,143.649994,143.889999,729300,142.090398
"84",143.279999,143.600006,141.539993,142.080002,1184400,140.303038
"85",141.869995,144.100006,139.850006,143.929993,835300,142.129891
"86",144.020004,144.610001,140.720001,141.279999,841600,139.51304
"87",141.279999,142.800003,139.970001,140.630005,1230600,138.871176
"88",141.710007,144.179993,140.330002,140.419998,1304600,138.663796
"89",141.589996,146.979996,141.029999,145.330002,1512300,143.512391
"90",141.619995,144.399994,140.039993,143.679993,1483700,141.883018
"91",141.350006,147.479996,141.350006,145.759995,944600,143.937006
"92",146.970001,150.970001,146.149994,150.039993,1240900,148.163476
"93",150.539993,153.539993,150.539993,153.210007,1118300,151.293842
"94",154,155.389999,153.070007,155.270004,743000,153.328076
"95",155.220001,157.199997,154.119995,154.389999,977900,152.459077
"96",155.169998,158.529999,155.089996,157.699997,814800,155.727677
"97",158,159.979996,157.039993,158.619995,908000,156.636169
"98",157.669998,158.100006,155.020004,157.399994,1115300,155.431426
"99",154.259995,170.990005,153.979996,168.059998,2885900,165.958108
"100",165.649994,168.830002,165.649994,168.229996,1270800,166.12598
"101",168.429993,171.300003,167.910004,170.550003,885400,168.416971
"102",172.369995,173.699997,171.199997,172.050003,924500,169.898211
"103",171.559998,173.270004,170.619995,172.600006,784500,170.441335
"104",172.429993,173.130005,170.690002,172.720001,749700,170.55983
"105",174.320007,174.449997,172.449997,172.850006,588800,170.688209
"106",172.350006,174.899994,172.190002,174.839996,552200,172.65331
"107",174.429993,176.619995,174.429993,175.809998,722800,173.61118
"108",175.809998,175.830002,173.5,173.789993,891800,171.61644
"109",174.289993,177.179993,174.119995,175,774100,172.811313
"110",174.220001,176.25,173.889999,175.210007,656900,173.018693
"111",175.479996,177.210007,174.470001,175.210007,501700,173.018693
"112",174.830002,175.649994,172.160004,173.270004,936400,171.102954
"113",173.360001,177.199997,173.020004,175.550003,784000,173.354437
"114",175.570007,177.940002,175.570007,177.220001,786600,175.003549
"115",176.429993,179.949997,175.729996,179.889999,1086500,178.395131
"116",178.350006,182.339996,178.179993,182.059998,921000,180.547097
"117",184.5,185.339996,183.160004,183.669998,983700,182.143719
"118",183.880005,185.279999,182.5,184.759995,1214600,183.224657
"119",184.860001,185.580002,183.830002,184.610001,864600,183.07591
"120",184.600006,184.940002,182.600006,183.539993,593400,182.014794
"121",184.240005,186.639999,183.520004,186.169998,353300,184.622944
"122",186.270004,186.839996,184.389999,185.449997,630600,183.908926
"123",185.190002,185.800003,183.679993,184.820007,650400,183.284171
"124",185.25,189.460007,185.020004,189.410004,710000,187.836025
"125",189.009995,190.220001,187.479996,188.259995,565200,186.695573
"126",188.009995,189.869995,187.139999,188.830002,582600,187.260843
"127",188.679993,189,185.779999,186.589996,524200,185.039452
"128",184.360001,187.699997,183.830002,187.429993,527600,185.872468
"129",186.350006,188.119995,183.169998,183.259995,908800,181.737122
"130",183.839996,186.559998,183.5,184.460007,483500,182.927162
"131",183.919998,185.600006,180.449997,180.639999,1120800,179.138899
"132",181.880005,184.889999,180.729996,183.360001,1206000,181.836297
"133",179.059998,181.039993,174.020004,174.429993,2474900,172.980497
"134",174.429993,189.720001,172.850006,188.929993,3197700,187.360003
"135",191.639999,192.440002,188.350006,190.520004,1537600,188.936802
"136",191.5,193.779999,187.990005,189.729996,1678100,188.153358
"137",189.389999,190.759995,187.320007,190.289993,665500,188.708702
"138",191.110001,192.179993,190.380005,191.130005,686600,189.541734
"139",192.160004,192.240005,191.050003,191.149994,254400,189.561556
"140",192.460007,194.460007,191.960007,192.449997,462100,190.850757
"141",191.490005,194.029999,191.139999,193.029999,635700,191.425939
"142",192.889999,194.990005,192.529999,193.660004,725600,192.050708
"143",194.880005,196.710007,193.429993,193.740005,508800,192.130045
"144",194.169998,196.139999,191.259995,193.009995,502400,191.406101
"145",191.330002,192.300003,188.5,189.029999,732200,187.459178
"146",190.009995,190.5,186.139999,187.470001,825700,185.912144
"147",189.389999,192.809998,188.300003,191.880005,605300,190.285501
"148",193.470001,197.369995,192.270004,196.830002,882100,195.194364
"149",197.350006,199.919998,196.289993,197.229996,880800,195.591034
"150",197.949997,200.440002,195.259995,198.960007,872200,197.306669
"151",201.080002,205.160004,194.809998,197.369995,1185700,195.72987
"152",195.190002,200.729996,194.800003,198.75,1110700,197.098407
"153",198.820007,200.720001,195.130005,195.479996,900600,193.855576
"154",194.770004,200.449997,194.350006,200.169998,612500,198.506605
"155",201.399994,201.630005,196.289993,197.880005,726500,196.235642
"156",197.699997,199.110001,196.669998,197.660004,875200,196.017469
"157",199.710007,200.839996,198.240005,199.710007,944000,198.050436
"158",200.220001,201.970001,199.309998,200.919998,379800,199.250373
"159",200.589996,203.759995,199.809998,203.070007,451200,201.382516
"160",200.490005,203.240005,199.800003,201.869995,470700,200.192475
"161",204.259995,207.149994,201.080002,201.410004,1154000,199.736307
"162",201.020004,204.139999,199.5,203.949997,1010900,202.255193
"163",203.770004,203.770004,198.800003,199.080002,804400,197.425667
"164",199.460007,202.229996,197,201.119995,1282500,199.448708
"165",202.179993,202.910004,198.199997,201.059998,1185600,199.389209
"166",207.190002,217.110001,206.059998,214.880005,2154300,213.094373
"167",215.25,215.5,210.539993,211.339996,1158700,209.583782
"168",211.570007,213.100006,209.5,211.139999,834700,209.385447
"169",210.119995,211.139999,205.809998,206.289993,1081000,204.575744
"170",207.970001,209.229996,205.330002,208.080002,804700,206.350878
"171",208.300003,209.740005,206.509995,207.779999,598300,206.053368
"172",209.190002,213.889999,207.770004,213.050003,1104000,211.279579
"173",211.910004,214.330002,211.910004,213.229996,488400,211.458076
"174",212.309998,215.199997,212.080002,213.509995,703000,211.735748
"175",211.960007,213.910004,211.919998,212.550003,745300,210.783734
"176",212.539993,213.410004,210.259995,212.330002,810900,210.565561
"177",211.25,213.789993,210.949997,213.270004,807900,211.497752
"178",213.130005,214.240005,212.009995,213.199997,607800,211.428326
"179",213.809998,215.550003,212.699997,214.300003,676300,212.519191
"180",212.080002,215.660004,212.039993,214.149994,798200,213.116287
"181",213.449997,214.350006,211.130005,212.800003,762100,211.772813
"182",213.270004,213.960007,211.25,211.949997,611500,210.92691
"183",211.949997,217,211.949997,215,732200,213.96219
"184",214.669998,215.580002,212.039993,214.470001,540500,213.43475
"185",214.199997,214.199997,210.660004,211.490005,726100,210.469138
"186",212.630005,213.309998,209.740005,210.820007,741200,209.802374
"187",210.5,210.820007,202.100006,203.419998,1180900,202.438085
"188",203.529999,206.289993,202.080002,205.699997,922900,204.707078
"189",204.389999,204.690002,200.869995,202.550003,729000,201.57229
"190",203.149994,203.419998,195.130005,196.669998,1315000,195.720668
"191",196.889999,200.470001,196.449997,199.509995,650700,198.546955
"192",198.240005,200.149994,195.350006,197.619995,864800,196.666079
"193",198.029999,199.919998,197.179993,198.690002,600800,197.730921
"194",198.539993,198.539993,195.740005,196.929993,768300,195.979407
"195",195.619995,199.729996,191.050003,198.919998,1423000,197.959807
"196",197.800003,199.220001,193.75,194.139999,1104900,193.202881
"197",195.039993,198.380005,194.419998,197.949997,1023000,196.994488
"198",197,200.179993,196.589996,197.160004,823100,196.208308
"199",196.389999,201.309998,196.389999,198.259995,902800,197.302989
"200",197.710007,199.179993,193.929993,194.089996,662500,193.15312
"201",192.869995,197.240005,192.800003,196.050003,1048200,195.103665
"202",195.5,198.570007,194.639999,198.5,542300,197.541836
"203",199.080002,202.070007,199.070007,201.039993,686400,200.069569
"204",200.520004,204.639999,200.009995,202.059998,1007300,201.084649
"205",201.889999,202.5,198.899994,201.389999,934000,200.417885
"206",200,201.669998,199.259995,200.380005,821900,199.412766
"207",199.75,202.419998,199.130005,201.020004,588600,200.049676
"208",201,202.089996,197.669998,197.729996,656200,196.775549
"209",193.520004,197.279999,190.229996,196.139999,1985600,195.193227
"210",196.279999,197.089996,193.240005,196.160004,1001600,195.213135
"211",197.479996,197.820007,195.429993,195.669998,605300,194.725495
"212",195.789993,195.789993,192.399994,193.940002,809900,193.00385
"213",193.429993,196.919998,192.039993,195.809998,633600,194.864818
"214",196.529999,197,193.940002,194.949997,778000,194.008969
"215",193.889999,193.979996,191.210007,191.350006,861500,190.426355
"216",189.740005,191.570007,189.009995,189.600006,931300,188.684803
"217",191.25,194.929993,191.100006,194.850006,1104900,193.909461
"218",196.410004,196.509995,193.649994,193.970001,977100,193.033704
"219",193.639999,194.309998,191.470001,191.770004,933800,190.844326
"220",191.240005,192.190002,189.880005,190.919998,1207300,189.998423
"221",194.5,197.179993,193.110001,196.490005,1163000,195.541544
"222",196.669998,200.179993,196.669998,197.830002,1975100,196.875072
"223",182.539993,187.5,179.119995,183.699997,4734600,182.813273
"224",182.940002,183.240005,177.240005,179.029999,1636800,178.165817
"225",179.690002,180.589996,174.75,175.600006,1691300,174.752381
"226",175.869995,180.380005,175.389999,179.309998,1244800,178.444464
"227",179.399994,181.179993,178.770004,180.149994,1036900,179.280406
"228",180.270004,181.580002,179.550003,179.600006,930000,178.733073
"229",179.820007,180.75,177.880005,178.839996,840500,177.976732
"230",179.539993,182.820007,179.160004,182.520004,955900,181.638976
"231",184.919998,188.479996,184.020004,185.649994,1214200,184.753857
"232",185.800003,188.940002,185.020004,186.979996,1557000,186.077439
"233",186.899994,187.809998,185.089996,186.449997,939600,185.549999
"234",185.899994,188.279999,185.169998,187.660004,1045900,187.660004
"235",189.009995,190.240005,188.089996,189.300003,933600,189.300003
"236",189,189.389999,185.020004,187.830002,1225800,187.830002
"237",187.639999,189.350006,186.990005,188.710007,659500,188.710007
"238",189.75,190.929993,187.919998,190.029999,1000300,190.029999
"239",189.850006,190.039993,187.860001,189.100006,772600,189.100006
"240",187.770004,192.520004,187.610001,192.050003,1014500,192.050003
"241",192.059998,193.020004,191.839996,192.009995,893900,192.009995
"242",191.5,192.949997,187.830002,188.309998,656200,188.309998
"243",188.330002,188.839996,185.199997,187.559998,962700,187.559998
"244",187.509995,188.389999,186.339996,187.520004,577700,187.520004
"245",187.240005,188.350006,184.029999,184.25,872000,184.25
"246",184.639999,188.259995,183.270004,186.960007,902500,186.960007
"247",186.130005,188.979996,185.559998,188.229996,770800,188.229996
"248",188.309998,189.460007,186.789993,189.25,717100,189.25
"249",187.860001,189.080002,187.320007,187.990005,706100,187.990005
"250",187.490005,188.350006,185.800003,187.770004,485700,187.770004
"251",187.860001,188.910004,185.240005,185.399994,639800,185.399994
"252",185.639999,185.639999,182.720001,182.990005,1136000,182.990005
"253",184.139999,186.429993,183.440002,185.979996,828600,185.979996
