"","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"154",42.130001,43.119999,42.02,42.889999,2134100,41.782351
"155",43.080002,43.75,42.5,43.689999,2797600,42.56169
"156",43.799999,45.43,43.75,45.369999,3137600,44.198304
"157",45.939999,46.240002,44.16,44.5,4600900,43.350773
"158",44.389999,44.860001,43.759998,44.060001,2130600,42.922138
"159",44.209999,45.23,44.060001,45.029999,1252400,43.867085
"160",44.84,45.439999,44.32,44.689999,1662200,43.535865
"161",44.209999,44.560001,42.060001,42.169998,2225900,41.644719
"162",42.400002,43.110001,41.48,43.029999,1610500,42.494007
"163",42.740002,44.34,42.369999,44.029999,2573500,43.481551
"164",44.400002,45.259998,44.130001,45.189999,2076900,44.627101
"165",45.439999,46.990002,45.360001,46.779999,2221200,46.197296
"166",45.75,46.09,44.77,45.470001,2213800,44.903616
"167",46.16,47.830002,45.91,47.220001,1835200,46.631818
"168",47.32,47.43,46,46.880001,2092700,46.296053
"169",46.950001,47.380001,46,46.200001,1420100,45.624523
"170",46.439999,46.5,45.130001,46.130001,1662200,45.555395
"171",45.720001,45.93,45.099998,45.669998,1370600,45.101122
"172",46.27,48.02,46.009998,47.279999,2981600,46.691068
"173",47.740002,48.290001,47.080002,47.32,2571700,46.730571
"174",47.310001,48.650002,46.639999,48.509998,2618100,47.905746
"175",48.34,48.669998,47.759998,48.220001,2030200,47.619361
"176",47.509998,48.189999,47.16,47.5,2007000,46.908329
"177",47.470001,47.939999,47.169998,47.669998,1670800,47.076209
"178",47.18,47.68,46.02,47.419998,2466100,46.829323
"179",46.200001,46.220001,44.73,45.099998,3532700,44.538222
"180",44.970001,45.509998,44.52,45.389999,2563800,44.824611
"181",45.150002,45.27,43.59,43.970001,2315100,43.4223
"182",44.299999,44.349998,43.580002,44.259998,1609400,43.708685
"183",44.259998,44.290001,43.59,44.07,1397500,43.521053
"184",44.09,45.279999,44.049999,45.23,1563700,44.666604
"185",45.200001,45.27,44.34,45.029999,1842800,44.469094
"186",45.119999,46.130001,45.099998,45.990002,1774100,45.417139
"187",45.459999,47.16,45.349998,47.130001,3267800,46.542939
"188",47.560001,48.279999,46.669998,46.990002,3905200,46.404683
"189",46.389999,46.880001,46.110001,46.369999,2268300,45.792403
"190",45.73,46.639999,45.73,46.110001,1729100,45.535643
"191",46.34,46.490002,45.889999,46.34,1612300,45.762778
"192",46.27,46.310001,44.310001,44.869999,2630000,44.311088
"193",44.84,45.16,44.169998,45.130001,2323900,44.567851
"194",44.849998,45.849998,44.720001,45.779999,1614300,45.209752
"195",45.880001,47.5,45.32,47.43,2345800,46.839201
"196",47.110001,47.189999,46.130001,46.419998,1683600,45.84178
"197",46.959999,47.880001,46.75,47.369999,5568700,46.779947
"198",47.369999,48.720001,47.369999,48.619999,1869100,48.014377
"199",48.52,48.540001,46.77,46.950001,2153000,46.36518
"200",47.110001,47.619999,46.790001,47.060001,1432300,46.473811
"201",47.849998,47.849998,46.77,47.16,1013500,46.572564
"202",46.939999,47.490002,46.310001,47.049999,1213300,46.463933
"203",47.439999,48.18,47.259998,48.040001,2092500,47.441603
"204",47.810001,48.709999,47.700001,48.240002,2363700,47.639113
"205",48.220001,49.150002,48.220001,48.34,1620600,47.737866
"206",48.25,49.099998,47.75,48.07,1272800,47.471228
"207",48.16,49.099998,48.150002,48.869999,1491400,48.261263
"208",48.790001,48.91,48.240002,48.450001,1658500,47.846496
"209",48.639999,48.869999,47.540001,47.669998,1274800,47.076209
"210",47.790001,48.220001,47.560001,48.080002,1100900,47.481106
"211",48.189999,48.439999,48.07,48.25,879400,47.648987
"212",48.34,48.549999,47.259998,47.650002,1469800,47.056462
"213",47.970001,49.220001,47.869999,49.200001,1380500,48.587154
"214",49.5,51.529999,49.25,51.07,2730400,50.43386
"215",50.830002,50.970001,49.779999,50.34,1296000,49.712953
"216",49.950001,50.099998,49.220001,49.540001,1420700,48.922919
"217",49.57,49.98,49.07,49.130001,1993100,48.518026
"218",49.380001,49.470001,47.869999,48.060001,2178900,47.461355
"219",48.32,48.98,47.77,48.939999,1581000,48.33039
"220",49.049999,49.77,49.009998,49.259998,867800,48.646404
"221",49.299999,49.610001,48.959999,49.23,1035300,48.616779
"222",49.439999,49.509998,48.490002,48.57,1320400,47.965
"223",47.959999,48.470001,47.740002,48.240002,1424500,48.240002
"224",47.970001,48.709999,47.77,48.59,994200,48.59
"225",48.59,48.77,47.259998,48.099998,2809400,48.099998
"226",48.119999,48.720001,47.849998,48.66,1318400,48.66
"227",48.650002,48.860001,48.110001,48.119999,1468200,48.119999
"228",48.360001,48.970001,47.91,47.950001,1916600,47.950001
"229",46.889999,46.889999,44.259998,44.84,7001900,44.84
"230",44.77,44.91,43.279999,43.919998,3738900,43.919998
"231",44.209999,44.830002,43.43,44.75,2655200,44.75
"232",44.790001,44.790001,43.27,43.380001,1911800,43.380001
"233",43.32,43.619999,42.91,43.360001,2570500,43.360001
"234",44.400002,47.290001,44.209999,44.509998,5336200,44.509998
"235",44.650002,44.84,44.32,44.639999,1452400,44.639999
"236",44.630001,45.939999,44.18,45.689999,1750200,45.689999
"237",45.52,46.220001,45.220001,45.849998,1531100,45.849998
"238",45.389999,45.66,44.720001,45.110001,1835500,45.110001
"239",45.189999,45.299999,44.68,45.150002,1165100,45.150002
"240",45.200001,45.93,44.950001,45.09,1445100,45.09
"241",44.860001,45.02,44.09,44.150002,1690900,44.150002
"242",43.869999,44.240002,43.630001,43.650002,1346600,43.650002
"243",43.66,43.990002,42.779999,43.099998,1747500,43.099998
"244",42.860001,43.049999,41.830002,42.209999,2481100,42.209999
"245",42.25,42.360001,41.610001,41.919998,2339500,41.919998
"246",41.880001,42.049999,41.23,41.310001,1750900,41.310001
"247",41.34,42.07,41.27,41.57,1565700,41.57
"248",41.259998,41.380001,40.689999,40.689999,1780600,40.689999
"249",40.400002,40.700001,39.720001,39.75,2009800,39.75
"250",39.119999,40.09,38.639999,39.889999,4601200,39.889999
"251",39.700001,40.040001,39.34,39.459999,2163600,39.459999
"252",39.77,40.009998,39.330002,39.439999,1797100,39.439999
"253",39.959999,40.049999,39.290001,39.32,2332700,39.32
