"","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"1",65.449997,65.959999,64.970001,65.260002,761400,62.395239
"2",64.93,65.300003,64.279999,64.769997,1184700,61.926744
"3",64.720001,64.940002,64.410004,64.620003,871000,61.783334
"4",64.760002,65.230003,64.480003,65.150002,654300,62.290067
"5",65.029999,66.220001,65,65.32,1217300,62.452603
"6",65.099998,65.470001,64.449997,64.510002,1515600,61.678162
"7",64.470001,64.760002,63.650002,64.379997,1894600,61.553864
"8",64.449997,64.839996,64.300003,64.459999,983000,61.630354
"9",64.669998,66.400002,64.669998,66.339996,2261900,63.427824
"10",66.470001,67.169998,66.18,67.019997,1152200,64.077974
"11",66.980003,67.730003,66.800003,67.129997,1022400,64.183146
"12",66.919998,68.059998,66.919998,68.019997,1430800,65.034076
"13",68.019997,68.019997,67.32,67.620003,772600,64.651641
"14",67.489998,67.709999,67.110001,67.519997,1627800,64.556025
"15",67.690002,68.139999,67.260002,68.080002,767900,65.091447
"16",68.07,68.459999,67.919998,68.290001,589400,65.292228
"17",68.25,68.25,67.529999,67.75,698400,64.775932
"18",67.75,67.75,66.940002,67.610001,858600,64.642078
"19",67.580002,67.779999,66.129997,66.330002,1356800,63.418268
"20",66.449997,66.82,66.220001,66.779999,1027300,63.848511
"21",66.809998,67.040001,66.449997,67.040001,707600,64.0971
"22",66.529999,66.75,66.160004,66.68,598500,63.752902
"23",66.75,66.889999,66.25,66.690002,799700,63.762465
"24",67.040001,67.230003,66.629997,66.68,506000,63.752902
"25",66.5,66.529999,65.889999,66.410004,821500,63.494758
"26",66.449997,66.839996,66.059998,66.839996,641700,63.905875
"27",66.459999,67.309998,65.959999,66.010002,736300,63.112316
"28",66.230003,66.480003,65.870003,66.480003,795700,63.561685
"29",66.220001,66.459999,65.919998,66.309998,553400,63.399142
"30",66.400002,66.989998,66.18,66.980003,996200,64.039736
"31",67,67.440002,66.860001,67.160004,526900,64.211835
"32",67.470001,67.989998,67.050003,67.769997,880600,64.79505
"33",67.410004,67.809998,66.639999,66.830002,533900,63.896319
"34",66.800003,67.559998,66.599998,67.370003,647500,64.412615
"35",67.330002,67.709999,66.82,66.830002,765100,63.896319
"36",66.970001,67.199997,65.919998,66.089996,742800,63.188798
"37",65.050003,66,64.059998,64.43,1506100,62.142325
"38",64.080002,64.779999,63.59,63.939999,1190300,61.669722
"39",64.080002,64.730003,63.27,64.610001,1097500,62.315934
"40",64.440002,64.720001,63.369999,63.709999,1328900,61.447888
"41",62.040001,63.240002,60.889999,62.490002,1959100,60.271209
"42",62.779999,63.209999,61.830002,62.029999,1220700,59.827539
"43",62.209999,63.369999,61.919998,63.349998,942900,61.10067
"44",63.869999,64.080002,62.73,63.02,1504800,60.782389
"45",63.029999,63.689999,62.810001,63.52,1230300,61.264636
"46",63.77,65,63.669998,64.82,878900,62.518477
"47",65.010002,65.639999,64.889999,65.470001,924300,63.145399
"48",65.620003,66.860001,65.620003,66.449997,1005700,64.090599
"49",66.940002,66.940002,66.220001,66.400002,808400,64.042379
"50",66.489998,67.239998,66.43,67.199997,755700,64.813969
"51",67.25,67.889999,67.050003,67.75,1106800,65.344444
"52",67.879997,68.139999,67.419998,67.660004,634300,65.257643
"53",67.629997,67.800003,66.910004,67.5,637000,65.10332
"54",67.839996,68.199997,67.529999,68,698700,65.585567
"55",68,68.779999,67.739998,68.440002,796000,66.009947
"56",68.660004,68.910004,68.160004,68.910004,854200,66.46326
"57",68.790001,69.660004,68.620003,69.620003,656100,67.148049
"58",69.620003,70.230003,69.510002,70.199997,586300,67.70745
"59",70.220001,70.75,69.910004,70.230003,928500,67.736391
"60",70.620003,71.190002,70.32,70.849998,991300,68.334372
"61",70.82,71.160004,70.25,70.470001,648900,67.967867
"62",70.599998,71.040001,70.260002,70.940002,814800,68.421181
"63",70.910004,71.18,70.550003,70.980003,563100,68.459761
"64",70.709999,70.830002,69.82,70.099998,668400,67.611002
"65",70.089996,70.129997,68.910004,69.470001,892100,67.003374
"66",69.639999,69.639999,68.389999,69.330002,905400,66.868345
"67",69.010002,69.059998,67.220001,67.620003,1381400,65.219062
"68",67.5,67.699997,67.199997,67.379997,808800,64.987578
"69",67.199997,68.339996,67.18,68.150002,786300,65.730243
"70",68.330002,68.760002,68.059998,68.379997,724600,65.952072
"71",68.43,68.690002,67.699997,68.540001,785600,66.106394
"72",68.93,68.959999,68.230003,68.410004,1088500,65.981013
"73",68.190002,68.239998,67.120003,67.269997,808300,64.881483
"74",67.019997,67.110001,66.370003,66.459999,964200,64.100246
"75",66.410004,66.639999,65.540001,66.389999,855000,64.032732
"76",66.330002,66.349998,65.589996,65.639999,871100,63.309361
"77",65.529999,66.470001,65.150002,66.169998,855000,63.820542
"78",65.529999,66.199997,65.050003,66.07,1254700,63.724094
"79",66.080002,66.349998,65.279999,65.550003,1235900,63.222561
"80",65.599998,66.199997,64.629997,64.720001,1183600,62.422029
"81",64.150002,64.419998,62.380001,64.050003,1657100,61.77582
"82",64.209999,64.43,63.759998,64.25,916000,61.968716
"83",64.360001,64.720001,63.52,64.099998,615700,61.82404
"84",63.630001,63.880001,62.580002,62.610001,795100,60.386947
"85",62.639999,62.779999,61.169998,62.720001,1478700,60.493042
"86",62.580002,62.610001,58.5,58.799999,2685800,56.712225
"87",58.549999,59.080002,55.84,58.330002,3726000,56.258915
"88",58.330002,58.650002,55.07,55.150002,2030500,53.191825
"89",55.139999,55.139999,52.25,53.709999,4391500,51.802952
"90",53.299999,54.75,52.060001,54.48,2360400,52.545613
"91",53.5,58.23,53.419998,56.549999,3757100,54.542114
"92",57.169998,58.549999,56.48,57.360001,2287300,55.323355
"93",57.360001,58.799999,57.290001,58.700001,1723300,56.615777
"94",59.07,61.439999,58.84,61.110001,2421300,58.940206
"95",61.560001,61.560001,59.68,59.77,1314600,57.647785
"96",60.490002,61.02,60.009998,60.459999,1141500,58.313284
"97",60.599998,61.040001,59.630001,61.009998,779200,58.843755
"98",61.02,61.150002,59.549999,60.41,1230100,58.26506
"99",60.830002,60.98,59.310001,59.880001,1858200,57.75388
"100",60.279999,60.77,58.619999,59.369999,1940400,57.261986
"101",58.540001,59.080002,58.189999,58.669998,1538600,57.154827
"102",59.09,59.580002,58.549999,58.939999,1804500,57.417854
"103",59.130001,59.66,58.220001,58.389999,1666200,56.882059
"104",57.98,58.380001,55.900002,56.5,2125800,55.040869
"105",57.669998,57.689999,55.509998,56.5,2381300,55.040869
"106",56.290001,56.669998,55.560001,55.950001,1843900,54.505074
"107",56.130001,57.509998,56.009998,57.259998,1547000,55.78124
"108",57.48,57.970001,55.959999,56.189999,1542400,54.738874
"109",56.240002,56.740002,55.77,56.25,1069100,54.797326
"110",55.939999,57.18,55.799999,56.459999,1360500,55.001901
"111",56.290001,56.580002,55.259998,55.650002,1692300,54.212822
"112",55.77,56.369999,55.470001,55.919998,1009200,54.475846
"113",55.709999,56.380001,55.299999,56.09,1179300,54.641458
"114",56.009998,56.75,55.919998,56.48,1161400,55.021385
"115",56.439999,57.099998,56.200001,56.830002,911200,55.362349
"116",56.25,57.84,55.380001,57.349998,1379700,55.868916
"117",58.07,59.240002,57.529999,58.419998,1692000,56.911283
"118",58.41,58.810001,57.970001,58.040001,1360000,56.541099
"119",58.32,58.59,57.759998,57.810001,1322200,56.317039
"120",57.790001,57.889999,57.200001,57.459999,2135400,55.976076
"121",56.209999,56.470001,54.009998,54.16,1415100,52.7613
"122",54.099998,54.400002,51.240002,51.950001,3486700,50.608375
"123",51.759998,53.060001,51.27,52.490002,2598000,51.134431
"124",52.970001,55.259998,52.799999,53.220001,4529800,51.845578
"125",53.009998,53.549999,52.77,53.09,1696500,51.718934
"126",52.810001,53.310001,52.130001,52.5,1887800,51.144171
"127",52.25,52.439999,48.040001,48.34,3496900,47.091604
"128",48.040001,49.310001,47.419998,48.419998,3022100,47.169536
"129",48.130001,48.130001,44.130001,44.650002,4548800,43.496901
"130",44.799999,46.369999,44.799999,45.669998,4060100,44.490556
"131",45.150002,45.630001,44.200001,44.860001,2329900,43.701477
"132",45.119999,45.459999,44.049999,44.32,2018400,43.175421
"133",43.939999,45.110001,43.360001,44.299999,3713800,43.155938
"134",44.48,47.759998,44.43,47.490002,3885600,46.263557
"135",48.209999,49.279999,47.639999,49.220001,4284700,47.948879
"136",49.900002,49.939999,47.529999,49.540001,6218300,48.260614
"137",49.52,49.810001,48.360001,49.779999,2387800,48.494414
"138",49.799999,50.52,49.509998,50.380001,1496100,49.078921
"139",50.25,50.709999,49.25,50.709999,866200,49.400397
"140",50.139999,50.450001,49.48,49.860001,951400,48.57235
"141",49.889999,50.849998,49.860001,50.209999,2015500,48.91331
"142",50.209999,50.66,49.639999,49.959999,1593400,48.669766
"143",49.869999,50.549999,48.950001,49.790001,1944600,48.504158
"144",49.900002,50.349998,49.529999,49.919998,1569200,48.630798
"145",49.25,49.279999,46.970001,47.060001,2151200,45.844662
"146",47.060001,47.349998,44.77,45.099998,2959800,43.935277
"147",45.610001,45.84,44.369999,44.77,2441900,43.613801
"148",45.389999,45.599998,44.939999,45.259998,1624100,44.091144
"149",45.150002,45.439999,43.240002,43.720001,2738300,42.590918
"150",43.07,43.169998,40.48,41.099998,4268400,40.038578
"151",41.189999,41.98,39.529999,40.23,2929800,39.191047
"152",40.330002,42.369999,39.889999,42.32,4809900,41.227072
"153",42.32,43.639999,42.23,42.299999,3498000,41.207588
