"","DTE.Open","DTE.High","DTE.Low","DTE.Close","DTE.Volume","DTE.Adjusted"
"50",76.349998,77.290001,76.150002,77.239998,619500,74.544321
"51",77.150002,77.419998,76.68,77.360001,670000,74.660136
"52",77.25,77.82,77.139999,77.330002,984300,74.631184
"53",77.379997,77.620003,76.440002,76.889999,821300,74.206538
"54",77.07,77.559998,76.849998,77.449997,790100,74.746991
"55",77.599998,77.779999,76.279999,76.309998,782500,73.646778
"56",76.5,76.980003,76.43,76.93,789300,74.245143
"57",76.889999,77.940002,76.599998,77.910004,817900,75.190944
"58",77.940002,78.260002,77.709999,78.25,827500,75.519074
"59",78.129997,78.300003,76.970001,77.419998,878900,74.718039
"60",77.550003,77.970001,77.339996,77.739998,700800,75.026871
"61",77.720001,77.879997,77.190002,77.75,596100,75.036524
"62",77.790001,78.849998,77.790001,78.830002,656200,76.078834
"63",78.889999,78.889999,78.059998,78.449997,662400,75.712091
"64",78.449997,78.449997,77.849998,77.870003,716700,75.152339
"65",77.790001,77.959999,76.989998,77.32,774000,74.621531
"66",76.809998,77.349998,76.419998,77.239998,520200,75.215541
"67",76.919998,76.989998,75.32,75.57,1289600,73.589314
"68",75.889999,76.339996,75.75,76.040001,492900,74.046996
"69",76.040001,77.239998,75.919998,76.900002,583600,74.884456
"70",76.940002,77.260002,76.120003,76.589996,546600,74.582576
"71",76.610001,77.059998,75.400002,75.75,745100,73.764596
"72",76.050003,76.419998,75.800003,76.300003,1195000,74.300184
"73",76.150002,76.519997,75.620003,75.800003,943700,73.813289
"74",75.650002,76.050003,75.410004,75.860001,935400,73.871714
"75",76.040001,76.040001,75.230003,75.760002,861600,73.774336
"76",75.870003,76.190002,75.300003,75.379997,1108500,73.404291
"77",75.510002,75.790001,74.620003,75.480003,593900,73.501676
"78",75.239998,76.029999,75.050003,75.959999,671800,73.969091
"79",76.059998,76.809998,75.709999,76.080002,992100,74.085949
"80",76.220001,77.209999,76.080002,76.279999,834700,74.280704
"81",76.190002,76.949997,76.059998,76.269997,912200,74.270964
"82",76.410004,76.959999,75.860001,76.870003,860700,74.855244
"83",76.919998,77.370003,76.489998,76.849998,614000,74.835764
"84",76.669998,77.699997,76.629997,77.019997,843500,75.001306
"85",76.949997,79.239998,76.949997,79.099998,1696100,77.026791
"86",79.290001,80.199997,77.800003,77.870003,1966400,75.829034
"87",78.279999,79.360001,78.139999,78.730003,1549000,76.666494
"88",78.68,79.879997,78.440002,78.900002,1290000,76.832036
"89",79.379997,80.199997,78.82,79.510002,2131200,77.426049
"90",79.559998,80.25,76.349998,77.900002,1690200,75.858246
"91",77.300003,77.720001,76.43,76.879997,2571800,74.864976
"92",77.050003,77.419998,75.760002,76.980003,2901100,74.962361
"93",77,78.739998,77,78.639999,1372600,76.578849
"94",79.129997,79.849998,78.769997,79.75,1386700,77.659756
"95",79.970001,80.779999,79.589996,79.860001,969100,77.766874
"96",80.349998,80.849998,79.830002,80,1238200,77.903204
"97",80.120003,80.959999,79.860001,80.199997,1547800,78.097959
"98",80,81.150002,80,80.610001,1482200,78.497216
"99",80.639999,81.209999,80.099998,81.199997,1530700,79.071749
"100",80.449997,81.089996,79.330002,80.050003,1431300,77.951896
"101",80.220001,82.010002,80.129997,81.989998,1355400,79.841044
"102",82.330002,82.330002,81.470001,82.160004,1135000,80.006594
"103",82.360001,82.989998,82.279999,82.800003,967700,80.629819
"104",82.940002,83.470001,82.169998,82.389999,643600,80.230562
"105",82.949997,84.419998,82.480003,84.160004,1896400,81.954174
"106",83.889999,83.889999,82.160004,82.669998,2236000,80.503222
"107",82.730003,83.339996,82.5,83.309998,850300,81.126447
"108",83.050003,83.910004,82.830002,83.849998,720500,81.652294
"109",83.610001,83.669998,82.449997,82.790001,1170300,80.620079
"110",82.07,82.239998,80.610001,80.900002,1580000,78.779616
"111",81.120003,81.480003,79.620003,79.779999,1650100,77.688969
"112",79.800003,80.220001,79.540001,79.870003,1030700,77.776614
"113",79.589996,81.129997,79.589996,81.099998,1020300,78.974372
"114",81.389999,81.940002,80.669998,81.510002,1795800,79.373629
"115",81.220001,81.550003,80.68,81.209999,1130700,79.081489
"116",81.120003,81.25,80.419998,80.639999,953800,78.526429
"117",81.25,81.459999,79.800003,80.650002,1220400,78.536169
"118",80.790001,81.040001,80.419998,80.529999,1088100,78.419312
"119",80.639999,80.639999,79.889999,80.389999,627300,78.282981
"120",80.629997,80.959999,80.300003,80.669998,677700,78.555642
"121",81.080002,82.150002,80.720001,81.459999,554000,79.324937
"122",81.059998,82.339996,80.809998,81.540001,1182900,79.402842
"123",81.230003,82.379997,80.709999,82.269997,989000,80.113704
"124",82.190002,82.540001,81.529999,82.449997,949500,80.288987
"125",82.480003,82.910004,82,82.650002,896900,80.483749
"126",82.190002,82.75,81.690002,82,710700,79.850784
"127",82.139999,83.43,81.970001,82.690002,1332900,80.522702
"128",82.459999,83.57,82.309998,83.309998,1100000,81.126447
"129",83.360001,84.220001,81.919998,81.980003,1238100,79.831312
"130",81.790001,83.730003,81.599998,82.730003,887000,81.245473
"131",82.940002,83.830002,81.849998,81.889999,936300,80.420543
"132",82.209999,82.760002,80.910004,81.540001,1221100,80.076825
"133",81.620003,83.470001,81.129997,82.07,906700,80.597313
"134",82.300003,83.989998,82.300003,83.75,1167500,82.247167
"135",83.860001,85.480003,83.470001,85.480003,828000,83.946127
"136",85.739998,86.489998,85.400002,85.75,1872700,84.211278
"137",85.75,86.239998,85.199997,86.230003,723100,84.682668
"138",86.540001,86.860001,86.209999,86.410004,700100,84.859439
"139",86.480003,88.150002,86.480003,87.940002,457200,86.361983
"140",88,89.43,88,89.32,877800,87.717217
"141",89.190002,90.769997,89.080002,90.18,1080300,88.561785
"142",89.809998,89.830002,87.82,87.970001,714900,86.391443
"143",88.370003,88.5,86.25,86.370003,1094700,84.820156
"144",86.830002,87.239998,85.980003,87.010002,872700,85.448671
"145",86.910004,87.279999,85.82,86.160004,1101200,84.613925
"146",86.449997,87.82,85.959999,86.029999,1234200,84.486253
"147",86.309998,87.379997,85.690002,87.050003,932900,85.487954
"148",87.349998,87.900002,87.07,87.449997,681200,85.88077
"149",87.459999,87.599998,86.290001,86.800003,674900,85.24244
"150",87.190002,87.410004,86.019997,86.730003,840400,85.173696
"151",87.449997,88.720001,86.57,87.220001,643500,85.654901
"152",86.440002,88.260002,86.419998,88.160004,754600,86.578036
"153",88.629997,89.18,88.029999,88.970001,799500,87.373499
"154",88.800003,90.050003,88.550003,89.959999,663800,88.345732
"155",90.25,90.349998,89.139999,90.080002,697400,88.463581
"156",89.760002,90.980003,89.07,90.870003,668600,89.239406
"157",90.980003,91.419998,90.029999,90.699997,539400,89.072451
"158",90.980003,91.660004,90.769997,91.239998,443600,89.602762
"159",91.019997,91.019997,89.980003,90.93,710700,89.298327
"160",90.709999,91.699997,90.589996,91.300003,544400,89.661691
"161",91.160004,92.269997,89.949997,90.230003,698900,88.610891
"162",90.230003,91.739998,89.75,91.540001,572500,89.897382
"163",91.199997,91.510002,89.559998,89.660004,884900,88.05112
"164",89.860001,90.779999,88.93,90.480003,749100,88.856405
"165",90.199997,90.82,89.639999,90.029999,1076000,88.414476
"166",89.919998,89.949997,88.370003,88.620003,1018200,87.029781
"167",89.120003,89.660004,88.269997,89.57,956700,87.962731
"168",89.360001,89.879997,84.830002,85.25,1234800,83.72025
"169",85.080002,85.800003,84.519997,84.910004,1070700,83.386355
"170",84.910004,86.779999,84.910004,86.699997,970700,85.144228
"171",86.230003,86.309998,84.510002,84.699997,946600,83.180117
"172",84.699997,84.879997,83.779999,83.989998,1528900,82.482858
"173",84.519997,84.519997,80.629997,81.559998,2446300,80.096462
"174",81.410004,82.940002,81.260002,81.910004,2444100,80.440188
"175",82.059998,84.5,81.879997,84.5,1873700,82.983709
"176",84.970001,84.970001,83.160004,83.400002,1100000,81.903449
"177",83.489998,83.709999,82.019997,83.199997,1311400,81.707033
"178",83.309998,83.919998,83.150002,83.900002,966600,82.394477
"179",83.690002,84.889999,83.5,84.199997,1049800,82.689089
"180",84.309998,84.309998,82.650002,82.760002,951300,81.274934
"181",82.959999,83.169998,81.839996,81.959999,1236100,80.489286
"182",82.169998,82.220001,81.620003,82.029999,1074300,80.55803
"183",81.910004,82.010002,79.870003,80.440002,1195600,78.996565
"184",80.279999,80.940002,79.809998,80.720001,1542700,79.271539
"185",80.519997,80.760002,80.300003,80.580002,1059200,79.134052
"186",80.900002,81.470001,80.690002,81.139999,788700,79.684001
"187",80.150002,80.379997,78,78.410004,1157700,77.002993
"188",78.449997,79.040001,78.019997,78.470001,1114400,77.061914
"189",78.279999,79.550003,78.150002,78.779999,1119900,77.366349
"190",78.82,79.160004,78.129997,78.150002,840500,76.747656
"191",77.860001,78.779999,77.68,78.449997,1605500,77.728544
"192",78.349998,78.379997,76.839996,77.720001,1422700,77.005262
"193",78.199997,79.510002,77.980003,78.970001,1249300,78.243766
"194",78.699997,79.139999,78.169998,78.620003,1153500,77.896986
"195",78.639999,80.730003,78.370003,80.199997,2156100,79.46245
"196",79.940002,80.82,79.510002,79.580002,1410000,78.848157
"197",80,81.690002,79.82,81.57,2395700,80.819854
"198",81.400002,82,81.300003,81.389999,848600,80.641509
"199",81.199997,81.779999,80.360001,80.379997,771800,79.640795
"200",80.550003,80.949997,79.510002,79.540001,922100,78.808524
"201",79.650002,80.260002,78.970001,79.449997,1585700,78.719348
"202",79.410004,80.540001,79.220001,80.160004,1292000,79.422825
"203",80.339996,81.029999,79.949997,80.730003,665400,79.987583
"204",80.279999,81.349998,80.150002,80.690002,1205400,79.94795
"205",80.620003,81.379997,79.68,81.379997,777200,80.631599
"206",81.349998,82.360001,81.169998,82.080002,1520500,81.325166
"207",82.330002,84.269997,82.160004,83.379997,1859800,82.613206
"208",83.290001,83.389999,82.059998,82.150002,1199300,81.394522
"209",82.019997,82.360001,81.239998,81.809998,981100,81.057645
"210",81.849998,81.860001,80.879997,81.389999,990700,80.641509
"211",81.809998,82.279999,81.260002,81.730003,772300,80.978386
"212",81.739998,81.830002,81,81.050003,1006800,80.30464
"213",81.07,81.599998,80.93,81.419998,841200,80.671232
"214",81.459999,82.269997,81.440002,81.480003,1035600,80.730685
"215",81.300003,81.339996,80.110001,80.940002,851900,80.195651
"216",80.339996,81.389999,80.339996,80.699997,670600,79.957852
"217",80.900002,82.830002,80.900002,82.029999,869500,81.275623
"218",82.169998,82.709999,80.860001,81.169998,670800,80.423531
"219",81.889999,82.099998,81.18,81.919998,827200,81.166634
"220",82.029999,82.93,81.910004,82.82,1401900,82.058359
"221",81.93,83.660004,80.669998,82.809998,1406300,82.048449
"222",83.190002,83.32,81.25,81.470001,1232600,80.720775
"223",81.120003,81.989998,80.739998,81.870003,847100,81.117098
"224",81.150002,81.489998,80.580002,81.290001,959200,80.54243
"225",81.059998,81.059998,79.190002,79.629997,1497600,78.897693
"226",79.82,80.110001,79.150002,80.080002,906800,79.343559
"227",80.269997,81.290001,80.099998,80.610001,649600,79.868684
"228",80.660004,80.660004,78.580002,78.690002,978800,77.966342
"229",78.68,79.010002,77.190002,77.949997,1475400,77.233142
"230",78.25,79.040001,78.220001,78.389999,956600,77.669098
"231",79.300003,79.860001,78.849998,79.209999,1220200,78.481557
"232",79.019997,80.099998,78.699997,78.779999,863300,78.055511
"233",78.25,78.720001,77.709999,78.260002,993000,77.540296
"234",78.480003,78.919998,76.779999,77.190002,1402200,76.480137
"235",77.68,78.370003,77.489998,78.089996,1014500,77.371854
"236",78.339996,79.239998,78.220001,79.139999,1834300,78.412201
"237",78.790001,79.760002,78.790001,79.730003,891300,78.996779
"238",79.349998,79.940002,79.099998,79.529999,702700,78.798614
"239",79.589996,80.290001,79.360001,79.720001,752100,78.986869
"240",79.650002,79.889999,79.080002,79.660004,565800,78.927423
"241",79.510002,79.870003,78.989998,79.610001,636200,78.87788
"242",79.589996,79.589996,78.790001,79.160004,680200,78.432021
"243",79.410004,79.510002,78.940002,79.199997,1174300,78.471647
"244",79.32,79.769997,78.980003,79.529999,775600,78.798614
"245",79.519997,79.739998,79,79.230003,867500,78.501377
"246",79.330002,79.720001,79.059998,79.260002,666200,78.5311
"247",78.870003,78.900002,77.330002,77.839996,1105600,77.124153
"248",77.699997,77.980003,76.120003,76.669998,1128400,75.964915
"249",76.360001,77.110001,76.25,76.68,1530500,75.974825
"250",75.940002,76.040001,74.82,74.940002,1838900,74.250829
"251",74.940002,75.139999,74.510002,74.529999,1126800,73.844595
"252",74.449997,74.849998,74.339996,74.519997,1479700,73.834685
"253",74.959999,75.300003,74.5,75.029999,1461400,74.339997
