"","ACE.Open","ACE.High","ACE.Low","ACE.Close","ACE.Volume","ACE.Adjusted"
"1",104.559998,105.089996,104.559998,104.980003,664000,103.086909
"2",104.480003,104.790001,103.959999,104.199997,874600,102.320968
"3",104.279999,104.669998,103.669998,103.75,745000,101.879086
"4",103.849998,104.129997,103.639999,103.900002,754700,102.026382
"5",104.059998,104.07,103.279999,103.629997,907900,101.761247
"6",103.07,104.559998,102.980003,104.449997,771000,102.56646
"7",104.449997,104.949997,103.879997,104.809998,799900,102.919968
"8",104.790001,105.580002,104.589996,105.32,940900,103.420774
"9",105.980003,108.620003,104.93,105.029999,1301700,103.136002
"10",105.190002,105.449997,104.720001,105.029999,605200,103.136002
"11",104.690002,105.470001,104.370003,104.459999,711400,102.576281
"12",104.199997,104.5,103.849998,104.209999,923800,102.33079
"13",104.279999,104.279999,103.230003,103.400002,805500,101.535399
"14",103.290001,103.830002,103.040001,103.389999,1146200,101.525577
"15",103.330002,103.93,103.300003,103.699997,797700,101.829984
"16",104.169998,105.050003,104.089996,104.800003,905700,102.910154
"17",104.879997,105.260002,104.379997,104.400002,981800,102.517366
"18",104.760002,105.18,104.519997,105.150002,440700,103.253841
"19",104.650002,105.32,104.400002,105.199997,805700,103.302935
"20",105.349998,105.349998,104.389999,104.449997,1322000,102.56646
"21",104.779999,104.879997,104.199997,104.669998,1042500,102.782494
"22",103.370003,104.269997,103.370003,104.260002,1150700,102.379891
"23",104.220001,104.669998,103.739998,104.599998,1156700,102.713756
"24",105.220001,105.660004,104.75,104.790001,1144400,102.900332
"25",105.07,105.32,104.809998,105.110001,1159300,103.214562
"26",105.470001,105.470001,104.5,104.660004,795900,102.772679
"27",104.360001,104.970001,103.269997,103.300003,836500,101.437204
"28",103.220001,104.110001,103.129997,104.080002,1044900,102.203137
"29",103.510002,103.75,102.980003,103.610001,1952300,102.381006
"30",103.400002,103.400002,102.400002,103.309998,1357200,102.084561
"31",103.790001,105.32,103.760002,104.440002,1519900,103.201162
"32",104.620003,105.029999,104.199997,104.790001,1221900,103.547009
"33",104.349998,104.580002,103.410004,103.489998,985600,102.262426
"34",103.209999,103.480003,102.540001,103.309998,1188800,102.084561
"35",103.459999,103.660004,102.669998,102.68,1432000,101.462037
"36",102.699997,102.879997,101.519997,101.839996,1809800,100.631997
"37",101.440002,101.809998,100.07,100.099998,2101800,98.912638
"38",99.779999,100.730003,99.699997,100.209999,1717200,99.021334
"39",100.199997,100.370003,99.629997,100.099998,2639900,98.912638
"40",99.839996,100.379997,99.599998,99.949997,2172900,98.764416
"41",99.650002,100.32,99.449997,100.139999,3316000,98.952165
"42",100.540001,100.540001,99.690002,99.980003,2287600,98.794066
"43",100.110001,100.650002,99.739998,100.32,2436700,99.13003
"44",100.349998,100.769997,99.940002,100.43,1671900,99.238726
"45",100.440002,101.440002,100.25,101.339996,1480200,100.137927
"46",101.82,102.269997,101.339996,102.209999,1472400,100.99761
"47",102.449997,103.309998,102.220001,103.279999,771000,102.054918
"48",103.57,103.889999,102.550003,103.5,1338200,102.27231
"49",103.860001,104.300003,103.800003,104.209999,912900,102.973887
"50",104.529999,104.620003,104.169998,104.230003,911600,102.993654
"51",104,104.519997,103.709999,104.379997,1426500,103.141869
"52",104.589996,105.480003,104.209999,105.300003,855200,104.050962
"53",105.110001,105.57,104.669998,104.760002,964600,103.517366
"54",105.18,105.470001,104.839996,105.279999,707700,104.031195
"55",105.449997,105.889999,105.110001,105.620003,567300,104.367166
"56",105.379997,106.050003,105.379997,105.900002,644300,104.643843
"57",105.559998,106.400002,105.449997,106.120003,926300,104.861235
"58",106.519997,106.550003,105.629997,106.330002,800200,105.068743
"59",106.660004,107.07,106.239998,106.629997,594600,105.36518
"60",107,107.260002,106.18,106.43,842300,105.167555
"61",106.769997,107.099998,105.779999,105.849998,1138800,104.594433
"62",105.82,106.160004,105.370003,106.129997,875500,104.871111
"63",106.199997,106.629997,105.849998,106.139999,562000,104.880994
"64",105.93,106.089996,105.199997,105.510002,722400,104.25847
"65",105.510002,105.949997,105.32,105.720001,757700,104.465978
"66",105.260002,105.849998,105.160004,105.440002,776600,104.1893
"67",105.18,105.459999,104.580002,104.889999,1053300,103.645821
"68",104.699997,105.93,104.699997,105.660004,1250400,104.406692
"69",105.349998,106.519997,105.349998,105.900002,1729600,104.643843
"70",106.150002,106.5,105.769997,106.019997,1155900,104.762415
"71",106.470001,107.599998,106.230003,107.389999,1246800,106.116167
"72",107.82,107.949997,106.919998,107,1511400,105.730794
"73",106.510002,107.099998,106.510002,106.620003,792200,105.355304
"74",106.650002,106.650002,105.410004,105.419998,1265100,104.169533
"75",105.459999,106.800003,105.239998,106.589996,1016800,105.325653
"76",105.879997,106.279999,105.260002,105.5,1167600,104.248586
"77",104.860001,106.120003,104.650002,105.82,1136400,105.213017
"78",104.970001,105.260002,104.410004,104.839996,1263200,104.238635
"79",104.339996,105.220001,104.099998,104.870003,1583100,104.268469
"80",105.059998,105.089996,103.769997,103.82,1347400,103.224489
"81",103.919998,105.099998,103.519997,104.629997,1208100,104.02984
"82",104.760002,106.599998,104.760002,106.440002,1700700,105.829463
"83",106.970001,107.110001,106.010002,106.199997,1059600,105.590834
"84",106.239998,106.239998,105.129997,105.129997,1199400,104.526972
"85",105.389999,106.82,105.389999,106.75,1533800,106.137683
"86",106.550003,107.110001,104.889999,104.919998,1683900,104.318178
"87",105.110001,106.410004,104.900002,104.900002,1126700,104.298296
"88",104.589996,105.660004,103.099998,103.209999,2192600,102.617987
"89",103.639999,104.879997,103.330002,104.239998,1341300,103.642078
"90",103.129997,103.449997,101.239998,103.110001,2130500,102.518562
"91",101.150002,103.379997,101.150002,102.919998,1823300,102.32965
"92",103.550003,105.010002,103.550003,104.610001,1540000,104.009958
"93",104.279999,105.160004,104.07,105.089996,1340000,104.487201
"94",105.349998,106.699997,105.279999,106.699997,1336900,106.087966
"95",107.459999,108,105.769997,105.839996,1950200,105.232899
"96",106.849998,106.879997,105.099998,105.400002,2040300,104.795428
"97",105.379997,106.949997,105.330002,106.900002,1184800,106.286824
"98",106.519997,108.290001,106.519997,108.169998,1608500,107.549536
"99",108.730003,109.040001,108.230003,109.040001,1314900,108.414548
"100",108.870003,109.220001,107.75,108.370003,1243700,107.748393
"101",108.370003,109.620003,107.980003,108.959999,1053000,108.335005
"102",109.830002,110.129997,109.120003,109.300003,1720500,108.673059
"103",109.470001,109.690002,108.510002,108.800003,1281800,108.175927
"104",108.919998,110.379997,108.900002,109.730003,2090800,109.100593
"105",110.709999,110.709999,109.370003,110.5,1327700,109.866173
"106",110.5,110.800003,110.040001,110.730003,781100,110.094857
"107",110.550003,111.099998,110.440002,110.809998,1007100,110.174392
"108",110.900002,111.510002,110.540001,111.510002,1028500,110.870382
"109",111.459999,111.739998,110.949997,111.019997,735000,110.383187
"110",110.57,110.870003,110.389999,110.769997,985800,110.134621
"111",111.169998,111.330002,110.290001,110.650002,1265600,110.015314
"112",110.529999,111.57,110.389999,110.620003,1670600,109.985487
"113",110.449997,111.230003,110.339996,111.139999,1097700,110.502501
"114",110.720001,111.760002,110.720001,111.230003,1026200,110.591989
"115",110.980003,112.330002,110.839996,112.32,1949600,111.675733
"116",111.440002,112.93,111.440002,112.68,1379200,112.033669
"117",113.459999,113.709999,112.25,112.559998,1614000,111.914354
"118",113.050003,113.43,112.809998,113.389999,1172800,112.739595
"119",113.589996,113.779999,112.889999,113.550003,1691300,112.898681
"120",113.809998,114.110001,113.410004,114.029999,1053100,113.375923
"121",114.199997,115.040001,113.959999,114.339996,579900,113.684143
"122",114,115.230003,114,114.870003,1461200,114.211109
"123",114.830002,115.099998,114.449997,114.980003,1403300,114.320479
"124",114.82,115.849998,114.360001,115.68,1907600,115.016461
"125",116.080002,116.379997,115.529999,116.129997,1343700,115.463876
"126",116.260002,116.919998,115.620003,116.07,1242600,115.404223
"127",116.339996,117.889999,116.110001,117.580002,1502600,116.905564
"128",116.559998,117.040001,115.639999,116.059998,1278300,115.394278
"129",115.309998,116.790001,114.809998,114.870003,1574900,114.211109
"130",115.360001,116.220001,114.839996,115.089996,1463400,114.429841
"131",114.379997,115.410004,113.25,113.32,1481400,112.669997
"132",112.900002,113.690002,111.099998,111.599998,2259300,111.599998
"133",111.400002,113.080002,110.739998,110.739998,1600100,110.739998
"134",111.019997,112.839996,110.900002,112.690002,2034100,112.690002
"135",113.669998,114.540001,113.230003,114.540001,1632900,114.540001
"136",114.879997,115.300003,113.050003,114.699997,2486000,114.699997
"137",114.699997,115.559998,114.639999,115.339996,1190300,115.339996
"138",115.760002,116.480003,115.330002,116.209999,1185500,116.209999
"139",116.279999,116.760002,115.629997,116.029999,465800,116.029999
"140",116.269997,116.660004,115.889999,116.209999,569700,116.209999
"141",116.059998,117.480003,116.019997,116.470001,690100,116.470001
"142",116.389999,116.75,115.629997,116.269997,667600,116.269997
"143",116.400002,116.669998,114.870003,114.879997,869900,114.879997
"144",115.379997,115.769997,113.599998,114.440002,854600,114.440002
"145",114.709999,114.709999,112.260002,112.57,1532300,112.57
"146",113.059998,113.199997,111.089996,111.580002,1768700,111.580002
"147",112.599998,113.269997,111.860001,113.169998,1570300,113.169998
"148",113.989998,115.25,113.800003,115,1348100,115
"149",114.580002,115.029999,113.209999,113.370003,1349000,113.370003
"150",113.190002,113.82,111.57,112,1206400,112
"151",113.139999,114.230003,111.639999,112.169998,1614300,112.169998
"152",107.5,110.790001,107.5,109.849998,1742400,109.849998
"153",110.470001,111.239998,109.589996,109.82,1345700,109.82
"154",109.660004,111.830002,109.660004,111.75,1466500,111.75
"155",112.139999,112.370003,109.839996,110.470001,1393200,110.470001
"156",110.32,111.07,109.550003,110.540001,1202800,110.540001
"157",111.68,113.580002,110.760002,113.43,1840300,113.43
"158",113.489998,113.709999,112.610001,112.879997,1079700,112.879997
"159",112.489998,113.220001,111.940002,112.900002,1181900,112.900002
"160",112.400002,112.470001,111.290001,111.300003,1597200,111.300003
"161",112.029999,112.889999,109.209999,109.300003,2010000,109.300003
"162",109.589996,110.209999,108.43,110.129997,1484400,110.129997
"163",109.18,109.650002,107.860001,107.959999,2187900,107.959999
"164",107.900002,109.440002,107.230003,109.309998,1725900,109.309998
"165",110.050003,111.059998,109.519997,111.010002,1260600,111.010002
"166",110.849998,112.300003,110.43,111.620003,1509000,111.620003
"167",111.230003,113.360001,110.889999,113.099998,1383200,113.099998
"168",113.510002,113.830002,112.68,112.879997,1276400,112.879997
"169",112.07,112.559998,111.709999,111.970001,859700,111.970001
"170",113,113,111.629997,111.75,1213300,111.75
"171",111.970001,112.800003,111.669998,112.459999,780000,112.459999
"172",112.529999,113.059998,112.309998,112.959999,812400,112.959999
"173",112.480003,113.449997,112.330002,113.050003,608500,113.050003
"174",113.559998,114.349998,112.940002,113.910004,1227900,113.910004
"175",113.910004,113.989998,113.050003,113.709999,865400,113.709999
"176",113.489998,114.279999,113.199997,113.919998,767000,113.919998
"177",113.580002,114.730003,112.970001,114.5,1242200,114.5
"178",114.239998,114.32,113.150002,113.559998,1313100,113.559998
"179",113.459999,114.690002,113.309998,114.510002,1407200,114.510002
"180",114.040001,114.93,114.040001,114.230003,1170800,114.230003
"181",114.110001,114.879997,113.959999,114.779999,1083600,114.779999
"182",115.010002,115.099998,113.989998,114.010002,1345800,114.010002
"183",114.010002,114.669998,113.599998,114.370003,1239700,114.370003
"184",113.849998,114.470001,113.18,113.830002,1141600,113.830002
"185",113.75,113.75,112.339996,112.599998,1285400,112.599998
"186",112.599998,113.339996,112.419998,113.190002,827000,113.190002
"187",113.089996,113.809998,111.800003,111.980003,1476400,111.980003
"188",112.150002,113.169998,111.919998,112.830002,797400,112.830002
"189",111.75,112.010002,110.080002,110.110001,1127900,110.110001
"190",110.110001,111.169998,110.110001,110.82,879300,110.82
"191",111.519997,112.800003,111.410004,112.690002,902100,112.690002
"192",112.529999,112.669998,111.150002,111.739998,1322200,111.739998
"193",112.139999,114.160004,111.879997,114,1266300,114
"194",113.339996,113.82,112.699997,113.360001,1248400,113.360001
"195",113.300003,115.260002,112.639999,114.75,1559700,114.75
"196",114.68,115.059998,113.419998,113.68,1554400,113.68
"197",113.629997,114.139999,113.410004,113.540001,3764500,113.540001
"198",113.830002,114.699997,113.540001,113.540001,2442800,113.540001
"199",113.129997,113.690002,112.339996,112.349998,1032600,112.349998
"200",112.220001,112.989998,111.589996,111.589996,1171900,111.589996
"201",110.839996,111.870003,110.839996,111.260002,1078200,111.260002
"202",110.839996,111.300003,110.440002,110.900002,1225900,110.900002
"203",111.410004,112.720001,111.25,112.209999,961000,112.209999
"204",111.239998,112.010002,110.68,111.489998,1131200,111.489998
"205",112.459999,112.720001,110.730003,110.989998,1417300,110.989998
"206",110.949997,111.529999,110.620003,111.199997,1170500,111.199997
"207",110.419998,111.82,110.139999,111.260002,965300,111.260002
"208",111.269997,111.889999,111.129997,111.349998,1071900,111.349998
"209",111.160004,111.93,110.910004,111.239998,1346500,111.239998
"210",111.209999,111.970001,110.970001,111.760002,893600,111.760002
"211",111.790001,112.120003,111.489998,111.900002,657200,111.900002
"212",111.650002,112.580002,111.650002,111.940002,739200,111.940002
"213",111.480003,111.989998,110.860001,111.910004,1183500,111.910004
"214",112.059998,112.629997,111.760002,111.870003,858400,111.870003
"215",111.790001,112.660004,111.220001,112.370003,1166800,112.370003
"216",111.519997,111.709999,109.760002,110.139999,1570000,110.139999
"217",110.790001,111.489998,110.760002,111.160004,1043900,111.160004
"218",111.220001,111.330002,108.809998,109.010002,2888200,109.010002
"219",108.279999,109.290001,106.82,107.860001,2567200,107.860001
"220",107.580002,108.610001,107.440002,108.309998,1714400,108.309998
"221",108.510002,108.809998,108,108.510002,1404400,108.510002
"222",108.93,108.980003,107.650002,107.879997,1545400,107.879997
"223",107.459999,109.080002,107.459999,108.760002,1315900,108.760002
"224",108.57,108.870003,107.730003,108.040001,1282800,108.040001
"225",108.25,108.75,106.699997,106.989998,1450200,106.989998
"226",107.379997,107.870003,107.010002,107.629997,798100,107.629997
"227",107.68,108.029999,107.279999,107.440002,1429900,107.440002
"228",106.949997,107.730003,106.800003,107.080002,1265800,107.080002
"229",107.379997,107.5,106.269997,106.919998,1032100,106.919998
"230",107.089996,107.980003,106.470001,107.650002,1218400,107.650002
"231",108.400002,108.809998,108.080002,108.779999,888000,108.779999
"232",108.389999,108.779999,107.940002,108.279999,950900,108.279999
"233",107.769997,107.870003,106.650002,107.050003,1867100,107.050003
"234",107.050003,107.720001,106.900002,107.199997,1326300,107.199997
"235",107.75,108.629997,107.510002,108.589996,1383600,108.589996
"236",108.389999,108.849998,107.940002,108.150002,873000,108.150002
"237",108.309998,108.889999,108.139999,108.739998,1162000,108.739998
"238",109,109.169998,108.400002,108.940002,973000,108.940002
"239",108.860001,109.290001,108.379997,109.110001,828000,109.110001
"240",108.839996,109.169998,108.510002,108.900002,1041600,108.900002
"241",108.779999,108.989998,108.449997,108.660004,1552700,108.660004
"242",108.300003,108.599998,106.660004,106.779999,2063400,106.779999
"243",107.220001,107.510002,106.809998,107.349998,1211000,107.349998
"244",106.970001,107.669998,106.660004,107.580002,847700,107.580002
"245",107.309998,107.480003,106.440002,106.480003,1177500,106.480003
"246",106.82,106.980003,106.010002,106.370003,995400,106.370003
"247",106.089996,106.75,105.82,106.370003,910800,106.370003
"248",106.900002,107.050003,106.300003,106.879997,1107600,106.879997
"249",106,106.889999,105.68,105.809998,1502300,105.809998
"250",106.059998,106.510002,104.419998,104.68,2076000,104.68
"251",104.610001,105.059998,103.269997,103.300003,1439600,103.300003
"252",103.279999,103.769997,102.650002,103.519997,2662500,103.519997
"253",104.18,105.57,104.029999,105.059998,1416100,105.059998
