"","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"71",74.809998,75.300003,74.699997,74.959999,1153400,74.291395
"72",75.370003,75.860001,75.239998,75.43,5483000,74.757204
"73",75.540001,76.07,74.970001,75.25,1261300,74.578809
"74",74.959999,75.190002,74.389999,74.43,1593400,73.766124
"75",74.629997,75.269997,74.529999,75.120003,1131700,74.449972
"76",74.860001,74.949997,74,74,1216100,73.339959
"77",74.169998,74.849998,73.919998,74.599998,938400,73.934605
"78",74.050003,74.779999,73.970001,74.709999,1364000,74.043625
"79",74.43,75.010002,74.32,74.720001,1741400,74.053538
"80",74.379997,74.540001,73.980003,74.25,2336300,73.587729
"81",73.879997,74.239998,73.57,73.699997,2022600,73.042631
"82",74.120003,74.5,73.739998,74.110001,1189300,73.448978
"83",74.160004,74.32,73.559998,74.050003,1270100,73.389516
"84",73.68,75.150002,73.589996,74.139999,1931300,73.478709
"85",74.25,74.860001,73.830002,74.739998,1526500,74.073356
"86",74.620003,74.959999,73.449997,73.610001,1680200,72.953438
"87",73.639999,73.739998,72.610001,72.650002,1957800,72.002001
"88",72.400002,72.599998,70.919998,71.019997,2074400,70.386535
"89",71.300003,72.160004,70.959999,71.889999,2233000,71.248778
"90",71.5,72.540001,70.18,71.599998,2374800,70.961364
"91",70.510002,72.269997,70.510002,71.779999,1708700,71.139759
"92",72.470001,72.629997,71.800003,72.18,1950500,71.536192
"93",72.139999,73.290001,71.889999,73.110001,1223500,72.457898
"94",73.440002,74.690002,73.260002,74.660004,1137500,73.994075
"95",74.900002,75.5,74.419998,74.440002,1428900,73.776037
"96",74.75,74.959999,74.099998,74.230003,1471400,73.567911
"97",74.519997,74.660004,74.059998,74.349998,1402700,73.686835
"98",74.209999,74.959999,74.080002,74.519997,1105300,73.855317
"99",74.860001,75.139999,74.419998,75.07,938800,74.400415
"100",75.040001,75.410004,74.389999,74.720001,1215300,74.053538
"101",74.550003,75.139999,74.07,74.940002,944700,74.271577
"102",75.510002,75.690002,74.849998,75.18,1532600,74.509434
"103",75.400002,76,75.120003,75.959999,2887500,75.282476
"104",73.150002,73.919998,71.959999,72,4669900,71.357798
"105",72.260002,72.389999,70.970001,71.199997,4355600,70.56493
"106",70.980003,72.190002,70.980003,71.830002,3857300,71.189316
"107",71.260002,72.620003,70.959999,72.580002,2815600,71.932626
"108",72.610001,73.43,72.32,72.830002,1564700,72.180396
"109",72.720001,73.150002,72.540001,72.699997,1255500,72.051551
"110",72.529999,72.889999,72.279999,72.620003,1342900,71.97227
"111",72.5,72.959999,71.75,72.550003,2470200,71.902895
"112",72.519997,72.559998,71.120003,71.330002,2244600,70.693775
"113",71.300003,71.379997,70.800003,71.120003,1656600,70.485649
"114",71.059998,72.400002,71.059998,72.029999,2896900,71.387529
"115",71.93,72.830002,71.550003,72.809998,1646500,72.16057
"116",72.779999,73.519997,72.459999,72.849998,1705100,72.200215
"117",73.599998,73.870003,73.040001,73.040001,2339300,72.388522
"118",73.57,73.93,72.709999,72.760002,1534800,72.111021
"119",72.910004,73.779999,72.68,73.260002,2244600,72.846848
"120",73.230003,73.639999,72.879997,73.209999,861500,72.797127
"121",73.360001,74.32,73.169998,74.139999,1097600,73.721883
"122",73.690002,74.290001,73.580002,73.739998,1486300,73.324137
"123",73.739998,74.32,73.559998,74.260002,1471400,73.841209
"124",73.989998,74.690002,73.489998,74.610001,2570100,74.189234
"125",74.32,74.75,73.910004,74.360001,1708500,73.940643
"126",74.25,74.669998,74.019997,74.660004,1594100,74.238955
"127",74.589996,74.779999,73.879997,74.230003,1237800,73.811379
"128",73.849998,74.669998,73.360001,74.639999,1220200,74.219063
"129",74.230003,74.440002,73.419998,73.449997,1642000,73.035772
"130",74.339996,74.709999,73.860001,74.010002,1376600,73.592619
"131",73.610001,74.129997,72.870003,73.029999,1386200,72.618142
"132",73.470001,73.580002,72.220001,72.230003,1176100,71.822658
"133",72.190002,74.190002,71.769997,72.989998,2147200,72.578367
"134",73.139999,74.480003,72.709999,74,1659200,73.582673
"135",74.82,75.779999,74.529999,75.779999,1782700,75.352633
"136",75.980003,76.419998,75.470001,76.25,3186600,75.819984
"137",76.190002,76.279999,75.379997,76.099998,1579200,75.670828
"138",76.220001,77.849998,76.220001,77.760002,2776100,77.32147
"139",77.699997,77.980003,77.260002,77.389999,1335000,76.953554
"140",77.639999,77.889999,77.190002,77.449997,418200,77.013214
"141",77.260002,77.68,76.690002,77.400002,827500,76.9635
"142",77.339996,77.730003,76.650002,77.169998,1383100,76.734794
"143",77.339996,77.669998,76.18,76.199997,915100,75.770263
"144",76.550003,76.730003,75.010002,75.589996,916800,75.163703
"145",75.190002,75.239998,74.5,74.68,1350900,74.258838
"146",74.68,74.830002,73.809998,73.989998,1588300,73.572727
"147",74.400002,74.629997,73.910004,74.330002,1586600,73.910814
"148",74.639999,75.610001,74.419998,75.400002,1475300,74.974779
"149",75.43,75.599998,74.650002,74.900002,1155900,74.477599
"150",74.730003,75.089996,73.559998,74.260002,1947400,73.841209
"151",74.32,75.790001,74.029999,74.519997,1451000,74.099737
"152",73.480003,74.239998,73.029999,74.120003,1321500,73.701999
"153",74.07,74.169998,73.43,73.709999,1540700,73.294308
"154",73.32,74.379997,73.050003,74.220001,1654300,73.801434
"155",74.720001,74.739998,73.989998,74.529999,1549700,74.109683
"156",73.339996,74.599998,72.889999,73.980003,1972700,73.562789
"157",74.449997,75.330002,73.75,75.110001,2247900,74.686414
"158",75.050003,75.050003,73.150002,73.699997,3108600,73.284362
"159",73.370003,73.620003,72.529999,72.860001,2360700,72.449103
"160",71.879997,72,70.779999,71.75,3381200,71.345362
"161",71.959999,71.959999,70.379997,70.400002,2644500,70.002977
"162",70.809998,72.059998,70.690002,71.970001,2648700,71.564123
"163",71.370003,71.860001,70.5,70.589996,2362200,70.1919
"164",70.720001,71.849998,70.410004,71.830002,3291700,71.424913
"165",72.300003,72.959999,71.959999,72.839996,2163600,72.429211
"166",72.739998,73.400002,72.419998,72.550003,2392600,72.140853
"167",74.589996,78.690002,74.589996,78.400002,6222500,77.957861
"168",78.43,81.139999,78.269997,79.550003,5164900,79.101377
"169",79.370003,79.629997,78.410004,79.459999,2667900,79.01188
"170",80.25,80.370003,79.129997,80.010002,2400300,79.558781
"171",80.089996,80.809998,79.790001,80.360001,1770600,79.906806
"172",80.199997,81.269997,80.199997,80.910004,1666900,80.453707
"173",81.190002,82.730003,80.980003,82.489998,3703900,82.024791
"174",81.889999,82.139999,81.300003,81.779999,2051600,81.318796
"175",81.339996,81.989998,81.209999,81.5,1283600,81.040376
"176",81.459999,81.599998,80.919998,81.080002,1190000,80.622747
"177",80.82,81.839996,80.620003,81.800003,1229900,81.338688
"178",81.620003,82.379997,81.480003,82.139999,1525000,81.676767
"179",81.82,82.32,81.57,81.769997,1175000,81.30885
"180",81.720001,82.290001,81.510002,81.879997,1499300,81.657899
"181",81.809998,82.339996,81.410004,82.279999,1802300,82.056815
"182",82.279999,82.940002,82.099998,82.669998,1756200,82.445757
"183",82.669998,83.470001,82.169998,83.400002,1784200,83.17378
"184",82.889999,83.230003,82.550003,82.910004,1259300,82.685111
"185",82.839996,82.900002,81.830002,82.230003,2126000,82.006955
"186",82.769997,83.360001,82.330002,83.220001,1881900,82.994268
"187",82.779999,83.019997,81.830002,82.230003,2446300,82.006955
"188",82.199997,83,81.989998,82.879997,1575500,82.655186
"189",82.129997,82.129997,81.269997,81.269997,1835900,81.049553
"190",80.870003,81.269997,79.980003,80.5,2040200,80.281645
"191",80.769997,81.360001,80.589996,81.220001,1497800,80.999693
"192",81.129997,81.349998,80.139999,80.529999,1253000,80.311562
"193",80.970001,81.309998,80.360001,81.150002,1202700,80.929883
"194",80.959999,81.07,80.519997,80.82,1109300,80.600776
"195",80.760002,82.279999,80.129997,81.739998,1452000,81.518279
"196",81.300003,81.910004,80.879997,81.669998,1057900,81.448469
"197",82.199997,83.650002,81.879997,83.529999,1755300,83.303425
"198",83.360001,84,82.860001,82.879997,1470200,82.655186
"199",83.870003,84.389999,83.349998,83.360001,1917300,83.133888
"200",84.599998,85.279999,83.720001,83.720001,2713800,83.492912
"201",83.699997,83.699997,82.330002,82.360001,1464400,82.1366
"202",82.199997,83.440002,82.050003,82.889999,1266900,82.665161
"203",83.290001,84.269997,83.160004,84.07,1231300,83.841961
"204",83.919998,84.150002,83.160004,83.160004,1297900,82.934433
"205",83.589996,83.599998,82.870003,83.160004,1382300,82.934433
"206",83.199997,84.25,83.18,84.099998,1079500,83.871878
"207",83.470001,85.120003,83.389999,84.970001,1638400,84.739521
"208",84.839996,85.169998,83.949997,83.980003,1354900,83.752209
"209",83.949997,84.489998,83.529999,84.169998,1046100,83.941688
"210",84.150002,84.639999,83.839996,84.489998,951300,84.26082
"211",84.400002,84.57,83.230003,83.440002,1150100,83.213672
"212",83.519997,83.900002,83.199997,83.199997,995300,82.974318
"213",83.209999,84.870003,83.139999,84.639999,1296700,84.410414
"214",84.580002,84.989998,83.940002,84.309998,943300,84.081308
"215",84.440002,84.489998,83.839996,83.919998,821900,83.692366
"216",83.330002,83.709999,82.5,82.82,1025500,82.595351
"217",83.419998,83.580002,82.309998,82.540001,1391600,82.316112
"218",83.220001,83.300003,82.480003,82.730003,1241500,82.505599
"219",83.029999,83.25,82.029999,82.419998,1177100,82.196435
"220",82.220001,82.919998,82.220001,82.449997,1012500,82.226352
"221",82.529999,82.800003,82.080002,82.260002,762400,82.036873
"222",83.209999,84.150002,83.059998,83.169998,1364000,82.944401
"223",82.769997,83.18,82.480003,82.949997,863800,82.724996
"224",82.870003,83.5,82.330002,82.440002,1718400,82.216385
"225",82.360001,82.75,81.080002,81.290001,1384200,81.069503
"226",81.959999,82.809998,81.5,82.769997,1296100,82.545484
"227",82.940002,83.809998,82.669998,83.540001,2208100,83.3134
"228",87.720001,89.839996,86.550003,86.900002,5943800,86.664286
"229",86.959999,88.040001,86.279999,87.419998,2482400,87.182872
"230",86.970001,89.07,86.519997,88.330002,2774700,88.090408
"231",88.860001,89.199997,88.010002,88.419998,2032000,88.18016
"232",88.290001,88.940002,87.739998,87.919998,2293500,87.681516
"233",87.529999,88.160004,87.300003,87.589996,1379600,87.35241
"234",87.769997,88.239998,87.290001,87.540001,1188700,87.30255
"235",88.160004,89.510002,88.120003,89.389999,2668900,89.14753
"236",89.589996,89.589996,88.269997,88.949997,1750000,88.708721
"237",88.620003,89.519997,88.620003,89.169998,1034900,88.928126
"238",89.019997,89.620003,88.419998,89.57,1287800,89.327042
"239",89.330002,89.879997,89.059998,89.080002,1217400,88.838373
"240",88.980003,89.529999,88.519997,89.349998,1453300,89.107638
"241",89.400002,90.330002,89.260002,90.220001,1578000,89.975281
"242",89.980003,89.989998,88.040001,88.480003,2315100,88.240002
"243",88.470001,89.120003,88.110001,88.769997,1028800,88.769997
"244",88.459999,88.620003,87.800003,88.459999,1033600,88.459999
"245",88.769997,88.769997,87.43,87.43,1663900,87.43
"246",88.010002,88.169998,86.610001,87.730003,1044000,87.730003
"247",87.25,87.839996,87.059998,87.260002,1035900,87.260002
"248",87.5,87.760002,87.040001,87.360001,1316800,87.360001
"249",87.129997,87.709999,86.949997,87.389999,1467600,87.389999
"250",87.389999,87.790001,86.870003,87.459999,1363200,87.459999
"251",87.529999,88.029999,87.190002,87.529999,1373500,87.529999
"252",87.470001,88.309998,87.459999,87.949997,1308100,87.949997
"253",88.370003,88.949997,88.019997,88.349998,1117400,88.349998
