"","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
"1",96.040001,96.510002,95.620003,95.779999,1354000,92.994964
"2",95.68,95.879997,94.190002,94.900002,2157800,92.140555
"3",94.900002,96.059998,94.279999,95.620003,2583300,92.839621
"4",95.639999,97.190002,95.050003,96.779999,2270500,93.965887
"5",96.959999,98.230003,96.5,97.160004,2244500,94.334842
"6",96.480003,97.940002,96.43,97.75,2679000,94.907683
"7",97.760002,99.730003,97.699997,99.690002,2782200,96.791275
"8",99.949997,100.800003,99.269997,100.160004,3539200,97.24761
"9",100.5,100.5,99.75,99.989998,3703800,97.082548
"10",100.110001,100.230003,99.059998,99.629997,1897500,96.733015
"11",99.760002,101.099998,99.5,100.730003,2481700,97.801036
"12",100.449997,101.879997,100.269997,101.75,2712600,98.791373
"13",101.470001,101.68,100.790001,101.400002,1960800,98.451552
"14",101.589996,102.209999,101.25,101.599998,3247100,98.645734
"15",101.489998,102.510002,100.839996,102.480003,3675100,99.50015
"16",102.440002,102.459999,101.309998,101.449997,2504600,98.500094
"17",101.129997,101.440002,99.43,99.699997,2870700,96.800979
"18",99.550003,99.550003,97.239998,98.220001,1455700,95.364018
"19",98.07,98.989998,98.07,98.480003,1860700,95.61646
"20",98.260002,99.389999,98.110001,98.900002,2251700,96.024246
"21",98.769997,99.269997,98.309998,98.830002,1715800,95.956281
"22",98.610001,99.730003,98.580002,99.389999,1530400,96.499996
"23",99.360001,99.620003,98.699997,98.970001,1218200,96.09221
"24",98.639999,99.019997,97.389999,97.419998,1828800,94.587277
"25",97.57,98.440002,97.32,98.32,1760500,95.461109
"26",98.5,98.93,97.879997,98.720001,1408600,95.849479
"27",99.519997,99.519997,97.559998,97.580002,1606900,94.742628
"28",97.93,98.860001,97.260002,98.779999,1908700,95.907732
"29",98.889999,98.959999,98.129997,98.68,897700,95.810641
"30",98.849998,99.099998,98.309998,98.349998,1382600,95.490235
"31",98.459999,98.879997,98.169998,98.489998,1467200,95.626164
"32",98.660004,99.099998,98.400002,98.720001,1058100,95.849479
"33",98.559998,99.050003,98.300003,98.449997,1285000,95.587326
"34",98.470001,99.760002,98.099998,99.580002,1643000,96.684473
"35",99.029999,99.389999,97.300003,98.400002,1942500,95.538784
"36",98.160004,98.5,95.760002,96.339996,2844100,93.538679
"37",95.639999,95.980003,93.800003,93.889999,2725200,91.159921
"38",93.5,94.919998,93.279999,93.82,2514400,91.091957
"39",93.940002,94.139999,91.790001,94.050003,3732800,91.315272
"40",93.660004,93.980003,92.339996,92.589996,2436400,89.897719
"41",92.57,93.019997,91.800003,92.349998,4520300,89.6647
"42",92.839996,94.290001,92.599998,93.970001,2842500,91.237597
"43",94.120003,95.5,94.059998,95.449997,1747400,92.674558
"44",95.470001,95.769997,94.769997,94.889999,1423600,92.130844
"45",94.980003,95.389999,94.599998,94.900002,1306100,92.140555
"46",95.089996,96.300003,95.050003,95.75,1069100,92.965838
"47",95.610001,96.300003,95.610001,96.190002,964500,93.393046
"48",96.410004,97.419998,96.040001,96.379997,1268300,93.577516
"49",96.589996,97.18,95.889999,96.139999,1098200,93.344497
"50",96.510002,97.379997,96.300003,97.32,1291800,94.490186
"51",97.220001,97.839996,96.989998,97.739998,1031700,94.897972
"52",97.800003,98.629997,97.779999,98.010002,1285500,95.160125
"53",97.980003,98.419998,97.019997,97.639999,991500,94.800881
"54",97.82,98.559998,97.730003,98.169998,860700,95.315469
"55",98.080002,98.239998,96.660004,96.720001,1393900,93.907634
"56",96.160004,97.010002,96,96.889999,1412900,94.78317
"57",96.669998,97.709999,96.379997,97.529999,944200,95.409253
"58",97.75,98.5,97.540001,98.449997,1386400,96.309246
"59",98.290001,98.519997,96.839996,97.230003,1873700,95.115781
"60",97.419998,98.07,97.25,97.599998,1423700,95.47773
"61",97.519997,97.849998,96.769997,97.230003,2101500,95.115781
"62",97.25,97.919998,97.080002,97.919998,1561200,95.790772
"63",97.900002,98,96.989998,97.239998,1051000,95.125558
"64",96.779999,97.07,95.620003,95.699997,1915400,93.619044
"65",95.610001,96.239998,95.199997,95.620003,1703500,93.540789
"66",95.599998,96.400002,94.949997,96.150002,1681000,94.059263
"67",95.550003,95.739998,94.019997,94.099998,1826300,92.053836
"68",94.440002,94.860001,93.769997,94.18,1346700,92.132099
"69",94.050003,95.489998,93.839996,95.129997,2281700,93.061438
"70",95.629997,96.220001,94.800003,95.290001,2083000,93.217963
"71",95.260002,95.650002,94.300003,94.580002,1849900,92.523402
"72",95,95.489998,94.529999,95.139999,2140800,93.071223
"73",94.660004,95.230003,94.209999,94.620003,1431100,92.562533
"74",94.620003,95.110001,94.190002,94.550003,1400100,92.494056
"75",94.82,94.82,93.93,94.18,1080400,92.132099
"76",94.120003,94.5,93.120003,93.139999,1754900,91.114712
"77",93.18,93.690002,92.660004,93.440002,1391900,91.408192
"78",92.980003,93.699997,92.57,93.599998,1265600,91.564709
"79",93.839996,94.919998,93.5,93.879997,1740600,91.838619
"80",93.68,95.349998,93.68,94.290001,1591700,92.239707
"81",94.07,94.709999,93.610001,93.769997,1680700,91.73101
"82",94.199997,94.389999,93.349998,94.230003,1603600,92.181014
"83",94.339996,94.839996,93.389999,93.660004,1524800,91.623409
"84",93.330002,94.190002,92.970001,93.019997,1805600,90.997319
"85",93.239998,95.43,93.139999,95.32,2103600,93.247309
"86",95.349998,95.949997,93.589996,93.589996,2386200,91.554924
"87",93.970001,95.330002,93.589996,93.629997,2541600,91.594055
"88",93.75,94.949997,92.709999,92.790001,2169600,90.772324
"89",93.07,94.760002,92.470001,93.339996,3129400,91.31036
"90",93.279999,93.690002,90.330002,91.82,3019200,89.823415
"91",90.800003,93.879997,90.5,93.370003,3324800,91.339714
