"","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
"92",93.760002,94.580002,92.389999,94.25,2424400,92.200576
"93",94.290001,95.230003,94.190002,95.129997,1382200,93.061438
"94",95.209999,95.629997,94.699997,95.519997,1765500,93.442957
"95",95.5,97.160004,95.32,96.529999,2381200,94.430997
"96",97.300003,98.300003,96.699997,97.800003,2354000,95.673386
"97",98,98.779999,97.550003,98.360001,1650700,96.221207
"98",98.239998,98.989998,97.830002,98.089996,1353300,95.957074
"99",98.43,99.129997,97.760002,99.129997,1918300,96.97446
"100",99,99.480003,97.519997,98.599998,1821400,96.455986
"101",98.980003,100.169998,97.510002,99.910004,2848900,97.737506
"102",100.510002,100.510002,98.870003,100.220001,2521000,98.040762
"103",100.32,101.040001,99.650002,100.809998,2236100,98.61793
"104",100.949997,101.610001,100.370003,100.959999,1991500,98.764669
"105",101.769997,105.169998,101.529999,104.879997,5502600,102.599429
"106",104.519997,105.129997,102.75,103.949997,3619900,101.689651
"107",103.849998,104.760002,103.220001,104.730003,2076800,102.452697
"108",104.419998,105.610001,103.839996,105.610001,1470200,103.313559
"109",105.510002,105.940002,104.620003,104.800003,1845700,102.521174
"110",103.029999,104.059998,102.120003,103.089996,2554000,100.848351
"111",103.089996,103.830002,101.900002,102.269997,1765000,100.046182
"112",101.949997,102.370003,101.639999,101.849998,1866300,99.635316
"113",101.709999,103.419998,101.639999,103.209999,1360000,100.965744
"114",103.349998,103.790001,102.709999,103.339996,1614300,101.092915
"115",103.540001,103.910004,102.839996,103.709999,1760100,101.454872
"116",102.889999,103.400002,102.68,103.059998,1317800,100.819004
"117",104.010002,104.010002,102.75,103.739998,1973400,101.484218
"118",103.900002,104.169998,103.169998,103.220001,1404400,100.975529
"119",102.519997,103.059998,101.809998,102.849998,1848700,101.325261
"120",103.080002,103.379997,102.629997,103.199997,1332800,101.670071
"121",103.309998,105.129997,103.309998,104.389999,988000,102.842432
"122",103.839996,105.620003,103.410004,104.809998,1899400,103.256203
"123",104.449997,105.480003,103.889999,105.110001,1443800,103.551759
"124",104.790001,105.349998,104.040001,104.389999,1601100,102.842432
"125",102.650002,104.099998,102.580002,103.489998,3653100,101.955772
"126",102.639999,103.580002,102.199997,102.93,1767900,101.404077
"127",102.82,104.300003,102.82,103.669998,1798100,102.133104
"128",103.529999,104.68,103.410004,104.589996,1653800,103.039464
"129",103.220001,103.989998,101.239998,101.440002,5374100,99.936168
"130",101.75,103.18,101.510002,102.480003,2338700,100.960751
"131",101.800003,102.949997,100.769997,100.809998,2575900,99.315503
"132",101.849998,101.949997,99.57,100.660004,2815700,99.167732
"133",100.870003,102.510002,100.07,101.080002,2649200,99.581504
"134",101.32,103.32,100.860001,103.120003,2759700,101.591262
"135",104.040001,105.470001,103.199997,105.449997,2206600,103.886715
"136",105.68,106.43,104.790001,105.870003,3486400,104.300494
"137",105.860001,106.230003,105.25,105.940002,1635600,104.369456
"138",106.360001,106.790001,105.790001,106.32,1263600,104.74382
"139",106.510002,108.57,106.339996,107.980003,1153800,106.379214
"140",108.279999,109.690002,108.010002,109.290001,2201000,107.669791
"141",109.110001,110.839996,109.059998,110.5,1952200,108.861852
"142",110.440002,110.440002,107.620003,107.830002,1436600,106.231436
"143",107.849998,108.470001,106.18,106.290001,1497800,104.714266
"144",106.629997,107.129997,105.379997,106.690002,1614800,105.108337
"145",106.580002,106.769997,105.190002,105.559998,2038400,103.995085
"146",105.919998,107.910004,105.760002,105.970001,2655800,104.39901
"147",107.589996,107.959999,106.07,106.940002,1823000,105.354631
"148",107.870003,108.230003,107.309998,107.589996,1900500,105.994989
"149",107.730003,108.019997,106.370003,106.639999,1527900,105.059076
"150",106.5,107.349998,105.639999,106.370003,1455600,104.793082
"151",107.290001,108.459999,106.190002,106.790001,1689300,105.206853
"152",105.790001,107.599998,105.5,107.449997,1831900,105.857065
"153",107.449997,107.830002,106.120003,107.040001,4323300,105.453147
"154",107.129997,108.32,106.889999,108.220001,1967500,106.615654
"155",108.610001,109.089996,107.519997,108.93,1840500,107.315128
"156",108.300003,110.25,107.769997,109.889999,3026400,108.260895
"157",110.279999,110.720001,108.510002,109.550003,2322600,107.925939
"158",109.879997,110.220001,109.339996,109.480003,1684100,107.856977
"159",109.309998,109.779999,108.620003,109.75,1381200,108.122971
"160",109.870003,111.510002,108.629997,111.220001,2131900,109.571179
"161",111.279999,112.639999,109.760002,109.919998,2032200,108.290449
"162",110.18,111.720001,109.720001,111.660004,1705800,110.004659
"163",111.459999,111.510002,109.160004,109.239998,1936400,107.620529
"164",109.529999,110.190002,108.019997,110.07,1800400,108.438227
"165",110.019997,110.470001,109.160004,110.239998,2160400,108.605705
"166",109.980003,110.629997,109.139999,109.440002,1563800,107.817569
"167",109.82,110.089996,108.830002,109.709999,1307900,108.083563
"168",109.290001,109.400002,105.059998,105.800003,2182500,104.231532
"169",105.660004,106.360001,104.18,104.519997,2073200,102.970502
"170",104.800003,108.040001,104.550003,107.830002,3396300,106.231436
"171",107.18,107.239998,104.849998,105.059998,2129200,103.502497
"172",105.050003,105.370003,103.839996,105.339996,2359800,103.778345
"173",104.860001,104.870003,103.080002,103.620003,2486100,102.08385
"174",103.5,104.769997,102.699997,103.419998,2855400,101.88681
"175",103.489998,106.540001,103.419998,106.489998,2409500,104.911298
"176",106.949997,106.949997,105.029999,105.43,3270600,103.867015
"177",105.25,105.959999,104.279999,105.599998,1700600,104.034493
"178",105.739998,106.220001,105.290001,105.989998,1564300,104.41871
"179",105.720001,107.050003,105.459999,106.080002,1870200,104.50738
"180",105.220001,105.459999,103.480003,103.779999,2025900,102.989037
"181",104.07,104.43,103.209999,103.480003,1743600,102.691328
"182",103.800003,104.040001,102.949997,103.459999,1630900,102.671476
"183",103.459999,103.459999,100.709999,101.540001,2477300,100.766111
"184",101.239998,102.160004,100.57,101.940002,2009100,101.163064
"185",101.620003,102.080002,101.080002,101.389999,2978800,100.617253
"186",101.830002,102.959999,101.620003,102.129997,1966800,101.351611
"187",100.839996,100.839996,98.230003,98.699997,3123100,97.947752
"188",98.779999,99.540001,98.580002,98.93,2441200,98.176003
"189",97.480003,99.550003,97.480003,97.989998,3428700,97.243164
"190",98.580002,99.050003,97.519997,97.980003,2269600,97.233246
"191",98.779999,101.269997,98.68,100.519997,3249800,99.753881
"192",100.360001,100.970001,99.5,100.610001,3318800,99.843199
"193",101.730003,103.959999,101.610001,102.970001,3421100,102.185213
"194",103,104,102.709999,103.279999,2153100,102.492848
"195",103.260002,107.389999,102.989998,106.900002,3791900,106.08526
"196",106.5,107.470001,104.949997,105.480003,2849800,104.676085
"197",105.970001,106.889999,104.82,105.989998,6854500,105.182192
"198",105.07,106.18,105.07,105.739998,2419400,104.934098
"199",105.339996,106.360001,104.75,104.839996,2108700,104.040956
"200",104.839996,105.230003,103.419998,103.419998,1701300,102.63178
"201",102.809998,103.779999,102.300003,102.720001,1712500,101.937118
"202",102.959999,104.029999,102.739998,103.540001,1516800,102.750868
"203",104.330002,105.059998,103.779999,104.739998,1587100,103.941719
"204",104.449997,104.989998,103.389999,104.050003,2291300,103.256983
"205",103.940002,105.160004,102.860001,104.760002,1891800,103.961571
"206",104.620003,105.269997,104.269997,104.75,1320200,103.951645
"207",105.220001,106.629997,105.129997,105.540001,1676600,104.735625
"208",105.410004,105.760002,104.190002,104.290001,1042000,103.495152
"209",103.959999,104.339996,103.290001,104.040001,1426900,103.247057
"210",103.879997,104.099998,102.940002,104.010002,1319600,103.217287
"211",104.260002,105.160004,103.919998,104.900002,933100,104.100503
"212",104.470001,104.809998,103.639999,103.75,1196800,102.959267
"213",104.150002,104.790001,103.910004,104.360001,1042900,103.564618
"214",104.629997,105.629997,104.150002,104.18,1609300,103.38599
"215",103.809998,104.410004,102.940002,103.760002,1692700,102.969193
"216",103.269997,104.239998,102.75,103.150002,1493400,102.363841
"217",103.349998,105.309998,103.110001,104.5,2418900,103.70355
"218",104.5,105.18,103.150002,103.400002,1960700,102.611936
"219",103.629997,103.879997,102.660004,103.290001,1823300,102.502773
"220",103.400002,104.589996,103.160004,104.279999,1685200,103.485226
"221",104.209999,105.790001,103.900002,105.050003,1530700,104.249362
"222",105.440002,105.449997,103.440002,103.82,1803800,103.028733
"223",103.290001,104.519997,102.949997,104.099998,2014400,103.306598
"224",103.230003,104.559998,102.370003,102.699997,2316900,101.917266
"225",102.32,102.900002,100.25,100.93,3765500,100.16076
"226",101,102,100.199997,101.879997,2272900,101.103516
"227",101.849998,103.940002,101.379997,102.760002,3069300,101.976814
"228",102.230003,102.529999,99.550003,100.150002,3158800,99.386706
"229",99.980003,100.75,99.110001,100.029999,3041300,99.267617
"230",100.669998,100.970001,100.110001,100.599998,2178000,99.833273
"231",101.980003,102.870003,100.400002,101.209999,2484400,100.438624
"232",101,101.860001,99.870003,100.010002,2018300,99.247773
"233",99.610001,100.360001,98.82,99.910004,2056900,99.148537
"234",100.139999,101.379997,99.720001,100.199997,2301100,99.43632
"235",100.580002,101.260002,100.470001,101.080002,1823400,100.309618
"236",101.230003,102.230003,101.199997,102.139999,2939200,101.361537
"237",101.839996,102.839996,101.739998,102.300003,1952500,101.520321
"238",101.550003,103.050003,101.220001,102.510002,1529500,101.728719
"239",102.529999,103.400002,102.25,102.519997,1971300,101.738638
"240",102.5,102.75,101.870003,102.160004,1340200,101.381388
"241",102.07,102.510002,101.519997,102.230003,1381300,101.450855
"242",102.230003,102.269997,100.400002,101.029999,3435700,100.259996
"243",100.5,101.400002,100.309998,100.830002,2126200,100.830002
"244",100.75,102.330002,100.75,102.269997,2620400,102.269997
"245",102.139999,102.769997,101.449997,102.339996,2796500,102.339996
"246",102.550003,104.379997,102.440002,103.529999,3136800,103.529999
"247",102.790001,102.989998,101.620003,102.220001,2407900,102.220001
"248",101.720001,102.410004,99.980003,100.220001,2841800,100.220001
"249",99.860001,100.889999,99.75,100.370003,2153100,100.370003
"250",99.309998,99.330002,98.540001,98.769997,2391500,98.769997
"251",98.68,98.870003,98.110001,98.120003,1813400,98.120003
"252",98.129997,98.629997,98.07,98.190002,1409300,98.190002
"253",98.769997,99.470001,98.699997,99.120003,2689000,99.120003
