"","D.Open","D.High","D.Low","D.Close","D.Volume","D.Adjusted"
"157",79.440002,79.709999,78.120003,78.720001,3053700,77.324136
"158",78.959999,79.540001,78.419998,79.089996,1507300,77.687571
"159",78.760002,79.089996,77.980003,78.93,1617500,77.530412
"160",78.730003,79.400002,78.260002,78.980003,1523500,77.579528
"161",79,79.889999,77.699997,77.849998,2090400,76.46956
"162",77.949997,79.269997,77.349998,79.139999,1887300,77.736687
"163",78.82,78.849998,76.82,76.889999,2939700,75.526584
"164",77.18,78.040001,76.440002,77.720001,2560800,76.341868
"165",77.650002,78.879997,77.120003,78.580002,3045700,77.186619
"166",78.160004,78.849998,77.379997,77.629997,2138300,76.25346
"167",78.029999,78.82,77.309998,78.690002,1779600,77.294669
"168",78.190002,78.309998,75.029999,75.709999,3956000,74.367508
"169",75.720001,78.150002,74.709999,75.230003,4549300,73.896023
"170",75.230003,76.860001,75.220001,76.660004,4019500,75.300667
"171",76.209999,76.489998,74,74.120003,4040700,72.805705
"172",74.269997,74.599998,73.360001,73.720001,5422100,72.412796
"173",73.830002,73.830002,72.120003,72.910004,4098100,71.617162
"174",72.849998,73.639999,72.190002,73.18,4604800,71.882371
"175",73,74.699997,73,74.669998,2974500,73.345948
"176",74.349998,74.57,73.5,73.790001,3625200,72.481555
"177",73.739998,74.029999,73.029999,73.989998,3342600,72.678005
"178",73.970001,74.300003,73.470001,73.900002,1660200,72.589605
"179",73.849998,74.730003,73.510002,74.059998,2217400,72.746764
"180",73.720001,73.839996,72.589996,72.709999,2381500,72.051123
"181",72.809998,73.010002,71.75,71.949997,2416200,71.298008
"182",71.989998,72.5,71.610001,72.089996,2220200,71.436739
"183",72.089996,72.089996,69.900002,70.32,4422800,69.682781
"184",70.419998,71.019997,69.779999,70.970001,3734800,70.326893
"185",70.559998,70.82,70.360001,70.610001,2640200,69.970154
"186",70.830002,71.739998,70.639999,71.18,3371300,70.534989
"187",70.150002,70.169998,69.190002,69.580002,4783400,68.949489
"188",69.580002,70.139999,69.470001,69.57,2359000,68.939578
"189",69.419998,70.220001,69.230003,69.260002,5119900,68.632389
"190",69.510002,69.870003,68.739998,68.75,3759500,68.127009
"191",69.199997,70.110001,69.059998,69.82,3042600,69.187312
"192",69.830002,69.839996,68.25,68.959999,2858100,68.335105
"193",69.230003,70.389999,69.029999,69.980003,2621800,69.345866
"194",69.889999,70.290001,69.550003,69.989998,2293600,69.35577
"195",69.879997,72.309998,69.580002,71.919998,3216700,71.268281
"196",71.800003,72.620003,71.239998,71.599998,2562000,70.951181
"197",71.809998,72.550003,71.660004,72.190002,4294100,71.535839
"198",72.040001,72.550003,71.919998,72.199997,2383700,71.545743
"199",72,72.519997,71.300003,71.459999,2376800,70.81245
"200",71.449997,71.919998,70.639999,70.699997,2456100,70.059335
"201",70.599998,71.050003,70.080002,70.360001,2370900,69.72242
"202",70.440002,70.870003,70.169998,70.389999,1962100,69.752147
"203",70.57,71.400002,70.279999,71.139999,1427500,70.49535
"204",71.010002,71.540001,70.330002,70.870003,2479600,70.2278
"205",71.110001,71.790001,70.129997,71.510002,2596700,70.862
"206",71.610001,71.830002,71.230003,71.580002,1784200,70.931366
"207",71.68,73,71.68,72.709999,2330000,72.051123
"208",72.709999,72.849998,71.910004,71.949997,1852900,71.298008
"209",71.919998,72.040001,71.410004,71.75,2027300,71.099823
"210",71.57,71.589996,70.809998,71.370003,1545800,70.72327
"211",71.449997,72.279999,71.260002,71.900002,1175600,71.248466
"212",71.900002,72,71.019997,71.089996,1360800,70.445801
"213",71.139999,71.800003,71.029999,71.629997,1799600,70.980908
"214",71.830002,72.559998,71.610001,72.419998,2953200,71.76375
"215",72.150002,72.169998,71.309998,71.800003,2373200,71.149373
"216",71.360001,72,71.269997,71.470001,2942000,70.822362
"217",71.620003,73.440002,71.620003,72.75,2332900,72.090762
"218",72.779999,73.209999,71.739998,72.089996,3569200,71.436739
"219",72.339996,72.669998,71.93,72.519997,2774200,71.862843
"220",72.580002,73.459999,72.389999,73.199997,2067300,72.536681
"221",73.050003,74.339996,72.970001,73.540001,2868100,72.873604
"222",73.68,73.900002,72.019997,72.57,2022500,71.912393
"223",72.199997,72.760002,71.57,72.739998,2206900,72.08085
"224",72.110001,72.510002,71.699997,72.300003,2126100,71.644843
"225",72.080002,72.190002,70.970001,71.68,2837300,71.030458
"226",71.800003,72.089996,70.849998,71.699997,2282600,71.050274
"227",71.449997,72.57,71.449997,71.760002,2210900,71.109735
"228",71.650002,71.75,70.139999,70.82,3344900,70.178251
"229",70.830002,71.239998,70.07,70.709999,3461700,70.069247
"230",71.019997,71.529999,70.790001,70.93,2107900,70.287254
"231",71.739998,72.330002,71.580002,71.790001,1927800,71.139462
"232",71.75,72.220001,70.989998,71.010002,1772800,70.366531
"233",70.559998,71.309998,70.269997,71.089996,2253800,70.445801
"234",71.089996,72.089996,70.650002,70.900002,2544400,70.257527
"235",71.339996,71.760002,71.230003,71.599998,1722800,70.951181
"236",71.709999,72.379997,71.599998,72.190002,1714100,71.535839
"237",71.849998,72.419998,71.800003,72.260002,1396700,71.605204
"238",71.860001,72.470001,71.769997,72.190002,1792200,71.535839
"239",72.150002,72.419998,71.760002,71.889999,2738100,71.238554
"240",72.07,72.440002,71.660004,72.019997,3154200,71.367373
"241",71.800003,72.120003,71.550003,71.970001,1415300,71.317831
"242",71.82,71.989998,70.970001,71.510002,2563900,70.862
"243",70.879997,71.059998,70.580002,70.830002,2620000,70.830002
"244",70.800003,71.220001,70.580002,70.970001,1899700,70.970001
"245",71.110001,71.129997,70.309998,70.519997,3582000,70.519997
"246",70.599998,70.910004,70.32,70.5,1769100,70.5
"247",70.150002,70.18,68.839996,69.589996,2994900,69.589996
"248",69.589996,69.68,68.029999,68.43,3345300,68.43
"249",68.260002,68.800003,67.769997,67.879997,3232100,67.879997
"250",67.290001,67.440002,66.720001,67.139999,3599600,67.139999
"251",67.080002,67.370003,66.809998,66.93,3403600,66.93
"252",66.860001,67.139999,66.720001,66.830002,2756200,66.830002
"253",67.120003,67.199997,66.75,66.849998,2966500,66.849998
