"","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"128",509,515.429993,505.619995,514.929993,172700,514.929993
"129",512.929993,512.929993,499.079987,500.790009,258700,500.790009
"130",504.600006,511.230011,504,506.119995,167200,506.119995
"131",501,511.470001,501,502.769989,182100,502.769989
"132",504.119995,509.309998,497.459991,499.01001,180800,499.01001
"133",499.579987,506.779999,496.660004,497.170013,139100,497.170013
"134",499.029999,512.549988,497.519989,510.209991,261500,510.209991
"135",514.789978,523.51001,511,523.51001,269500,523.51001
"136",520.820007,534.640015,520.22998,531.960022,484700,531.960022
"137",532.630005,538.830017,525.5,533.840027,150400,533.840027
"138",537.01001,537.909973,524.549988,526.159973,151800,526.159973
"139",528.609985,534.27002,523.799988,530.940002,74300,530.940002
"140",531.390015,534.679993,527.559998,531.23999,81200,531.23999
"141",532.070007,533.359985,527.400024,529.72998,110600,529.72998
"142",525.289978,532.72998,525.25,525.909973,107900,525.909973
"143",528.190002,536,525.419983,528.940002,148900,528.940002
"144",530.880005,535.799988,521.309998,525.570007,178200,525.570007
"145",522.780029,523.48999,513.789978,514.369995,430200,514.369995
"146",523.400024,524.429993,514.390015,519.789978,281600,519.789978
"147",523.780029,532.900024,521.200012,522.640015,377200,522.640015
"148",528.599976,536.700012,523.780029,533,406600,533
"149",530.969971,536.26001,520.47998,520.869995,327200,520.869995
"150",522.830017,526.299988,514.919983,525.51001,319900,525.51001
"151",532,534,516.73999,521.659973,477400,521.659973
"152",521.309998,536.849976,518.97998,535.359985,321900,535.359985
"153",535.119995,538.090027,522.440002,524.380005,247400,524.380005
"154",522.960022,531.789978,519.390015,530.630005,265500,530.630005
"155",534.190002,534.950012,518.590027,521.890015,271400,521.890015
"156",517.919983,527.130005,516.02002,518.119995,247200,518.119995
"157",518.309998,526.539978,516.070007,525.380005,505500,525.380005
"158",512.340027,526.820007,508.019989,517.570007,504000,517.570007
"159",517.450012,521.210022,511.769989,521.01001,219500,521.01001
"160",513.01001,517.159973,506.019989,509.209991,387000,509.209991
"161",505,513.73999,501.980011,502.559998,254600,502.559998
"162",501.23999,507.519989,492.950012,504.980011,280100,504.980011
"163",500.950012,504.890015,493.640015,494.480011,283800,494.480011
"164",499.850006,507.869995,494.660004,507.130005,409300,507.130005
"165",508.269989,511.619995,502.519989,508.660004,225300,508.660004
"166",507.410004,512.789978,504.100006,504.920013,171300,504.920013
"167",508.160004,516.400024,507.100006,516.169983,334600,516.169983
"168",514.390015,523.400024,509.76001,512.27002,286300,512.27002
"169",510,513.01001,498.899994,501.290009,228800,501.290009
"170",502.730011,504.980011,495.51001,499.869995,310800,499.869995
"171",499.100006,504,496.559998,498.929993,134500,498.929993
"172",500.149994,508.279999,495.880005,507.709991,236700,507.709991
"173",506.220001,511.26001,505.690002,510.730011,139900,510.730011
"174",510.730011,516.27002,507.200012,514,190900,514
"175",513.5,514.880005,510.140015,512.859985,111800,512.859985
"176",509.51001,512.849976,505.420013,511.470001,128100,511.470001
"177",511.25,513.380005,506.279999,513.309998,153600,513.309998
"178",509.630005,514.929993,508.619995,513.700012,116500,513.700012
"179",512.76001,513.640015,509.519989,511.869995,119000,511.869995
"180",510.01001,513.190002,505,507.660004,115900,507.660004
"181",508.690002,512.51001,503.76001,506.329987,124500,506.329987
"182",506.329987,506.329987,497.540009,500,281900,500
"183",500.980011,504.98999,500.980011,503.26001,178200,503.26001
"184",508.25,510.98999,502.049988,509.070007,277800,509.070007
"185",505.470001,505.929993,499,500.559998,264200,500.559998
"186",501.459991,504.410004,498.049988,499.519989,204000,499.519989
"187",496.980011,499.519989,491.73999,494.040009,272300,494.040009
"188",490.700012,494,486.670013,492.589996,299400,492.589996
"189",488.600006,492.609985,487.48999,487.519989,259000,487.519989
"190",487.149994,496.910004,487.079987,493.51001,214000,493.51001
"191",497.579987,502.899994,493.160004,499.25,144300,499.25
"192",497.5,500.779999,491.019989,493.450012,201000,493.450012
"193",494.049988,508.029999,493.309998,506.820007,217600,506.820007
"194",504.230011,508.809998,503.440002,505.75,211400,505.75
"195",507.209991,512.049988,499.959991,508.859985,219100,508.859985
"196",507.299988,511.130005,506.390015,508.76001,128700,508.76001
"197",511.929993,514.700012,507.160004,509.029999,288000,509.029999
"198",509.029999,511.190002,504.970001,508.209991,154100,508.209991
"199",508.170013,510.549988,502.329987,503.700012,153300,503.700012
"200",503.029999,508.299988,494.149994,495.230011,206800,495.230011
"201",494.559998,505.959991,492.040009,498.98999,274000,498.98999
"202",494.399994,504.679993,494.399994,497.25,264400,497.25
"203",500.570007,508,497.959991,506.160004,198300,506.160004
"204",503.769989,514.98999,503.769989,505.029999,215800,505.029999
"205",501.940002,509.070007,495.920013,506.519989,285800,506.519989
"206",508.320007,510.980011,500.690002,508.290009,167800,508.290009
"207",504.170013,515.909973,503,514.330017,271700,514.330017
"208",516.640015,517.539978,512.099976,512.460022,187600,512.460022
"209",509.799988,515.340027,509.48999,511.459991,174700,511.459991
"210",512.25,517.409973,509.209991,513.090027,162700,513.090027
"211",513.090027,533.440002,509.029999,530.359985,472800,530.359985
"212",530.859985,548.380005,529,542.309998,550500,542.309998
"213",540.070007,545,529.119995,536.049988,382800,536.049988
"214",536.75,539.349976,531.330017,533.710022,203700,533.710022
"215",536.309998,546.140015,528.27002,543.48999,380700,543.48999
"216",535.799988,542.52002,534.289978,540.700012,379700,540.700012
"217",543.900024,554.179993,540.75,552.97998,452800,552.97998
"218",554.789978,559.039978,543.73999,546.72998,479400,546.72998
"219",530.97998,536.539978,516.169983,516.929993,708700,516.929993
"220",515.299988,519.280029,512.5,512.77002,404000,512.77002
"221",505.329987,514.400024,504.220001,505.920013,333700,505.920013
"222",505.920013,511.809998,499.75,500.519989,308800,500.519989
"223",501,508.359985,493.929993,504.940002,344800,504.940002
"224",504.940002,505.329987,495,499.529999,248500,499.529999
"225",498.890015,499.119995,491.48999,495.980011,323800,495.980011
"226",494.51001,499.399994,492.829987,497.959991,280900,497.959991
"227",500,501.570007,493,498.359985,270900,498.359985
"228",495.529999,498.359985,492.25,492.959991,267100,492.959991
"229",494.350006,496.75,482.869995,488.709991,416100,488.709991
"230",489.130005,495.369995,485.519989,489.130005,296800,489.130005
"231",493.459991,495.350006,488.950012,494.320007,247500,494.320007
"232",493.820007,498.309998,489.029999,496.369995,292900,496.369995
"233",493,499.160004,490.459991,494.839996,337500,494.839996
"234",494.089996,500.420013,493.130005,498.459991,286900,498.459991
"235",500.73999,505.950012,495.809998,502.350006,301800,502.350006
"236",504.859985,504.859985,499.429993,503.660004,199800,503.660004
"237",502.649994,504.399994,500.100006,502.649994,231500,502.649994
"238",503.320007,503.98999,499.640015,502.859985,153100,502.859985
"239",504,504.059998,491.170013,492.369995,355700,492.369995
"240",490.980011,497.399994,490.75,494.950012,203700,494.950012
"241",494.790009,497.970001,492.660004,495.269989,204600,495.269989
"242",494,494.230011,486.450012,487.170013,227200,487.170013
"243",487.160004,494.040009,485.5,493.660004,304400,493.660004
"244",491.519989,492.98999,484.410004,485.799988,291100,485.799988
"245",486.059998,493,483.339996,487.75,434900,487.75
"246",491.359985,509.579987,489.339996,502.179993,568200,502.179993
"247",500.540009,500.940002,496,499.130005,237300,499.130005
"248",498.940002,502.380005,495.880005,501.140015,140300,501.140015
"249",498.730011,499.600006,493.730011,496.23999,149700,496.23999
"250",497.339996,498.339996,491.109985,495.079987,117300,495.079987
"251",495.929993,498.619995,489.959991,490.559998,157900,490.559998
"252",489.440002,498.720001,487.440002,497.220001,278500,497.220001
"253",497.75,507.940002,494.5,504.209991,364800,504.209991
