"","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"1",373.339996,379.600006,372.890015,377.600006,329200,377.600006
"2",377.209991,384.690002,376.799988,382.380005,431000,382.380005
"3",381.100006,392.899994,381,392.369995,610300,392.369995
"4",391.859985,398.859985,390.640015,396.820007,558600,396.820007
"5",397.48999,410.980011,396.869995,409.820007,733800,409.820007
"6",410.799988,411.940002,403.070007,403.23999,495700,403.23999
"7",402.359985,404.519989,399.75,404.170013,296200,404.170013
"8",406.049988,406.049988,398.040009,402.200012,366100,402.200012
"9",404.230011,405,398.859985,404.149994,604000,404.149994
"10",405.920013,409.309998,400.790009,402.970001,373700,402.970001
"11",403.399994,407.130005,401.769989,402.25,425700,402.25
"12",404.23999,405.98999,399.700012,405.079987,268300,405.079987
"13",404.179993,411.290009,402.140015,410.790009,622000,410.790009
"14",411.790009,426.429993,409.579987,423.399994,1180200,423.399994
"15",421.779999,422.170013,410,411.799988,492500,411.799988
"16",411.829987,414.350006,405.720001,406.48999,390400,406.48999
"17",408.019989,409.209991,402.070007,403.339996,343800,403.339996
"18",403,404.920013,400.869995,404.040009,226900,404.040009
"19",403.579987,403.970001,391.25,394.26001,513700,394.26001
"20",395.399994,395.399994,382.119995,385.920013,516800,385.920013
"21",386.25,388.730011,381.76001,386.23999,394400,386.23999
"22",381.76001,387.220001,380.01001,382.920013,427100,382.920013
"23",384.26001,390.480011,384,389.23999,482200,389.23999
"24",390.230011,392.220001,383.100006,384.589996,495600,384.589996
"25",383.929993,388.329987,382.390015,383.570007,570800,383.570007
"26",383.459991,387.149994,380,380.26001,453400,380.26001
"27",377.350006,385.380005,376,382.220001,538100,382.220001
"28",381.670013,388.890015,379.950012,387,664500,387
"29",381.899994,388.829987,380.040009,388.720001,453900,388.720001
"30",392.950012,397.549988,390,392.160004,986300,392.160004
"31",440.130005,463.390015,438.549988,461.630005,2846600,461.630005
"32",457.01001,483,455,473.329987,1226300,473.329987
"33",463.880005,471.76001,460.559998,469.700012,1003000,469.700012
"34",474.839996,474.839996,461.609985,465.290009,520800,465.290009
"35",466.339996,469,460.829987,465.230011,368900,465.230011
"36",467.730011,469.98999,464.940002,466.98999,270900,466.98999
"37",464.929993,465.98999,456.929993,457.549988,475900,457.549988
"38",459,459.950012,451,453.170013,732700,453.170013
"39",452.309998,456.529999,450.339996,455.019989,306000,455.019989
"40",451.640015,455.019989,446.019989,448.369995,249400,448.369995
"41",446.420013,450.529999,443.73999,448.429993,229900,448.429993
"42",448.839996,449.549988,440.640015,441.799988,256400,441.799988
"43",443.75,445.959991,440.920013,444.029999,301900,444.029999
"44",442.869995,450.950012,438.5,443.630005,367100,443.630005
"45",445.540009,451.920013,445.23999,451.529999,297700,451.529999
"46",450.600006,455.5,448.859985,455.350006,243400,455.350006
"47",454.700012,460.730011,452.450012,460.390015,212600,460.390015
"48",464.75,467.070007,457.540009,459.140015,278500,459.140015
"49",460.589996,468.290009,459.890015,464.309998,310400,464.309998
"50",465.76001,474.380005,464.519989,473.170013,297300,473.170013
"51",471.209991,473.829987,465.25,467.5,231300,467.5
"52",468.910004,472.429993,465.98999,471.890015,222600,471.890015
"53",472.410004,472.480011,467.869995,471.73999,168000,471.73999
"54",473.420013,475.48999,468.23999,470.540009,239900,470.540009
"55",469,480.440002,467.779999,478.679993,328300,478.679993
"56",477.809998,477.950012,470.040009,471.109985,171600,471.109985
"57",468.320007,471.51001,463.809998,465.570007,194400,465.570007
"58",470.209991,471.630005,464.200012,470.01001,245200,470.01001
"59",472.549988,474.950012,468.850006,474.059998,216200,474.059998
"60",474.609985,475.660004,471.630005,473.709991,169800,473.709991
"61",474.160004,475.399994,463.570007,464.709991,331600,464.709991
"62",466.26001,466.299988,456.029999,465.380005,324900,465.380005
"63",467.119995,467.480011,460.179993,466.779999,268900,466.779999
"64",474.76001,476.609985,466.049988,466.809998,258400,466.809998
"65",464.880005,475.190002,462.179993,473.540009,291900,473.540009
"66",468.820007,473.220001,468.290009,470,198000,470
"67",469.220001,481.619995,469.220001,480.730011,427100,480.730011
"68",478.170013,478.570007,465.029999,468.779999,394800,468.779999
"69",468.290009,476.980011,463.079987,474.679993,235900,474.679993
"70",475.149994,478.380005,471,473.529999,225400,473.529999
"71",475.359985,477,471.649994,475.540009,209700,475.540009
"72",478.869995,479,469.200012,469.529999,507700,469.529999
"73",466.040009,466.809998,451.51001,457.089996,423000,457.089996
"74",453.519989,457.859985,452.5,456.119995,219000,456.119995
"75",458.200012,467.320007,456.640015,465.75,263700,465.75
"76",464.75,467.109985,455.609985,457.540009,319900,457.540009
"77",456.940002,463.790009,454.829987,460.299988,192600,460.299988
"78",458.549988,467.350006,455.5,464.720001,235500,464.720001
"79",464.790009,468.950012,458.01001,461.820007,329700,461.820007
"80",463.320007,464.529999,455.709991,462.799988,279200,462.799988
"81",463.549988,471.5,456.399994,469.640015,251100,469.640015
"82",471.040009,481,471.040009,475.209991,350900,475.209991
"83",489.320007,505.73999,485.160004,486.549988,649600,486.549988
"84",483.660004,488.839996,478.910004,482.26001,414500,482.26001
"85",483.75,491.570007,479.839996,489.850006,342700,489.850006
"86",488.140015,488.140015,471,476.350006,474600,476.350006
"87",476.630005,482.160004,469.390015,470.049988,281900,470.049988
"88",468.799988,476.109985,464.589996,465.070007,252600,465.070007
"89",472.190002,474.690002,457.48999,461.309998,393600,461.309998
"90",456.200012,463.570007,449.339996,460.140015,397700,460.140015
"91",453.140015,467.450012,451.850006,456.51001,334600,456.51001
"92",465.160004,473.380005,464.670013,470.23999,331000,470.23999
"93",479.899994,486.690002,471.619995,485.26001,460500,485.26001
"94",484.149994,498.660004,475,495.769989,777600,495.769989
"95",501.700012,501.700012,476.970001,481.809998,899800,481.809998
"96",484.190002,494.540009,482.589996,485.529999,448500,485.529999
"97",485.320007,487.779999,477.290009,478.01001,453000,478.01001
"98",475.48999,479.980011,469.75,477.709991,387900,477.709991
"99",479.790009,492.140015,478.570007,491.690002,324000,491.690002
"100",482.350006,490,480.880005,487.420013,315300,487.420013
"101",485.549988,494.079987,482.23999,490,261900,490
"102",495.769989,500.51001,492.519989,495.799988,375700,495.799988
"103",487.059998,500.820007,486.309998,495.839996,277300,495.839996
"104",495.839996,498.769989,490.549988,496,232300,496
"105",497.839996,506.230011,494.019989,505.369995,442400,505.369995
"106",504.01001,512.22998,499.019989,508.649994,269700,508.649994
"107",510.369995,511.399994,497,500.019989,252400,500.019989
"108",499.119995,509.459991,499.119995,508.98999,267700,508.98999
"109",509.839996,514.880005,503,514.340027,258600,514.340027
"110",514.340027,516.809998,509.480011,513.23999,159200,513.23999
"111",514.349976,523.409973,514.140015,516.099976,341000,516.099976
"112",517.409973,517.830017,510.75,512.210022,196100,512.210022
"113",510.299988,518.330017,509.950012,511.390015,173500,511.390015
"114",510.350006,517.849976,510,516.190002,222300,516.190002
"115",514.530029,515.73999,511.440002,513.030029,210900,513.030029
"116",511.829987,515.309998,511.359985,513.52002,114000,513.52002
"117",520,520,509.119995,515.429993,264100,515.429993
"118",515,522.280029,513.799988,521.330017,263700,521.330017
"119",520,523.650024,515.150024,516.48999,345500,516.48999
"120",504.23999,516.159973,504.23999,515.01001,146800,515.01001
"121",515.01001,519.690002,514.340027,517.77002,94200,517.77002
"122",515.869995,519.27002,511.679993,513.72998,131400,513.72998
"123",515.940002,516.049988,509.540009,512.380005,179400,512.380005
"124",511.709991,519.809998,510.890015,518.609985,158200,518.609985
"125",512.5,519.950012,509,510.700012,180200,510.700012
"126",509,514.73999,508.019989,508.869995,119100,508.869995
"127",501.399994,515.799988,501.399994,515.119995,248100,515.119995
