"","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
"64",176.070007,176.580002,174.600006,175.229996,380900,169.644245
"65",174.770004,174.779999,172.199997,172.600006,562300,167.09809
"66",171.610001,171.779999,170.369995,171.179993,360100,167.078552
"67",170.809998,170.929993,165.690002,166.080002,1062000,162.100756
"68",166.059998,167.039993,165.059998,166.270004,672900,162.286206
"69",166.100006,168.139999,166.020004,167.169998,529000,163.164636
"70",167.729996,168.919998,166.320007,166.589996,510500,162.598531
"71",166.550003,167.020004,164.770004,165.119995,747000,161.16375
"72",166.179993,166.809998,164.889999,164.960007,1104500,161.007595
"73",164.940002,165.100006,163.429993,163.550003,758500,159.631375
"74",163.639999,164.660004,162.990005,163.050003,658200,159.143355
"75",162.970001,165.570007,162.5,163.119995,685800,159.21167
"76",163.199997,163.869995,162.339996,163.5,795600,159.58257
"77",163.419998,165.25,163.169998,164.990005,643600,161.036875
"78",163.910004,166.029999,163.490005,165.919998,618600,161.944586
"79",165.979996,167.199997,164.600006,165.839996,770800,161.866501
"80",165.729996,167.190002,165.169998,165.759995,624300,161.788416
"81",165.839996,166.820007,165.050003,165.889999,584600,161.915306
"82",166.690002,168.080002,165.580002,167.600006,543400,163.584341
"83",167.690002,168.589996,166.830002,166.860001,550900,162.862066
"84",167,167.149994,165.529999,165.550003,431900,161.583456
"85",165.910004,169.369995,165.479996,169.369995,653200,165.311921
"86",169.619995,170.929993,169.089996,169.490005,641500,165.429056
"87",170.029999,170.509995,168.410004,168.509995,584100,164.472526
"88",168.529999,170.210007,168,168.309998,682400,164.277321
"89",168.229996,171.699997,168.039993,170.800003,806500,166.707666
"90",169.619995,170.960007,167.949997,169.880005,1047100,165.809711
"91",168.429993,170.440002,167.720001,169.899994,862900,165.829221
"92",170.779999,172.119995,169.039993,171.520004,742900,167.410417
"93",171.509995,173.210007,171,173.149994,573300,169.001352
"94",173.919998,175.410004,172.729996,175.289993,612500,171.090077
"95",176.220001,176.869995,175.330002,176.210007,674900,171.988047
"96",177.009995,177.779999,175.830002,176.720001,894700,172.485823
"97",176.330002,177.119995,175.080002,175.970001,840500,171.753792
"98",175.949997,179.070007,175.520004,179.050003,741700,174.759998
"99",179.070007,179.789993,178.119995,179.740005,478600,175.433468
"100",179.339996,182.080002,178.050003,179.080002,596000,174.789278
"101",178.410004,180.460007,178.330002,179.779999,842400,175.472503
"102",183.889999,184.460007,179.779999,184.339996,1012000,179.923244
"103",184.320007,186.710007,183.399994,186.570007,733400,182.099824
"104",186.419998,187.110001,185.139999,186.649994,527200,182.177894
"105",186.360001,187.289993,185.419998,187.050003,763100,182.568319
"106",187.110001,187.789993,186.240005,186.570007,749700,182.099824
"107",186.820007,187.149994,185.139999,186.289993,718600,181.826519
"108",186.130005,188.119995,185.770004,188.119995,484800,183.612675
"109",187.869995,188.360001,186.789993,187.350006,527600,182.861135
"110",187.360001,188,185.800003,185.960007,509500,181.504439
"111",186.619995,187.649994,185.979996,187.039993,530400,182.55855
"112",186.550003,187.869995,185.160004,185.619995,388100,181.172574
"113",185.759995,187.199997,185.339996,186.199997,378500,181.738679
"114",186.570007,187.529999,185.899994,186.460007,450800,181.992459
"115",186.460007,186.949997,183.740005,183.919998,727400,179.513309
"116",183.850006,184.410004,183.199997,183.979996,531100,179.571869
"117",185.539993,185.75,184.389999,185.479996,653200,181.035929
"118",186.199997,187,185.139999,185.179993,442900,180.743114
"119",185.380005,185.899994,184.929993,185.399994,1119400,180.957844
"120",185.699997,187.160004,185.089996,186.630005,529800,182.158384
"121",187.419998,190.190002,187.220001,187.630005,437200,183.134425
"122",186.970001,188.229996,185.970001,186.259995,604900,181.797239
"123",186.559998,186.559998,185.110001,185.979996,669900,181.523949
"124",185.889999,186.710007,184.740005,186.130005,568000,181.670364
"125",184.889999,186,183.910004,185.5,561600,181.055454
"126",185.009995,185.449997,183.410004,184.559998,483300,180.137974
"127",184.580002,186.529999,184.580002,185.529999,514600,181.084734
"128",184.190002,186.300003,184.100006,185.910004,442200,181.455634
"129",185.429993,186.990005,184.490005,185.660004,685600,181.211624
"130",185.169998,185.740005,184,184.470001,452700,181.418143
"131",183.830002,185.240005,182.059998,182.139999,618200,179.126689
"132",182.529999,183.210007,179.509995,180.070007,736300,177.090943
"133",179.970001,180.5,178.419998,178.850006,701400,175.891125
"134",179.869995,182.869995,178.929993,182.869995,972400,179.844608
"135",184.470001,185.410004,182.559998,185.339996,705400,182.273745
"136",186.179993,186.360001,184.350006,184.949997,1209900,181.890198
"137",185.600006,188.679993,185.309998,188.5,511900,185.38147
"138",188.740005,189.720001,188.020004,188.610001,472900,185.489651
"139",188.660004,189.630005,187.119995,187.429993,218000,184.329165
"140",187.440002,188.979996,187.210007,187.960007,229500,184.85041
"141",187.940002,189.979996,187.929993,189.350006,393700,186.217414
"142",189.339996,190,188.289993,188.619995,337500,185.49948
"143",188.759995,189.710007,184.660004,184.850006,525000,181.791862
"144",185.350006,187.630005,185.050003,187.229996,415300,184.132477
"145",186.820007,188.910004,186.169998,188.110001,481900,184.997923
"146",189.789993,191.800003,189.190002,191.320007,642800,188.154824
"147",191.800003,195.529999,190.669998,195.240005,734100,192.00997
"148",195.820007,198.559998,194.710007,197.899994,893900,194.625951
"149",198.399994,198.770004,195.630005,198.5,611900,195.216031
"150",198.520004,199.279999,197.929993,198.149994,403500,194.871815
"151",198.75,200.399994,198.199997,198.919998,766700,195.629081
"152",197.979996,199.479996,197.009995,198.820007,608400,195.530744
"153",198.820007,201.139999,198.550003,199.440002,720600,196.140482
"154",199.820007,202.649994,198.559998,202.25,609500,198.903991
"155",203.360001,203.779999,201.820007,202.580002,555200,199.228534
"156",201.720001,202.089996,200.179993,201.009995,558100,197.6845
"157",201.460007,205.449997,201.050003,205.220001,765700,201.824857
"158",204.080002,206.160004,202.169998,202.75,532600,199.395719
"159",202.729996,204.509995,201.539993,204.389999,513700,201.008587
"160",203.639999,206.139999,203.080002,204.669998,443000,201.283953
"161",205.5,206.919998,202.679993,202.759995,468000,199.405548
"162",202.660004,204.410004,201.589996,204.190002,333300,200.811898
"163",203.380005,203.869995,200.740005,200.839996,1259800,197.517315
"164",201.009995,202.130005,197.820007,201.75,628600,198.412263
"165",201.869995,203.059998,200.059998,203.029999,663200,199.671086
"166",202.059998,203.300003,200.509995,202.660004,679600,199.307212
"167",202.720001,206.809998,202.570007,206.759995,639500,203.339373
"168",206.119995,206.169998,202.960007,204.470001,1866500,201.087265
"169",204.25,204.630005,202.289993,202.600006,781300,199.248207
"170",203.649994,204.100006,201.710007,203.679993,657700,200.310326
"171",204.179993,204.919998,201.809998,202.830002,737100,199.474398
"172",202.690002,204.169998,201.679993,203.789993,459200,200.418507
"173",203.460007,203.460007,201.100006,202.610001,447600,199.258036
"174",202.75,204.089996,201.960007,203.130005,724500,199.769437
"175",203.279999,203.580002,200.839996,203.160004,508200,199.79894
"176",202.130005,202.550003,198.339996,198.789993,748900,195.501227
"177",199.869995,201.710007,198.789993,200.179993,950300,196.86823
"178",200.559998,201.710007,199.429993,201.009995,611600,197.6845
"179",200.139999,200.899994,198.279999,198.5,571100,195.216031
"180",198.169998,199.839996,197.410004,198.279999,498600,194.999669
"181",198.149994,198.589996,196.029999,196.759995,452100,193.504812
"182",197.089996,197.740005,195.380005,197.220001,626200,193.957208
"183",195.949997,199.669998,195.949997,197.550003,635800,194.281751
"184",197.360001,197.479996,195.520004,196.919998,473900,193.662169
"185",196.710007,197.300003,194.770004,195.179993,597800,191.95095
"186",195.220001,196.820007,194.039993,195.600006,499300,192.364014
"187",192.050003,192.389999,187.830002,188.149994,1066200,185.037255
"188",189.009995,190.789993,187.929993,187.960007,749400,184.85041
"189",187.649994,188.470001,186.009995,186.649994,876000,183.56207
"190",186.449997,188.220001,185.199997,185.860001,1021700,182.785147
"191",185.710007,188.419998,185.610001,188.229996,776300,186.520914
"192",188.5,189.190002,186.630005,188.830002,643700,187.115472
"193",189.139999,191.529999,189.139999,190.770004,624900,189.037859
"194",190.479996,191.330002,189.389999,190.190002,495700,188.463124
"195",190.160004,194.350006,188.369995,193.729996,671800,191.970975
"196",193.830002,195.380005,193.259995,194.240005,587300,192.476354
"197",195.119995,199.410004,194.229996,199.119995,983500,197.312034
"198",198.820007,202.690002,197.699997,201.559998,1158000,199.729882
"199",201.470001,202.809998,199.380005,199.380005,699400,197.569683
"200",199.470001,200.229996,196.740005,196.830002,637600,195.042834
"201",195.679993,197.720001,195.389999,196.580002,447000,194.795104
"202",196.550003,197.850006,195.979996,197.479996,606700,195.686926
"203",197.460007,199.619995,197.009995,199.190002,483700,197.381406
"204",198.850006,199.779999,196.759995,197.139999,739700,195.350017
"205",197.399994,198.059998,194.800003,195.949997,532400,194.170819
"206",195.880005,198.110001,195.360001,197.309998,456600,195.518471
"207",197.979996,199.929993,197.539993,199.369995,405800,197.559765
"208",199.410004,199.410004,196.880005,197.050003,438500,195.260837
"209",197.130005,197.509995,196.520004,197,492200,195.211288
"210",196.880005,197.570007,193.490005,194.130005,499000,192.367352
"211",195.300003,196.809998,193.020004,193.690002,452800,191.931345
"212",193.710007,193.929993,191.449997,191.449997,689100,189.711678
"213",192.130005,193.5,191.360001,192.070007,545600,190.326059
"214",192.529999,193.470001,190.880005,190.949997,472900,189.216218
"215",190.509995,192.279999,189.820007,191.610001,452800,189.870229
"216",190.869995,191.440002,189.270004,190.070007,533700,188.344218
"217",190.330002,191.679993,189.630005,191.589996,871500,189.850406
"218",191.850006,192.600006,190.5,191.639999,511100,189.899955
"219",192.220001,193.039993,191.75,192.809998,459800,191.05933
"220",192.809998,193.779999,191.729996,193.039993,493800,191.287238
"221",193.619995,194.910004,192.509995,193.600006,376600,191.842166
"222",193.809998,194.779999,192.720001,193.179993,398700,191.425966
"223",192.449997,193.130005,191.479996,192.509995,384600,190.762051
"224",191.419998,191.820007,187.820007,188.570007,815700,186.857838
"225",188.25,189.339996,186.399994,187.910004,889600,186.203827
"226",188.360001,192.690002,188.360001,190.130005,1029200,188.403671
"227",190.570007,191.789993,190.410004,191.149994,518200,189.414399
"228",190.320007,190.899994,186.919998,187.550003,730500,185.847095
"229",188.580002,189.149994,186.270004,187.360001,677000,185.658818
"230",188.419998,192.720001,188.139999,191.809998,729600,190.06841
"231",193.339996,197.449997,193.339996,196.529999,761100,194.745555
"232",196.490005,197.100006,193.5,194.160004,1058400,192.397079
"233",194.460007,197.130005,192.169998,196.190002,660900,194.408645
"234",196.699997,197.880005,192.559998,193.229996,542100,191.475515
"235",194.240005,197.550003,194.119995,197.380005,576300,195.587843
"236",197.949997,200.240005,197.279999,200.070007,670900,198.253421
"237",199.279999,200.600006,198.800003,199.479996,715400,197.668766
"238",199.080002,199.300003,196.899994,197.149994,872500,195.35992
"239",197.160004,197.970001,196.149994,196.149994,1030500,194.369
"240",196,197.059998,193.910004,194.850006,886900,193.080816
"241",194.809998,196.25,193.369995,195.089996,495600,193.318627
"242",194.940002,194.990005,193.240005,193.839996,604000,192.079977
"243",193.839996,196.509995,193.539993,196.179993,431100,194.398727
"244",196.720001,196.940002,194.610001,195.520004,417800,193.744731
"245",196.029999,196.5,192.75,193.539993,1443200,191.782698
"246",193.460007,196.669998,193.009995,196.320007,668800,194.53747
"247",195.419998,196,194.070007,195.160004,514200,193.387999
"248",194.610001,195.020004,191.910004,193.020004,566200,191.26743
"249",192.570007,193.380005,191.429993,191.690002,724600,189.949504
"250",191.380005,191.380005,187.949997,188.199997,821300,186.491187
"251",188.199997,188.690002,186.940002,186.940002,842800,185.242633
"252",187.550003,188.229996,185.669998,185.940002,596500,184.251713
"253",186.240005,188.929993,185.729996,187.229996,579400,185.529993
