"","AZO.Open","AZO.High","AZO.Low","AZO.Close","AZO.Volume","AZO.Adjusted"
"58",540.409973,540.409973,537.330017,538.840027,130500,538.840027
"59",534.669983,541.799988,534.669983,536.559998,212500,536.559998
"60",538.109985,539.859985,534.969971,537.130005,106800,537.130005
"61",537.210022,538.390015,534.669983,534.969971,144000,534.969971
"62",535.909973,539.150024,534.559998,538.039978,154100,538.039978
"63",535.830017,538.570007,533.26001,536,105200,536
"64",533.960022,534.22998,527.590027,528.130005,200100,528.130005
"65",528.039978,531.859985,526.390015,527.359985,217700,527.359985
"66",526.119995,531.76001,525.840027,530.330017,166000,530.330017
"67",529.840027,530.950012,526.380005,530,153600,530
"68",530.25,532.159973,529.950012,530.570007,123700,530.570007
"69",528.25,543.059998,528.25,540.849976,206600,540.849976
"70",540.630005,542.159973,536.130005,536.719971,170500,536.719971
"71",536.320007,536.320007,529.460022,532.309998,286000,532.309998
"72",536.030029,536.030029,525.700012,526.440002,440400,526.440002
"73",515.01001,519.98999,500.209991,505.380005,897300,505.380005
"74",501.559998,513.039978,501.220001,507.790009,467400,507.790009
"75",509.369995,509.369995,503.600006,508.630005,344700,508.630005
"76",505.640015,509.369995,504.5,504.619995,225300,504.619995
"77",503.26001,509.119995,503.26001,508.380005,265200,508.380005
"78",506.070007,509.899994,504.369995,507.839996,230800,507.839996
"79",507.589996,512.5,503.899994,509.660004,406800,509.660004
"80",509.660004,513.429993,507.140015,508.01001,292100,508.01001
"81",509.269989,516.22998,506.299988,513.299988,277800,513.299988
"82",514.619995,520.51001,511.980011,518.109985,269800,518.109985
"83",518.619995,519.75,512.049988,512.940002,185200,512.940002
"84",509.859985,515,506.309998,511.720001,262900,511.720001
"85",511.309998,518.320007,508.970001,517.799988,205800,517.799988
"86",517.349976,517.349976,507.570007,508.320007,336200,508.320007
"87",509.390015,513.669983,505.829987,509.100006,258800,509.100006
"88",509.029999,511.790009,501.390015,501.779999,216000,501.779999
"89",505.970001,512.369995,503.420013,506.350006,207700,506.350006
"90",500.5,508.670013,491.929993,505.98999,357400,505.98999
"91",501.660004,507.980011,499.480011,504.579987,279400,504.579987
"92",506.660004,509.790009,503.119995,507.589996,286300,507.589996
"93",508.48999,517.849976,508.48999,517.030029,207400,517.030029
"94",520.72998,530,518.099976,526.940002,236100,526.940002
"95",529.369995,531.570007,520.450012,521.940002,178000,521.940002
"96",525.200012,535.390015,525.109985,531.570007,228300,531.570007
"97",530.969971,537.02002,525.809998,536.049988,266500,536.049988
"98",537.200012,541.630005,535.049988,539.570007,251800,539.570007
"99",540.200012,550.419983,538.76001,549.719971,258500,549.719971
"100",551.01001,551.359985,546.299988,550.039978,270400,550.039978
"101",547.299988,553.700012,547.299988,551.460022,250100,551.460022
"102",554.890015,556.650024,551.02002,553.52002,295800,553.52002
"103",556,556,545,552.179993,1341000,552.179993
"104",552.190002,557.950012,550.289978,554.359985,230200,554.359985
"105",559.109985,563.150024,554.289978,559.150024,340600,559.150024
"106",557.73999,566.530029,554.51001,566.049988,397100,566.049988
"107",566.109985,567.280029,559.559998,562.22998,322200,562.22998
"108",564.01001,568.039978,563.049988,566.390015,217000,566.390015
"109",566.429993,572.799988,565.590027,570.869995,254000,570.869995
"110",571,571.26001,566.419983,568.799988,236800,568.799988
"111",569.530029,576,569.530029,573.719971,348000,573.719971
"112",570.609985,574.090027,564.01001,567.109985,241200,567.109985
"113",567.75,572.02002,567.179993,568.059998,209500,568.059998
"114",567.98999,573.090027,565.280029,568.590027,194900,568.590027
"115",570.630005,572.169983,567.119995,568.51001,139100,568.51001
"116",564.950012,569.5,564.950012,567.5,176500,567.5
"117",574.140015,574.820007,568.599976,569.210022,239400,569.210022
"118",569.159973,571.609985,566.409973,571.380005,174900,571.380005
"119",573.659973,573.659973,566.349976,568.97998,243500,568.97998
"120",570,572.98999,566.650024,568.549988,144200,568.549988
"121",570,583,566.080017,577.710022,121200,577.710022
"122",575.97998,579.52002,571.27002,575.719971,409200,575.719971
"123",571.52002,586.450012,571.52002,585.48999,452300,585.48999
"124",585.460022,593,585.460022,590.549988,354400,590.549988
"125",588,592.900024,586.090027,588.070007,299500,588.070007
"126",588.119995,592.409973,587.390015,587.950012,274400,587.950012
"127",593.659973,594.530029,578.780029,581.049988,399400,581.049988
"128",606,611.530029,593.059998,605.809998,661100,605.809998
"129",606.25,610.98999,597.01001,598.369995,318100,598.369995
"130",602.820007,606.390015,597.309998,602.390015,319700,602.390015
"131",598.559998,609.390015,597.919983,604.72998,285000,604.72998
"132",609.090027,612.830017,604.190002,605.840027,304800,605.840027
"133",603.880005,610.349976,597.929993,597.929993,302400,597.929993
"134",600,604.190002,594.909973,602.460022,317800,602.460022
"135",606.77002,616.109985,600.119995,615.47998,340000,615.47998
"136",620.559998,620.559998,610.640015,618.599976,376800,618.599976
"137",614.890015,617.309998,611.840027,616.640015,221200,616.640015
"138",619,626.190002,617.780029,621.299988,182500,621.299988
"139",621.72998,624.380005,617.429993,617.429993,68700,617.429993
"140",618.400024,624.969971,615.429993,618.76001,104900,618.76001
"141",618.130005,625.780029,617.150024,624.48999,114600,624.48999
"142",623.320007,626.090027,619.090027,622.450012,170900,622.450012
"143",626.48999,627.299988,618.940002,619.109985,206800,619.109985
"144",623.97998,623.97998,613.48999,616.789978,224600,616.789978
"145",614.460022,616.109985,605.700012,608.48999,439800,608.48999
"146",610.77002,612.340027,599.809998,607.820007,388500,607.820007
"147",616,616,605.590027,607.23999,388200,607.23999
"148",610.359985,614.969971,605.070007,606,593300,606
"149",608.330017,608.609985,600.039978,606.02002,472900,606.02002
"150",606.840027,609.030029,596.559998,597.359985,163000,597.359985
"151",599.380005,603.219971,583.549988,588.950012,252800,588.950012
"152",584.590027,586.159973,577.929993,582.780029,316400,582.780029
"153",582.780029,586.530029,574.919983,575.280029,196500,575.280029
"154",575.190002,581.119995,569.539978,580.849976,340500,580.849976
"155",582.799988,586.960022,578.049988,584.330017,201200,584.330017
"156",581.539978,588.440002,579.090027,586.059998,332500,586.059998
"157",587.73999,602.679993,586.409973,600.099976,253600,600.099976
"158",603.349976,605.950012,599.210022,604,271600,604
"159",602.849976,612.609985,600.52002,612.140015,246700,612.140015
"160",608.440002,612.859985,605.130005,608.590027,271700,608.590027
"161",610.25,617.690002,608.179993,610.570007,258200,610.570007
"162",606.01001,612.900024,606.01001,611.130005,262200,611.130005
"163",611.450012,614.630005,596.47998,596.960022,349000,596.960022
"164",600.51001,601.590027,586.25,593.75,315900,593.75
"165",598.549988,608.130005,597.409973,607.840027,263900,607.840027
"166",607.200012,612.809998,597.849976,601.630005,280900,601.630005
"167",605.960022,621.47998,596.640015,614.880005,363700,614.880005
"168",613.950012,618.099976,609.659973,611.340027,223500,611.340027
"169",607.140015,613.559998,606.280029,613.049988,223200,613.049988
"170",620.219971,620.219971,609.25,616.659973,158700,616.659973
"171",615,621.98999,614,620.51001,188100,620.51001
"172",619.890015,621.75,615.52002,617.51001,160400,617.51001
"173",614.130005,619.619995,611.679993,618.5,164400,618.5
"174",615.549988,620.309998,612.950012,615.150024,205400,615.150024
"175",613.719971,617.98999,612.679993,617.919983,167700,617.919983
"176",621.47998,623.440002,612.76001,618.340027,238000,618.340027
"177",618.97998,625,614.390015,623.309998,236900,623.309998
"178",625,636.969971,620.48999,636.77002,281500,636.77002
"179",638.580017,640,634.150024,637.789978,163800,637.789978
"180",640.97998,642.169983,634.650024,637.119995,188600,637.119995
"181",633.299988,646.52002,633.299988,644.969971,231500,644.969971
"182",647.23999,651.950012,640.52002,642.679993,319400,642.679993
"183",642.419983,649.530029,640.659973,649.530029,326200,649.530029
"184",671.140015,674.76001,648.98999,651.900024,666600,651.900024
"185",653.469971,654.76001,644.219971,652.47998,448400,652.47998
"186",655.849976,657.880005,646.849976,650.969971,345200,650.969971
"187",647.460022,652.859985,644.390015,645.200012,277900,645.200012
"188",644.530029,651.140015,644.119995,650.890015,236900,650.890015
"189",650.429993,650.429993,640.809998,643.049988,338800,643.049988
"190",640,649.969971,640,643.809998,386300,643.809998
"191",647.390015,656.390015,645.52002,652.76001,238500,652.76001
"192",654.460022,657.859985,647.559998,654.659973,178200,654.659973
"193",658.390015,665.780029,657.27002,665.409973,232600,665.409973
"194",659.400024,665.299988,658.51001,662.179993,225700,662.179993
"195",663.409973,671.289978,659.01001,667.419983,248000,667.419983
"196",667.75,672.469971,661.51001,667.390015,178200,667.390015
"197",666.25,671.150024,662.049988,662.429993,349400,662.429993
"198",664.929993,671.830017,663.23999,671.27002,439700,671.27002
"199",671.190002,675.849976,664.97998,667.450012,249000,667.450012
"200",669.47998,671.409973,660.059998,660.719971,233900,660.719971
"201",661.109985,662.5,652.190002,662.039978,212100,662.039978
"202",664.150024,682,662.119995,681.340027,384800,681.340027
"203",682.580017,690.869995,681.799988,689.380005,277300,689.380005
"204",683.059998,694.450012,682.159973,682.159973,421300,682.159973
"205",687,693.570007,678.599976,692.929993,420900,692.929993
"206",691.859985,696,684.820007,689.109985,339600,689.109985
"207",684.77002,699.190002,684.200012,695.450012,371700,695.450012
"208",694.960022,698.940002,690.469971,693.109985,253300,693.109985
"209",690.909973,699.950012,690.599976,698.23999,236100,698.23999
"210",696.559998,699.640015,690.820007,695.77002,251700,695.77002
"211",698.650024,702.25,696.030029,701.72998,157100,701.72998
"212",699,704.450012,696.150024,699.049988,163800,699.049988
"213",696.090027,699,690.23999,695.809998,199300,695.809998
"214",698,699.25,689.140015,694.169983,277800,694.169983
"215",690,694.299988,686.119995,692.400024,304200,692.400024
"216",686.380005,689.450012,681.400024,683.429993,306800,683.429993
"217",685.76001,692.409973,685.72998,689.359985,207000,689.359985
"218",692.409973,695.130005,684.359985,690.72998,274500,690.72998
"219",691,694.52002,683.559998,693.409973,525300,693.409973
"220",695,703.109985,695,702.330017,412400,702.330017
"221",705,705,699.969971,702,229500,702
"222",702.72998,703.22998,691.809998,692.380005,229300,692.380005
"223",691.679993,694.52002,688.599976,693.049988,207500,693.049988
"224",690,694.090027,681.130005,682.390015,263700,682.390015
"225",682.630005,684.47998,671.359985,672.659973,414800,672.659973
"226",675.059998,680.719971,673.820007,679.25,285600,679.25
"227",683,686.909973,680.01001,684.73999,181700,684.73999
"228",682,684.210022,672.400024,672.909973,233500,672.909973
"229",674.5,677.200012,668.140015,675.030029,247600,675.030029
"230",678,683,675.030029,677.47998,207900,677.47998
"231",683.919983,690.440002,681.330017,686.130005,184400,686.130005
"232",689,689.669983,678.469971,678.830017,309500,678.830017
"233",677.52002,682.840027,676.869995,678.969971,230000,678.969971
"234",676.859985,686.950012,676.859985,680.359985,259100,680.359985
"235",683.539978,687.309998,678.590027,682.130005,360000,682.130005
"236",685.340027,690.22998,680.340027,689.849976,343000,689.849976
"237",690,695.5,688.880005,693.52002,280600,693.52002
"238",696.23999,701.27002,692.73999,694.580017,186400,694.580017
"239",695.309998,696.039978,687.73999,687.809998,234800,687.809998
"240",685,692.400024,682.030029,691.909973,272700,691.909973
"241",692.960022,693.960022,686.849976,689.179993,290700,689.179993
"242",689.070007,693.98999,682.859985,688.429993,409000,688.429993
"243",682,688.820007,677.73999,680.72998,434100,680.72998
"244",681.150024,687.419983,676.890015,679.51001,338900,679.51001
"245",681.969971,682.159973,672.659973,673.619995,277800,673.619995
"246",676.97998,677.099976,668.400024,673.359985,304800,673.359985
"247",674.179993,680.340027,670.119995,675.73999,259500,675.73999
"248",679.880005,683.140015,676.679993,681.789978,265400,681.789978
"249",679.919983,681.809998,675.359985,678.179993,277400,678.179993
"250",679.320007,679.320007,674.559998,675.5,199700,675.5
"251",673.5,680.799988,672.039978,678.450012,270400,678.450012
"252",676.380005,680.52002,672.609985,676.039978,211400,676.039978
"253",676.539978,682.679993,675.429993,681.580017,225900,681.580017
