"","CTXS.Open","CTXS.High","CTXS.Low","CTXS.Close","CTXS.Volume","CTXS.Adjusted"
"47",69.25,69.410004,68.650002,69.120003,1661600,69.120003
"48",69.620003,69.639999,68.230003,68.949997,1934600,68.949997
"49",69.440002,69.970001,69.239998,69.629997,1531600,69.629997
"50",69.540001,69.790001,69.300003,69.510002,1777400,69.510002
"51",69.489998,69.870003,69.18,69.489998,1524800,69.489998
"52",69.489998,70.220001,69.129997,70.099998,1638500,70.099998
"53",70.239998,70.690002,69.970001,70.089996,1613600,70.089996
"54",70.25,70.389999,69.559998,70.050003,1151700,70.050003
"55",70.129997,70.480003,69.610001,69.849998,1508200,69.849998
"56",69.800003,70.199997,69.32,69.980003,1498000,69.980003
"57",69.760002,69.93,68.889999,69.730003,1374000,69.730003
"58",70.010002,70.529999,69.849998,70.260002,1897500,70.260002
"59",70.220001,70.989998,70.18,70.559998,1423700,70.559998
"60",70.610001,71,70.349998,70.669998,1250700,70.669998
"61",71.230003,71.230003,70.290001,70.669998,1204300,70.669998
"62",70.410004,71.279999,70.410004,70.830002,1596100,70.830002
"63",70.839996,71.870003,70.690002,71.660004,2247600,71.660004
"64",71.339996,71.75,70.889999,71.099998,1322400,71.099998
"65",71.099998,71.870003,71.089996,71.639999,1692400,71.639999
"66",71.470001,72.690002,71.349998,72.199997,2641300,72.199997
"67",72.050003,72.339996,71.730003,71.970001,1445600,71.970001
"68",71.839996,72.18,71.080002,71.650002,1524500,71.650002
"69",71.660004,71.82,70.879997,71.57,1344600,71.57
"70",71.650002,72.5,71.139999,71.480003,2021000,71.480003
"71",71.830002,72.889999,71.510002,72.68,1895600,72.68
"72",72.82,72.82,71.209999,71.639999,2804500,71.639999
"73",71.480003,71.629997,70.370003,70.519997,1903200,70.519997
"74",70.379997,70.800003,70.150002,70.57,1901700,70.57
"75",70.690002,71.779999,70.540001,71.580002,1490400,71.580002
"76",71.339996,71.349998,70.110001,70.160004,1077600,70.160004
"77",70.209999,70.800003,70,70.510002,992700,70.510002
"78",70.150002,71.400002,69.970001,71.010002,1603700,71.010002
"79",71.010002,71.769997,70.900002,71.339996,2409500,71.339996
"80",71.190002,71.190002,68.720001,68.82,3855600,68.82
"81",68.699997,69.290001,67.949997,68.940002,1523400,68.940002
"82",69.18,69.949997,68.839996,69.599998,1367300,69.599998
"83",69.919998,70.510002,68.739998,68.800003,1677500,68.800003
"84",67.410004,68.110001,67.160004,67.529999,2862000,67.529999
"85",67.599998,68.370003,66.519997,68.150002,1840200,68.150002
"86",67.980003,68.300003,67.25,67.269997,2367600,67.269997
"87",67.279999,68.019997,65.650002,65.660004,2604000,65.660004
"88",65.5,65.690002,64.169998,64.720001,4897400,64.720001
"89",65.279999,65.830002,64.379997,64.940002,2398600,64.940002
"90",64.239998,65.040001,63.77,64.940002,2892300,64.940002
"91",63.970001,64.599998,63.560001,64.010002,2875500,64.010002
"92",64.459999,64.82,64.050003,64.540001,2723200,64.540001
"93",64.059998,65.330002,63.540001,65.18,2853400,65.18
"94",65.349998,66.110001,65.120003,66,2766300,66
"95",65.07,65.540001,64.339996,64.779999,4277400,64.779999
"96",60.470001,62.5,60.299999,61.84,10186200,61.84
"97",61.700001,63.84,61.57,63.59,5967600,63.59
"98",63.68,63.91,62.990002,63.290001,2405800,63.290001
"99",63.630001,64.120003,63.330002,64.089996,1769500,64.089996
"100",63.98,64.260002,62.84,63.040001,1899100,63.040001
"101",63.029999,64.120003,62.790001,63.73,1155300,63.73
"102",64.889999,64.889999,64.059998,64.230003,1583200,64.230003
"103",64.440002,64.940002,64.239998,64.410004,885900,64.410004
"104",64.32,64.900002,64.160004,64.669998,963800,64.669998
"105",64.949997,65,64,64.410004,1103500,64.410004
"106",64.68,66.139999,64.68,65.989998,2030900,65.989998
"107",66.07,66.470001,65.550003,66.32,1377100,66.32
"108",66.220001,66.989998,66.029999,66.809998,1202000,66.809998
"109",66.730003,67.18,66.550003,66.669998,969900,66.669998
"110",66.260002,66.809998,66.209999,66.239998,1037600,66.239998
"111",66.150002,66.620003,65.339996,65.849998,1877700,65.849998
"112",65.839996,66.639999,65.730003,66.089996,1257400,66.089996
"113",66.080002,66.559998,65.690002,65.730003,1697400,65.730003
"114",65.599998,66.050003,64.75,65.059998,2889000,65.059998
"115",65.150002,65.169998,64,64.620003,1385100,64.620003
"116",64.279999,65.25,63.98,64.889999,1056300,64.889999
"117",65.540001,66.050003,64.900002,65.269997,2164500,65.269997
"118",65.269997,65.650002,64.610001,65.389999,1351900,65.389999
"119",65.599998,66.260002,65.209999,65.860001,1446900,65.860001
"120",65.760002,65.940002,65.059998,65.830002,1238600,65.830002
"121",66.080002,66.940002,65.900002,66.309998,667400,66.309998
"122",66.120003,66.620003,65.870003,66.029999,1179200,66.029999
"123",65.970001,66.739998,65.75,66.190002,1116100,66.190002
"124",66.010002,66.010002,64.989998,65.370003,1164300,65.370003
"125",65.370003,65.779999,65.080002,65.779999,2035300,65.779999
"126",66,66.279999,65.75,66.220001,1185200,66.220001
"127",65.889999,66.190002,63.919998,64.099998,1468300,64.099998
"128",63.639999,64.650002,63.450001,64.279999,1289700,64.279999
"129",64.029999,64.25,62.509998,62.650002,1212500,62.650002
"130",62.700001,63.759998,62.240002,62.310001,1341900,62.310001
"131",61.41,61.849998,59.990002,60,2846000,60
"132",60.299999,60.900002,60.009998,60.279999,1886300,60.279999
"133",60.029999,60.810001,59.630001,59.66,1319600,59.66
"134",59.66,61.459999,59.389999,61.240002,1581200,61.240002
"135",62.080002,63.299999,61.950001,63.290001,1809300,63.290001
"136",63.330002,64.610001,63.040001,63.130001,4673000,63.130001
"137",63.240002,64.089996,62.889999,63.599998,1445200,63.599998
"138",64.050003,64.959999,63.950001,64.669998,1171700,64.669998
"139",64.760002,64.970001,64.449997,64.480003,410800,64.480003
"140",64.550003,65.150002,64.519997,64.629997,413400,64.629997
"141",64.43,65.089996,64.279999,64.860001,1144100,64.860001
"142",64.629997,65.010002,64.160004,64.330002,881600,64.330002
"143",65.690002,65.690002,63.790001,63.799999,848900,63.799999
"144",63.93,64.599998,62.950001,63.48,562400,63.48
"145",63.119999,63.240002,61.759998,62.07,1257900,62.07
"146",62.299999,62.700001,60.139999,60.330002,2098300,60.330002
"147",60.580002,61.73,60.43,61.23,1291800,61.23
"148",61.549999,62.299999,61.25,61.509998,1510900,61.509998
"149",61.48,61.790001,60.740002,61.110001,883800,61.110001
"150",60.990002,61.68,60.380001,61.150002,859300,61.150002
"151",61.540001,61.990002,57.59,58.880001,3519000,58.880001
"152",58.450001,58.459999,56.470001,57.529999,3463500,57.529999
"153",57.549999,57.919998,56.919998,56.98,1914700,56.98
"154",56.84,58.450001,56.529999,58.380001,1914400,58.380001
"155",58.709999,59.369999,58.169998,58.970001,2214400,58.970001
"156",58.849998,59.099998,58.189999,58.830002,1546800,58.830002
"157",58.490002,60.07,58.02,60.049999,3290700,60.049999
"158",60.169998,61,59.93,60.970001,1810300,60.970001
"159",60.950001,61.240002,59.59,60.959999,1872300,60.959999
"160",60,60.779999,58.950001,60.110001,1641500,60.110001
"161",60.73,60.799999,59.16,59.189999,2495400,59.189999
"162",62.18,63.27,59.810001,60.759998,3540400,60.759998
"163",60.040001,60.330002,58.849998,59.259998,2481900,59.259998
"164",59.34,60.279999,58.18,60.200001,1716600,60.200001
"165",60.419998,61.799999,60.220001,61.720001,1760200,61.720001
"166",61.490002,61.93,60.889999,61.18,1255000,61.18
"167",61.419998,61.849998,61.209999,61.66,1250900,61.66
"168",61.66,62.41,61.509998,62.169998,1271300,62.169998
"169",61.830002,62.490002,61.59,62.389999,1396100,62.389999
"170",62.82,63.5,62.639999,63.369999,1541600,63.369999
"171",63.259998,64,63.200001,63.73,1447400,63.73
"172",63.830002,64.129997,63.5,63.709999,1370100,63.709999
"173",63.889999,64.75,63.650002,64.510002,1481600,64.510002
"174",64.269997,64.360001,63.639999,64.160004,909300,64.160004
"175",63.810001,64.080002,63.119999,63.720001,1121500,63.720001
"176",63.599998,64.529999,63.25,64.290001,962900,64.290001
"177",64.339996,64.989998,63.869999,64.919998,1025100,64.919998
"178",64.589996,64.699997,63,63.07,1475000,63.07
"179",63.029999,63.720001,62.990002,63.650002,1091800,63.650002
"180",63.689999,64.519997,63.32,64.129997,1103700,64.129997
"181",64.190002,64.559998,63.07,63.470001,1020600,63.470001
"182",63.48,64.089996,63.23,63.68,872300,63.68
"183",63.75,63.900002,62.950001,63.669998,1073400,63.669998
"184",63.330002,63.470001,62.32,62.419998,1120800,62.419998
"185",62.150002,62.450001,61.439999,62,1025700,62
"186",62.080002,62.25,61.68,62.02,1060500,62.02
"187",61.889999,62.290001,60.779999,61.16,1032900,61.16
"188",61.150002,61.700001,60.82,61.549999,885400,61.549999
"189",60.77,61.32,59.66,59.77,1673800,59.77
"190",59.52,59.900002,59,59.41,876100,59.41
"191",59.66,60.799999,59.360001,60.650002,1129900,60.650002
"192",60.290001,60.799999,59.970001,60.27,1123900,60.27
"193",60.73,61.73,60.310001,61.630001,1098700,61.630001
"194",61.240002,61.919998,61.169998,61.66,1156200,61.66
"195",61.360001,62.91,60.529999,62.349998,1160000,62.349998
"196",62.34,63.200001,62.34,62.98,1197900,62.98
"197",63.369999,64,63.029999,63.790001,2015700,63.790001
"198",63.790001,64.279999,63.360001,63.959999,990800,63.959999
"199",63.77,64.099998,63.599998,63.799999,1208900,63.799999
"200",63.799999,63.799999,62.849998,62.849998,1515500,62.849998
"201",62.810001,63.580002,62.549999,63.380001,1262700,63.380001
"202",62.990002,63.799999,62.84,63.610001,1033900,63.610001
"203",63.540001,64.339996,63.200001,64.019997,1087400,64.019997
"204",63.740002,64.349998,63.580002,63.869999,1302600,63.869999
"205",63.77,63.830002,62.52,62.849998,1474000,62.849998
"206",62.75,62.950001,62.060001,62.18,1087800,62.18
"207",61.48,63.330002,61.080002,63.16,1719600,63.16
"208",63.279999,64.400002,62.529999,63.259998,1899700,63.259998
"209",63.380001,64.540001,63.150002,64.370003,1067200,64.370003
"210",63.139999,64.699997,63.060001,64.660004,2369000,64.660004
"211",61.150002,64.019997,60.849998,63.799999,8691200,63.799999
"212",63.630001,64,63.110001,63.48,2312800,63.48
"213",63.560001,64.360001,63.27,64.010002,1449400,64.010002
"214",64.610001,65.940002,64.5,65.5,2385200,65.5
"215",65.620003,65.730003,64.949997,65.389999,1e+06,65.389999
"216",64.800003,64.989998,63.849998,64.019997,2013700,64.019997
"217",64.370003,64.989998,63.610001,63.84,1719200,63.84
"218",64.199997,64.730003,63.709999,64.220001,1505600,64.220001
"219",64.260002,65.599998,64.260002,64.769997,2438600,64.769997
"220",65.419998,68.32,64.68,67.339996,4532600,67.339996
"221",65.410004,67.279999,64.779999,66.989998,1993500,66.989998
"222",67,67.389999,66.75,66.949997,1354300,66.949997
"223",66.800003,67.690002,66.639999,67.510002,1288100,67.510002
"224",67.25,69.230003,67.089996,68.519997,2637500,68.519997
"225",68.449997,68.449997,66.730003,67.160004,2264900,67.160004
"226",67.800003,67.900002,66.779999,66.940002,1502000,66.940002
"227",67.089996,67.32,66.730003,66.800003,1191300,66.800003
"228",66.779999,67.190002,65.660004,66.269997,1622800,66.269997
"229",66.650002,66.959999,65.550003,65.839996,1641100,65.839996
"230",65.889999,66.029999,65.449997,65.949997,1439400,65.949997
"231",66.330002,66.949997,66.300003,66.589996,1005200,66.589996
"232",66.650002,66.93,66.239998,66.400002,1139200,66.400002
"233",66.019997,66.480003,65.440002,66.120003,974500,66.120003
"234",66.190002,66.879997,65.639999,66.010002,1450300,66.010002
"235",66.57,66.900002,66.260002,66.75,1501600,66.75
"236",66.910004,66.989998,65.459999,65.610001,2030300,65.610001
"237",65.050003,66.089996,64.629997,65.919998,1558000,65.919998
"238",66.190002,66.5,65.5,65.809998,1212200,65.809998
"239",65.949997,66.400002,65.730003,65.980003,1220700,65.980003
"240",65.870003,66.370003,65.349998,66.190002,1600700,66.190002
"241",66,66.300003,65.440002,65.610001,687200,65.610001
"242",65.529999,65.809998,64.589996,65.400002,2293900,65.400002
"243",65.459999,66.230003,65.25,65.900002,1218500,65.900002
"244",65.699997,65.800003,65.040001,65.480003,903900,65.480003
"245",65.32,65.650002,64.839996,65.010002,2736500,65.010002
"246",65.480003,65.809998,64.870003,65.769997,2596500,65.769997
"247",65.370003,67.330002,65.330002,67.010002,3683600,67.010002
"248",67.160004,67.43,66.160004,66.269997,1949700,66.269997
"249",65.889999,66.660004,65.870003,66.040001,1424200,66.040001
"250",65.959999,66.480003,65.529999,66.290001,1316300,66.290001
"251",66.239998,66.550003,65.779999,65.989998,807000,65.989998
"252",65.169998,65.32,64.209999,64.449997,3436700,64.449997
"253",64.730003,66.059998,64.519997,65.970001,2254100,65.970001
