"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"1",80.830002,81.660004,80.559998,81.629997,6663400,78.39902
"2",81.5,82.099998,81.459999,81.949997,4538300,78.706354
"3",82.150002,83.239998,82.129997,82.860001,6279100,79.580339
"4",82.800003,83.089996,82.050003,83.080002,4374900,79.791632
"5",83.190002,83.830002,82.919998,83.690002,4753500,80.377488
"6",83.18,83.779999,82.639999,83.75,4859500,80.435111
"7",83.57,84.300003,83.18,84.239998,4511900,80.905715
"8",84.269997,84.769997,84.139999,84.769997,4083800,81.414736
"9",85.110001,85.459999,84.779999,85.360001,7426200,81.981387
"10",85.589996,86.43,85.470001,86.099998,5943500,82.692095
"11",86.019997,86.019997,84.790001,84.800003,8087800,81.443554
"12",84.650002,85.730003,84.650002,85.620003,4980600,82.231098
"13",85.589996,85.970001,84.559998,85.959999,4587900,82.557637
"14",85.75,86.059998,85.400002,86,4511900,82.596054
"15",85.809998,85.93,85.220001,85.730003,4045900,82.336744
"16",86.25,86.389999,85.639999,86.110001,3537900,82.701701
"17",85.809998,85.980003,85.309998,85.860001,3513600,82.461596
"18",85.730003,86.400002,85.540001,86.400002,2669800,82.980224
"19",85.839996,86.209999,85.18,86.099998,3925600,82.692095
"20",85.980003,86.650002,85.730003,86.040001,4988900,82.634472
"21",86.07,86.290001,85.709999,85.800003,5722700,82.403974
"22",84.910004,85.93,82.779999,85.669998,8248600,82.279114
"23",85.519997,85.610001,84.440002,84.730003,4875800,81.376325
"24",85.129997,85.900002,84.919998,85.839996,4671900,82.442384
"25",85.629997,85.800003,84.32,84.709999,6041900,81.357113
"26",85.220001,86.760002,85.169998,86.690002,6313600,83.258746
"27",86.019997,86.400002,84.580002,84.68,5087400,82.018972
"28",84.900002,85.209999,84.519997,84.760002,4689200,82.09646
"29",84.879997,85.169998,84.330002,84.529999,4718900,81.873684
"30",84.93,86.110001,84.860001,86.019997,4426100,83.316859
"31",86.120003,86.870003,85.690002,86.760002,4104700,84.033611
"32",86.68,87.089996,86.239998,86.25,5033400,83.539635
"33",86.160004,86.639999,85.779999,85.919998,3047300,83.220003
"34",86,86.110001,85.080002,85.190002,4804400,82.512947
"35",85.010002,85.440002,84.699997,84.709999,4054300,82.048028
"36",85.25,85.889999,84.110001,84.629997,5531800,81.97054
"37",84.220001,84.559998,82.370003,82.5,7106000,79.907477
"38",81.910004,81.93,79.830002,80.699997,9530200,78.164038
"39",80.760002,82.160004,80.300003,81.980003,5609600,79.403821
"40",81.440002,81.589996,79.379997,79.739998,6406400,77.234207
"41",79.650002,81.5,79.5,80.610001,5412400,78.07687
"42",80.830002,80.980003,79.169998,79.589996,4055500,77.088919
"43",79.690002,81.43,79.690002,81.330002,4104900,78.774245
"44",81.730003,81.879997,80.760002,80.800003,3583300,78.260902
"45",80.519997,80.760002,80.089996,80.419998,4046400,77.892838
"46",81.190002,81.419998,80.720001,80.889999,3837600,78.34807
"47",81.120003,81.209999,79.949997,80.169998,4557800,77.650694
"48",80.260002,80.889999,79.809998,80.620003,5433200,78.086558
"49",80.949997,80.949997,78.910004,79.339996,8478100,76.846775
"50",79.650002,80.18,79.400002,79.910004,5417300,77.39887
"51",80.190002,80.599998,79.769997,80.5,4301800,77.970326
"52",80.57,81.07,80.400002,80.980003,3122100,78.435245
"53",80.68,80.910004,79.870003,80.239998,3645600,77.718494
"54",80.330002,80.989998,80.309998,80.800003,3531700,78.260902
"55",80.730003,81,80.529999,80.540001,3335600,78.00907
"56",80.879997,81.470001,80.610001,81.029999,3146400,78.48367
"57",80.889999,81,80.540001,80.660004,2987000,78.125302
"58",80.870003,81.230003,80.660004,81.220001,3409200,78.667701
"59",81.059998,81.099998,79.769997,80.220001,5578000,77.699126
"60",80.980003,81.370003,80.800003,80.900002,5902700,78.357758
"61",81.139999,81.239998,79.449997,79.849998,5772500,77.34075
"62",79.779999,80.489998,79.470001,80.349998,3596500,77.825038
"63",79.940002,80.050003,78.660004,79.029999,6122800,76.546519
"64",79.470001,79.75,78.440002,78.959999,6466800,76.478719
"65",78.760002,79.010002,77.709999,78.989998,6569200,76.507775
"66",78.230003,79.449997,78.019997,79.379997,4310300,76.885519
"67",79.209999,79.220001,78.110001,78.449997,3950800,75.984743
"68",78.239998,79.620003,77.959999,79.400002,3919800,76.904894
"69",79.5,81.279999,79.32,80.75,6172500,78.21247
"70",81,81.089996,80.370003,80.639999,4242500,78.105926
"71",80.839996,80.870003,79.650002,79.970001,4424100,77.456982
"72",80.459999,81,80.309998,80.559998,8054300,78.028438
"73",80.330002,80.330002,79.410004,79.68,5235600,77.176094
"74",79.540001,79.839996,78.860001,78.910004,4344800,76.430294
"75",78.849998,79.080002,77.589996,78.720001,6278900,76.246263
"76",78.699997,78.699997,77.57,77.57,4911400,75.1324
"77",77.599998,78.470001,77.120003,78.120003,5253100,75.665119
"78",77.5,77.949997,76.779999,77.839996,5887100,75.393912
"79",77.32,77.639999,75.919998,76.519997,8400600,74.115392
"80",76.269997,76.519997,74.580002,75,8719600,72.643161
"81",74.57,75.129997,73.370003,74.690002,7414200,72.342905
"82",74.949997,75.169998,74.110001,74.769997,5562700,72.420385
"83",75.260002,75.739998,74.32,74.959999,6384900,72.604417
"84",74.620003,75.339996,73.889999,73.910004,7293900,71.587417
"85",73.68,74.629997,72.660004,74.529999,11995700,72.187929
"86",73.449997,73.57,71.400002,71.440002,10351000,69.879482
"87",71.400002,71.900002,69.910004,70.360001,10320600,68.823071
