"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"88",70.120003,70.620003,68,68.07,8606300,66.583093
"89",68.269997,68.620003,65.910004,66.199997,13016100,64.753938
"90",63.790001,66.349998,63.560001,66.25,16072300,64.802849
"91",64.959999,67.370003,64.889999,66.93,12799200,65.467995
"92",67.93,70.019997,67.5,68.080002,11005600,66.592876
"93",68.18,68.959999,67.330002,68.830002,6742800,67.326494
"94",70.07,70.839996,69.650002,70.589996,9000900,69.048043
"95",71,71.449997,69.379997,69.440002,9845000,67.92317
"96",70.790001,70.919998,69.699997,70,7660700,68.470935
"97",69.989998,70.260002,69.110001,70.07,5421600,68.539405
"98",69.019997,69.169998,68.260002,68.830002,7491000,67.326494
"99",69.080002,70.279999,68.690002,70.220001,5758400,68.68613
"100",71.910004,72.150002,70.209999,70.75,7751900,69.204552
"101",69.370003,71.910004,69.25,71.349998,7172900,69.791444
"102",71.589996,72.239998,70.07,72.150002,9434100,70.573972
"103",72.260002,72.57,70.470001,70.559998,9544400,69.0187
"104",69.199997,69.839996,68.209999,68.769997,10962400,67.267799
"105",69.949997,70.25,68.980003,69.879997,7883400,68.353553
"106",69.720001,71.349998,69.489998,71.32,7761100,69.762101
"107",71.440002,72.309998,71.400002,72.160004,7367200,70.583756
"108",72.82,73.220001,71.459999,71.599998,7301800,70.035983
"109",71.519997,71.949997,71.07,71.75,5921800,70.182708
"110",71.360001,71.879997,71.089996,71.199997,5750100,69.644719
"111",70.779999,71,69.540001,70.349998,7521000,68.813288
"112",70.57,71.459999,70.489998,71.410004,5272700,69.850138
"113",71.029999,71.769997,70.610001,71.419998,5100300,69.859915
"114",71.529999,72.150002,71.07,71.669998,5305700,70.104454
"115",72.360001,72.480003,71.32,72.129997,6372600,70.554405
"116",72.129997,73.25,72.129997,73.209999,5723800,71.610815
"117",74.470001,74.68,73.18,73.639999,8938200,72.031423
"118",73.559998,73.790001,72.660004,73.330002,6117700,71.728197
"119",73.900002,73.910004,71.57,71.730003,8905800,70.163148
"120",71.75,71.75,70.550003,70.830002,7391200,69.282806
"121",67.699997,68.139999,65.650002,66.07,11779100,64.62678
"122",65.93,67.900002,65.400002,67.769997,14028700,66.289643
"123",67.330002,69.580002,67.239998,69.209999,11668600,67.69819
"124",69.660004,71.220001,69.279999,70.800003,11904000,69.253463
"125",70.160004,70.43,68.68,69.309998,10649700,67.796004
"126",69.370003,69.370003,67.470001,67.849998,9822100,66.367897
"127",66.980003,67.129997,64.879997,65.029999,10164200,63.609497
"128",64.349998,66.25,63.369999,64.959999,12127800,63.541026
"129",63.91,64.150002,62.830002,63.540001,9843100,62.152046
"130",63.299999,65.449997,63.299999,63.610001,8175100,62.220517
"131",62.689999,63.790001,62.310001,62.450001,8678400,61.085856
"132",63.279999,63.5,61.5,61.689999,9823200,60.342455
"133",61.439999,64.980003,60.84,63.220001,12951500,61.839037
"134",64.139999,67.669998,64.010002,66.940002,15364100,65.477779
"135",69.220001,69.839996,66.660004,69.75,15948500,68.226396
"136",69.629997,71,68.629997,70.980003,17823400,69.429531
"137",70.080002,70.449997,68.489998,69.519997,9510100,68.001416
"138",70.32,71.370003,69.800003,71.050003,8170900,69.498002
"139",70.540001,70.629997,68.940002,70.129997,3849000,68.598092
"140",70.550003,70.790001,69.519997,69.879997,3335600,68.353553
"141",70.449997,70.68,69.550003,70.110001,5241500,68.578532
"142",69.610001,70.199997,69.269997,69.93,4537900,68.402464
"143",69.339996,69.75,68.699997,69.059998,5923600,67.551465
"144",68.5,69.480003,68.230003,68.919998,5701800,67.414524
"145",67.709999,67.980003,65.43,65.639999,10938900,64.206173
"146",65.290001,66.599998,62.880001,62.93,18054700,61.555371
"147",64.010002,64.230003,62.849998,63.349998,12350500,61.966194
"148",64.849998,65.489998,63.900002,64.93,10348300,63.511683
"149",64.940002,65.339996,64.010002,64.919998,7984100,63.501899
"150",64.150002,64.269997,62.610001,63.07,8317100,61.692312
"151",63.189999,63.830002,61.509998,62.439999,10240900,61.076072
"152",61.82,62.779999,60.849998,62.619999,10005400,61.252141
"153",63.610001,63.869999,61.380001,61.41,9994000,60.068573
"154",61.75,63.48,61.48,63.080002,10031400,61.702095
"155",62.810001,63.279999,61.759998,63.189999,6890500,61.80969
"156",63.889999,64.779999,63.23,64.540001,7979700,63.130203
"157",65.099998,65.580002,64,65.300003,8759500,63.873603
"158",65.349998,65.709999,64.639999,64.650002,6392900,63.2378
"159",64.889999,66,63.889999,65.82,5861100,64.382241
"160",65.290001,66.150002,65.059998,65.540001,5939900,64.108359
"161",65.260002,65.449997,62.5,62.580002,8679300,61.213017
"162",63.18,63.580002,60.639999,62.82,11360100,61.447773
"163",62.23,63.810001,61.150002,62.98,10524300,61.604278
"164",64.470001,65.779999,63.41,65.769997,10075800,64.333331
"165",66.93,67.959999,66.510002,67.739998,15631700,66.2603
"166",66.620003,66.660004,65.239998,65.870003,12243300,64.431152
"167",67.019997,67.589996,66.290001,67.57,8707900,66.094015
"168",68.239998,68.379997,67.18,67.489998,7609800,66.01576
"169",67.970001,68.610001,67.639999,67.849998,8070600,66.367897
"170",67.860001,68.110001,66.5,67.989998,7876600,66.504839
"171",67.230003,68.470001,66.800003,67.879997,8365400,66.397241
"172",68.239998,68.849998,67.620003,68.040001,8642800,67.277267
"173",68.830002,70.110001,68.699997,69.879997,8419200,69.096637
"174",69.150002,69.970001,68.519997,69.470001,7652700,68.691237
"175",68.029999,69.059998,67.610001,67.730003,8932600,66.970744
"176",66.059998,67.849998,65.419998,67.419998,9022600,66.664214
"177",67.190002,67.419998,66.330002,67.379997,8781600,66.624662
"178",66.68,67.540001,66.510002,66.919998,6072800,66.169819
"179",67.470001,67.480003,66.760002,67.089996,4867500,66.337912
"180",67.470001,67.839996,66.959999,67.529999,6151800,66.772982
"181",66.889999,66.889999,65.589996,65.849998,7837000,65.111814
"182",66,66.099998,65.129997,65.199997,6963500,64.4691
"183",65.199997,65.360001,63.830002,64.400002,8059200,63.678072
"184",64.360001,65.269997,64.269997,64.779999,5424700,64.05381
"185",64.790001,64.790001,63.669998,64.25,5487100,63.529752
"186",64.010002,64.080002,63.330002,63.330002,5987600,62.620067
"187",63,63.68,62.669998,62.790001,6732800,62.08612
"188",62.77,63.34,61.970001,61.970001,6492800,61.275312
"189",60.990002,61.720001,60.689999,60.869999,8922400,60.187641
"190",60.950001,61.869999,60.810001,61.299999,6341200,60.612821
"191",61.580002,61.91,61.32,61.360001,5520900,60.67215
"192",60.759998,61.799999,60.57,61.639999,8255800,60.94901
"193",61.209999,62.459999,60.830002,62.400002,6318000,61.700492
"194",62.009998,62.490002,61.380001,62.009998,6488900,61.314861
"195",61.540001,64.309998,61.509998,63.639999,9536300,62.92659
"196",62.779999,63.310001,62.450001,62.759998,7907100,62.056453
"197",63.150002,64.120003,63,63.84,10059900,63.124348
"198",64,64.18,63.209999,63.23,7428600,62.521186
"199",63.450001,63.619999,62.529999,62.549999,6377400,61.848808
"200",63.220001,63.5,62.66,63.049999,7662300,62.343203
"201",63.950001,64.139999,62.919998,63.240002,6889900,62.531076
"202",62.959999,63.09,62.459999,62.93,5199100,62.22455
"203",63.48,64.150002,63.400002,64,6027400,63.282555
"204",63.25,63.470001,62.240002,62.259998,9169700,61.562059
"205",62.709999,63.490002,62.639999,63.02,8939300,62.313541
"206",62.709999,63.41,62.57,63.18,5908200,62.471747
"207",63.419998,65.879997,63.400002,65.389999,10170000,64.656972
"208",65.260002,66.040001,65.07,65.790001,7177200,65.052489
"209",66.07,66.230003,64.800003,64.809998,8571600,64.083472
"210",65.019997,67.459999,64.860001,67,10984100,66.248924
"211",67.360001,67.400002,66.389999,66.529999,6015900,65.784192
"212",66.900002,67.419998,66.330002,66.339996,5737100,65.596319
"213",66.82,68.550003,66.739998,68.360001,8917600,67.593679
"214",68.910004,69.660004,68.5,69.400002,7773700,68.622022
"215",68.989998,69.720001,68.209999,69.010002,8395000,68.236394
"216",68.589996,68.589996,67.18,67.690002,9616700,66.931192
"217",68.089996,69.25,68.050003,68.610001,7846100,67.840877
"218",68.610001,68.989998,67.650002,68.019997,5563400,67.257487
"219",67.949997,68.139999,67.129997,67.879997,4480200,67.119057
"220",68.260002,68.879997,68.010002,68.260002,4627500,67.494802
"221",67.849998,67.870003,67.029999,67.510002,6275700,66.753209
"222",67.779999,67.970001,67,67.059998,4427900,66.308249
"223",67.199997,67.760002,67.010002,67.739998,4265700,66.980627
"224",67.419998,68.309998,67.220001,68.059998,6038400,67.297039
"225",69.019997,69.029999,67.660004,67.919998,7365700,67.158609
"226",67.739998,67.980003,66.970001,67.440002,5974400,66.683994
"227",67.410004,67.620003,66.699997,67.019997,6638100,66.268697
"228",67.440002,68.360001,66.980003,67.199997,9142900,66.446679
"229",67.959999,68.169998,66.790001,67.230003,7089600,66.476349
"230",67.529999,67.529999,66.099998,66.620003,6298900,65.873187
"231",67.139999,67.370003,66.360001,67.169998,5961200,66.417017
"232",67.120003,67.199997,65.110001,65.279999,7261800,64.548205
"233",65.290001,65.650002,65.050003,65.400002,4719700,64.666862
"234",65.800003,66.029999,65.150002,65.389999,5424500,64.656972
"235",65.540001,66.110001,65.330002,65.419998,4345300,64.686634
"236",65.25,66.059998,65.059998,65.760002,4728800,65.022827
"237",65.75,66.220001,65.18,66.040001,5158600,65.299687
"238",65.75,65.75,65.110001,65.120003,7946000,64.390002
"239",64.75,64.949997,64.120003,64.779999,4837600,64.779999
"240",65.129997,65.75,64.870003,65.580002,6049900,65.580002
"241",65.040001,65.660004,64.900002,65.110001,3804900,65.110001
"242",64.57,64.82,63.5,63.84,6128800,63.84
"243",63.939999,64.989998,63.700001,63.82,6754900,63.82
"244",63.529999,63.950001,63.110001,63.860001,5192500,63.860001
"245",63.700001,64.080002,63.439999,63.68,5686600,63.68
"246",64.459999,64.470001,63.240002,63.610001,4137700,63.610001
"247",63.700001,64.32,63.41,64.07,5058500,64.07
"248",63.810001,64.290001,63.619999,63.799999,5378400,63.799999
"249",63.41,63.740002,62.93,63,5341300,63
"250",62.759998,64.220001,62.709999,63.040001,5766100,63.040001
"251",62.919998,63.470001,62.779999,63.43,6609900,63.43
"252",63.779999,64.330002,63.060001,63.060001,6262900,63.060001
"253",63.91,64.239998,63.490002,64.019997,4765100,64.019997
