"","TDC.Open","TDC.High","TDC.Low","TDC.Close","TDC.Volume","TDC.Adjusted"
"1",42.970001,43.380001,42.919998,43.200001,1041300,43.200001
"2",43,43.16,42.790001,42.869999,940700,42.869999
"3",42.959999,43.099998,42.48,42.75,1763000,42.75
"4",42.91,43.490002,42.759998,43.419998,919700,43.419998
"5",43.450001,44.09,43.25,44.07,1184100,44.07
"6",43.939999,44.25,43.650002,44.060001,1102400,44.060001
"7",44.080002,44.380001,43.669998,44.279999,933500,44.279999
"8",44.330002,44.799999,43.59,43.98,1788000,43.98
"9",44.130001,44.220001,43.380001,43.57,1752600,43.57
"10",42.779999,43.119999,42.279999,42.830002,1895900,42.830002
"11",42.73,42.98,42.169998,42.189999,2393900,42.189999
"12",42.220001,42.240002,41.75,41.970001,4242300,41.970001
"13",42,42.049999,40.84,41.119999,4219600,41.119999
"14",41.009998,41.150002,40.470001,40.509998,3721900,40.509998
"15",40.43,40.869999,39.990002,40.200001,3510900,40.200001
"16",40.32,40.599998,40.279999,40.330002,2975800,40.330002
"17",40.349998,40.66,39.970001,39.990002,2725100,39.990002
"18",40.18,40.599998,40.119999,40.549999,2611900,40.549999
"19",40.610001,40.869999,40.549999,40.82,2101800,40.82
"20",40.77,40.860001,40.009998,40.23,2802300,40.23
"21",40.369999,40.52,40.27,40.48,3104400,40.48
"22",40.029999,40.880001,39.919998,40.810001,2037800,40.810001
"23",40.709999,41.43,40.650002,41.240002,1694100,41.240002
"24",41.529999,42.299999,41.5,42.049999,1676900,42.049999
"25",42.02,42.509998,41.330002,41.490002,2254100,41.490002
"26",41.610001,42,41.52,41.779999,1168200,41.779999
"27",41.57,42.259998,41.57,41.740002,2404000,41.740002
"28",41.91,42.509998,41.810001,42.369999,1729800,42.369999
"29",42.220001,42.299999,41.889999,42.220001,1328700,42.220001
"30",42.380001,43.279999,42.380001,43.060001,1265400,43.060001
"31",43.080002,43.240002,42.580002,42.700001,1897800,42.700001
"32",42.869999,43.580002,42.77,43.380001,1626700,43.380001
"33",43.130001,43.139999,42.369999,42.630001,1754700,42.630001
"34",42.59,42.669998,41.919998,42.369999,1930900,42.369999
"35",42.419998,43.459999,42.419998,42.849998,1665100,42.849998
"36",42.959999,43.099998,42.619999,42.779999,1475600,42.779999
"37",42.41,42.75,41.959999,42.16,2654500,42.16
"38",41.970001,42.689999,41.720001,42.209999,2735600,42.209999
"39",42.189999,43.639999,42.029999,43.540001,1792700,43.540001
"40",43.380001,43.82,43.16,43.360001,1889800,43.360001
"41",42.919998,43.610001,42.889999,43.049999,2964900,43.049999
"42",44.43,44.900002,41.220001,41.619999,5230400,41.619999
"43",41.709999,42.939999,41.599998,42.48,2880400,42.48
"44",42.560001,43,41.919998,42.689999,2010500,42.689999
"45",42.619999,42.68,42.119999,42.27,1177400,42.27
"46",42.41,42.57,42.130001,42.450001,890000,42.450001
"47",42.610001,43.02,42.27,42.869999,771000,42.869999
"48",43.080002,43.099998,42.439999,42.869999,1314200,42.869999
"49",43.169998,43.48,43.02,43.330002,760300,43.330002
"50",43.439999,43.799999,43.139999,43.23,1138200,43.23
"51",43.209999,43.380001,42.799999,43.32,1056000,43.32
"52",43.259998,43.75,43.119999,43.43,988300,43.43
"53",43.400002,43.630001,43.209999,43.509998,1085100,43.509998
"54",43.849998,44.279999,43.400002,43.900002,1472500,43.900002
"55",44,44.630001,43.900002,44.5,1103700,44.5
"56",44.610001,45,44.220001,44.84,1327100,44.84
"57",44.59,45.57,44.400002,45.32,1847100,45.32
"58",45.43,45.990002,45.25,45.669998,978600,45.669998
"59",45.790001,46.560001,45.459999,45.84,1951400,45.84
"60",45.98,46.639999,45.73,45.799999,1321100,45.799999
"61",45.400002,45.560001,44.439999,44.599998,2478800,44.599998
"62",44.490002,44.970001,44.049999,44.529999,1831700,44.529999
"63",44.540001,45.220001,44.43,44.869999,1151700,44.869999
"64",44.709999,46.060001,44.68,45.459999,1910000,45.459999
"65",45.549999,45.700001,44.580002,44.639999,2107300,44.639999
"66",44.5,44.91,44,44.880001,1317900,44.880001
"67",44.799999,45.130001,44.450001,44.860001,1189600,44.860001
"68",44.779999,45.369999,44.59,45.040001,1726400,45.040001
"69",44.900002,45.220001,44.68,45.029999,1176300,45.029999
"70",45.009998,45.169998,44.189999,44.23,1506200,44.23
"71",44.43,44.860001,44.43,44.709999,963800,44.709999
"72",44.810001,45,43.380001,43.57,2226000,43.57
"73",43.5,43.5,42.700001,43.220001,1274000,43.220001
"74",43.119999,43.400002,42.459999,42.650002,1607500,42.650002
"75",42.580002,43.220001,42.41,43.220001,979800,43.220001
"76",43.060001,43.060001,41.73,41.759998,1536000,41.759998
"77",41.75,42.349998,41.75,42.25,965300,42.25
"78",41,42.189999,40.799999,41.900002,1759600,41.900002
"79",41.720001,42.139999,41.52,41.919998,1454200,41.919998
"80",41.959999,42.049999,41.43,41.59,1798600,41.59
"81",41.619999,42,40.970001,41.84,1383800,41.84
"82",42.049999,42.32,41.869999,41.959999,1106100,41.959999
"83",42.27,42.57,41.73,42.23,946100,42.23
"84",42.009998,42.080002,41.259998,41.290001,1894200,41.290001
"85",41.25,41.990002,40.959999,41.950001,1173000,41.950001
"86",41.610001,41.619999,40.549999,41.150002,1672200,41.150002
"87",41.09,41.580002,40.009998,40.009998,2108900,40.009998
"88",40.110001,41.040001,39.540001,39.900002,2491800,39.900002
"89",40,41.880001,39.869999,41.32,2224600,41.32
"90",40.689999,41.580002,40.09,41.18,3235600,41.18
"91",40.529999,41.580002,40.529999,41,1995300,41
"92",41.360001,42.360001,41.18,42.290001,1729800,42.290001
"93",41.689999,42,40.630001,40.700001,2166300,40.700001
"94",40.799999,41.560001,40.599998,41.299999,1918000,41.299999
"95",41.470001,41.580002,39.970001,40.040001,2211100,40.040001
"96",40.290001,40.41,39.599998,39.869999,3965500,39.869999
"97",39.950001,40.91,39.880001,40.689999,1481100,40.689999
"98",40.57,40.959999,40.509998,40.630001,1163300,40.630001
"99",40.709999,41.48,40.709999,41.380001,1329800,41.380001
"100",41.330002,41.790001,40.25,40.720001,1392000,40.720001
"101",40.669998,41.580002,40.549999,41.400002,1220900,41.400002
"102",41.849998,42.549999,41.759998,42.32,1279900,42.32
"103",42.299999,42.450001,41.740002,41.82,1096700,41.82
"104",41.639999,41.93,41.450001,41.720001,849400,41.720001
"105",42.16,42.169998,40.900002,41.060001,2341200,41.060001
"106",42.709999,44.27,42.040001,42.68,5443600,42.68
"107",42.619999,43.029999,42.009998,42.709999,2446900,42.709999
"108",42.689999,43.759998,42.599998,43.529999,2159300,43.529999
"109",43.169998,44.110001,43.169998,43.709999,1525600,43.709999
"110",43.59,44.66,43.330002,44.580002,1492500,44.580002
"111",44.459999,44.700001,44.080002,44.599998,1594100,44.599998
"112",44.52,44.689999,44.169998,44.25,1806900,44.25
"113",44.200001,45.25,44.139999,44.810001,2046000,44.810001
"114",44.810001,45.139999,44.700001,44.73,1605800,44.73
"115",44.68,44.939999,44.23,44.77,1549800,44.77
"116",44.599998,44.889999,44.25,44.459999,1248300,44.459999
"117",44.73,45.389999,44.400002,44.57,1568200,44.57
"118",44.639999,45.400002,44.23,45.150002,1285900,45.150002
"119",45.32,45.540001,44.91,44.919998,2044000,44.919998
"120",44.93,45.200001,44.779999,44.860001,941100,44.860001
"121",44.990002,45.639999,44.950001,45.139999,701900,45.139999
"122",44.889999,45.049999,44.389999,44.43,1487200,44.43
"123",44.509998,44.889999,44.080002,44.580002,1024700,44.580002
"124",44.599998,45.259998,44.509998,45.110001,894400,45.110001
"125",45,45.07,44.34,44.43,1352000,44.43
"126",44.41,44.990002,44.34,44.540001,2418200,44.540001
"127",44.27,44.619999,43.189999,43.400002,1490300,43.400002
"128",42.950001,43.529999,42.790001,43.48,1761100,43.48
"129",43.48,43.91,42.459999,42.52,1621500,42.52
"130",42.830002,43.400002,42.439999,42.599998,1118300,42.599998
"131",42.139999,42.450001,41.529999,41.529999,1591700,41.529999
"132",41.669998,41.98,40.970001,41.639999,1770500,41.639999
"133",41.610001,41.779999,40.849998,40.869999,2417000,40.869999
"134",40.779999,41.419998,40.310001,41.279999,2630500,41.279999
"135",42.049999,43.02,41.919998,42.990002,2694300,42.990002
"136",43.169998,44.540001,43.09,44.290001,2923000,44.290001
"137",44.290001,44.549999,44,44.220001,1561100,44.220001
"138",44.599998,45.59,44.599998,44.810001,2412800,44.810001
"139",44.900002,45.619999,44.880001,45.220001,1031100,45.220001
"140",45.240002,45.599998,44.939999,44.970001,1036700,44.970001
"141",44.810001,45.310001,44.630001,44.939999,977000,44.939999
"142",44.810001,45.25,44.369999,44.610001,1045500,44.610001
"143",44.639999,44.84,43.66,43.68,1000200,43.68
"144",43.970001,44.240002,43.23,44,1340500,44
"145",43.689999,43.799999,42.52,43.07,1983100,43.07
"146",43.330002,43.599998,42.279999,42.630001,1662900,42.630001
"147",43.130001,43.25,42.610001,42.779999,1665000,42.779999
"148",43.240002,43.900002,43.049999,43.330002,1817700,43.330002
"149",43.509998,43.66,42.799999,43.43,937100,43.43
"150",43.389999,43.490002,42.57,42.630001,1098500,42.630001
"151",42.869999,43.889999,42.459999,42.830002,1391400,42.830002
"152",42.400002,42.889999,41.990002,42.650002,1738700,42.650002
"153",42.880001,43.169998,41.93,41.950001,1040600,41.950001
"154",41.91,42.959999,41.830002,42.93,1728000,42.93
"155",43.25,43.580002,42.830002,43.32,1321900,43.32
"156",42.990002,43.830002,42.709999,43.290001,1192400,43.290001
"157",43.549999,44.349998,43.259998,44.25,1305000,44.25
"158",44,44.389999,43.27,43.349998,1601000,43.349998
"159",43.470001,44.389999,43.099998,44.360001,1906200,44.360001
"160",43.630001,46.720001,43.490002,45.220001,4125800,45.220001
"161",45.73,45.830002,44.439999,44.580002,1703300,44.580002
"162",44.75,45.119999,44.029999,45,1556700,45
"163",44.529999,45.09,44.209999,44.560001,1941400,44.560001
"164",44.59,45.619999,44.080002,45.529999,1646800,45.529999
"165",45.900002,46.889999,45.73,46.689999,2109100,46.689999
"166",46.419998,47.029999,46.060001,46.98,3131500,46.98
"167",42.400002,43.43,41.18,42.189999,10329700,42.189999
"168",41.490002,42.619999,41.380001,41.630001,4076300,41.630001
"169",41.48,42.630001,41.41,42.5,3102800,42.5
"170",42.700001,43.73,42.27,43.630001,2243600,43.630001
"171",43.650002,43.98,43.360001,43.830002,1794000,43.830002
"172",44.709999,46.209999,44.57,46.02,3726800,46.02
"173",45.919998,46.299999,44.939999,45.73,1897000,45.73
"174",45.25,45.419998,44.57,45.080002,1650500,45.080002
"175",45.040001,45.419998,44.759998,45.16,1215300,45.16
"176",44.91,45.400002,44.709999,45.169998,1056500,45.169998
"177",45.040001,45.32,44.5,45.290001,1120900,45.290001
"178",45.32,45.32,44.07,44.630001,2150400,44.630001
"179",44.759998,44.880001,44.060001,44.73,1371900,44.73
"180",44.59,44.709999,43.799999,43.950001,1676200,43.950001
"181",44.07,44.389999,43.349998,43.959999,2069700,43.959999
"182",44,44.889999,43.880001,44.52,1374300,44.52
"183",44.549999,45.029999,43.939999,44.959999,1694300,44.959999
"184",44.650002,44.810001,43.98,44.049999,894800,44.049999
"185",43.77,45,43.419998,44.639999,2182700,44.639999
"186",44.619999,44.650002,43.919998,44.029999,1611500,44.029999
"187",43.799999,44.220001,42.82,42.889999,1769200,42.889999
"188",42.889999,43.009998,42.549999,42.849998,1443800,42.849998
"189",42.849998,43.080002,42.080002,42.18,1383600,42.18
"190",42.110001,42.439999,41.709999,42.240002,1584000,42.240002
"191",42.240002,42.439999,41.66,42.34,1429700,42.34
"192",42.169998,42.259998,41.669998,42.139999,1214400,42.139999
"193",41.959999,42.509998,41.900002,42.189999,1397000,42.189999
"194",42.099998,42.830002,42.099998,42.740002,1401200,42.740002
"195",42.529999,43.060001,42.23,42.73,2064400,42.73
"196",42.68,43.32,42.630001,42.73,1470100,42.73
"197",42.900002,44.049999,42.810001,43.950001,3203500,43.950001
"198",43.889999,44.549999,43.790001,44.23,1208500,44.23
"199",44.119999,44.27,43.669998,43.700001,1302400,43.700001
"200",43.599998,43.73,42.639999,42.669998,1259600,42.669998
