"","TDC.Open","TDC.High","TDC.Low","TDC.Close","TDC.Volume","TDC.Adjusted"
"201",42.27,42.779999,42.16,42.619999,1212800,42.619999
"202",42.5,42.720001,42.209999,42.709999,1003900,42.709999
"203",42.869999,43.619999,42.799999,43.57,1123900,43.57
"204",43.41,44.450001,43.150002,44.139999,1817900,44.139999
"205",44.16,44.220001,43.439999,44.009998,1160700,44.009998
"206",43.939999,44.360001,43.599998,43.970001,682100,43.970001
"207",43.59,44.919998,43.52,44.720001,1009300,44.720001
"208",44.93,45.709999,44.599998,45.400002,1743200,45.400002
"209",45.450001,45.689999,45.189999,45.619999,1067300,45.619999
"210",45.549999,45.970001,45.139999,45.889999,1011400,45.889999
"211",45.790001,46,44.689999,44.860001,2158500,44.860001
"212",44.84,45.029999,44.049999,44.139999,2067600,44.139999
"213",44.009998,44.209999,43.349998,43.59,2028300,43.59
"214",43.619999,43.900002,43.279999,43.720001,1285600,43.720001
"215",43.549999,43.970001,43.369999,43.740002,764800,43.740002
"216",43.389999,43.41,42.52,43.099998,1235800,43.099998
"217",43.349998,43.459999,42.990002,43.150002,1003800,43.150002
"218",43.41,44.009998,43.279999,43.450001,880700,43.450001
"219",43.66,43.84,43.080002,43.720001,982300,43.720001
"220",43.790001,44.91,43.650002,44.450001,1081500,44.450001
"221",44.560001,44.650002,43.75,43.98,753100,43.98
"222",44.02,44.23,43.75,43.860001,803000,43.860001
"223",43.799999,44.349998,43.650002,44.220001,477700,44.220001
"224",44.029999,44.549999,43.959999,44.220001,731200,44.220001
"225",44.09,44.57,43.650002,43.990002,1097500,43.990002
"226",44.150002,45.060001,43.91,45.009998,1358700,45.009998
"227",44.919998,45.5,44.82,45.279999,1357800,45.279999
"228",45.16,45.650002,44.490002,44.540001,2127300,44.540001
"229",44.75,44.939999,44.330002,44.939999,1839200,44.939999
"230",42.200001,42.419998,40.040001,41.799999,7767600,41.799999
"231",41.5,41.740002,40.639999,40.860001,2830400,40.860001
"232",40.75,40.970001,39.919998,40.110001,3766300,40.110001
"233",39.98,40.200001,39.52,40.009998,2013100,40.009998
"234",40.02,40.91,40.009998,40.639999,2925900,40.639999
"235",40.82,40.970001,40.310001,40.82,1409700,40.82
"236",40.830002,40.93,40.02,40.220001,1412400,40.220001
"237",40.119999,40.549999,40.029999,40.459999,1396500,40.459999
"238",40.560001,40.759998,40.119999,40.290001,1089500,40.290001
"239",40.459999,40.639999,39.98,40.23,1889800,40.23
"240",40.119999,40.279999,39.919998,39.93,742200,39.93
"241",39.919998,40.07,39.360001,39.57,1479600,39.57
"242",39.48,39.529999,38.580002,38.700001,2099500,38.700001
"243",38.790001,39.060001,38.459999,38.830002,1613000,38.830002
"244",38.84,38.900002,38.400002,38.73,1286000,38.73
"245",38.66,39.169998,38.540001,38.939999,1938500,38.939999
"246",38.950001,39,38.470001,38.619999,1304000,38.619999
"247",38.529999,39.360001,38.5,39.25,1207300,39.25
"248",39.450001,40.209999,39.189999,40,1673600,40
"249",39.630001,39.709999,39,39.119999,987400,39.119999
"250",39.02,39.27,38.84,39.169998,890700,39.169998
"251",39.080002,39.23,38.720001,38.869999,1001200,38.869999
"252",38.900002,38.990002,38.700001,38.77,791300,38.77
"253",38.950001,39.52,38.860001,39.040001,1308500,39.040001
