"","AET.Open","AET.High","AET.Low","AET.Close","AET.Volume","AET.Adjusted"
"150",91.400002,91.610001,89.169998,89.519997,3646300,89.063027
"151",90.480003,92.029999,89.580002,90.330002,3302200,90.120577
"152",89.5,90.900002,88.699997,89.889999,2807300,89.681595
"153",90.610001,91.110001,90,90.5,2415700,90.290181
"154",90.470001,92.639999,90.279999,92.559998,2982200,92.345403
"155",92.650002,92.900002,91.190002,91.980003,2337300,91.766753
"156",92.790001,95.080002,91.980003,94.739998,2762400,94.520349
"157",95.519997,96.150002,94.029999,96.110001,2257800,95.887175
"158",95.940002,96.25,94.440002,94.480003,2000200,94.260957
"159",94.25,94.580002,93.32,94.239998,1821700,94.021508
"160",93.610001,94.300003,93.160004,93.699997,1520800,93.482759
"161",94.480003,94.709999,92.559998,92.690002,2094900,92.475106
"162",92.949997,93.779999,91.949997,93.610001,1347700,93.392971
"163",92.970001,93.599998,91.639999,91.82,2048600,91.60712
"164",92.010002,92.910004,90.199997,92.220001,2817600,92.006195
"165",93.010002,94.269997,91.830002,94.18,2561700,93.961649
"166",93.760002,96.900002,93,96.050003,3873300,95.827317
"167",96.129997,97.709999,96.010002,96.589996,3461400,96.366058
"168",96.339996,96.790001,94.160004,94.540001,3540700,94.320815
"169",94.18,94.599998,93.379997,93.739998,1696000,93.522667
"170",94.150002,95.949997,94.040001,95.75,1900600,95.528009
"171",95.489998,96.75,95.379997,96.459999,1841000,96.236362
"172",97.160004,97.160004,95.989998,97.080002,1513800,96.854927
"173",96.580002,96.889999,95.82,96.120003,1504600,95.897154
"174",96.089996,96.620003,95.589996,96.620003,1515600,96.395995
"175",96.269997,96.959999,95.610001,96.889999,2334500,96.665366
"176",96.769997,97.489998,96.220001,96.639999,1214500,96.415945
"177",96.400002,98.120003,96.199997,97.919998,1705500,97.692976
"178",98,100.760002,98,100.68,2587400,100.44658
"179",100.860001,101.980003,100.059998,100.169998,2207100,99.93776
"180",100.269997,100.480003,99.220001,99.519997,1435600,99.289265
"181",99.459999,99.919998,99.080002,99.309998,1171500,99.079753
"182",99.389999,99.919998,99.099998,99.550003,2486000,99.319202
"183",99.550003,100.800003,99.470001,100.5,2529300,100.266997
"184",100.169998,100.330002,99.029999,99.790001,3398200,99.558644
"185",99.440002,102,98.779999,101.75,4275200,101.514099
"186",101.730003,102.629997,101.370003,102.089996,2967300,101.853307
"187",101.769997,101.900002,100.290001,100.669998,2293900,100.436601
"188",100.620003,101.739998,100.599998,101.529999,1330200,101.294607
"189",100.400002,100.760002,99.550003,100.160004,2335000,99.927789
"190",100.290001,100.940002,99.849998,100.040001,1627200,99.808064
"191",100.800003,102.349998,100.57,102.120003,2286200,101.883243
"192",102,104.199997,101.32,104.089996,2992600,103.84867
"193",104.739998,106.75,104.5,106.07,2827800,105.824083
"194",105.220001,105.5,104.360001,105.400002,2401300,105.155638
"195",105.330002,107.870003,105.129997,107.480003,2782700,107.230817
"196",108,108.970001,107.25,108.309998,2449000,108.058887
"197",108.699997,109.120003,107.940002,108.629997,2457400,108.378145
"198",108.5,109.900002,108.449997,109.260002,2902200,109.006689
"199",109.419998,109.599998,108.599998,108.739998,2261800,108.487891
"200",108.989998,109.769997,107.230003,107.290001,2571700,107.041255
"201",106.720001,107.120003,105.360001,105.910004,2535800,105.664457
"202",106.300003,107.970001,106.269997,107.400002,1611800,107.151001
"203",109.029999,109.349998,107.959999,108.57,1635700,108.318286
"204",107.919998,108.18,106.510002,106.529999,2578900,106.283015
"205",106.660004,106.870003,104.93,106.870003,2027400,106.622231
"206",107.110001,107.860001,106.550003,107.150002,1184700,106.90158
"207",106.550003,108.040001,106.300003,107.830002,1655400,107.580004
"208",108.489998,108.889999,106.779999,106.790001,1637500,106.790001
"209",107.18,108.07,106.650002,107.459999,1236500,107.459999
"210",107.019997,108.129997,107,107.720001,1530600,107.720001
"211",108,108,107.139999,107.910004,915800,107.910004
"212",108.129997,109.139999,107.660004,107.690002,1247400,107.690002
"213",107.919998,108.230003,107,107.879997,1025600,107.879997
"214",108.559998,108.57,105.440002,106.080002,2528600,106.080002
"215",108.220001,109.650002,108.220001,109.43,2874200,109.43
"216",108.519997,108.790001,106.769997,107.720001,1766800,107.720001
"217",108.160004,108.68,107.190002,107.25,1381700,107.25
"218",107.690002,108.629997,107.57,108.360001,1537500,108.360001
"219",108.330002,108.75,107.239998,107.949997,2347100,107.949997
"220",107.800003,109.099998,107.519997,108.900002,1150600,108.900002
"221",108.599998,109.010002,108.230003,108.82,1267500,108.82
"222",109.059998,109.360001,106.790001,106.919998,2134400,106.919998
"223",108.809998,111.080002,106.720001,110.379997,3546800,110.379997
"224",109.949997,110.5,106.730003,108.010002,2771600,108.010002
"225",108,108.709999,106.68,106.870003,3162900,106.870003
"226",107.860001,108.550003,107.150002,108.470001,1885800,108.470001
"227",108.68,109.82,108.550003,109.190002,1819000,109.190002
"228",108.599998,108.849998,106.870003,107.199997,1922600,107.199997
"229",107.989998,108.339996,106.629997,107.370003,1194700,107.370003
"230",107,108.720001,107,107.889999,1399500,107.889999
"231",108.849998,109.830002,108.620003,109.260002,1279500,109.260002
"232",109.150002,110.279999,109.010002,109.300003,1090600,109.300003
"233",108.730003,111.120003,108.660004,110.080002,1638600,110.080002
"234",110.169998,111,109.660004,109.790001,1589200,109.790001
"235",110.889999,111.559998,110.599998,111.480003,1203900,111.480003
"236",111.970001,112.75,111.57,112.739998,1641100,112.739998
"237",112.610001,113.889999,112.150002,113.730003,1505800,113.730003
"238",113.989998,114.620003,113.809998,114.089996,1268400,114.089996
"239",114.120003,114.760002,113.720001,114.400002,1753200,114.400002
"240",114,114.860001,113.800003,114.690002,1088100,114.690002
"241",114.309998,115.760002,113.889999,114.519997,1736800,114.519997
"242",114.699997,114.839996,113.730003,113.879997,1667900,113.879997
"243",115,115.839996,114.040001,115.209999,1477200,115.209999
"244",115.349998,116.559998,114.980003,116.389999,1903100,116.389999
"245",116.470001,120.150002,114.470001,117.970001,5232200,117.970001
"246",118.059998,120.190002,117.910004,119.620003,3899400,119.620003
"247",119.239998,119.5,116.889999,117.330002,2630000,117.330002
"248",117.870003,118.139999,115.760002,116.949997,3100600,116.949997
"249",116.010002,116.949997,115.449997,115.980003,1903300,115.980003
"250",115.580002,117.160004,115.010002,116.860001,1441400,116.860001
"251",117,117.800003,115.980003,116,1347500,116
"252",116.349998,117.489998,115.940002,117.239998,2046700,117.239998
"253",117.080002,118.529999,116.980003,117.940002,1590200,117.940002
