"","AET.Open","AET.High","AET.Low","AET.Close","AET.Volume","AET.Adjusted"
"1",79.220001,80.32,78.940002,80.269997,2062800,79.407855
"2",79.830002,81.25,79.519997,80.980003,3107300,80.110236
"3",80.629997,81.150002,80.07,80.870003,2132500,80.001417
"4",80.610001,81.080002,80.150002,80.940002,1772000,80.070665
"5",80.940002,81.220001,80.330002,80.57,2191300,79.704636
"6",80.330002,80.800003,80.199997,80.57,1683400,79.704636
"7",80.510002,81.059998,79.739998,80.980003,1879600,80.110236
"8",81.150002,81.550003,80.739998,81.410004,1500200,80.535618
"9",81.589996,81.989998,81.089996,81.919998,2334700,81.040135
"10",82,82.220001,81.540001,82.059998,1580800,81.178631
"11",81.980003,82.110001,80.959999,80.989998,1392900,80.120123
"12",81.18,82.480003,80.959999,82.459999,2070800,81.574336
"13",82.489998,82.489998,81.269997,82.050003,1182800,81.168743
"14",81.580002,81.919998,81.099998,81.769997,1223000,80.891744
"15",81.889999,82.699997,81.010002,81.080002,2222200,80.209161
"16",81.489998,82.489998,81.010002,82.059998,2867100,81.178631
"17",82.139999,82.949997,81.260002,82.919998,1387200,82.029394
"18",83.059998,83.709999,82.779999,83.629997,1140400,82.731768
"19",83.169998,83.480003,81.860001,82.449997,1808300,81.564441
"20",81.93,82.169998,80.870003,81.07,1824800,80.418723
"21",81.360001,81.779999,80.989998,81.190002,2635700,80.537761
"22",80.379997,81.839996,80.18,81.25,1923100,80.597277
"23",81.269997,81.989998,80.919998,81.610001,1762700,80.954386
"24",81.93,82.639999,81.919998,82.160004,1659600,81.49997
"25",82.160004,82.949997,82,82.379997,2026800,81.718196
"26",82.839996,82.940002,81.660004,82.160004,1902600,81.49997
"27",81.669998,84.75,81.620003,83.739998,4173900,83.067271
"28",83.989998,84.75,83.279999,84.639999,1820600,83.960043
"29",84.309998,84.550003,83.75,83.989998,1544100,83.315263
"30",84.400002,85.720001,84.209999,84.870003,2518900,84.188198
"31",85.160004,85.199997,84.370003,84.540001,1021700,83.860848
"32",84.5,84.849998,84.010002,84.160004,2235300,83.483903
"33",82.269997,83.760002,81.870003,83.389999,3149700,82.720085
"34",83.730003,84.889999,83.489998,84.82,2173400,84.138597
"35",83.089996,84,81.400002,81.879997,4718000,81.222213
"36",82.480003,82.720001,78.599998,79.739998,4767400,79.099405
"37",78.559998,78.769997,76.110001,77.529999,6150400,76.90716
"38",77.199997,79,77.080002,78.730003,3041200,78.097525
"39",79.059998,79.910004,78.470001,79.599998,2055700,78.960531
"40",79.480003,79.779999,78.050003,78.459999,2069300,77.82969
"41",78.400002,78.879997,78.07,78.32,3114500,77.690815
"42",77.459999,77.610001,74.809998,75.220001,4083400,74.61572
"43",75.599998,76.860001,75.07,76.739998,2284000,76.123506
"44",76.760002,77.040001,75.650002,75.830002,2244300,75.22082
"45",75.550003,76.040001,75.230003,75.43,3533400,74.824032
"46",76.209999,77.220001,75.699997,77.059998,2216300,76.440935
"47",77.110001,77.68,76.709999,77.639999,1773200,77.016277
"48",77.779999,77.900002,76.709999,77.720001,1840700,77.095637
"49",78.029999,78.169998,77.120003,78.040001,1417700,77.413065
"50",78.089996,79.279999,77.620003,79.120003,1932400,78.484391
"51",79.059998,79.610001,78.629997,79.510002,1374700,78.871257
"52",79.580002,79.739998,79.059998,79.349998,1423300,78.712539
"53",79.330002,79.489998,78.739998,78.769997,1436400,78.137197
"54",79.370003,79.43,78.610001,78.949997,1411100,78.315751
"55",79.080002,80.190002,79,80.099998,1719100,79.456514
"56",80.279999,81.510002,80.18,81.110001,2290500,80.458402
"57",80.760002,82.279999,80.760002,81.919998,2244400,81.261893
"58",82.07,83.220001,82.010002,82.129997,2612600,81.470205
"59",82.660004,82.739998,81.040001,81.93,2392400,81.271814
"60",82.300003,82.800003,82.150002,82.43,1918700,81.767798
"61",82.550003,84.150002,82.449997,82.970001,2047500,82.303461
"62",83,84.110001,82.849998,83.940002,1525700,83.265669
"63",83.860001,84.029999,83.25,83.949997,1210200,83.275583
"64",84.150002,84.949997,84,84.940002,2428100,84.257636
"65",84.82,84.82,83.519997,84.410004,2224000,83.731895
"66",83.970001,84.169998,82.970001,83.690002,2484900,83.017678
"67",83.760002,83.760002,82,82.199997,2293400,81.539642
"68",82.300003,82.860001,81.980003,82.120003,1476200,81.460291
"69",82.110001,83.470001,81.849998,83.349998,1552300,82.680405
"70",83.459999,83.940002,82.540001,83.150002,1740800,82.482015
"71",83.370003,84.050003,83.220001,83.910004,1175900,83.235911
"72",84.540001,84.629997,83.550003,83.690002,1899400,83.017678
"73",82.959999,83.739998,82.550003,83.050003,1837900,82.38282
"74",82.779999,83.199997,81.949997,82.120003,1512000,81.460291
"75",82.160004,83.800003,82.139999,83.75,1656000,83.077193
"76",83.519997,83.620003,81.889999,82.059998,1791000,81.400767
"77",82.360001,82.57,81.269997,82.029999,1634300,81.37101
"78",81.379997,81.839996,81.139999,81.339996,1972900,80.68655
"79",81.510002,81.940002,80.949997,81,2138500,80.349285
"80",81.199997,81.199997,79.5,79.82,2101800,79.178765
"81",79.790001,79.949997,78.349998,79.389999,2269900,78.752219
"82",80.239998,81.830002,79.709999,81.489998,2707400,80.835347
"83",82.040001,82.160004,79.080002,79.169998,3137600,78.533985
"84",78.910004,79.489998,77.970001,78.010002,2926900,77.383308
"85",78.050003,80.080002,77.809998,80.029999,2510900,79.387077
"86",79.889999,80.309998,78.230003,78.620003,2273300,77.988408
"87",78.839996,79.279999,77.639999,77.660004,2613900,77.036121
"88",77.620003,78.410004,76.349998,76.43,1919300,75.815999
"89",76.410004,76.580002,73.059998,73.980003,5506000,73.602361
"90",72.839996,74.459999,71.809998,73.57,5439300,73.19445
"91",73.699997,75.419998,72.57,73.43,5204800,73.055165
"92",74.419998,76.330002,74.110001,75.389999,3877900,75.005159
"93",75.410004,76.5,75.339996,76.449997,2112600,76.059746
"94",77.260002,78.589996,77.160004,78.389999,2340400,77.989845
"95",78.82,79.209999,77.699997,78.089996,2457900,77.691373
"96",78.980003,79.300003,78.519997,78.75,1876000,78.348008
"97",79,79.099998,77.919998,78.690002,2034700,78.288317
"98",78.529999,79.650002,78.529999,79.18,2946700,78.775813
"99",78.449997,78.489998,76.169998,77.230003,6559100,76.83577
"100",77.559998,80.099998,77.559998,79.75,4033800,79.342903
"101",79.720001,81.379997,79.43,80.599998,2921300,80.188563
"102",81.379997,82.550003,81.010002,82.510002,3498500,82.088817
"103",82.779999,83.5,82,82.25,1961700,81.830142
"104",82.190002,84.050003,82.120003,83.709999,3518900,83.282688
"105",84.360001,84.699997,83.900002,84.260002,2629000,83.829883
"106",84.470001,85,84.150002,84.699997,1448900,84.267632
"107",84.209999,84.739998,81.93,82.290001,3375700,81.869938
"108",82.43,84.019997,82.43,84.019997,1885800,83.591103
"109",83.949997,84.849998,83.760002,84.5,1685100,84.068656
"110",83.970001,84.720001,83.360001,84.519997,1797700,84.088551
"111",84.550003,84.980003,83.989998,84.559998,1653500,84.128347
"112",84.599998,84.769997,83.529999,83.809998,1539000,83.382176
"113",83.809998,86.269997,83.75,86.220001,2891600,85.779877
"114",86.25,88.110001,86.25,87.160004,2534400,86.715081
"115",87.029999,87.050003,85.449997,85.550003,1841500,85.113299
"116",85.080002,86.300003,84.919998,85.849998,2137100,85.411763
"117",86.800003,87.139999,86.260002,86.360001,2334200,85.919162
"118",86.610001,87.370003,85.900002,86.940002,1674800,86.496203
"119",86.910004,87.410004,86.510002,86.610001,2055600,86.167886
"120",86.889999,87.309998,86.510002,86.910004,1348500,86.466358
"121",87.099998,87.849998,87.089996,87.239998,819300,86.794667
"122",87.699997,88,86.879997,87.540001,2354400,87.093139
"123",87.589996,88.449997,87.360001,88.339996,2954200,87.889051
"124",88.410004,89.82,88.410004,89.68,2429200,89.222214
"125",89.400002,89.68,88.360001,89.190002,2576700,88.734718
"126",89.410004,90.669998,89.209999,90.620003,2065200,90.157418
"127",90.550003,91.25,89.580002,90.120003,1891800,89.659971
"128",88.830002,89.879997,88.790001,89.559998,1949200,89.102824
"129",89.419998,89.470001,87.599998,87.669998,1954500,87.222473
"130",87,89.25,86.309998,88.120003,2276600,87.67018
"131",87.709999,89.040001,87.260002,87.300003,2401600,86.854366
"132",88.07,88.489998,85.910004,86.669998,2147600,86.227577
"133",86.510002,87.669998,85.620003,85.639999,2196100,85.202836
"134",86.260002,87.5,85.830002,87.18,2742300,86.734976
"135",88.389999,90.129997,87.879997,90.129997,2643500,89.669914
"136",90.709999,91.870003,90.379997,90.839996,4197100,90.376289
"137",90.790001,91.059998,90.169998,90.410004,1439900,89.948491
"138",91.010002,91.010002,89,89.449997,1506100,88.993385
"139",89.709999,89.879997,89.360001,89.589996,549000,89.13267
"140",89.730003,90.269997,89.510002,89.839996,803600,89.381394
"141",89.68,90.190002,89.019997,89.75,912300,89.291857
"142",89.440002,90.57,89.440002,90.139999,1009600,89.679865
"143",90.209999,91.050003,88.779999,88.830002,1068500,88.376555
"144",89.709999,90.150002,87.870003,88.800003,1406600,88.346709
"145",88.139999,88.830002,87.25,87.599998,2343100,87.15283
"146",88.010002,88.730003,87.480003,87.730003,2976900,87.282171
"147",88.419998,89.550003,88.260002,89.489998,2148500,89.033182
"148",90.290001,92.529999,90.290001,92.389999,2881600,91.91838
"149",92.029999,92.480003,91,91.040001,1915900,90.575273
