"","MDT.Open","MDT.High","MDT.Low","MDT.Close","MDT.Volume","MDT.Adjusted"
"33",63.259998,63.459999,62.610001,62.900002,5208300,61.772836
"34",62.77,63.029999,62.380001,62.759998,5988700,61.635342
"35",62.889999,62.98,62.200001,62.650002,6968000,61.527316
"36",62.84,62.959999,62.240002,62.580002,6593100,61.458571
"37",62.290001,62.349998,61.57,61.740002,6767900,60.633623
"38",61.34,61.939999,61.049999,61.48,6122500,60.378281
"39",61.66,62.59,61.200001,62.470001,5990800,61.350541
"40",62.310001,62.91,61.630001,61.990002,10402300,60.879143
"41",61.099998,61.810001,60.709999,61.299999,19503800,60.201506
"42",61.459999,61.650002,60.68,61,12885400,59.906883
"43",61.040001,62.27,60.759998,62.150002,10209500,61.036276
"44",62.34,62.610001,62.009998,62.07,5580900,60.957708
"45",62,62.349998,61.849998,62.209999,4420500,61.095199
"46",62.540001,63.48,62.41,63.470001,6665700,62.332621
"47",63.610001,64.040001,63.470001,63.73,5346900,62.587961
"48",63.52,63.82,62.779999,63.25,8477100,62.116563
"49",63.669998,63.779999,63.220001,63.470001,6170700,62.332621
"50",63.939999,64.07,63.279999,64.010002,8802400,62.862946
"51",63.720001,64.349998,63.470001,64.150002,5996400,63.000436
"52",64.480003,64.620003,64.080002,64.099998,3949400,62.951329
"53",64.019997,64.400002,63.52,63.59,5146200,62.45047
"54",63.93,64.080002,63.540001,63.630001,4470900,62.489754
"55",63.779999,63.93,63.490002,63.52,5102000,62.381725
"56",63.580002,63.709999,63.220001,63.360001,3051000,62.224592
"57",63.330002,63.48,63.060001,63.119999,3883100,61.988891
"58",63.419998,63.860001,63.060001,63.849998,4724000,62.705809
"59",63.869999,63.98,63.549999,63.91,5037800,62.764735
"60",64,64.589996,63.950001,64.309998,5606200,63.157565
"61",64.239998,64.540001,63.639999,64.010002,9243800,62.862946
"62",64.110001,64.349998,63.68,64.309998,6000200,63.157565
"63",64.400002,64.989998,64.32,64.769997,5627600,63.609321
"64",64.809998,65.910004,64.660004,65.540001,10835300,64.365527
"65",65.769997,66.209999,65.540001,65.970001,7495700,64.787822
"66",65.599998,65.849998,65.239998,65.739998,5843500,64.56194
"67",65.410004,65.790001,64.93,65.190002,5008300,64.0218
"68",65.25,65.410004,64.75,64.949997,3721700,63.786096
"69",64.830002,66.209999,64.43,66.190002,6301800,65.00388
"70",66.260002,66.32,65.300003,65.980003,8253700,64.797644
"71",66.309998,66.739998,66.040001,66.529999,5464600,65.337784
"72",66.970001,67.110001,66.220001,66.220001,9196400,65.033342
"73",65.949997,66.089996,65.480003,65.980003,7390400,64.797644
"74",63.490002,64.660004,63.310001,64.080002,18538800,62.931691
"75",64.07,64.379997,63.07,63.77,16432000,62.627245
"76",63.77,64.32,62.740002,62.75,10559400,61.625523
"77",62.919998,63.669998,62.68,63.34,8141700,62.20495
"78",62.66,63.02,62.5,62.540001,7876700,61.419287
"79",63,63,61.93,61.950001,14432900,60.839859
"80",61.950001,62.77,61.599998,62.470001,13010800,61.654085
"81",62.5,63.150002,61.84,62.799999,10372800,61.979773
"82",65.529999,65.82,64.790001,65.019997,29984000,64.170775
"83",65.260002,65.410004,64.779999,64.900002,10306700,64.052347
"84",64.389999,64.669998,63.849998,63.939999,8272900,63.104883
"85",63.880001,65.75,63.849998,65.730003,10207700,64.871509
"86",65.339996,65.599998,63.639999,63.650002,9472300,62.818673
"87",63.639999,64.940002,63.5,64.110001,10563500,63.272665
"88",63.900002,64.029999,63.009998,63.060001,8208100,62.236379
"89",63.450001,64.269997,63.029999,63.509998,9107200,62.680499
"90",62.369999,63.029999,59.830002,62.25,28912800,61.436957
"91",61.5,62.84,61.279999,61.810001,11991100,61.002705
"92",62.59,62.59,61.380001,61.990002,18747600,61.180355
"93",62.18,64.07,62.150002,63.84,12465500,63.006191
"94",64.080002,65.349998,63.98,64.980003,14523400,64.131304
"95",65.349998,65.580002,64.629997,64.660004,8396900,63.815484
"96",65.089996,65.879997,65.059998,65.610001,6642600,64.753073
"97",65.75,66.599998,65.650002,66.559998,7883000,65.690662
"98",66.419998,66.699997,65.510002,66.260002,6673100,65.394585
"99",66.32,66.529999,66.160004,66.510002,5708600,65.64132
"100",66.5,67.360001,66.230003,67.040001,8229200,66.164396
"101",66.830002,67.75,66.589996,67.43,5561100,66.549302
"102",68.209999,68.410004,67.889999,68.160004,8663400,67.269771
"103",68.120003,68.389999,67.580002,68.150002,4436000,67.259899
"104",68.110001,68.290001,67.389999,67.93,5679800,67.042772
"105",68.699997,69.010002,68.279999,68.699997,11671500,67.802711
"106",68.860001,69.099998,68.480003,68.739998,7329500,67.84219
"107",68.699997,68.860001,67.790001,68.099998,6054000,67.210549
"108",68.120003,68.75,67.690002,68.709999,5932900,67.812583
"109",68.709999,69.330002,68.459999,68.989998,4542400,68.088925
"110",68.550003,68.900002,68.25,68.5,4630500,67.605326
"111",68.82,69.620003,68.660004,69.379997,6920100,68.47383
"112",69.459999,69.489998,68.800003,68.949997,5833700,68.049446
"113",68.769997,69.639999,68.730003,69.190002,5325400,68.286317
"114",69.389999,72.739998,68.830002,72.470001,12950300,71.523476
"115",72.269997,72.459999,71.639999,71.760002,8109000,70.82275
"116",71.389999,72.089996,70.900002,72.080002,6878100,71.13857
"117",72.82,72.889999,72.129997,72.489998,8974400,71.543211
"118",72.599998,72.949997,72.309998,72.93,6667100,71.977467
"119",72.790001,73.129997,72.650002,72.790001,5621000,71.839296
"120",72.82,73.550003,72.760002,73.480003,5062600,72.520286
"121",73.93,74.529999,73.629997,73.870003,3074500,72.905192
"122",73.410004,74.169998,72.940002,73.870003,5350000,72.905192
"123",73.989998,74.779999,73.980003,74.330002,5500900,73.359183
"124",74.209999,75.040001,74.139999,74.839996,7224500,73.862517
"125",74.839996,74.989998,73.470001,73.940002,8246300,72.974277
"126",73.879997,75.099998,73.709999,75.040001,9583400,74.059909
"127",74.809998,75.309998,74.510002,74.790001,7343800,73.813174
"128",73.709999,74.779999,73.620003,74.720001,5373400,73.744089
"129",74.239998,74.580002,73.199997,73.230003,6506900,72.273552
"130",73.669998,74.279999,73.550003,73.769997,6224000,72.806492
"131",72.720001,73.720001,72.5,72.519997,7567800,71.572818
"132",73.419998,73.510002,71.970001,71.989998,6942700,71.049742
"133",70.800003,73.019997,70.779999,71.339996,8380100,70.40823
"134",71.75,72.769997,71.57,72.669998,9045900,71.720861
"135",73.730003,74.68,73.400002,74.629997,7014800,73.65526
"136",74.660004,75,74,74.620003,10460600,73.645396
"137",74.650002,75.639999,74.580002,75.57,10384000,74.582985
"138",75.550003,75.660004,73.739998,73.769997,7335600,72.806492
"139",73.879997,74.449997,73.419998,74.080002,3232500,73.112448
"140",74.050003,74.220001,73.510002,73.610001,4200400,72.648586
"141",73.379997,73.93,73.190002,73.690002,4611400,72.727543
"142",73.440002,73.629997,72.660004,73.07,4990800,72.415362
"143",73.279999,73.75,72.110001,72.199997,4737400,71.553153
"144",72.129997,72.989998,71.410004,71.879997,6029800,71.23602
"145",71.5,71.839996,71.089996,71.580002,11258700,70.938713
"146",72,72.470001,70.870003,71.220001,12838800,70.581937
"147",71.720001,73.099998,71.510002,73,8104100,72.345989
"148",73.709999,74.779999,73.709999,74.75,7608400,74.080311
"149",74.629997,74.839996,74.139999,74.400002,8787700,73.733448
"150",74.459999,74.739998,74.099998,74.470001,7292800,73.80282
"151",74.879997,75.389999,72.540001,72.790001,9508300,72.137871
"152",71.790001,72.459999,71.410004,71.769997,8702300,71.127005
"153",71.769997,72.410004,71.480003,71.900002,13283800,71.255845
"154",71.690002,72.849998,71.25,72.760002,8832000,72.108141
"155",72.940002,73.25,71.610001,72.199997,10524900,71.553153
"156",71.879997,73.239998,71.480003,73.059998,10793800,72.405449
"157",72.970001,75.489998,72.970001,75.480003,17866600,74.803774
"158",75.849998,77.389999,75.470001,76.949997,23255300,76.260598
"159",76.870003,76.93,74.980003,75.589996,34907400,74.912781
"160",75.019997,75.610001,74.620003,75.260002,9927200,74.585744
"161",74.849998,75.510002,73.410004,73.410004,12731800,72.752319
"162",73.120003,73.379997,72.110001,73.010002,11889900,72.355902
"163",72.839996,72.919998,71.209999,71.400002,15810900,70.760325
"164",70.980003,72.779999,70.910004,72.760002,9912300,72.108141
"165",73.480003,74.809998,73.139999,74.790001,9746400,74.119953
"166",74.650002,75.089996,73.980003,74.129997,7378300,73.465863
"167",75.129997,75.459999,74.709999,75.32,5737700,74.645204
"168",75.32,75.660004,74.300003,74.470001,5371500,73.80282
"169",74.260002,74.559998,73.470001,73.620003,5470800,72.960437
"170",73.959999,75.059998,73.739998,74.870003,5663300,74.199238
"171",74.900002,75.18,74.040001,74.389999,7457700,73.723535
"172",74.809998,75.040001,74.300003,74.93,5542800,74.258698
"173",74.459999,75.279999,73.730003,75.260002,9009400,74.585744
"174",76.540001,78.300003,76.330002,78.07,13476900,77.370566
"175",78.07,78.599998,77.970001,78.5,7801400,77.796714
"176",78.589996,78.589996,77.849998,78.129997,6900500,77.430026
"177",77.959999,78.800003,77.449997,78.790001,6665200,78.084117
"178",78.669998,79.449997,78.669998,79.25,6051500,78.539995
"179",79.110001,79.209999,78.730003,79.019997,4855900,78.312052
"180",79.019997,79.400002,78.440002,78.629997,4598800,77.925547
"181",78.739998,78.989998,78.379997,78.809998,5413500,78.103934
"182",78.529999,78.760002,77.559998,77.589996,8848200,76.894863
"183",77.589996,78.919998,77.589996,78.830002,5240300,78.12376
"184",78.800003,78.980003,77.370003,78.029999,4662500,77.330924
"185",77.559998,78.470001,77.050003,78.190002,5382900,77.489494
"186",78.379997,78.959999,78.040001,78.5,5780500,77.796714
"187",78,78.32,76.43,76.480003,7052400,75.794815
"188",76.57,77.120003,76.190002,76.900002,6134400,76.21105
"189",76.510002,76.660004,75.839996,75.870003,5252700,75.190279
"190",76,77,75.839996,76.050003,6954600,75.368667
"191",75.889999,76.830002,75.800003,76.760002,4014400,76.072305
"192",76.650002,76.68,75.879997,76.470001,5289000,75.784902
"193",76.889999,77.870003,76.870003,77.669998,6497300,76.974148
"194",77.419998,77.5,76.410004,76.720001,4497300,76.032663
"195",76.419998,78.199997,76.099998,77.610001,5858300,76.914688
"196",78.269997,78.269997,77.269997,77.660004,4794000,76.964243
"197",78.379997,78.449997,77.699997,78.019997,9159500,77.321011
"198",78,78.870003,77.93,78.669998,6150800,77.965189
"199",78.75,79.239998,78.68,78.720001,5854900,78.014744
"200",78.839996,79.5,77.550003,77.599998,8133600,76.904776
"201",76.940002,77.470001,76.510002,76.610001,5590700,76.223234
"202",76.540001,77.599998,76.5,77.379997,4510300,76.989343
"203",77.699997,78.449997,77.699997,78.419998,3765900,78.024094
"204",78.489998,78.839996,77.870003,77.989998,5773400,77.596264
"205",78.620003,78.730003,75.970001,76.139999,8381400,75.755606
"206",76.010002,77.120003,75.830002,76.870003,5113600,76.481924
"207",76.309998,77.550003,76.269997,77.360001,4372000,76.969448
"208",77.57,77.769997,77.150002,77.18,3529200,76.790356
"209",77.360001,77.449997,76.300003,76.389999,6279600,76.004343
"210",76.339996,77.199997,76.080002,77.129997,4888900,76.740605
"211",77.099998,77.959999,77.040001,77.93,4521300,77.53657
"212",77.599998,78.660004,77.370003,78.080002,5782000,77.685814
"213",78,78.059998,77.440002,77.889999,3988200,77.496771
"214",78,78.290001,77.720001,77.910004,3388800,77.516674
"215",77.779999,77.980003,76.949997,77.019997,4201200,76.63116
"216",76.440002,77.300003,76.239998,76.489998,5815500,76.103837
"217",76.839996,77.400002,76.760002,77.139999,4249000,76.750557
"218",77.489998,77.529999,76.919998,77.080002,4265100,76.690862
"219",77.400002,78.120003,77.059998,78.010002,4861100,77.616168
"220",77.760002,78.970001,77.550003,78.5,4702400,78.103692
"221",78.480003,78.480003,77.580002,77.610001,4662000,77.218185
"222",78.059998,78.150002,75.93,76.209999,8739800,75.825252
"223",75.410004,76.769997,74.419998,76.519997,7761700,76.133684
"224",76.150002,76.529999,75,75.690002,5655300,75.30788
"225",75.260002,75.629997,74.120003,74.449997,6331500,74.074135
"226",74.010002,75.68,74.010002,75.599998,5883200,75.218331
"227",76,76.230003,75.730003,75.900002,3137300,75.516819
"228",75.900002,76.150002,74.739998,74.910004,3474900,74.53182
"229",75.059998,75.25,73.730003,74.32,4317100,73.944794
"230",74.150002,74.809998,74.089996,74.599998,5002700,74.223379
"231",75.25,76.389999,75.25,76.209999,3973100,75.825252
"232",76.010002,76.440002,75.93,76.019997,3126500,75.636209
"233",75.410004,75.68,75.059998,75.199997,3770000,74.820349
"234",75.230003,75.540001,74.57,74.860001,3506000,74.482069
"235",75.349998,76.559998,75.160004,76.260002,3877200,75.875002
"236",76.32,76.419998,75.989998,76.419998,4528400,76.034191
"237",76.610001,77.760002,76.580002,77.470001,5406500,77.078893
"238",77.849998,78.699997,77.709999,78.440002,6593600,78.043997
"239",78.440002,79.080002,78.370003,78.790001,6868700,78.392229
"240",78.68,78.699997,78.290001,78.410004,3537600,78.01415
"241",78.269997,78.690002,77.800003,77.82,2965700,77.427124
"242",77.389999,77.43,76.360001,76.57,4505100,76.183435
"243",77.43,77.440002,76.470001,77.32,3734900,76.929649
"244",77.279999,77.839996,76.940002,77.209999,4065900,76.820203
"245",77.129997,77.379997,76.32,76.32,7214400,75.934697
"246",77.07,77.660004,76.32,76.699997,6532400,76.312776
"247",76.480003,77.440002,76.010002,76.879997,7768800,76.491868
"248",77.059998,77.279999,76.370003,76.830002,6447100,76.442125
"249",76.360001,76.830002,75.639999,76.040001,8645600,75.656112
"250",75.779999,75.989998,75.360001,75.459999,6423000,75.079038
"251",75.489998,75.809998,75.129997,75.139999,6486700,74.760654
"252",75.309998,75.400002,74.800003,74.919998,6448900,74.541764
"253",75.199997,76.339996,75.029999,76.160004,6276500,75.775509
