"","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
"77",188.929993,190.330002,188.610001,190.059998,2493900,186.045124
"78",188.509995,189.960007,188.119995,189.639999,2336300,185.633998
"79",189.639999,190.850006,189.149994,189.830002,2932600,185.819987
"80",189.910004,190.399994,186.789993,187.169998,3723200,183.216174
"81",187.660004,187.779999,186.240005,186.910004,2283100,182.961671
"82",188.110001,189.369995,187.559998,188.669998,3071500,184.684487
"83",189.690002,190.889999,188.710007,189.039993,2099500,185.046666
"84",187.770004,188.119995,185.539993,185.710007,2991300,181.787023
"85",185.970001,189.600006,185.610001,189.360001,2984800,185.359914
"86",189.119995,189.5,186.089996,186.419998,2625400,182.482017
"87",185.860001,187.740005,185.100006,185.929993,5090200,182.002362
"88",185.490005,186.649994,183.419998,183.520004,3596700,179.643283
"89",184.889999,185.720001,183.589996,183.800003,3924700,179.917367
"90",182.460007,183.789993,178.75,181.75,6895800,177.910669
"91",179.800003,181.479996,178.690002,179.839996,5578600,176.041012
"92",181.240005,182.839996,180.220001,182.050003,4350200,178.204334
"93",166.850006,170.330002,166.690002,169.100006,23416500,165.527896
"94",166.399994,166.679993,161.679993,163.229996,20949800,159.781886
"95",162.410004,165.410004,161.100006,161.789993,11084800,158.372302
"96",162.119995,162.830002,161.539993,162.179993,7599400,158.754063
"97",162.080002,162.440002,161.449997,162.080002,6652100,158.656184
"98",162,162.910004,161.809998,161.869995,4989100,158.450614
"99",162,163.600006,161.800003,163.600006,7895300,160.14408
"100",164.330002,164.619995,162.759995,163.460007,4739300,160.007038
"101",163.5,164.619995,163.020004,164.350006,3896000,160.878237
"102",165.479996,165.589996,163.619995,164.399994,5818000,160.927168
"103",164.25,164.539993,163.380005,164.360001,4688200,160.88802
"104",164.339996,164.360001,162.240005,162.649994,4246900,159.214136
"105",163.130005,163.539993,161.559998,161.820007,4104700,158.401682
"106",161.279999,161.529999,160.050003,161.460007,4067600,159.131007
"107",161.419998,162.210007,160.850006,162.070007,3494800,159.732209
"108",161.899994,164.470001,161.610001,163.490005,4958200,161.131724
"109",163.699997,163.899994,162.600006,163.300003,3534400,160.944462
"110",162.279999,163,161.759995,161.919998,3377600,159.584363
"111",162,162.800003,161.800003,162.789993,3239500,160.441809
"112",162.100006,164.490005,161.690002,164.160004,4976700,161.792058
"113",164.160004,164.970001,163.720001,164.160004,4798900,161.792058
"114",164.729996,164.75,161.889999,161.889999,5410100,159.554797
"115",162.050003,162.100006,160.960007,161.429993,3802200,159.101426
"116",160.949997,161.5,159.800003,160.639999,4182200,158.322828
"117",161.830002,161.949997,160.75,160.919998,4076900,158.598788
"118",161.539993,163.860001,161.059998,162.149994,6618500,159.811042
"119",162.649994,163.5,161.559998,161.759995,4062300,159.426668
"120",161.929993,162.100006,161.009995,161.949997,3966000,159.613929
"121",162.75,163.369995,161.440002,162.169998,2405500,159.830757
"122",161.639999,163.320007,161.350006,161.539993,4168400,159.20984
"123",162.470001,162.729996,161.639999,162.669998,3464100,160.323545
"124",162.470001,164.520004,162,164.520004,6429100,162.146865
"125",164.009995,164.5,163.009995,164.050003,3859400,161.683644
"126",163.610001,164.5,162.910004,163.270004,3013500,160.914896
"127",163.289993,163.289993,161.539993,161.860001,2851000,159.525231
"128",160.839996,163.020004,160.800003,162.990005,3861200,160.638936
"129",163.009995,163.330002,160.029999,160.509995,4072800,158.194698
"130",160.820007,162.929993,160.520004,161.070007,3989600,158.746633
"131",160.25,160.5,155.330002,155.380005,8611700,153.138707
"132",155.929993,156.740005,152.839996,153.059998,6500300,150.852165
"133",152.029999,154.889999,150.5,151.410004,6782600,149.225972
"134",151.520004,153.309998,151.110001,151.929993,5131000,149.73846
"135",153.580002,157.679993,153.300003,157.679993,7302400,155.405518
"136",157.490005,160.410004,157.490005,158.509995,8864900,156.223548
"137",158.330002,161.910004,158.330002,161.440002,4682500,159.111291
"138",162.229996,162.899994,161.610001,162.240005,4043300,159.899755
"139",162.880005,162.990005,161.610001,161.820007,1868100,159.485815
"140",162.270004,163.089996,162.009995,162.339996,1912200,159.998303
"141",162,162.339996,159.449997,160.509995,3331800,158.194698
"142",160.020004,160.820007,159.789993,160.050003,2829900,157.741342
"143",160.410004,161.5,160.380005,160.440002,4011900,158.125716
"144",161.309998,163.309998,161,162.059998,5525500,159.722343
"145",161.270004,161.270004,159.190002,159.509995,4880400,157.209123
"146",159.669998,159.960007,155.169998,156.070007,6146700,153.818756
"147",157.199997,157.199997,154.029999,155.050003,4701800,152.813465
"148",156.240005,159.039993,155.550003,158.419998,4236800,156.13485
"149",158.419998,160.339996,157.25,159.110001,4484800,156.814899
"150",159,159.25,155.759995,156.440002,4182800,154.183415
"151",157.259995,159.970001,155.679993,156.809998,4377500,154.548073
"152",154.860001,156.490005,153.740005,155.800003,4690300,153.552647
"153",156.690002,156.970001,154.160004,154.570007,4248400,152.340393
"154",153.820007,157.630005,153.820007,157.139999,5756000,154.873314
"155",156.699997,157.330002,154.029999,156.949997,8392800,154.686053
"156",153.029999,154.5,151.070007,152.089996,11897100,149.896156
"157",151.940002,155.720001,151.759995,155.389999,6120100,153.148557
"158",155.029999,157.600006,154.889999,155.869995,4834800,153.621629
"159",158.259995,159.460007,155.770004,156.360001,7888100,154.104567
"160",154.940002,155.089996,152.589996,153.669998,5659600,151.453367
"161",154,154.529999,151.550003,151.550003,4495900,149.363952
"162",151.380005,155.580002,149.520004,155.479996,8320800,153.237256
"163",153.910004,155.240005,153.039993,153.309998,6563600,151.098559
"164",154,154.660004,151.509995,154.660004,4712200,152.429092
"165",154.75,158.600006,154.75,158.470001,5539400,156.184131
"166",157.210007,158.710007,156.699997,156.960007,3678500,154.695918
"167",157.289993,158.589996,157.149994,157.910004,5253600,155.632212
"168",157.339996,158.080002,156.229996,156.720001,3225000,155.542884
"169",156,157.5,155.399994,155.75,3057700,154.580168
"170",156.740005,158.559998,155.080002,158.559998,4440600,157.36906
"171",157.759995,159.089996,157.169998,158.199997,3626700,157.011763
"172",158.720001,159.5,158.089996,158.520004,3333100,157.329367
"173",158.779999,160.800003,158.639999,160.399994,3706900,159.195236
"174",159.75,161.410004,159.729996,160.960007,2894500,159.751043
"175",161.860001,162.470001,160.639999,162.190002,4358400,160.9718
"176",162.050003,164.490005,161.440002,163.889999,3504400,162.659028
"177",163.639999,164.339996,162.089996,163.649994,3353000,162.420825
"178",164.229996,164.399994,162.5,162.910004,2714400,161.686393
"179",162.490005,164.990005,161.509995,164.830002,4701600,163.59197
"180",164.940002,164.960007,162.580002,162.809998,4004600,161.587138
"181",163.740005,164.139999,159.770004,160.869995,7110800,159.661707
"182",160.869995,162.289993,160.160004,161.940002,4410000,160.723678
"183",161.940002,161.940002,159.809998,160.479996,5917900,159.274637
"184",160.270004,161.75,160,161.029999,3234400,159.820509
"185",160.539993,160.559998,158.720001,159.419998,3633600,158.222601
"186",159.860001,161.5,159.699997,161.179993,3791700,159.969376
"187",160.190002,161.440002,158.059998,158.5,4540200,157.309513
"188",158.199997,161.149994,158.199997,160.770004,5193900,159.562467
"189",159.600006,160.229996,157.809998,157.809998,4601000,156.624693
"190",158.570007,159.139999,155.940002,156.800003,5709900,155.622284
"191",156.270004,158.720001,156.270004,157.979996,4567300,156.793414
"192",157.460007,157.520004,153.399994,154.279999,6064100,153.121208
"193",155.050003,157.089996,154.800003,157.080002,3749600,155.90018
"194",156.199997,157.289993,155.369995,156.960007,3311700,155.781086
"195",156.850006,160.699997,155.800003,159.809998,5738800,158.609671
"196",159.699997,160.919998,158.809998,159.809998,3878600,158.609671
"197",160.949997,163,160.350006,162.880005,9006400,161.65662
"198",162.770004,165.350006,162.729996,164.630005,5930100,163.393475
"199",164.789993,164.889999,162.899994,163,4346100,161.775714
"200",163.080002,163.080002,159.199997,159.199997,5428900,158.004252
"201",159.270004,161.25,158.910004,160.589996,4396000,159.383811
"202",160.789993,160.899994,159.229996,160.399994,3477900,159.195236
"203",161.309998,163.600006,161.25,162.669998,4138000,161.44819
"204",161.080002,162.330002,160.399994,160.5,4255400,159.294491
"205",160.229996,160.619995,158.389999,159.179993,3700800,157.984398
"206",159.520004,162.539993,158.889999,160.449997,4671600,159.244863
"207",159.690002,162.800003,158.699997,162.039993,3465700,160.822917
"208",161.669998,163.839996,161.619995,162.070007,3148000,160.852706
"209",161.720001,163.550003,161.009995,161.850006,2524300,160.634357
"210",161.699997,162.470001,160.720001,162.339996,2263500,161.120667
"211",162.339996,163.330002,161.25,162.860001,2515700,161.636766
"212",162.369995,164,162.360001,162.380005,3868900,161.160375
"213",162.419998,162.740005,160.789993,162.300003,2719300,161.080974
"214",162.630005,164.960007,162.5,164.130005,3498800,162.897231
"215",163.309998,163.979996,162.539993,163.130005,3136900,161.904742
"216",161.75,161.860001,160.029999,160.669998,4314400,159.463212
"217",162.100006,166.639999,161.899994,166.160004,9609200,164.911983
"218",166.070007,167.380005,164.050003,164.259995,9683600,163.026244
"219",164.389999,166,162.889999,165.360001,4024800,164.117988
"220",165.229996,171.910004,165.139999,170.240005,8235600,168.96134
"221",170.229996,170.850006,168.740005,169.779999,3888400,168.504788
"222",170.889999,171.490005,170.300003,170.729996,3168600,169.44765
"223",170.830002,174.690002,170.020004,173.919998,5816700,172.613692
"224",173.399994,175.130005,172.800003,174.399994,4518400,173.090083
"225",173.770004,174.279999,170.300003,171.289993,5062900,170.003441
"226",173.199997,174,172.419998,173.669998,3312100,172.36557
"227",174.470001,176.300003,173.699997,173.970001,4028000,172.663319
"228",173.509995,174.229996,171.960007,173.080002,3593600,171.780005
"229",172.899994,174.050003,168.860001,170.050003,3612600,170.050003
"230",169.630005,171.979996,169.039993,170.990005,2472000,170.990005
"231",172.940002,173.330002,172.240005,172.679993,3092600,172.679993
"232",172.649994,172.990005,170.860001,171.119995,2661000,171.119995
"233",170.550003,171.490005,168.839996,170.550003,2928600,170.550003
"234",171.240005,172.740005,170.75,172.279999,2411500,172.279999
"235",173.5,174.399994,173.220001,174.050003,2435700,174.050003
"236",173.910004,174.410004,172.600006,173.259995,2913700,173.259995
"237",173.440002,173.490005,172.300003,173.059998,1923600,173.059998
"238",172.970001,173.75,171.929993,173.479996,2519600,173.479996
"239",173.330002,174.440002,172.460007,173.759995,2300300,173.759995
"240",173.320007,174.139999,173.039993,173.339996,2293600,173.339996
"241",173.039993,173.389999,172.190002,172.220001,2704700,172.220001
"242",172.110001,172.119995,169.130005,170.130005,3840000,170.130005
"243",171.160004,172.479996,170.490005,172,2749100,172
"244",171.449997,171.839996,170.660004,171.710007,1727000,171.710007
"245",171.350006,171.350006,169.649994,169.649994,3996000,169.649994
"246",170.210007,171.039993,169.029999,170.179993,2978500,170.179993
"247",169.660004,170.449997,168.429993,169.649994,2571400,169.649994
"248",170.5,171.559998,169.630005,169.919998,2128200,169.919998
"249",169.529999,170.600006,167.929993,168.380005,3053600,168.380005
"250",168.25,168.910004,167.199997,167.399994,3093300,167.399994
"251",167.169998,167.279999,165.020004,165.339996,3757400,165.339996
"252",165.339996,166.020004,163.369995,165.679993,3334800,165.679993
"253",166.490005,169.389999,166.059998,168.919998,4674800,168.919998
