"","GAS.Open","GAS.High","GAS.Low","GAS.Close","GAS.Volume","GAS.Adjusted"
"121",51.98,52.669998,51.98,52.310001,433100,51.281468
"122",52.290001,52.630001,51.790001,52.380001,1155700,51.350092
"123",52.48,53.130001,52.209999,53.099998,2104200,52.055932
"124",53.130001,53.66,53.049999,53.619999,1453200,52.565709
"125",53.700001,53.779999,53.139999,53.630001,1351400,52.575514
"126",53.310001,53.560001,53.110001,53.360001,680500,52.310822
"127",53.25,53.759998,52.740002,52.970001,839100,51.928491
"128",52.689999,53.599998,52.599998,53.580002,1400100,52.526498
"129",53.57,53.630001,52.369999,52.389999,659400,51.359894
"130",52.389999,53.259998,52.310001,52.610001,571600,51.575569
"131",52.200001,52.48,51.16,51.18,1053600,50.173686
"132",51.27,51.5,50.529999,50.650002,1096500,49.654108
"133",50.619999,51.009998,50.099998,50.419998,1423000,49.428627
"134",50.610001,51.34,50.279999,51.259998,787400,50.252111
"135",51.59,52.25,51.490002,52.25,861500,51.222647
"136",52.610001,52.619999,52.029999,52.189999,1297100,51.163825
"137",52.450001,52.57,51.91,52.5,458200,51.467731
"138",52.779999,53.099998,52.509998,52.720001,458400,51.683407
"139",52.790001,54.23,52.790001,54.009998,478900,52.94804
"140",54.189999,55.220001,53.959999,54.950001,562600,53.86956
"141",55.060001,56.669998,55,56.540001,766400,55.428297
"142",56.360001,56.369999,55.669998,55.689999,677900,54.595007
"143",55.790001,55.959999,54.470001,54.509998,702800,53.438209
"144",54.560001,54.869999,54,54.630001,563500,53.555852
"145",54.369999,54.470001,53.169998,53.450001,608900,52.399053
"146",53.630001,54.169998,52.84,53.130001,1075000,52.085345
"147",53.509998,53.990002,53.02,53.82,836400,52.761777
"148",53.970001,54.349998,53.790001,54.07,836700,53.006861
"149",54.07,54.259998,53.240002,53.459999,468700,52.408855
"150",53.57,53.650002,52.93,53.5,557400,52.448069
"151",53.959999,54.669998,53.25,53.75,619000,52.693153
"152",53.439999,54.549999,53.389999,54.450001,564400,53.379391
"153",54.450001,55.130001,54.360001,54.73,436100,53.653884
"154",54.810001,55.790001,54.810001,55.759998,629200,54.663631
"155",55.889999,56.630001,55.450001,56.610001,987800,55.49692
"156",56.580002,57.099998,56.029999,57.029999,748800,55.90866
"157",57.110001,57.459999,56.759998,57.049999,732800,55.928267
"158",57.25,57.740002,56.98,57.509998,642700,56.379222
"159",57.369999,57.740002,56.790001,57.41,534400,56.281189
"160",57.209999,57.59,57.029999,57.25,792300,56.124336
"161",57.240002,57.75,56.27,56.450001,547800,55.340066
"162",56.66,57.150002,55.599998,57.02,596300,55.898858
"163",56.759998,57.150002,56.169998,56.380001,1004700,55.271443
"164",56.349998,57.330002,55.98,57.060001,589100,55.938073
"165",56.849998,57.540001,56.029999,57.189999,729300,56.065514
"166",56.93,57.150002,56.389999,56.52,593000,55.408689
"167",56.849998,57.48,56.599998,56.939999,492800,55.82043
"168",56.759998,56.849998,54.439999,54.77,554800,53.693098
"169",54.57,54.959999,53.759998,54.099998,654200,53.03627
"170",54.060001,54.619999,53.830002,54.5,1083400,53.428407
"171",53.869999,53.869999,52.330002,52.810001,1395200,52.260683
"172",52.720001,52.720001,49.639999,49.799999,2253000,49.28199
"173",49.869999,50.41,49.529999,50.07,1625300,49.549182
"174",50.029999,50.27,49.41,49.759998,1729200,49.242405
"175",49.549999,50.810001,49.52,50.799999,969800,50.271589
"176",50.810001,50.950001,50.009998,50.139999,633400,49.618454
"177",50.220001,50.25,49.529999,50.09,854700,49.568975
"178",50.09,50.389999,50.07,50.369999,495300,49.846061
"179",50.169998,50.580002,49.959999,50.200001,566400,49.677831
"180",50.200001,50.27,49.52,49.66,639600,49.143447
"181",49.650002,49.810001,49.060001,49.209999,585600,48.698127
"182",49.259998,49.529999,48.900002,49.110001,748900,48.599169
"183",49,49,47.790001,47.860001,1318200,47.362171
"184",47.75,48.209999,47.18,48.200001,1045000,47.698635
"185",48.049999,48.080002,47.59,47.939999,725100,47.441337
"186",48.040001,48.459999,48.009998,48.290001,680800,47.787699
"187",48.009998,48.009998,46.869999,47.110001,744000,46.619972
"188",47.200001,47.459999,46.830002,46.860001,608400,46.372573
"189",46.75,47.16,46.5,46.830002,688600,46.342886
"190",46.900002,47.029999,46.5,46.77,849600,46.283509
"191",46.849998,48.150002,46.810001,48,772000,47.500714
"192",48,48,46.720001,47.369999,749300,46.877266
"193",47.349998,48.310001,47.299999,48.18,875700,47.678842
"194",48.080002,48.470001,47.950001,48.290001,558300,47.787699
"195",48.23,50.110001,48.099998,49.849998,897900,49.331469
"196",49.619999,50.23,49.360001,49.380001,823000,48.866361
"197",49.700001,50.310001,49.540001,50.150002,1723400,49.628352
"198",50.150002,50.25,49.75,49.810001,630200,49.291888
"199",49.700001,49.860001,49.310001,49.360001,574000,48.846568
"200",49.5,50.209999,48.93,48.970001,1175600,48.460626
"201",49.009998,49.5,48.419998,48.470001,1479400,47.965827
"202",48.599998,49.209999,48.509998,48.889999,982100,48.381456
"203",49.32,49.939999,48.970001,49.599998,491600,49.08407
"204",49.580002,49.860001,49.240002,49.650002,745600,49.133553
"205",49.580002,49.860001,49.139999,49.830002,514300,49.311681
"206",49.849998,50.389999,49.68,50.18,613200,49.658039
"207",50.240002,50.849998,50.119999,50.759998,727600,50.232004
"208",50.700001,50.700001,50.029999,50.07,579400,49.549182
"209",50.040001,50.209999,49.580002,50.060001,672800,49.539288
"210",50.139999,50.27,49.529999,50.110001,828200,49.588767
"211",50.130001,50.77,50.009998,50.720001,617800,50.192423
"212",50.759998,50.900002,50.09,50.09,496100,49.568975
"213",51.060001,51.060001,50.279999,50.639999,535500,50.113253
"214",50.970001,51.189999,50.849998,50.939999,526400,50.410132
"215",50.700001,50.830002,49.810001,50.279999,537700,49.756997
"216",49.950001,50.27,49.389999,49.700001,881000,49.183032
"217",49.950001,51.040001,49.939999,50.540001,690500,50.014295
"218",50.650002,51.02,49.91,50.049999,666000,49.52939
"219",50.200001,50.380001,49.650002,50.169998,766300,49.648141
"220",50.25,50.619999,50.09,50.52,563100,49.994502
"221",50.599998,51.799999,50.529999,51.470001,926200,50.934621
"222",51.5,51.57,50.279999,50.709999,692200,50.182525
"223",50.509998,50.880001,49.830002,50.880001,667600,50.350758
"224",50.549999,51.880001,50.5,51.43,1246400,50.895036
"225",51.110001,51.290001,49.93,50.27,902000,49.747103
"226",50.439999,50.68,49.900002,50.560001,767600,50.034087
"227",50.57,51.130001,50.560001,50.580002,754000,50.05388
"228",50.5,50.599998,48.610001,48.630001,1519700,48.124162
"229",48.919998,49.119999,48.32,48.849998,925600,48.341871
"230",49.009998,49.599998,48.889999,49.240002,589100,48.727818
"231",49.689999,49.970001,49.27,49.52,669000,49.004904
"232",49.34,50.16,49.279999,49.540001,755000,49.024696
"233",49.41,49.41,48.599998,49.029999,1172000,48.519999
"234",48.740002,49.200001,48.52,48.700001,1507600,48.700001
"235",48.98,49.810001,48.880001,49.799999,1006500,49.799999
"236",49.869999,50.439999,49.830002,50.279999,2624200,50.279999
"237",50.18,50.799999,50.080002,50.48,1080200,50.48
"238",50.279999,50.689999,50.040001,50.380001,529200,50.380001
"239",50.360001,50.740002,50.290001,50.330002,577000,50.330002
"240",50.279999,50.59,49.880001,50.099998,614000,50.099998
"241",50.02,50.150002,49.66,49.98,6e+05,49.98
"242",49.880001,49.919998,49.380001,49.560001,935600,49.560001
"243",49.619999,49.810001,49.290001,49.599998,768500,49.599998
"244",49.48,50.380001,49.380001,50.32,602200,50.32
"245",50.259998,50.610001,49.880001,50.369999,610100,50.369999
"246",50.41,50.779999,50.259998,50.360001,539900,50.360001
"247",49.939999,50.09,48.950001,49.25,671000,49.25
"248",49.25,49.369999,48.459999,48.639999,598000,48.639999
"249",48.57,48.84,48.34,48.419998,472600,48.419998
"250",48.029999,48.099998,47.470001,47.549999,676700,47.549999
"251",47.549999,47.77,47.450001,47.450001,536900,47.450001
"252",47.509998,47.759998,47.369999,47.439999,410500,47.439999
"253",47.720001,48.02,47.509998,47.59,490800,47.59
