"","HAL.Open","HAL.High","HAL.Low","HAL.Close","HAL.Volume","HAL.Adjusted"
"1",67.019997,67.349998,66.800003,67.110001,3518100,66.119188
"2",66.739998,67,66.330002,66.940002,3373100,65.9517
"3",67.379997,68.139999,66.620003,66.639999,9660500,65.656126
"4",66.610001,67.690002,66.040001,67.580002,5617700,66.58225
"5",67.580002,67.870003,66.940002,67.610001,4491600,66.611806
"6",67.480003,68.07,67.209999,67.610001,3588500,66.611806
"7",67.919998,68.620003,67.410004,68.5,6269400,67.488665
"8",68.449997,69,68.029999,68.980003,4837200,67.961582
"9",69.410004,70.620003,69.110001,70.239998,10044700,69.202974
"10",70.449997,70.790001,70,70.370003,5369200,69.331059
"11",70.349998,70.349998,68.07,68.160004,7037100,67.153689
"12",68.050003,69.720001,67.849998,69.440002,9132800,68.414789
"13",69.629997,70.370003,69.349998,69.550003,7733200,68.523166
"14",69.110001,70.489998,68.919998,70.470001,6854500,69.429581
"15",70.540001,71.260002,70.209999,71.010002,6255400,69.96161
"16",71.269997,71.459999,70.769997,70.849998,5572700,69.803968
"17",70.639999,71.269997,70.599998,70.82,4907600,69.774412
"18",70.980003,71.029999,70.339996,70.970001,2506600,69.922199
"19",70.269997,70.459999,69.620003,70.160004,4446400,69.124161
"20",70.029999,70.139999,68.959999,69.660004,5554900,68.631543
"21",70.029999,70.75,69.919998,70.669998,4460700,69.626626
"22",69.730003,69.900002,68.910004,69.349998,5630800,68.326114
"23",69.239998,69.349998,68.660004,68.989998,4651900,67.971429
"24",69.410004,70.010002,69.120003,69.800003,5290100,68.769475
"25",69.589996,70.370003,69.269997,70.260002,7133400,69.222683
"26",70.639999,71.940002,70.339996,71.860001,7157000,70.799059
"27",71.879997,71.900002,70.290001,70.349998,5844300,69.31135
"28",70.330002,71.150002,69.919998,70.93,7106500,69.882789
"29",70.970001,72.199997,70.650002,71,9449600,69.951755
"30",71.699997,73.43,71.589996,73.290001,11419100,72.207947
"31",73.339996,74.330002,72.519997,74.019997,8126800,72.927165
"32",74.099998,74.330002,73.230003,73.410004,6243600,72.326178
"33",73.349998,73.660004,72.739998,73.410004,4506200,72.326178
"34",73.059998,73.160004,72.129997,72.639999,4237600,71.567542
"35",72.779999,72.779999,71.209999,71.220001,6508600,70.168508
"36",71.349998,71.860001,70.650002,70.739998,6360700,69.695592
"37",70.25,70.309998,68.510002,68.989998,9979400,67.971429
"38",68.57,69.160004,67.370003,68.720001,9411900,67.705418
"39",69.019997,70.330002,68.410004,70.089996,7051900,69.055187
"40",69.779999,69.82,66.769997,67.720001,9491900,66.720182
"41",67.199997,69.230003,67.150002,67.959999,6468600,66.956637
"42",68.349998,68.550003,67.029999,67.370003,6880600,66.375351
"43",67.57,68.379997,67.25,68.309998,5645600,67.301468
"44",69.07,69.940002,68.790001,69.419998,6182100,68.395081
"45",68.82,69.389999,68.489998,69.019997,5067300,68.000985
"46",69.43,69.860001,69.040001,69.540001,3895800,68.513312
"47",69.830002,69.849998,67.169998,67.339996,8358200,66.345788
"48",67.790001,68.470001,67.360001,68.419998,6838800,67.409845
"49",68.910004,69.269997,68.529999,68.870003,5016500,67.853205
"50",69,69.459999,68.639999,68.769997,5812300,67.754676
"51",68.980003,69,68.050003,68.779999,4444600,67.76453
"52",68.910004,68.910004,68.050003,68.339996,4708500,67.331024
"53",68.230003,68.300003,67.260002,67.470001,5123700,66.473873
"54",67.910004,68.610001,67.540001,68.550003,5063400,67.53793
"55",68.970001,70.5,68.800003,69.809998,7822800,68.779322
"56",69.809998,69.809998,68.07,68.480003,15546000,67.468964
"57",68.110001,68.260002,67.269997,67.379997,7429300,66.385198
"58",67.309998,67.669998,67.150002,67.610001,5249900,66.760427
"59",68.169998,68.18,66.230003,67.489998,10644500,66.641933
"60",68.029999,68.18,66.809998,67.580002,8111500,66.730806
"61",67.529999,67.940002,66.230003,66.550003,10185400,65.71375
"62",66.519997,67.639999,65.879997,67.449997,8977100,66.602434
"63",67.040001,67.139999,65.940002,66.309998,8816900,65.47676
"64",66.220001,66.919998,65.470001,65.830002,5912500,65.002796
"65",65.790001,66.75,65.43,66.709999,6107500,65.871735
"66",66.120003,67.290001,65.730003,67.07,6588500,66.227212
"67",66.690002,66.790001,65.610001,65.860001,6321200,65.032418
"68",65.650002,66.43,64.910004,66.279999,5987700,65.447138
"69",66.089996,67.889999,65.989998,67.290001,6331100,66.444449
"70",67.629997,67.68,65.849998,66.239998,6369900,65.40764
"71",66.790001,66.800003,65.900002,66.330002,5754300,65.496513
"72",66.629997,66.989998,66.169998,66.510002,8488500,65.674251
"73",66.300003,66.300003,64.379997,64.68,8763400,63.867245
"74",64.650002,65.370003,64.209999,64.800003,5506500,63.98574
"75",64.82,65,63.060001,64.720001,10409000,63.906743
"76",64.480003,64.879997,63.330002,63.66,6279800,62.860062
"77",63.830002,66.260002,63.650002,65.879997,7892200,65.052163
"78",64.900002,65.790001,64.459999,65.610001,8432300,64.785559
"79",65.290001,66.25,63.93,64.510002,8893200,63.699383
"80",64.629997,64.879997,62.080002,62.470001,9728700,61.685016
"81",61.900002,61.93,59.669998,61.439999,15763100,60.667956
"82",62.259998,62.279999,60.639999,61.860001,7214700,61.082681
"83",61.970001,62.849998,60.93,61.68,7164900,60.904942
"84",61.310001,62.619999,61.060001,61.209999,7178700,60.440847
"85",60.66,60.84,57.849998,60.41,21106900,59.6509
"86",59.880001,59.939999,56.869999,57.279999,17290000,56.56023
"87",57.02,57.169998,53.82,54.290001,29437400,53.607804
"88",54.040001,54.84,49.869999,50.259998,25679600,49.628442
"89",50.619999,51.73,48.91,49.630001,27479300,49.006361
"90",49.27,51.290001,48.169998,50.639999,30381000,50.003668
"91",48.900002,52.880001,48.529999,51.169998,28459700,50.527007
"92",54.73,56.169998,52.139999,52.599998,26762400,51.939038
"93",53.220001,53.970001,51.610001,52.919998,19259800,52.255017
"94",54.41,55.869999,53.919998,55.66,18924500,54.960588
"95",56.07,56.509998,54.349998,54.43,17167100,53.746044
"96",55.389999,56.360001,54.799999,55.849998,10908000,55.148199
"97",56.299999,56.299999,54.450001,55.779999,11425800,55.079079
"98",54.200001,54.200001,51.84,52.389999,18783400,51.731678
"99",52.740002,53.630001,52.509998,53.259998,13853100,52.590744
"100",54.52,55.169998,53.82,54.419998,10994700,53.736168
"101",54.060001,54.529999,53.110001,53.919998,7249700,53.242451
"102",53.52,55.189999,53.02,55.139999,11120300,54.447122
"103",55.5,55.939999,53.669998,53.880001,11962100,53.202956
"104",52.84,52.869999,50.060001,51.18,20019200,50.536883
"105",51.75,52.959999,51.380001,52.369999,13049200,51.711928
"106",51.799999,53.220001,51.400002,53.169998,13579800,52.501875
"107",53.349998,54.470001,53.25,53.860001,10990300,53.183207
