"","HAL.Open","HAL.High","HAL.Low","HAL.Close","HAL.Volume","HAL.Adjusted"
"108",55.009998,55.599998,53.259998,53.630001,10217700,52.956098
"109",53.939999,54.029999,52.279999,53.720001,10705200,53.044967
"110",53.220001,54.540001,52.849998,53.23,9590600,52.561122
"111",52.830002,58,50.77,53.790001,35987500,53.114087
"112",56.029999,56.259998,53.689999,55.080002,25489200,54.387878
"113",51.470001,51.779999,49.009998,49.23,80357800,48.611386
"114",50.240002,50.419998,48.459999,48.540001,43671700,47.930057
"115",48.73,48.939999,47.740002,48.43,31694500,47.821439
"116",48.700001,49.459999,48.389999,49.209999,23267900,48.591636
"117",50.299999,51.130001,49.799999,50.630001,31219900,49.993795
"118",50.509998,50.98,49.509998,49.880001,21008200,49.253219
"119",50.290001,50.330002,48.189999,48.259998,27170000,47.653573
"120",48.060001,48.189999,47.119999,47.34,22833500,46.745136
"121",44.330002,44.369999,41.869999,42.200001,34472700,41.669724
"122",42.02,42.130001,40.25,41.209999,40195000,40.692163
"123",41.290001,41.439999,40.200001,40.34,39351900,39.833096
"124",41.189999,41.84,40.630001,40.75,33376500,40.418294
"125",40.470001,41.279999,40.02,40.740002,32537900,40.408377
"126",40.810001,41.02,40.029999,40.369999,30049700,40.041386
"127",39.84,39.950001,38.380001,38.59,37381000,38.275876
"128",38.040001,39.689999,37.869999,39.5,33268800,39.178469
"129",38.470001,39.200001,37.84,38.119999,35185800,37.809701
"130",38.060001,39.130001,38.029999,38.23,22655600,37.918806
"131",37.810001,38.48,37.459999,37.93,30147100,37.621249
"132",38.450001,38.740002,37.740002,37.82,25879300,37.512144
"133",37.419998,39.700001,37.209999,38.110001,28370900,37.799784
"134",38.169998,40.09,37.57,39.439999,31846800,39.118956
"135",40.810001,40.84,38.5,39.23,30803900,38.910666
"136",39.630001,40.57,39.34,40.490002,24413800,40.160412
"137",40.32,40.439999,39.439999,39.68,19035900,39.357004
"138",39.740002,40.040001,39.23,39.880001,15064000,39.555377
"139",39.759998,40.049999,39.16,39.700001,8362200,39.376842
"140",40.099998,40.299999,39.459999,39.73,10759900,39.406596
"141",39.970001,40.470001,39.619999,40,12499700,39.674399
"142",40.09,40.119999,39.529999,39.529999,12183500,39.208224
"143",39.23,39.849998,38.610001,39.330002,12110400,39.009855
"144",39.169998,39.939999,38.970001,39.490002,11560200,39.168552
"145",38.93,38.959999,38.220001,38.709999,19738700,38.394899
"146",38.389999,38.73,38.07,38.330002,20456300,38.017995
"147",38.740002,39.400002,38.549999,39.360001,17556300,39.039609
"148",39.759998,40.400002,39.099998,40.209999,20043600,39.882689
"149",40.439999,40.470001,39.630001,39.799999,17266100,39.476026
"150",38.799999,38.98,38.279999,38.540001,25755800,38.226284
"151",38.650002,39.450001,38.25,38.290001,22228300,37.978319
"152",38.02,38.43,37.360001,38.34,27990500,38.027911
"153",38.84,39.130001,37.27,37.330002,19531200,37.026135
"154",37.73,39.330002,37.700001,39.130001,21782700,38.811482
"155",39.599998,40,38.119999,39.830002,25096100,39.505785
"156",40.23,40.880001,39.669998,40.689999,17611200,40.358781
"157",40.900002,41.16,40.389999,40.82,17995500,40.487724
"158",41.060001,42.049999,40.610001,40.990002,17692900,40.656342
"159",41.099998,41.490002,40.549999,41.459999,15739700,41.122514
"160",41.189999,41.82,40.939999,41.5,14271600,41.162189
"161",41.360001,41.389999,39.360001,39.470001,20655200,39.148714
"162",39.869999,39.869999,38.32,39.57,14800100,39.247899
"163",39.240002,40.740002,39.009998,39.990002,19495900,39.664482
"164",40.919998,41.529999,40.279999,41.509998,18129400,41.172106
"165",42.540001,43.720001,42.5,43.32,24134000,42.967374
"166",42.619999,43.119999,42.040001,42.389999,18881800,42.044944
"167",42.970001,43.709999,42.880001,43.349998,15218300,42.997128
"168",44.099998,44.34,43.130001,43.360001,18268800,43.007049
"169",43.669998,44.349998,43.41,43.509998,15968700,43.155826
"170",43.439999,43.439999,42.049999,42.599998,21869900,42.253233
"171",42.02,42.32,41.610001,42.150002,15847500,41.806899
"172",42.650002,43.349998,42.5,42.77,12946600,42.421851
"173",43.490002,44.200001,43.310001,44.189999,17612700,43.830291
"174",44.389999,44.919998,43.560001,44.869999,15546700,44.504756
"175",44.349998,44.82,44.009998,44.389999,12494400,44.028664
"176",43.16,44.639999,43.080002,44.240002,12861700,43.879887
"177",44.099998,44.34,43.279999,43.360001,17450600,43.007049
"178",42.959999,43.59,42.619999,43.220001,12880300,42.868189
"179",43.77,43.91,41.849998,43.119999,19324300,42.769001
"180",43.049999,43.709999,42.799999,43.68,11817100,43.324444
"181",43.25,43.310001,42.529999,42.700001,15498900,42.352422
"182",42.959999,43.23,42.720001,42.939999,12293300,42.590466
"183",42.759998,43.049999,41.959999,42.990002,13017300,42.819556
"184",43.049999,43.32,42.599998,43.110001,10721900,42.939079
"185",43.080002,43.200001,42.439999,43.07,11926900,42.899237
"186",42.549999,43.02,42.509998,42.939999,7833800,42.769751
"187",42.650002,42.919998,42.099998,42.380001,12939000,42.211974
"188",42.110001,42.759998,41.810001,42.040001,13436300,41.873321
"189",41.299999,42.150002,41.209999,41.310001,15280100,41.146216
"190",41.049999,41.830002,40.990002,41.310001,12911300,41.146216
"191",41.669998,41.669998,40.91,40.990002,11146400,40.827485
"192",40.490002,40.59,39.880001,40.18,17913600,40.020695
"193",39.610001,40.560001,39.27,40.52,15397200,40.359347
"194",40.299999,40.5,39.869999,40.279999,13337800,40.120297
"195",40.060001,41.68,39.900002,41.59,16118000,41.425105
"196",40.970001,41.57,40.75,41.549999,11622200,41.385263
"197",42.25,43.02,42.060001,42.82,21641900,42.650228
"198",42.82,43.48,42.400002,42.400002,10688500,42.231895
"199",42.560001,42.889999,42.279999,42.529999,8374500,42.361377
"200",42.869999,44.27,42.810001,43.459999,17250300,43.28769
"201",44.029999,44.43,43.130001,43.18,17432500,43.008801
"202",42.919998,43.330002,42.68,43.259998,11093300,43.088482
"203",43.470001,44.09,43.470001,43.82,8715000,43.646263
"204",43.470001,44.16,43.290001,43.880001,8360500,43.706026
"205",44.290001,44.380001,43.580002,43.82,14229000,43.646263
"206",43.700001,44.32,43.490002,43.959999,11130400,43.785707
"207",44.200001,46.360001,44.139999,45.880001,23794200,45.698097
"208",45.790001,46.130001,44.18,44.52,22218300,44.343488
"209",44.650002,45,44.02,44.220001,14295800,44.044679
"210",44.490002,46.27,44.43,46.040001,17869300,45.857462
"211",45.990002,46.52,45.720001,46.259998,10175700,46.076588
"212",46.450001,46.59,45.299999,45.439999,11811100,45.259839
"213",45.689999,46.310001,45.639999,46.200001,12838700,46.016828
"214",46.75,48.540001,46.25,48.259998,24186300,48.068658
"215",47.970001,48.740002,47.470001,47.830002,15509100,47.640366
"216",47.52,47.66,46.380001,46.889999,20213300,46.704091
"217",46.869999,48.93,46.720001,47.849998,26332400,47.660284
"218",47.720001,47.889999,46.610001,47.049999,17264400,46.863456
"219",47.349998,47.549999,46.759998,47.110001,14017300,46.92322
"220",47.099998,48.639999,47.099998,48.169998,12865500,47.979015
"221",47.900002,48.57,47.369999,48,16282100,47.80969
"222",48.209999,48.869999,48.169998,48.43,12488200,48.237986
"223",48.259998,48.919998,48.200001,48.59,9322400,48.397351
"224",48.490002,49.580002,48.25,49.209999,13575000,49.014892
"225",49.310001,49.700001,48.759998,48.950001,11404100,48.755925
"226",48.889999,49.299999,48.419998,49.110001,11002100,48.91529
"227",49.290001,49.650002,48.860001,49.200001,10524500,49.004933
"228",49.720001,50.200001,47.990002,48.040001,18671000,47.849533
"229",48.709999,48.939999,47.32,47.669998,13224500,47.480997
"230",47.169998,47.209999,46.080002,46.349998,18428200,46.166231
"231",47,48.200001,46.27,48.110001,14706800,47.919255
"232",47.98,48,46.93,47.189999,13486800,47.002901
"233",47.279999,47.689999,46.669998,47.490002,8944200,47.301714
"234",47.619999,47.900002,47.200001,47.290001,10709600,47.102506
"235",47.52,47.549999,46.290001,46.439999,14052700,46.255874
"236",46.310001,46.889999,45.779999,46.700001,10842600,46.514845
"237",46.599998,46.790001,46.119999,46.720001,7494400,46.534767
"238",46.080002,46.299999,45.02,45.07,15193600,44.891307
"239",45.279999,45.450001,44.720001,44.970001,13448000,44.791705
"240",45.330002,46.360001,45.290001,46.16,15714700,45.976986
"241",45.639999,46.380001,45.540001,45.91,7738600,45.727977
"242",45.27,45.91,45.240002,45.450001,9214900,45.269801
"243",45.349998,45.91,44.810001,45.619999,11044200,45.439126
"244",45.5,45.59,44.91,45.349998,7455400,45.170196
"245",45.470001,45.970001,45.360001,45.400002,9436300,45.22
"246",45.349998,45.540001,45.040001,45.240002,7539300,45.240002
"247",45.360001,46.400002,45.209999,45.919998,9758400,45.919998
"248",45.849998,46.580002,45.57,45.619999,7411400,45.619999
"249",45.16,45.459999,44.68,44.709999,11908200,44.709999
"250",44.560001,46.130001,44.369999,45.73,12006100,45.73
"251",45.650002,46.139999,45.23,45.419998,8775100,45.419998
"252",45.799999,46.080002,45.259998,45.279999,8129900,45.279999
"253",45.849998,46.689999,45.779999,46.240002,11692200,46.240002
