"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"69",65.910004,66.629997,65.800003,66.339996,2045700,65.477635
"70",66.610001,66.720001,65.690002,66.209999,1351500,65.349328
"71",66.980003,67.209999,66.410004,67.040001,1273000,66.16854
"72",67.690002,67.82,67.07,67.169998,2289100,66.296847
"73",67.089996,67.410004,66.529999,66.860001,1851000,65.99088
"74",66.720001,66.949997,66.209999,66.230003,1137600,65.369072
"75",66.230003,66.870003,65.849998,66.849998,1421800,65.981007
"76",66.620003,66.660004,65.5,65.610001,1939400,64.757129
"77",65.889999,66.400002,65.769997,66.269997,975000,65.408545
"78",65.669998,66.279999,65.540001,66.129997,1227800,65.270366
"79",66.089996,66.389999,65.809998,66.029999,1667600,65.171667
"80",66.080002,66.230003,65.550003,65.889999,2091700,65.033488
"81",65.989998,66.720001,65.379997,66.620003,1345000,65.754002
"82",67,67.459999,66.830002,67.300003,1511200,66.425162
"83",67.43,67.489998,66.389999,66.449997,1146600,65.586206
"84",66.029999,66.360001,65.660004,65.68,1069500,64.826218
"85",65.870003,66.760002,65.779999,66.68,2024100,65.813219
"86",66.690002,66.75,64.849998,65.040001,1875300,64.194538
"87",65.139999,65.639999,64.540001,64.540001,1763800,63.701038
"88",64.599998,64.849998,63.650002,63.759998,1996700,62.931175
"89",63.860001,64.269997,63.540001,63.950001,1721500,63.118707
"90",63.110001,63.200001,61.75,62.799999,3163900,61.983655
"91",61.900002,64.169998,61.860001,63.98,2483200,63.148316
"92",64.360001,64.580002,63.75,63.759998,3021300,62.931175
"93",63.639999,64.419998,62.5,63.959999,2887100,63.128576
"94",64.459999,66.720001,64.440002,66.669998,2157700,65.803347
"95",66.849998,67.589996,66.639999,66.669998,2232100,65.803347
"96",67.040001,67.650002,66.129997,66.239998,2162000,65.378936
"97",66.089996,66.82,66,66.5,1583000,65.635559
"98",66.5,67.129997,66.150002,66.959999,1339600,66.089578
"99",67.190002,67.489998,66.849998,67.43,1490500,66.55347
"100",67.32,67.769997,66.540001,66.919998,1550600,66.050097
"101",66.769997,67.720001,66.580002,67.269997,1352900,66.395546
"102",68.099998,68.290001,67.43,67.68,1647200,66.80022
"103",67.879997,68,67.529999,67.900002,1372000,67.017361
"104",67.849998,68.040001,67.220001,67.910004,1098600,67.027234
"105",68.559998,68.75,68.230003,68.5,1294900,67.60956
"106",68.5,68.989998,68.339996,68.910004,1593000,68.014234
"107",68.690002,69.849998,68.519997,69.790001,1688700,68.882793
"108",69.839996,70.739998,69.760002,70.620003,2103400,69.702005
"109",70.760002,70.860001,70.18,70.519997,1737200,69.603299
"110",70.739998,71.529999,70.449997,71.489998,1662800,70.560691
"111",71.559998,71.660004,70.860001,71.339996,942200,70.412639
"112",71.160004,71.449997,70.910004,71,1302500,70.077063
"113",70.959999,71.589996,70.699997,71.32,1056500,70.392903
"114",71.5,72.800003,71.339996,72.43,1577600,71.488474
"115",72.389999,72.870003,72.07,72.660004,1163200,71.715488
"116",72.209999,73.5,72.209999,73.379997,1986400,72.426122
"117",74.32,74.349998,73.510002,73.629997,1864800,72.672872
"118",73.919998,74.25,73.339996,73.910004,1709800,72.949239
"119",74.010002,74.379997,73.650002,74.059998,2493800,73.097283
"120",74.059998,74.32,73.809998,74.050003,1122800,73.087418
"121",74.550003,75.43,74.519997,75.169998,1045700,74.192855
"122",74.32,74.650002,73.540001,73.699997,1345000,72.741962
"123",74.260002,74.5,73.639999,74.209999,1784100,73.245335
"124",73.970001,74.639999,73.889999,74.57,1159400,73.600656
"125",74.370003,74.720001,73.940002,74.209999,1192100,73.245335
"126",73.949997,74.269997,73.370003,73.68,1322600,73.03717
"127",73.709999,73.839996,72.989998,73.300003,1273400,72.660488
"128",72.68,73.410004,72,73.18,1574000,72.541532
"129",73.239998,73.419998,72.540001,72.639999,1634400,72.006242
"130",72.940002,73.959999,72.779999,73.330002,1298600,72.690225
"131",73.010002,73.900002,72.650002,72.68,1335200,72.045894
"132",72.989998,73.510002,71.839996,72.559998,1744200,71.926938
"133",72.290001,72.57,71.269997,71.309998,1663600,70.687844
"134",71.550003,73.339996,71.459999,73.129997,1601100,72.491965
"135",73.959999,74.620003,73.459999,74.580002,1825400,73.929319
"136",74.800003,74.860001,73.120003,73.410004,2531900,72.769529
"137",73.519997,74.089996,73.269997,74.089996,878800,73.443589
"138",74.150002,75.07,74.07,74.639999,859400,73.988793
"139",74.730003,74.800003,74.370003,74.629997,513100,73.978878
"140",74.769997,75.339996,74.610001,75.040001,678300,74.385305
"141",74.730003,75.919998,74.730003,75.459999,960000,74.801639
"142",75.089996,75.550003,74.809998,75.110001,890700,74.454694
"143",75.559998,75.989998,74.889999,74.900002,1054400,74.246527
"144",75.190002,75.470001,73.129997,73.760002,1311500,73.116473
"145",73.25,73.760002,72.82,73.139999,1955800,72.50188
"146",73.139999,73.760002,72.230003,72.709999,1992900,72.075631
"147",73.18,73.839996,72.93,73.639999,1688200,72.997518
"148",74.400002,75.330002,74.269997,75.300003,2143800,74.643038
"149",75.510002,75.739998,74.57,75.239998,2456900,74.583557
"150",75.449997,75.959999,75,75.309998,2103700,74.652946
"151",75.779999,76.889999,74.489998,75.080002,2984900,74.424957
"152",73.800003,74.779999,73.540001,74.050003,1844100,73.403944
"153",74.050003,74.610001,71.849998,71.93,3099700,71.302438
"154",71.93,72.620003,71.349998,72.57,2244300,71.936853
"155",71.959999,72.970001,71.269997,71.870003,2911300,71.242964
"156",71.489998,72.120003,71.269997,71.68,3244900,71.054619
"157",71.970001,72.589996,71.57,72.139999,4013000,71.510605
"158",72.199997,72.239998,71.059998,71.129997,3445700,70.509414
"159",70.82,71.75,70.580002,71.489998,2455600,70.866274
"160",70.760002,71.330002,70.050003,71.059998,2695200,70.440025
"161",71.650002,72.269997,71,71.029999,2678500,70.410288
"162",71.300003,71.849998,70.660004,71.389999,3120700,70.767148
"163",69.970001,70.980003,69.290001,69.370003,2972900,68.764775
"164",68.32,69.349998,68.290001,69.300003,3897400,68.695386
"165",69.830002,71.199997,69.699997,71.139999,3054700,70.519329
"166",69.599998,70.099998,68.169998,68.879997,7709900,68.279045
"167",69.360001,70.339996,69.169998,70.239998,2755100,69.62718
"168",70.629997,70.779999,69.239998,69.25,3631400,68.645819
"169",69.07,69.080002,67.849998,68.709999,4288900,68.11053
"170",69.339996,70.050003,69.110001,69.639999,3708200,69.032416
"171",69.519997,70.169998,69.519997,70.07,2898000,69.458665
"172",70.269997,71.260002,70.18,71,4011800,70.380551
"173",72.839996,75.730003,72.43,75.260002,5572600,74.603386
"174",74.889999,75.919998,74.209999,75.400002,2981000,74.742164
"175",74.989998,75.709999,74.989998,75.339996,3325400,74.682683
"176",75.360001,75.440002,74.43,74.449997,3655700,73.800448
"177",74.440002,75.830002,74.199997,75.800003,2256200,75.138676
"178",75.849998,76.309998,75.660004,76.169998,2541800,75.505443
"179",76.239998,76.68,76.110001,76.32,1735700,75.654136
"180",76.510002,77.830002,76.510002,77.610001,2771100,76.932882
"181",77.389999,77.550003,76.699997,76.879997,1926700,76.209248
"182",76.760002,76.949997,76.519997,76.660004,1733200,75.991174
"183",76.529999,77.43,76.349998,77.239998,1940500,76.566107
"184",76.720001,77.050003,76.239998,76.690002,1483700,76.020911
"185",76.589996,76.800003,76,76.489998,1209200,75.822651
"186",76.82,76.910004,75.949997,76.07,1748000,75.406317
"187",75.470001,75.57,74.330002,74.489998,1563500,74.152029
"188",74.699997,75.269997,74.43,75.07,1356100,74.729399
"189",74.18,74.559998,73.900002,73.980003,1349400,73.644348
"190",74.019997,74.199997,72.57,72.720001,2153800,72.390063
"191",73.190002,73.419998,72.730003,73.220001,2684100,72.887794
"192",73.339996,73.739998,72.470001,72.93,1525400,72.599109
"193",73.260002,73.5,72.910004,73.160004,1223300,72.828069
"194",72.919998,73.360001,72.720001,73.089996,2067200,72.758379
"195",72.919998,74.150002,72.239998,73.900002,2200400,73.564709
"196",73.910004,74.199997,73.529999,74.059998,1095500,73.72398
"197",74.309998,75.360001,74.099998,75.25,5110000,74.908583
"198",75.379997,76.480003,75.260002,75.989998,1934900,75.645223
"199",75.919998,75.989998,75.150002,75.389999,1328400,75.047947
"200",75.400002,75.599998,74.07,74.07,1795000,73.733936
"201",73.660004,74.290001,73.019997,73.879997,1144100,73.544796
"202",74.050003,74.730003,73.879997,74.360001,844000,74.022621
"203",74.629997,75.379997,74.629997,75.129997,882700,74.789125
"204",75.050003,75.779999,74.889999,75.309998,2563500,74.968308
"205",75.379997,75.379997,74.25,75.029999,1581300,74.68958
"206",75.010002,75.639999,74.919998,75.480003,1075100,75.137543
"207",74.959999,76.18,74.779999,75.790001,1275000,75.446134
"208",75.769997,76.029999,75.339996,75.629997,1450600,75.286856
"209",75.690002,76.059998,75.029999,75.589996,1355000,75.247037
"210",75.660004,76.010002,74.949997,75.269997,1034700,74.928489
"211",75.279999,75.629997,74.900002,75.580002,1357800,75.237087
"212",75.470001,75.82,74.879997,74.879997,1144200,74.540259
"213",74.889999,75.07,74.309998,74.660004,1265800,74.321263
"214",75.040001,75.550003,74.459999,74.550003,1271500,74.211762
"215",74.489998,74.93,74.370003,74.519997,772900,74.181892
"216",74.080002,74.330002,73.519997,73.739998,1460600,73.405432
"217",74.230003,74.57,73.779999,73.970001,1339600,73.634392
"218",74.389999,74.580002,74.040001,74.330002,1182000,73.992759
"219",74.550003,74.559998,73.610001,73.910004,972900,73.574666
"220",73.82,74.370003,73.610001,73.910004,1576500,73.574666
"221",74.169998,74.199997,73.660004,73.699997,918900,73.365612
"222",73.949997,74.199997,73.300003,73.459999,1193500,73.126703
"223",73.339996,73.559998,72.709999,73.440002,998900,73.106797
"224",73.330002,73.389999,72.589996,73.18,1484400,72.847975
"225",73,73.459999,72.199997,72.43,2631100,72.101378
"226",72.709999,72.980003,69.309998,72.050003,4271600,71.723105
"227",72.339996,72.480003,71.019997,71.260002,2676100,70.936688
"228",71.279999,72.089996,71.199997,71.5,1983700,71.175597
"229",71.449997,71.75,70.419998,70.769997,1927200,70.448906
"230",70.589996,71.190002,70.589996,70.970001,1978600,70.648003
"231",71.610001,72.32,71.589996,71.900002,1443900,71.573784
"232",71.940002,72.25,71.639999,71.809998,1797400,71.484188
"233",71.300003,71.540001,70.669998,71.309998,1333900,70.986457
"234",71.209999,71.589996,69.779999,70.25,2533200,69.931268
"235",70.68,70.93,69.949997,70.580002,2259000,70.259773
"236",70.860001,71.300003,70.5,71.260002,2514000,70.936688
"237",71.360001,71.900002,71.330002,71.769997,1126900,71.444369
"238",71.93,72,71.300003,71.449997,1346100,71.125821
"239",71.68,71.699997,71.150002,71.190002,1605100,70.867006
"240",71.010002,71.410004,70.739998,71.279999,1392400,70.956594
"241",71.349998,71.510002,70.889999,71.360001,1211900,71.036233
"242",70.730003,71.099998,69.389999,69.550003,2515300,69.234447
"243",69.25,69.5,68.440002,69.419998,2828700,69.105032
"244",69.440002,71.779999,69.360001,71.080002,3228800,70.757504
"245",71.07,71.07,70.260002,70.43,2459900,70.110452
"246",70.650002,70.690002,69.949997,70.209999,1276400,69.891449
"247",70.5,70.970001,70.019997,70.610001,1456400,70.289636
"248",70.639999,71.279999,70.290001,71.139999,1272000,70.81723
"249",70.629997,71.199997,70.440002,70.529999,1395000,70.209997
"250",70.129997,70.580002,69.790001,70.220001,1356500,70.220001
"251",70,70.169998,69.540001,69.550003,1131400,69.550003
"252",69.709999,70,69,69.43,1204900,69.43
"253",69.82,70.559998,69.629997,70.029999,1792800,70.029999
