"","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
"93",89.349998,90.019997,88.970001,90,4513400,88.640662
"94",90.599998,92.949997,90.599998,92.919998,4539700,91.516557
"95",93.559998,93.779999,91.129997,91.160004,5253800,89.783145
"96",92.800003,94.5,92.599998,93.580002,4080300,92.166592
"97",93.540001,94.849998,93.209999,94.699997,2663700,93.269671
"98",94.190002,94.410004,93.25,93.699997,4121600,92.284775
"99",94.400002,95.389999,94.150002,95.169998,3173500,93.732574
"100",95.239998,95.739998,94.370003,95.050003,2604600,93.614391
"101",94.400002,96.019997,94.150002,95.589996,2292400,94.146228
"102",96.93,96.980003,95.879997,96.120003,3995800,94.66823
"103",96.25,96.25,95.43,95.660004,3090900,94.215178
"104",95.699997,95.860001,94.879997,95.290001,2691300,93.850764
"105",96.32,96.889999,95.699997,96.709999,2776900,95.249315
"106",96.889999,96.970001,96.129997,96.709999,3018200,95.249315
"107",96.699997,96.980003,96.129997,96.769997,2365000,95.308406
"108",96.870003,97.379997,96.389999,97.269997,1828100,95.800854
"109",97.199997,97.599998,96.739998,96.980003,1235000,95.515241
"110",96.360001,97.18,96.330002,97.010002,1810800,95.544787
"111",97.040001,97.800003,96.739998,97.059998,2418400,95.594027
"112",97.139999,97.309998,96.580002,96.790001,1348100,95.328108
"113",96.18,96.650002,96.18,96.529999,1741500,95.072033
"114",96.25,97.239998,96.089996,96.830002,2227800,95.882024
"115",96.57,96.699997,96,96.57,1349800,95.624568
"116",96.139999,96.879997,95.849998,96.730003,1737500,95.783005
"117",97.739998,98.410004,97.610001,98.230003,3331300,97.26832
"118",98.540001,98.860001,97.959999,98.269997,1954900,97.307921
"119",98.260002,99.209999,98.150002,98.879997,2789000,97.91195
"120",99.139999,99.220001,98.870003,99.080002,2183000,98.109996
"121",99.25,99.349998,98.940002,99.07,1549100,98.100092
"122",98.599998,98.910004,97.32,97.400002,3042500,96.446444
"123",97.470001,97.860001,97.230003,97.860001,1680000,96.901939
"124",98.139999,100.059998,98.139999,99.970001,2686100,98.991283
"125",99.849998,99.849998,98.760002,99.260002,1906800,98.288235
"126",99.620003,100.160004,99.379997,99.690002,1472400,98.714025
"127",99.370003,99.779999,98.57,98.75,1569100,97.783225
"128",97.489998,99.410004,97.449997,99.32,1715100,98.347645
"129",99.190002,99.25,97.400002,97.5,2388100,96.545463
"130",97.699997,98.5,97.57,97.889999,2213500,96.931644
"131",97.099998,97.489998,95.839996,95.879997,2363700,94.94132
"132",97.029999,97.330002,95.370003,95.809998,3322600,94.872006
"133",95.910004,98.059998,95.809998,96.379997,4038400,95.436425
"134",96.400002,97.830002,95.589996,97.660004,4912600,96.7039
"135",98.959999,100.629997,98.669998,100.629997,3657100,99.644817
"136",100.660004,101.75,100.440002,101.160004,4415700,100.169635
"137",100.970001,101.980003,100.830002,101.209999,2552000,100.219141
"138",101.610001,102.379997,101.540001,101.980003,1517200,100.981607
"139",102.339996,102.389999,101.949997,101.959999,606500,100.961798
"140",102.050003,102.190002,101.620003,101.629997,1025900,100.635027
"141",101.419998,101.93,101.18,101.669998,984100,100.674636
"142",101.199997,101.43,100.57,100.720001,1485500,99.73394
"143",100.970001,101.349998,99.870003,99.919998,1743100,98.941769
"144",100.199997,100.849998,99.099998,100.230003,2128700,99.248739
"145",99.900002,99.900002,98,98.32,3155700,97.357435
"146",98.300003,99.489998,97.529999,98.089996,4231400,97.129683
"147",99.07,99.849998,98.489998,98.800003,2610400,97.832739
"148",99.639999,100.800003,99.639999,100.599998,2561100,99.615112
"149",100.690002,100.779999,98.82,98.93,2646000,97.961463
"150",99.199997,99.370003,97.239998,98.449997,2759800,97.486159
"151",99.139999,100.230003,98,99.150002,3414000,98.179311
"152",97.68,98.959999,97.68,98.690002,3099300,97.723815
"153",98.690002,99.389999,97.099998,97.110001,3494800,96.159282
"154",96.870003,98.32,96.5,98.220001,4829800,97.258415
"155",99.279999,99.75,97.940002,98.980003,3802000,98.010977
"156",98.480003,99.510002,98.150002,99.25,2505300,98.27833
"157",99.75,99.949997,98.129997,99.389999,4426500,98.416959
"158",101,103.919998,100.5,102.5,5882400,101.496512
"159",102.419998,102.489998,101.260002,101.889999,3299900,100.892484
"160",100.830002,101.800003,99.970001,100.900002,2516200,99.912178
"161",101.529999,102.5,99.760002,99.82,3813100,98.84275
"162",99.550003,100.309998,98.059998,100.169998,4530400,99.189322
"163",99.260002,99.75,97.540001,97.760002,4098700,96.80292
"164",98.57,99.870003,96.940002,99.769997,3562700,98.793236
"165",100,101.309998,99.959999,101.269997,2764300,100.278551
"166",100.889999,101.5,100.410004,100.75,2464500,99.763645
"167",101,102.5,100.830002,102.339996,2555500,101.338075
"168",102.25,102.860001,101.440002,101.75,2363800,100.753855
"169",101.449997,101.980003,101.129997,101.589996,2253500,100.595418
"170",102,102.639999,101.470001,102.440002,1702600,101.437102
"171",102.190002,102.809998,101.870003,102.43,1924600,101.427198
"172",102.660004,103.709999,102.650002,103.5,1942100,102.486722
"173",103.25,104.449997,103.25,104.379997,1970200,103.358104
"174",104.07,104.419998,103.660004,104,2298400,102.981827
"175",104.230003,104.949997,104.059998,104.620003,2267000,103.59576
"176",104.269997,104.989998,104.019997,104.699997,1961700,103.674971
"177",104.589996,105.389999,103.580002,105.360001,3374700,104.328513
"178",105.300003,105.300003,104.110001,104.379997,3075800,103.358104
"179",103.830002,104.540001,103.580002,104.300003,2352200,103.793983
"180",104.099998,104.82,104.07,104.389999,2143300,103.883543
"181",104.199997,104.360001,103.43,103.639999,1904700,103.137182
"182",103.349998,103.870003,102.730003,102.779999,2995100,102.281353
"183",102.779999,104.629997,102.529999,104.580002,3190400,104.072624
"184",103.879997,104.400002,103.599998,104.040001,2485200,103.535243
"185",104.360001,104.360001,102.419998,103.050003,2506300,102.550048
"186",103.720001,103.839996,103.010002,103.129997,2242900,102.629654
"187",102.309998,102.769997,101.599998,101.870003,2467300,101.375772
"188",102.150002,103.5,102,103.139999,2482900,102.639607
"189",102.139999,102.400002,101.169998,101.169998,3003300,100.679164
"190",101.269997,101.470001,100.580002,100.650002,2468900,100.16169
"191",100.989998,102.57,100.989998,102.459999,2604700,101.962906
"192",102.370003,102.449997,100.300003,101.169998,2590500,100.679164
"193",101.5,102.849998,101.389999,102.779999,2236500,102.281353
"194",102.029999,102.510002,101.839996,102.209999,1849900,101.714119
"195",101.980003,104.260002,101.190002,103.839996,2958800,103.336208
"196",103.269997,103.589996,102.470001,103.019997,2238100,102.520187
"197",103.709999,106.150002,103.599998,105.400002,9962900,104.888645
"198",105.389999,105.389999,103.919998,104.300003,4021200,103.793983
"199",104.099998,104.830002,103.720001,104.059998,2399100,103.555142
"200",104.410004,104.410004,101.919998,101.93,2468800,101.435479
"201",101.379997,102.610001,100.879997,102.169998,2777300,101.674312
"202",102.110001,103.050003,102.010002,102.959999,3189400,102.46048
"203",103.709999,105.099998,103.580002,104.910004,2585600,104.401024
"204",104.25,104.82,103.790001,104.309998,2751000,103.803929
"205",104.050003,104.099998,102.620003,103.239998,2649700,102.739121
"206",103.370003,104.010002,102.809998,103.510002,2036600,103.007815
"207",102.82,105.059998,102.739998,104.489998,2198000,103.983056
"208",104.360001,104.849998,104.129997,104.129997,1829000,103.624802
"209",103.989998,104.739998,103.489998,103.849998,2085600,103.346162
"210",103.860001,104.629997,103.449997,104.389999,1956400,103.883543
"211",104.769997,104.900002,103.970001,104.699997,2106900,104.192037
"212",104.309998,104.650002,103.279999,103.279999,2801900,102.778928
"213",102.970001,103.550003,102.480003,103.25,2186900,102.749074
"214",103.75,104.239998,103.489998,103.790001,2222800,103.286455
"215",103.230003,104.169998,103.050003,103.919998,3360300,103.415822
"216",103.010002,103.339996,100.860001,101.699997,6716300,101.206591
"217",102.150002,102.839996,102.089996,102.580002,3044300,102.082327
"218",102.690002,102.970001,101.019997,101.330002,3158600,100.838391
"219",101.230003,102.349998,101.019997,102.190002,3329400,101.69422
"220",101.980003,103.440002,101.720001,103.010002,3230500,102.510241
"221",102.970001,103.050003,102.360001,102.5,2700000,102.002713
"222",102.879997,103.269997,102.400002,102.540001,1866000,102.04252
"223",102.949997,103.32,101.940002,102.93,2105900,102.430627
"224",102.25,102.839996,101.540001,101.739998,2715900,101.246398
"225",101.559998,101.959999,100.690002,100.919998,3128800,100.430377
"226",101.559998,102.519997,101.419998,102.5,2099300,102.002713
"227",102.480003,103.339996,102.330002,102.580002,2382800,102.082327
"228",102.519997,102.879997,101.279999,101.540001,2213900,101.047372
"229",102.150002,102.25,100.309998,100.989998,3834700,100.500037
"230",100.650002,101.160004,100.150002,101.010002,4487100,100.519944
"231",102.220001,102.470001,101.93,102.120003,3955200,101.624559
"232",102.980003,103.389999,102.559998,102.690002,3380900,102.191794
"233",101.879997,102.449997,101.449997,102.309998,2481600,101.813632
"234",103.099998,105.230003,103.029999,104.440002,4612000,103.933303
"235",104.860001,106.580002,104.5,106.440002,4946400,105.9236
"236",106.669998,106.919998,106.080002,106.849998,5468200,106.331607
"237",106.650002,107.099998,106.589996,106.769997,3038500,106.251993
"238",106.410004,106.629997,105.629997,105.809998,2502100,105.809998
"239",105.919998,106.580002,105.599998,106.230003,3376900,106.230003
"240",106.279999,106.800003,106.080002,106.360001,2659700,106.360001
"241",106.269997,106.5,105.839996,105.919998,1458000,105.919998
"242",105.510002,105.669998,104.470001,104.839996,2182200,104.839996
"243",105.150002,105.580002,104.779999,105.379997,2091700,105.379997
"244",105.349998,105.769997,104.82,105.690002,2407200,105.690002
"245",105.459999,105.550003,104,104.199997,2372800,104.199997
"246",104.230003,104.709999,103.519997,104.059998,2151800,104.059998
"247",103.970001,105.129997,103.160004,104.559998,1954400,104.559998
"248",105,105.389999,104.300003,104.980003,1516800,104.980003
"249",104.300003,104.860001,103.43,103.720001,2461600,103.720001
"250",103.68,104.059998,103.370003,103.739998,1589700,103.739998
"251",103.769997,103.919998,103.25,103.260002,1449000,103.260002
"252",103.330002,103.989998,103.230003,103.559998,1502200,103.559998
"253",104.300003,105.010002,103.660004,104.769997,2101800,104.769997
