"","LLL.Open","LLL.High","LLL.Low","LLL.Close","LLL.Volume","LLL.Adjusted"
"36",119.970001,120.260002,118.610001,119.639999,694700,117.117722
"37",110,112,99.330002,104.959999,5484400,102.747209
"38",104.959999,108.970001,104.610001,107.410004,2346000,105.145562
"39",107.400002,107.400002,104.230003,104.550003,1635100,102.345857
"40",103.839996,105.419998,103.599998,104.830002,1711100,102.619952
"41",104.440002,104.489998,101.190002,101.389999,1318600,99.252473
"42",102.129997,102.57,101.339996,101.589996,1140600,99.448253
"43",102.019997,104.849998,102.010002,104.75,1024900,102.541637
"44",105.059998,105.43,104.019997,104.120003,768400,101.924922
"45",104,104.889999,103.639999,104.230003,1268600,102.032603
"46",104.379997,105.660004,104.190002,105.550003,645100,103.324774
"47",104.900002,106.099998,104.800003,105.5,775100,103.866252
"48",105.610001,106.639999,104.790001,105.739998,1546900,104.102533
"49",106.480003,108.480003,106.449997,108.339996,1032100,106.662269
"50",108.949997,109.160004,107.57,107.75,744100,106.081409
"51",107.669998,109.379997,107.25,109.279999,947100,107.587715
"52",109.669998,110.599998,109.279999,110.400002,733700,108.690373
"53",110.300003,110.620003,109.57,109.769997,459400,108.070124
"54",110.150002,110.300003,109.360001,109.650002,515300,107.951988
"55",109.879997,110.339996,109.360001,109.43,468400,107.735393
"56",109.720001,110.029999,109.150002,109.540001,563400,107.84369
"57",109,109.68,108.849998,109.519997,491100,107.823996
"58",109.629997,110.120003,109.339996,109.949997,531100,108.247337
"59",110.199997,110.529999,109.620003,110.190002,518100,108.483626
"60",110.669998,111.139999,109.989998,110.150002,690100,108.444245
"61",111.919998,113.019997,110.730003,110.970001,1553700,109.251546
"62",111.080002,112.110001,110.440002,112.059998,593000,110.324663
"63",113.410004,114.230003,112.870003,112.959999,714600,111.210727
"64",112.989998,113.379997,112.089996,112.269997,854700,110.53141
"65",111.989998,113.660004,111.849998,113.580002,1014100,111.821129
"66",113.370003,114.830002,112.870003,114.809998,1005400,113.032077
"67",114.5,115.010002,113.75,114.779999,678800,113.002543
"68",114.57,116.050003,113.980003,115.82,716900,114.026439
"69",115.800003,116.459999,115.349998,116.129997,789500,114.331636
"70",116.580002,116.959999,115.419998,115.989998,728300,114.193804
"71",116.480003,116.82,115.260002,115.489998,744900,113.701547
"72",116.050003,116.290001,114.019997,114.239998,1169800,112.470904
"73",114.209999,114.529999,112.550003,112.610001,775600,110.866149
"74",111.970001,112.410004,110.57,110.629997,994000,108.916807
"75",110.769997,111.309998,110.139999,111.129997,708300,109.409064
"76",111.209999,111.360001,109.629997,109.730003,708400,108.03075
"77",109.879997,114.830002,109.839996,114.75,1384700,112.973009
"78",113.470001,115.419998,112.980003,115.260002,1108900,113.475113
"79",115.419998,119.529999,114.919998,118.919998,2031700,117.078431
"80",118.400002,118.400002,115.230003,115.230003,1191200,113.445579
"81",115.110001,115.489998,111.959999,113.610001,974500,111.850663
"82",114.110001,115.529999,113.580002,115.089996,1071500,113.30774
"83",115.669998,116.010002,112.980003,113.080002,1206000,111.328872
"84",112.519997,113.599998,110.760002,110.800003,1297700,109.08418
"85",110.769997,112.18,109.099998,112.059998,1313000,110.324663
"86",111.849998,112.269997,107.919998,108.110001,1166300,106.435835
"87",107.720001,122.68,106.459999,115.150002,5234600,113.366816
"88",116,117.709999,109.139999,109.25,2911100,107.55818
"89",108.739998,110.5,107.589996,108.269997,1305900,106.593353
"90",106.730003,110.040001,105.139999,109.089996,1595600,107.400654
"91",106.610001,110.459999,105.940002,109.230003,848400,107.538493
"92",110.300003,112.400002,110.300003,110.629997,1033000,108.916807
"93",110.029999,110.650002,108.800003,109.550003,1320800,107.853538
"94",110.349998,111.110001,109.730003,110.150002,1558000,108.444245
"95",110.57,113.419998,110.57,111.660004,992300,109.930863
"96",113.199997,115.470001,112.260002,114.43,905800,112.657964
"97",114.849998,114.849998,112.800003,114.559998,537000,112.785949
"98",113.970001,115.300003,113.730003,115.230003,549000,113.445579
"99",115.589996,117.050003,115.349998,116.760002,626400,114.951884
"100",117.410004,117.809998,116.470001,117.489998,1192900,115.670576
"101",113.32,122.879997,111.410004,119.849998,2402800,117.99403
"102",121.809998,122.080002,120.199997,121.459999,1209200,119.579098
"103",121.300003,122.339996,119.730003,121.459999,962100,119.579098
"104",121.610001,123.080002,121.610001,122.599998,921300,120.701444
"105",123.120003,123.5,121.919998,123.099998,755100,121.193701
"106",122.910004,123.550003,121.660004,123.099998,822000,121.193701
"107",122.540001,123.32,120.940002,121.639999,781500,119.756311
"108",121.599998,121.599998,119.800003,120.029999,1650300,118.171243
"109",120.129997,120.220001,118.300003,118.699997,1253000,116.861837
"110",118.449997,118.93,117.120003,117.220001,1296800,115.40476
"111",117.080002,119.919998,116.900002,119.730003,945100,118.482357
"112",119.809998,120.75,119.089996,119.279999,716200,118.037041
"113",119.190002,120.150002,118.879997,119.839996,816300,118.591204
"114",119.870003,121.629997,119.800003,120.919998,1469400,119.659951
"115",120.75,121.269997,119.910004,120.849998,794600,119.590681
"116",120.150002,121.720001,120.089996,121.370003,1003200,120.105266
"117",122.980003,123.099998,121.760002,122.290001,774200,121.015678
"118",122.889999,123.730003,122.510002,123.480003,650700,122.19328
"119",123.800003,124.889999,122.879997,124.019997,777100,122.727646
"120",123.82,124.830002,123.330002,124.410004,449200,123.113589
"121",124.68,125.519997,124.169998,124.599998,286400,123.301604
"122",124.300003,125.300003,123.75,123.900002,669000,122.608901
"123",123.730003,124.209999,123.010002,123.519997,836600,122.232856
"124",123.809998,124.220001,122.209999,123.080002,1278100,121.797447
"125",123.209999,123.779999,122.620003,123.519997,920700,122.232856
"126",123.980003,125.889999,123.980003,124.589996,826700,123.291706
"127",124.669998,125.610001,124.129997,124.32,645800,123.024523
"128",123.089996,125.5,122.68,125.099998,837100,123.796394
"129",124.93,125.18,122.529999,122.580002,722300,121.302657
"130",123.440002,124.620003,122.519997,122.709999,774700,121.431299
"131",121.650002,122.720001,120.099998,120.139999,859500,118.88808
"132",120.440002,121.440002,119.5,120.730003,814200,119.471936
"133",120.57,123.239998,119.870003,121.089996,969200,119.828178
"134",121.5,122.5,120.790001,121.889999,1332800,120.619845
"135",123.669998,126.089996,123.339996,126.050003,1060100,124.736499
"136",126.660004,127.610001,125.220001,125.349998,1365400,124.043789
"137",125.5,127.989998,125.389999,127.510002,880600,126.181284
"138",128.229996,128.919998,127.519997,128.270004,598700,126.933367
"139",128.270004,129.220001,128.020004,128.339996,315300,127.002629
"140",128.490005,129.259995,127.980003,128.220001,414100,126.883885
"141",127.839996,128.610001,127.089996,127.760002,609200,126.428679
"142",127.410004,129.029999,126.519997,128.089996,853100,126.755234
"143",128.399994,128.520004,126.080002,126.209999,685100,124.894828
"144",126.989998,128.300003,125.900002,127.489998,719100,126.161488
"145",126.230003,127.290001,124.019997,124.129997,662900,122.8365
"146",124.169998,125.269997,122.440002,123.639999,575000,122.351609
"147",124.57,126.290001,124.480003,125.709999,788400,124.400038
"148",126.559998,128.75,126.519997,127.830002,1080200,126.497949
"149",127.870003,127.980003,126.139999,127.18,861100,125.854721
"150",127.669998,127.790001,126.529999,126.809998,1027400,125.488574
"151",127,129.479996,125.169998,126.25,666400,124.934412
"152",124.769997,126.559998,124.629997,125.809998,618900,124.498994
"153",127.080002,127.379997,125.480003,125.709999,645000,124.400038
"154",125.57,126.459999,124.639999,125.669998,1040500,124.360454
"155",126,127.300003,124.169998,125.800003,641600,124.489104
"156",125.669998,126.739998,124.980003,125.800003,718100,124.489104
"157",126.18,128.449997,126.18,128.25,897900,126.913571
"158",128.279999,128.580002,127.349998,127.739998,623100,126.408883
"159",127.419998,127.839996,126.110001,127.769997,658800,126.438569
"160",125.949997,127.309998,125.550003,125.709999,467300,124.400038
"161",126.610001,127.349998,124.440002,124.589996,981800,123.291706
"162",122.389999,127.129997,121.449997,123.059998,930900,121.777651
"163",122.040001,124.610001,120.550003,123.120003,1292700,121.837031
"164",123.339996,124.660004,121.709999,124.43,717900,123.133377
"165",124.989998,126.989998,124.809998,126.919998,596800,125.597428
"166",126.650002,128.119995,125.779999,127.080002,648900,125.755765
"167",127.529999,128.580002,126.5,127.809998,482300,126.478153
"168",128.339996,129.960007,127.68,128.910004,699200,127.566697
"169",128.210007,129.520004,127.120003,127.559998,453300,126.230758
"170",128.089996,129.070007,127.260002,128.729996,385800,127.388565
"171",128.520004,129.479996,127.510002,128.369995,546800,127.032315
"172",129.100006,129.610001,128.229996,129.259995,435000,127.913041
"173",129.070007,130.029999,128.899994,129.449997,440900,128.101063
"174",129.029999,130.029999,128.649994,129.309998,392600,127.962523
"175",129.039993,129.589996,127.839996,129.580002,722800,128.229713
"176",129.639999,131.210007,129.050003,131.179993,616700,129.813031
"177",130.820007,132.919998,130.100006,132.869995,524600,131.485423
"178",130.220001,132.229996,129.070007,131.949997,658600,130.575012
"179",130.710007,132.699997,130.520004,132.440002,560900,131.059911
"180",132.240005,132.300003,130.75,131.080002,728400,129.714083
"181",130.539993,131.860001,130.350006,130.75,874200,130.032322
"182",130.639999,130.820007,129.360001,129.429993,445200,128.71956
"183",129.320007,131.279999,129.119995,131.259995,482900,130.539517
"184",130.419998,130.860001,128.070007,128.830002,622300,128.122863
"185",128.75,128.75,127.529999,127.910004,521700,127.207914
"186",127.440002,128.070007,127.010002,127.260002,357800,126.561481
"187",126.360001,127.029999,124.800003,125.300003,485400,124.61224
"188",125.510002,126.959999,125.349998,126.279999,372700,125.586856
"189",125.190002,125.57,123.839996,123.870003,468500,123.190089
"190",125.830002,126.43,124.489998,125.080002,751000,124.393446
"191",125.519997,126.529999,125.010002,125.629997,443400,124.940423
"192",125.550003,126.519997,123.669998,124.889999,448500,124.204487
"193",125.129997,127.129997,125.080002,126.989998,487500,126.292958
"194",126.480003,127.389999,126.25,127.019997,374200,126.322793
"195",126.849998,127.959999,124.629997,127.110001,795600,126.412302
"196",126.82,127.330002,126.279999,126.769997,551300,126.074165
"197",127.389999,129,126.900002,128.610001,1386900,127.904069
"198",128.860001,129.5,127.599998,127.669998,537900,126.969226
"199",127.339996,128.539993,126.839996,127.190002,657500,126.491865
"200",127.739998,127.739998,124.639999,124.639999,904800,123.955859
"201",123.919998,125.459999,123.400002,125.169998,561000,124.482949
"202",125.209999,125.93,124.760002,125.230003,541300,124.542624
"203",125.879997,127.190002,125.879997,126.690002,755200,125.99461
"204",126.169998,126.57,125.160004,125.790001,433500,125.099548
"205",124.919998,125.82,123.379997,125.290001,697100,124.602293
"206",125.410004,126.620003,124.889999,124.989998,400600,124.303936
"207",124.589996,126.370003,124.300003,125.730003,404400,125.03988
"208",125.730003,127.339996,125.370003,125.370003,454700,124.681855
"209",125.470001,126.900002,125.389999,126.309998,399000,125.616691
"210",126.330002,126.940002,125.370003,125.809998,431600,125.119435
"211",126.07,126.610001,125.330002,126.040001,323600,125.348176
"212",125.550003,126.279999,124.379997,124.580002,382600,123.896191
"213",124.239998,124.860001,122.980003,123.959999,367600,123.279591
"214",124.169998,124.900002,123.5,123.639999,407800,122.961348
"215",123.5,124.790001,123.050003,124.419998,490100,123.737065
"216",123.349998,123.620003,122.080002,122.440002,550200,121.767938
"217",122.779999,124.139999,122.779999,123.690002,278500,123.011076
"218",124.400002,124.620003,122.839996,123.32,355100,122.643105
"219",123.25,124.029999,122.410004,123.830002,292500,123.150307
"220",123.639999,124.580002,123.209999,123.739998,397100,123.060797
"221",123.75,124.040001,122.730003,123.370003,278300,122.692833
"222",123.559998,123.809998,121.690002,121.889999,459800,121.220953
"223",121.620003,122.620003,121.059998,122.589996,349300,121.917108
"224",122.07,122.849998,121.239998,121.650002,574500,120.982273
"225",119.629997,121.489998,113.739998,114.910004,1421300,114.27927
"226",115,115.480003,112.720001,114.519997,1351300,113.891404
"227",114.32,115.970001,114.32,115.199997,550800,114.567672
"228",115.07,115.25,112.879997,113.379997,755100,112.757662
"229",113.68,114.129997,112.739998,113.879997,548100,113.254918
"230",113.470001,115.290001,113.050003,114.900002,677300,114.269323
"231",115.790001,116.959999,115.790001,116.449997,470300,115.810811
"232",116.169998,117.339996,115.830002,116.639999,599900,115.99977
"233",115.879997,117.080002,115.349998,116.769997,689000,116.129054
"234",117.230003,118.620003,116.809998,118.419998,944300,117.769999
"235",118.599998,120.010002,118.349998,119.970001,623800,119.970001
"236",119.970001,120.220001,119.209999,119.559998,514400,119.559998
"237",119.599998,120.419998,119.510002,120.230003,316800,120.230003
"238",120.099998,121.050003,119.809998,120.519997,451300,120.519997
"239",120.730003,121.919998,120.110001,121.050003,654200,121.050003
"240",121.230003,122.139999,121.010002,121.110001,525900,121.110001
"241",120.629997,120.900002,119.209999,119.519997,658000,119.519997
"242",119.18,119.239998,117.389999,117.730003,486700,117.730003
"243",118.169998,118.779999,117.629997,118.610001,542400,118.610001
"244",118.5,118.800003,117.800003,118.209999,600900,118.209999
"245",118.419998,118.599998,117.190002,117.809998,575500,117.809998
"246",117.900002,118.720001,117.080002,117.919998,521700,117.919998
"247",117.529999,118.199997,116.660004,117.589996,464600,117.589996
"248",118.339996,119.139999,117.599998,118.459999,727000,118.459999
"249",117.830002,118.5,116.790001,116.839996,669200,116.839996
"250",116.260002,116.839996,115.110001,115.75,692400,115.75
"251",115.529999,115.989998,115.059998,115.099998,482400,115.099998
"252",114.910004,115.18,114.029999,114.110001,528300,114.110001
"253",114.169998,116.120003,114.129997,115.839996,513200,115.839996
