"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"66",245.589996,247.429993,244.679993,246.539993,300500,243.217837
"67",245.910004,248.5,245.300003,248.449997,510500,245.102103
"68",248.880005,249.289993,246.710007,248.419998,229300,245.072509
"69",248.369995,249.009995,245.820007,248.669998,444800,245.31914
"70",249.860001,251.490005,248.919998,250.300003,502400,246.92718
"71",251.100006,253.490005,250.139999,253.080002,317700,249.669718
"72",254.380005,254.570007,252.169998,253.419998,418300,250.005133
"73",252.789993,253.5,250.630005,251.320007,297200,247.93344
"74",250.929993,252.470001,250.110001,251.619995,423500,248.229385
"75",251.199997,254.339996,251.199997,252.649994,336800,249.245505
"76",251.820007,252.339996,250.130005,250.130005,426500,246.759473
"77",250.509995,253.199997,250.339996,252.020004,236400,248.624004
"78",249.800003,253.320007,249.800003,252.020004,370100,248.624004
"79",252.279999,254.75,251.029999,251.649994,413600,248.25898
"80",251.419998,251.669998,249.839996,250.630005,609100,247.252735
"81",250.899994,253.330002,250.850006,252.800003,474800,249.393493
"82",254.309998,257.290009,252.960007,255.270004,522700,251.83021
"83",255.720001,258.190002,254.380005,255.539993,464600,252.096561
"84",253.770004,254.830002,249.580002,249.75,511200,246.384589
"85",250.100006,252.309998,247.350006,252.190002,506000,248.791712
"86",251.759995,252.990005,245.639999,246.149994,417500,242.833093
"87",245.100006,245.350006,239.009995,240.690002,702400,237.446676
"88",240.020004,240.660004,233.639999,234.199997,601300,231.044124
"89",235,239.800003,234.059998,238.690002,998300,235.473626
"90",237.070007,241.550003,232.300003,239.160004,862400,235.937294
"91",228.600006,237.490005,223.919998,229.720001,1526700,226.624497
"92",232.75,233.809998,230.160004,231.899994,1407600,228.775114
"93",230.509995,232.259995,229.369995,230.419998,776000,227.315061
"94",231.320007,235.229996,231.320007,234.5,1208200,231.340084
"95",235.020004,235.070007,231.429993,231.539993,758600,228.419964
"96",234.509995,236.669998,233.279999,235.380005,611300,232.208231
"97",235.770004,238.309998,234.25,237.779999,286200,234.575885
"98",237.639999,238.779999,235.449997,238.419998,304300,235.20726
"99",239.809998,243.130005,239.059998,242.630005,386700,239.360536
"100",242.669998,243.940002,240.940002,242.190002,443800,238.926463
"101",241.25,244.630005,240.600006,243.860001,285600,240.573958
"102",247.25,248.020004,245.770004,246.800003,455100,243.474343
"103",246.800003,248.389999,245.949997,247.600006,409800,244.263566
"104",247.229996,249.899994,247.009995,249.429993,361300,246.068894
"105",251.380005,253.199997,249.740005,253.160004,376600,249.748642
"106",252.850006,255.080002,251.130005,254.770004,379800,252.413765
"107",254.839996,254.839996,252.229996,254.809998,313900,252.453389
"108",251.389999,252.270004,247.330002,248.770004,584900,246.469256
"109",249.179993,249.229996,245.339996,246.309998,492800,244.032001
"110",245.449997,248.210007,245.119995,246.770004,803100,244.487753
"111",246.520004,246.729996,243.949997,244.369995,405700,242.10994
"112",244.139999,247.009995,243.649994,246.270004,234500,243.992377
"113",245.839996,245.960007,243.919998,244.440002,284900,242.1793
"114",244.899994,246.25,242.970001,243.330002,328900,241.079566
"115",243.5,244.839996,241.979996,244.339996,323100,242.080219
"116",243.369995,246.429993,243.369995,244.869995,311700,242.605316
"117",246.710007,248.949997,246.710007,248.210007,516900,245.914438
"118",249,251.039993,247.580002,250.850006,362600,248.530021
"119",250.350006,250.600006,248.339996,249.240005,299200,246.934911
"120",249.039993,249.309998,246.710007,247.160004,329200,244.874146
"121",247.839996,248.839996,245.330002,245.679993,290000,243.407822
"122",244.910004,245.309998,242.119995,242.460007,555400,240.217617
"123",241.009995,244.259995,239.699997,244.169998,591700,241.911793
"124",244.619995,248.570007,243.970001,248.570007,798600,246.271109
"125",248.389999,251.100006,246.809998,250.570007,444500,248.252612
"126",251.789993,254.490005,251.509995,252.830002,561200,250.491705
"127",251.699997,253.460007,249.740005,250.119995,538800,247.806762
"128",248.360001,249.649994,247.270004,249.460007,267200,247.152877
"129",248.690002,248.710007,241.080002,242.649994,517500,240.405847
"130",242.050003,247.139999,241.279999,246.160004,466000,243.883394
"131",246.429993,249.960007,244.410004,245.970001,673500,243.695149
"132",246.410004,248.139999,242.850006,244.169998,431300,241.911793
"133",243.919998,249.229996,242.419998,244.229996,323700,241.971236
"134",244.259995,245.220001,242,244.020004,712200,241.763186
"135",246.240005,252.300003,246.240005,252.229996,568700,249.897248
"136",253.169998,261.570007,252.820007,257.809998,881700,255.425643
"137",257.920013,259.029999,256.130005,258.220001,377200,255.831855
"138",259.209991,259.890015,257.26001,257.799988,609500,255.415726
"139",257.850006,258.399994,256.480011,256.980011,158900,254.603333
"140",258,259.140015,256.73999,257.089996,133200,254.712301
"141",256.790009,259.670013,256.790009,258.859985,294400,256.46592
"142",258.369995,259.410004,256.799988,257.48999,319600,255.108595
"143",258.23999,259,254.509995,254.889999,445100,252.53265
"144",256.019989,256.970001,253.330002,255.220001,314300,252.8596
"145",253.699997,254.339996,248.179993,248.979996,394100,246.677305
"146",249.529999,249.940002,242.839996,245.449997,427300,243.179954
"147",246,247.070007,243.110001,245.669998,339500,243.39792
"148",247.380005,251.229996,247.380005,251.139999,453000,248.817332
"149",250.699997,250.779999,246.880005,248.229996,334000,245.934242
"150",249.039993,249.949997,244.100006,245.149994,366300,242.882725
"151",246.839996,247.979996,241.330002,243.440002,399500,241.188549
"152",241.919998,243,240,241.899994,753800,239.662783
"153",241.899994,244.800003,237.759995,237.919998,489900,235.719596
"154",237.919998,241.589996,235.039993,241.289993,654300,239.058424
"155",242,243.770004,239.809998,242.610001,365200,240.366223
"156",241.160004,246.970001,240.910004,244.190002,470500,241.931612
"157",245.220001,246.119995,243.179993,245.160004,404800,242.892643
"158",243.5,247.690002,243.5,245.990005,791900,243.714968
"159",236.419998,241.880005,233.5,234.809998,1161900,232.638358
"160",230.559998,233.350006,229.039993,231.679993,672800,229.537301
"161",232.759995,232.929993,229.380005,231.039993,698800,228.903221
"162",231.490005,236.850006,231.130005,235.919998,660400,233.738093
"163",234.320007,238.360001,233.270004,235.839996,673100,233.658831
"164",233.75,241.009995,233.289993,240.509995,563700,238.285639
"165",241.839996,245.240005,241.770004,244.570007,472300,242.308103
"166",242.220001,242.449997,236.199997,239.160004,1554100,236.948134
"167",239.649994,241.399994,237.970001,240.020004,833300,238.878905
"168",239.539993,242.770004,239.539993,240.300003,504700,239.157572
"169",239.169998,241.860001,237.380005,238.630005,508800,237.495514
"170",239.660004,240,236.660004,238.880005,446100,237.744325
"171",237.729996,238.970001,235.559998,237.600006,889000,236.470412
"172",236.759995,237.589996,230.509995,234.309998,1278100,233.196044
"173",234.389999,236.619995,234.339996,234.869995,663700,233.75338
"174",234.929993,236.059998,231.789993,233.839996,800500,232.728278
"175",234.339996,237.850006,234.210007,235.649994,711400,234.52967
"176",235.770004,236.770004,234.509995,235.550003,528700,234.430155
"177",234.710007,238.240005,233.25,238.139999,608800,237.007838
"178",236.860001,237.770004,235.330002,236.169998,487700,235.047202
"179",236,238.289993,235.039993,237.509995,579500,236.380828
"180",237.169998,240.929993,235.5,239.589996,555200,238.450941
"181",239.550003,240.690002,238.419998,240.380005,559200,239.237194
"182",240.139999,240.960007,236.910004,236.910004,762900,235.78369
"183",236.910004,239.399994,236,239.199997,546500,238.062796
"184",238.5,241.470001,237.460007,241.289993,694600,240.142856
"185",238.440002,238.729996,233.110001,236,1158800,234.878012
"186",236.720001,239.149994,235.460007,238.039993,540200,236.908307
"187",236.199997,236.539993,234.669998,235.270004,483500,234.151487
"188",235.550003,237.380005,234.710007,235.830002,520800,234.708822
"189",233.559998,234.710007,230.199997,230.270004,946600,229.175258
"190",230,232.490005,228.149994,232.169998,974100,231.066219
"191",233.009995,234.039993,230.149994,231.710007,602200,230.608414
"192",230.820007,232.190002,229.389999,230.720001,665000,229.623115
"193",231.910004,234.169998,230.789993,234.009995,445900,232.897468
"194",232.089996,235.029999,230.979996,234.479996,510200,233.365234
"195",233.990005,239.350006,232.179993,238.410004,704200,237.276558
"196",237.070007,237.990005,234.779999,237.059998,533100,235.93297
"197",238.070007,238.380005,235.830002,236.149994,1248500,235.027293
"198",234.259995,234.410004,232.190002,233.570007,645600,232.459572
"199",233.529999,236.259995,233.529999,234.210007,535300,233.096529
"200",235.710007,236.559998,234.210007,234.830002,606300,233.713576
"201",234.440002,235.300003,233.350006,234.330002,504000,233.215953
"202",234.130005,235.179993,233.179993,234.600006,382900,233.484674
"203",235.649994,238.190002,234.949997,237.490005,395200,236.360934
"204",236.800003,237,234.770004,235.809998,500100,234.688913
"205",234.880005,235.779999,231.309998,231.880005,782300,230.777604
"206",231.880005,233.550003,229.850006,230.419998,609400,229.324539
"207",228.800003,236.289993,228.050003,235.149994,560800,234.032047
"208",233.809998,234.940002,232.240005,232.860001,513200,231.752941
"209",232.330002,235.550003,232.330002,234.309998,498400,233.196044
"210",233,235.630005,231.309998,234.850006,530900,233.733486
"211",235.320007,235.970001,233.589996,234.710007,340300,233.594152
"212",235.460007,237.399994,234.75,234.960007,527300,233.842963
"213",236.660004,238.690002,235.149994,238.149994,627400,237.017785
"214",238.389999,242.289993,237.690002,241.830002,843600,240.680297
"215",250.100006,252.869995,241.470001,241.869995,1883400,240.7201
"216",239.910004,242.360001,237.759995,239.330002,1154500,238.192183
"217",240.779999,241.25,238.259995,238.949997,710500,237.813984
"218",240.139999,243.970001,239.779999,243.009995,943600,241.85468
"219",243.960007,245.149994,241.300003,243.449997,709100,242.29259
"220",243.050003,246.25,242.190002,244.279999,695200,243.118646
"221",245.210007,247.25,244.009995,247.100006,590400,245.925247
"222",248.570007,251.130005,246.259995,249.440002,764500,248.254118
"223",249.259995,249.970001,246.460007,249.190002,540700,248.005307
"224",248.380005,251.240005,245.669998,250.130005,564300,248.94084
"225",249.449997,251.059998,247.699997,248.429993,710200,247.24891
"226",249.020004,250.839996,247.339996,248.940002,477900,247.756495
"227",249.009995,249.940002,248.149994,248.860001,427300,247.676874
"228",248.149994,249.899994,245.330002,245.990005,462300,244.820523
"229",246.669998,247.559998,244.880005,246.100006,442200,244.930001
"230",244.300003,246.330002,242.470001,245.809998,416400,245.809998
"231",247.990005,250.25,247.990005,249.160004,530600,249.160004
"232",248.509995,250.149994,247.139999,248.809998,389100,248.809998
"233",247.929993,251.789993,247.410004,251.240005,446600,251.240005
"234",249.910004,251.899994,243.009995,245.929993,962800,245.929993
"235",246.690002,248.600006,245.960007,247.039993,507500,247.039993
"236",247.070007,248.190002,244.080002,246.050003,486700,246.050003
"237",246.220001,247.160004,244.729996,246.410004,361300,246.410004
"238",246.910004,247.149994,245.080002,246.160004,306800,246.160004
"239",245.529999,246.990005,245.210007,246,305700,246
"240",245.740005,247.440002,244.990005,246.600006,506500,246.600006
"241",246.550003,247.410004,245.699997,245.949997,239500,245.949997
"242",246,246,243.639999,244.919998,472700,244.919998
"243",245.460007,245.979996,243.399994,245.539993,333100,245.539993
"244",244.729996,245.240005,243.059998,244.660004,335800,244.660004
"245",245.350006,246.039993,239.690002,240.330002,552000,240.330002
"246",240.839996,242.649994,239.529999,241,478900,241
"247",240.559998,243.110001,240.389999,241.960007,295900,241.960007
"248",242.779999,243.479996,241.350006,242.910004,313500,242.910004
"249",241.529999,242.320007,238.800003,239.25,389500,239.25
"250",239.600006,241.460007,238.169998,241.100006,470000,241.100006
"251",240.440002,241.979996,239.350006,239.490005,339200,239.490005
"252",239.839996,242.889999,239.580002,241.509995,485100,241.509995
"253",241.759995,244.050003,241.009995,242.289993,422000,242.289993
