"","EFX.Open","EFX.High","EFX.Low","EFX.Close","EFX.Volume","EFX.Adjusted"
"161",85.610001,86.309998,85.029999,85.220001,584100,84.709485
"162",85.230003,85.379997,84.150002,85.209999,539300,84.699543
"163",84.43,85.220001,84.129997,84.459999,629900,83.954036
"164",84.410004,84.68,82.870003,84.459999,648600,83.954036
"165",85.139999,85.559998,84.529999,85.300003,498900,84.789008
"166",85.080002,85.709999,84.669998,85.029999,751600,84.520621
"167",85.029999,85.5,84.75,85.440002,625100,84.928169
"168",85.379997,85.959999,85,85.260002,469000,84.749247
"169",85.07,85.599998,84.870003,85.040001,417500,84.530563
"170",85.300003,85.739998,84.720001,85.470001,814300,84.957988
"171",85.540001,85.860001,85.150002,85.470001,950900,84.957988
"172",87.330002,92.879997,87.209999,92.739998,1270600,92.184433
"173",91.900002,92.639999,90.739998,92.559998,1136700,92.005511
"174",92.099998,93.339996,91.790001,92.519997,878900,91.96575
"175",92.480003,93.110001,92.470001,93,882100,92.442877
"176",92.699997,93.519997,92.699997,92.980003,801500,92.423001
"177",92.860001,94.349998,92.419998,93.620003,1789600,93.059166
"178",93.699997,94.110001,92.68,93.339996,707600,92.780837
"179",93.190002,93.440002,92.949997,93.07,732100,92.512458
"180",92.980003,93.260002,92.540001,93.080002,677500,92.5224
"181",93.080002,93.5,92.889999,93.209999,742800,92.651619
"182",93.449997,93.779999,92.989998,93.370003,769900,92.810664
"183",93.449997,94.900002,93.300003,94.839996,725400,94.565565
"184",94.540001,94.739998,93.970001,94.669998,601400,94.396059
"185",94.230003,94.440002,93.849998,93.959999,422900,93.688114
"186",93.910004,94.410004,93.790001,94.209999,538700,93.937391
"187",93.610001,94.480003,93.269997,93.379997,435100,93.10979
"188",93.379997,93.900002,92.599998,92.970001,764000,92.700981
"189",92.269997,92.720001,91.980003,92.010002,597400,91.74376
"190",91.980003,92.5,91.459999,91.519997,573400,91.255172
"191",91.940002,92.419998,91.800003,92,748100,91.733786
"192",92.089996,92.43,91.419998,91.660004,511800,91.394774
"193",92.089996,92.650002,92.010002,92.18,628200,91.913266
"194",91.989998,92.169998,91.459999,91.980003,510500,91.713848
"195",91.940002,92.980003,91.300003,92.68,664800,92.411819
"196",92.550003,93.089996,92.370003,92.790001,475200,92.521501
"197",93,93.32,92.379997,93.080002,704900,92.810663
"198",93.300003,93.540001,92.82,92.82,367300,92.551413
"199",92.589996,92.849998,92.18,92.190002,400100,91.923239
"200",92.110001,92.480003,91.139999,91.239998,802000,90.975983
"201",91.129997,92.220001,90.709999,91.830002,480300,91.56428
"202",91.839996,92.449997,91.540001,91.970001,674600,91.703874
"203",92.379997,93.559998,92.349998,93.330002,548000,93.05994
"204",92.830002,93.610001,92.830002,93,556900,92.730893
"205",93.139999,93.239998,92,92.989998,471700,92.72092
"206",93,94.010002,92.889999,93.470001,4e+05,93.199534
"207",92.959999,94.650002,92.760002,93.809998,630900,93.538546
"208",93.82,94.029999,92.599998,92.629997,459400,92.361961
"209",92.540001,93.25,92.089996,92.860001,554500,92.591298
"210",92.860001,93.050003,92.019997,92.940002,312400,92.671069
"211",92.949997,93.440002,92.440002,93.410004,377500,93.13971
"212",93.32,93.949997,93.199997,93.5,376600,93.229446
"213",93.650002,93.959999,92.910004,93.900002,367500,93.62829
"214",93.900002,94.349998,93.330002,93.830002,284300,93.558493
"215",93.580002,93.82,92.809998,93.330002,253500,93.05994
"216",93.029999,93.419998,91.610001,91.839996,268100,91.574246
"217",93.129997,93.779999,93,93.339996,330100,93.069905
"218",93.790001,94.559998,93.459999,94.480003,478300,94.206613
"219",94.370003,94.720001,93.199997,94.190002,708500,93.917452
"220",98.089996,99.290001,97.209999,98.400002,1147100,98.115269
"221",98.519997,98.970001,98.099998,98.489998,545000,98.205005
"222",98.5,99.120003,97.989998,98.059998,559300,97.776249
"223",98.019997,98.410004,97.43,97.709999,403600,97.427263
"224",97.620003,97.910004,97.129997,97.410004,602700,97.128135
"225",97.510002,98.099998,96.449997,96.93,650900,96.649521
"226",97.660004,98.339996,97.339996,98.269997,502100,97.98564
"227",98.93,100.209999,98.669998,99.779999,615900,99.491273
"228",99.239998,99.57,98.459999,98.529999,1001800,98.24489
"229",98.529999,99,97.900002,98.540001,707600,98.254863
"230",98,98.760002,97.620003,97.940002,769600,97.656601
"231",98.57,99.68,98.139999,98.889999,417500,98.603849
"232",98.699997,99.940002,98.699997,99.400002,605600,99.112375
"233",99,99.059998,98.370003,98.389999,600800,98.105295
"234",98.330002,98.720001,97.599998,98.220001,615600,97.935789
"235",98.900002,99.720001,98.769997,99.610001,565100,99.321766
"236",99.739998,100.190002,98.739998,98.900002,609400,98.613822
"237",98.980003,100.580002,98.889999,100.349998,440900,100.059623
"238",100.379997,100.379997,99.93,100.220001,380600,99.930002
"239",99.870003,100.199997,99.400002,99.610001,379600,99.610001
"240",99.239998,100.110001,99.120003,100.050003,355200,100.050003
"241",100,100.779999,99.989998,100.269997,496500,100.269997
"242",100.129997,100.290001,98.730003,99.019997,546400,99.019997
"243",99.010002,100.650002,98.75,100.379997,397900,100.379997
"244",100.379997,100.93,99.830002,100.290001,371700,100.290001
"245",100.059998,100.589996,99.629997,100.330002,704100,100.330002
"246",100.349998,100.480003,99.419998,100.040001,443000,100.040001
"247",99.349998,99.400002,98.089996,98.25,763200,98.25
"248",98.370003,99.160004,98.25,98.779999,623400,98.779999
"249",98.379997,98.75,97.440002,97.580002,337100,97.580002
"250",97.480003,97.949997,96.849998,97.82,318400,97.82
"251",97.919998,97.949997,97.139999,97.290001,479400,97.290001
"252",97.199997,98.260002,96.879997,98.129997,532800,98.129997
"253",98.300003,99.07,98.230003,98.82,432800,98.82
