"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"202",126.629997,127.360001,126.169998,127.150002,1032300,127.150002
"203",127.169998,127.839996,126.470001,127.279999,586400,127.279999
"204",129.839996,131.190002,125.790001,126.089996,1139900,126.089996
"205",125.879997,125.879997,124.720001,125.879997,860900,125.879997
"206",126.25,126.470001,124.910004,125.209999,794200,125.209999
"207",124.230003,126.480003,123.5,125.830002,876300,125.830002
"208",125.68,126.190002,124.510002,124.559998,610000,124.559998
"209",124.519997,125.82,124.019997,125.599998,656700,125.599998
"210",125.57,126.370003,124.800003,126.07,449800,126.07
"211",126.07,126.279999,125.419998,126.07,440700,126.07
"212",125.730003,126.370003,125.059998,125.18,365300,125.18
"213",124.870003,125.139999,124.169998,124.470001,517800,124.470001
"214",124.489998,126.610001,124.489998,125.400002,786300,125.400002
"215",125.199997,125.639999,124.519997,125.489998,372700,125.489998
"216",124.830002,125.309998,123.830002,124.410004,499500,124.410004
"217",125.040001,125.440002,124.43,125.349998,369100,125.349998
"218",125.790001,126.379997,125.519997,125.910004,485100,125.910004
"219",126.129997,126.790001,125.029999,126.260002,1178700,126.260002
"220",126.25,126.739998,125.68,126.379997,2730900,126.379997
"221",126.279999,128,125.160004,126.93,1129500,126.93
"222",128,129.330002,125.129997,125.610001,1703500,125.610001
"223",125.379997,125.910004,120.260002,123.459999,2882700,123.459999
"224",123.099998,123.580002,119.419998,120.650002,1266100,120.650002
"225",120.919998,121.129997,118.730003,119.559998,1387300,119.559998
"226",119.699997,120.610001,118.360001,119.769997,1396600,119.769997
"227",119.330002,120.580002,118.870003,119.190002,1176700,119.190002
"228",118.279999,118.870003,117.220001,117.300003,1260500,117.300003
"229",117.410004,118.040001,116.720001,117.209999,991800,117.209999
"230",117.220001,118.860001,117.220001,118.389999,836200,118.389999
"231",119.620003,120,118.190002,118.400002,722700,118.400002
"232",118.120003,118.550003,117.400002,117.459999,854000,117.459999
"233",116.610001,117.379997,116.18,116.300003,939200,116.300003
"234",116.790001,117.639999,116,116.559998,1282100,116.559998
"235",117.209999,117.720001,116.660004,117.690002,2046900,117.690002
"236",117.980003,118.029999,117.150002,117.290001,1025300,117.290001
"237",117.599998,118.949997,117.260002,118.739998,2009200,118.739998
"238",119.190002,119.379997,118.290001,118.339996,1937100,118.339996
"239",118.730003,120.540001,118.510002,119.550003,1730600,119.550003
"240",119.550003,120.559998,119.190002,120.360001,1081500,120.360001
"241",120.43,125.449997,119.849998,121.419998,2501500,121.419998
"242",120.760002,121.540001,119.519997,119.82,1362600,119.82
"243",119.739998,120.440002,119.290001,119.449997,929800,119.449997
"244",119.449997,119.839996,118.489998,118.910004,847700,118.910004
"245",119.080002,119.480003,117.690002,117.949997,1237700,117.949997
"246",118.139999,118.879997,117.709999,118.68,858400,118.68
"247",118.209999,118.449997,117.510002,118,770600,118
"248",117.93,118.290001,116.940002,117.370003,1006100,117.370003
"249",116.629997,120.080002,116.629997,119.730003,1952900,119.730003
"250",119.379997,119.839996,118.690002,119.349998,1397600,119.349998
"251",119.800003,121,119.25,120.529999,1378700,120.529999
"252",120.349998,120.440002,119.589996,119.910004,1250200,119.910004
"253",119.860001,121.309998,119.790001,120.690002,1235000,120.690002
