"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"1",102.949997,103.470001,102.580002,102.730003,491800,102.730003
"2",102.389999,102.389999,101.279999,102.050003,482800,102.050003
"3",101.650002,102.93,101.010002,101.790001,571200,101.790001
"4",101.669998,101.940002,101.150002,101.769997,380100,101.769997
"5",101.57,101.650002,100.620003,100.800003,496900,100.800003
"6",101.019997,101.160004,99.720001,99.989998,867000,99.989998
"7",100.120003,100.68,99.599998,100.330002,713000,100.330002
"8",100.699997,100.989998,100.059998,100.910004,1632700,100.910004
"9",101.029999,102.269997,100.489998,102.220001,1733300,102.220001
"10",102.540001,102.690002,101.599998,102.529999,1101000,102.529999
"11",102.449997,102.849998,101.589996,102.199997,459400,102.199997
"12",102.150002,103.199997,101.099998,101.190002,1007100,101.190002
"13",101.150002,101.160004,99.720001,100.379997,664900,100.379997
"14",99.889999,101.739998,99.370003,101.720001,1556700,101.720001
"15",101.5,102.839996,101.470001,102.400002,1299700,102.400002
"16",103.150002,104.760002,101.769997,104.529999,1042800,104.529999
"17",104.529999,105.32,103.75,105.309998,836200,105.309998
"18",105.290001,105.989998,105.279999,105.919998,603600,105.919998
"19",105.230003,105.809998,104.349998,104.919998,639900,104.919998
"20",104.809998,105,103.830002,103.889999,664600,103.889999
"21",103.870003,104.480003,103.110001,104.449997,633000,104.449997
"22",103.589996,104.309998,103.32,103.970001,562100,103.970001
"23",103.870003,104.739998,103.190002,104.589996,473200,104.589996
"24",105.290001,105.949997,104.830002,105.099998,793700,105.099998
"25",105.360001,106.839996,104.980003,105.139999,549700,105.139999
"26",105.910004,106.730003,105.559998,106.419998,652800,106.419998
"27",106.800003,107.419998,105.190002,105.419998,1492700,105.419998
"28",105,106.18,101.639999,103.489998,1875800,103.489998
"29",103.849998,105,103.07,104.900002,894400,104.900002
"30",105.269997,106.07,104.910004,105.599998,522500,105.599998
"31",105.519997,105.75,104.639999,105.629997,499100,105.629997
"32",105.849998,106.580002,105.269997,106.099998,606000,106.099998
"33",106.07,106.57,104.790001,106.059998,474300,106.059998
"34",105.82,106.059998,105.290001,105.720001,419300,105.720001
"35",105.699997,106.489998,105.279999,105.379997,400700,105.379997
"36",105.809998,106.239998,105.209999,105.870003,531400,105.870003
"37",105.519997,105.68,103.669998,103.690002,651200,103.690002
"38",103.330002,104.339996,102.199997,103.220001,697200,103.220001
"39",103.209999,104.199997,102.660004,104.110001,437900,104.110001
"40",104.059998,104.290001,102.660004,102.93,465400,102.93
"41",102.550003,103.389999,102.209999,102.949997,473200,102.949997
"42",103.059998,103.650002,101.839996,102.010002,443400,102.010002
"43",101.970001,103.269997,101.870003,103.139999,543400,103.139999
"44",103.220001,103.669998,102.690002,102.849998,490300,102.849998
"45",102.879997,103.269997,102.610001,102.830002,353500,102.830002
"46",103.199997,104.019997,102.82,103.660004,914700,103.660004
"47",103.739998,105.349998,103.739998,104.949997,632900,104.949997
"48",105.190002,105.449997,103.529999,103.949997,463800,103.949997
"49",104.419998,105.68,104.089996,105.349998,548700,105.349998
"50",105.260002,106,105,105.800003,350100,105.800003
"51",105.400002,106.32,105,106.150002,439700,106.150002
"52",106.199997,106.93,105.82,106.82,389500,106.82
"53",106.620003,106.620003,105.779999,106.220001,475200,106.220001
"54",106.5,107.360001,106,106.93,347000,106.93
"55",107,107.279999,106,106.43,360100,106.43
"56",106.68,107.669998,105.690002,105.769997,594400,105.769997
"57",105.690002,105.989998,105,105.389999,423700,105.389999
"58",105.300003,107.32,105.300003,107.230003,420300,107.230003
"59",107.25,107.68,106.330002,106.550003,482200,106.550003
"60",106.830002,108.260002,106.830002,108.120003,598700,108.120003
"61",108.120003,108.68,107.440002,107.980003,582500,107.980003
"62",107.800003,108.309998,107.690002,107.980003,455800,107.980003
"63",107.980003,108.389999,107.599998,108.129997,369600,108.129997
"64",108.220001,108.769997,107.830002,108.25,385800,108.25
"65",108.360001,108.540001,106.760002,107.160004,343600,107.160004
"66",106.739998,107.269997,106.300003,107.269997,311100,107.269997
"67",107.019997,107.239998,106.110001,106.349998,559300,106.349998
"68",106.629997,106.830002,105.599998,105.860001,312700,105.860001
"69",106.059998,107.440002,105.599998,107.010002,415200,107.010002
"70",106.870003,107.32,105.870003,106.120003,432300,106.120003
"71",106.150002,106.68,105.410004,106.059998,435800,106.059998
"72",106.580002,106.760002,105.980003,106.120003,541800,106.120003
"73",105.919998,106.040001,104.239998,104.5,498200,104.5
"74",104.330002,104.43,102.82,102.959999,666300,102.959999
"75",102.75,103.93,102.629997,103.879997,522100,103.879997
"76",103.709999,103.720001,102.029999,102.029999,402200,102.029999
"77",102.279999,102.980003,101.760002,102.809998,705600,102.809998
"78",101.839996,103.410004,101.550003,103.139999,547700,103.139999
"79",103.010002,103.010002,101.739998,101.75,405700,101.75
"80",101.879997,102.470001,101.099998,101.18,736700,101.18
"81",101.18,102.57,100.730003,102.160004,551100,102.160004
"82",102.769997,102.940002,101.550003,102.519997,809000,102.519997
"83",103.010002,103.150002,100.779999,101.400002,467000,101.400002
"84",101.010002,101.010002,98.889999,98.959999,973900,98.959999
"85",99.120003,100.879997,98.489998,100.760002,911900,100.760002
"86",100.870003,101.080002,98.400002,98.440002,570900,98.440002
"87",98.709999,100.129997,98.599998,99.050003,624000,99.050003
"88",98.779999,100.639999,98.720001,98.779999,686000,98.779999
"89",99,99.739998,97.699997,97.809998,575600,97.809998
"90",97.919998,98.660004,95.610001,98.269997,960600,98.269997
"91",96.510002,98.260002,96.510002,98.010002,826300,98.010002
"92",98.620003,99.349998,98.260002,98.669998,417000,98.669998
"93",98.269997,98.989998,98.099998,98.940002,449200,98.940002
"94",99.410004,101.470001,99.360001,101.300003,438600,101.300003
"95",101.230003,102.650002,100.839996,101.07,909700,101.07
"96",101.639999,103.870003,101.389999,102.68,611100,102.68
"97",103.120003,103.889999,102.440002,103.730003,494700,103.730003
"98",103.709999,103.75,102.669998,103.139999,568000,103.139999
"99",104.029999,108.940002,103.580002,107.510002,1434300,107.510002
"100",107.870003,108.07,105.949997,106.699997,855600,106.699997
"101",106.699997,107.419998,106.279999,107.389999,955000,107.389999
"102",109.309998,109.470001,108.239998,109.290001,901200,109.290001
"103",104.790001,105,99.650002,101.230003,8323600,101.230003
"104",101.059998,102.970001,100.120003,102.379997,3612000,102.379997
"105",102.550003,102.93,101.150002,102.209999,1619300,102.209999
"106",102.209999,102.959999,101.919998,102.93,1285100,102.93
"107",102.739998,102.910004,100.050003,100.519997,1978500,100.519997
"108",100.93,101.309998,100.260002,100.980003,1189300,100.980003
"109",101,101.080002,99.660004,100.089996,1118200,100.089996
"110",99.599998,100.889999,99.010002,100.699997,1870400,100.699997
"111",99.690002,100.510002,98.800003,99.559998,1850400,99.559998
"112",99.720001,99.889999,98.629997,98.839996,1517500,98.839996
"113",98.82,100.239998,98.540001,100.080002,1408900,100.080002
"114",100.43,101.339996,100,101.18,1201800,101.18
"115",101.309998,101.82,100.809998,100.949997,939600,100.949997
"116",100.699997,101.050003,99.730003,100.639999,991500,100.639999
"117",101.849998,102,100.349998,100.459999,1444500,100.459999
"118",100.739998,101.760002,100.480003,101.660004,1028200,101.660004
"119",101.43,101.970001,100.349998,100.529999,1818100,100.529999
"120",100.43,102.440002,100.169998,102.150002,1614900,102.150002
"121",102.489998,105.139999,102.370003,104.639999,1132200,104.639999
"122",104.639999,105.239998,103.43,104.040001,1624600,104.040001
"123",104.599998,105,103.080002,104.849998,1572400,104.849998
"124",104.93,106,104.220001,105.769997,1455100,105.769997
"125",105.769997,105.839996,103.970001,104.790001,1685700,104.790001
"126",105.089996,107.120003,104.800003,106.139999,1412400,106.139999
"127",106.150002,107.099998,105.209999,105.32,1419000,105.32
"128",104.290001,105.330002,103.980003,104.790001,1074800,104.790001
"129",104.360001,105,103.389999,103.800003,1209600,103.800003
"130",104.580002,105.150002,103.75,104,803500,104
"131",103.260002,104.029999,101.879997,101.919998,1219900,101.919998
"132",102.239998,102.720001,100.800003,101.360001,1209300,101.360001
"133",101.389999,104.309998,100.690002,101.900002,1449400,101.900002
"134",101.199997,103.980003,99.889999,103.559998,2369100,103.559998
"135",103.709999,106.5,103.709999,106.440002,2071300,106.440002
"136",106.620003,107.449997,105.32,105.800003,2205300,105.800003
"137",105.800003,108.019997,105.800003,107.139999,1103400,107.139999
"138",107.559998,107.580002,106.32,107.129997,973100,107.129997
"139",107.239998,108.480003,106.650002,107.690002,784900,107.690002
"140",108,108.980003,107.379997,108.25,822600,108.25
"141",107.940002,108.790001,107.57,108.400002,700200,108.400002
"142",108.139999,109.839996,108.050003,109.580002,1015000,109.580002
"143",109.57,109.769997,107.790001,107.900002,893700,107.900002
"144",109.690002,112.629997,109.489998,111.419998,2068400,111.419998
"145",112.400002,113.949997,111.690002,112.389999,3030800,112.389999
"146",112.330002,112.5,108.730003,110.599998,2850900,110.599998
"147",110.910004,112.940002,110.809998,112.540001,1629700,112.540001
"148",114.580002,116.410004,114.360001,115.57,2019000,115.57
"149",115.550003,116.639999,114.519997,116,2026000,116
"150",117.129997,117.480003,115.68,115.839996,1844300,115.839996
"151",116.870003,118.07,114.849998,115.860001,1489000,115.860001
"152",114.529999,116.07,114.050003,114.75,1604600,114.75
"153",115.110001,115.830002,114.510002,114.919998,1188100,114.919998
"154",115,117.139999,114.300003,117.040001,1136000,117.040001
"155",117.919998,118.5,116.68,117.230003,1097500,117.230003
"156",117.099998,117.389999,115.559998,115.989998,883200,115.989998
"157",116.389999,119.209999,115.709999,118.870003,1027300,118.870003
"158",119.059998,119.080002,117.150002,117.290001,990100,117.290001
"159",117,117.32,116.019997,117.190002,936300,117.190002
"160",116.050003,116.629997,115.559998,116.290001,1253300,116.290001
"161",116.529999,117.349998,115.199997,115.489998,1869200,115.489998
"162",115.900002,116.230003,114.559998,116.120003,1361400,116.120003
"163",115.389999,115.910004,114.650002,114.779999,1301600,114.779999
"164",113.32,115.510002,112.75,115.5,1448200,115.5
"165",115.470001,116.93,114.900002,116.889999,1258400,116.889999
"166",116.57,117.43,115.790001,117.050003,1640900,117.050003
"167",117.419998,117.419998,115.529999,116.010002,1172300,116.010002
"168",115.730003,116.43,114.720001,115.150002,672000,115.150002
"169",114.889999,115.230003,113.010002,113.620003,1185300,113.620003
"170",114.059998,115.550003,113.870003,115.389999,810600,115.389999
"171",114.940002,116.889999,114.940002,116.730003,968600,116.730003
"172",116.709999,117.099998,115.68,116.839996,867000,116.839996
"173",116.790001,117.040001,115.980003,116.900002,946700,116.900002
"174",115.889999,117.529999,115.889999,117.260002,782400,117.260002
"175",117.050003,117.839996,116.480003,117,4854900,117
"176",115.790001,117.260002,115.540001,117.139999,1508800,117.139999
"177",121.209999,123,117.989998,121.080002,3015300,121.080002
"178",123.650002,124.559998,122.260002,122.900002,2429000,122.900002
"179",123.559998,124.110001,121.519997,122.209999,1545400,122.209999
"180",122.349998,122.459999,120.910004,122.400002,1227200,122.400002
"181",123.260002,124.57,122.43,124.510002,1640300,124.510002
"182",124.480003,124.480003,122.860001,123.029999,1416200,123.029999
"183",123.029999,124.690002,122.760002,123.360001,830400,123.360001
"184",123.75,124.230003,122.540001,123.860001,1134600,123.860001
"185",123.199997,125.089996,122.860001,123.900002,1103400,123.900002
"186",124.360001,124.440002,123,123.279999,836000,123.279999
"187",122.5,122.980003,120.970001,121.699997,1307600,121.699997
"188",122.019997,122.209999,120.730003,121.169998,928600,121.169998
"189",120.110001,122.010002,120.089996,121.32,866300,121.32
"190",121.370003,122.519997,121.040001,121.239998,676400,121.239998
"191",122.419998,124.279999,122.019997,124.279999,720200,124.279999
"192",123.82,124.57,123.089996,123.730003,606100,123.730003
"193",124.589996,126.269997,124.400002,125.669998,853100,125.669998
"194",125.110001,125.379997,124.5,125.269997,796600,125.269997
"195",125.279999,127.459999,124.980003,126.809998,812600,126.809998
"196",126.440002,126.889999,125.779999,126.260002,584400,126.260002
"197",127.32,127.32,125.760002,126.800003,1229700,126.800003
"198",127.019997,128.630005,126.360001,128.179993,807600,128.179993
"199",128.259995,130.160004,128,128.100006,1150500,128.100006
"200",128.179993,129.449997,126.68,126.889999,1245400,126.889999
"201",125.720001,126.139999,124.18,125.800003,1254100,125.800003
