"","EQT.Open","EQT.High","EQT.Low","EQT.Close","EQT.Volume","EQT.Adjusted"
"1",104.239998,105.510002,102.150002,102.639999,2029200,102.503908
"2",102.610001,103.610001,102.290001,102.849998,1044700,102.713629
"3",103.139999,105.010002,102.620003,104.629997,1829300,104.491268
"4",104.629997,105.919998,104.389999,105.849998,1935700,105.709651
"5",105.68,106.449997,105.440002,106.43,1216600,106.288884
"6",106.25,107.410004,106.099998,107.349998,1550100,107.207663
"7",107.349998,108.269997,107,108.110001,1639200,107.966657
"8",108.300003,108.809998,107.629997,108.459999,1416200,108.316191
"9",109,109.529999,107.57,109.529999,2547600,109.384772
"10",109.279999,109.970001,108.599998,109.040001,1684100,108.895424
"11",109.209999,109.650002,107.339996,107.650002,1461500,107.507268
"12",107.410004,108.779999,106.760002,106.889999,1026300,106.748273
"13",107.18,108.010002,106.589996,108.010002,1226100,107.866791
"14",107.660004,108.160004,106.220001,107.019997,1669500,106.878098
"15",107,107.050003,106.32,106.900002,1085400,106.758262
"16",106.709999,107.709999,105.809998,106.760002,1121400,106.618448
"17",106.620003,107.220001,106.199997,106.610001,749400,106.468646
"18",106.550003,106.889999,105.709999,106.120003,622000,105.979298
"19",105.459999,105.849998,103.940002,104.830002,1451600,104.691007
"20",104.650002,105.339996,103.809998,105.32,1098700,105.180355
"21",105.220001,105.980003,104.57,105.75,963500,105.609786
"22",104.370003,104.650002,102.629997,102.709999,1686900,102.573815
"23",102.620003,102.900002,101.129997,101.900002,1595600,101.764892
"24",102.349998,103.599998,102.120003,102.989998,1235500,102.853443
"25",103.410004,103.599998,102.489998,102.660004,1519900,102.523886
"26",102.779999,103.650002,102.75,103.459999,1383300,103.322821
"27",103.459999,103.459999,99.099998,99.239998,2598000,99.108415
"28",99.360001,100.68,99.360001,100.57,1427800,100.436653
"29",100.5,100.5,99.339996,99.389999,1330900,99.258218
"30",99.510002,99.870003,97.93,98.93,4426100,98.798828
"31",99.5,100.129997,98.82,99.919998,1580200,99.787514
"32",98,105.459999,97.160004,104.18,3791100,104.041867
"33",102.129997,102.650002,99.25,100.150002,2865400,100.017212
"34",100.190002,100.559998,99,99.139999,1458600,99.008549
"35",98.739998,99.419998,98.040001,98.330002,1218100,98.199626
"36",98.489998,98.980003,96.239998,96.370003,1387700,96.242225
"37",95.879997,95.879997,93.760002,93.82,1648200,93.695603
"38",93.419998,95.599998,93.019997,94.800003,1696100,94.674307
"39",95.25,96.629997,94.75,96.099998,1478700,95.972579
"40",95.959999,96.669998,94.160004,95.050003,1324100,94.923976
"41",95.019997,95.93,94.339996,94.879997,812900,94.754195
"42",95.139999,95.739998,92.989998,93.529999,956200,93.405987
"43",94.220001,95.470001,93.639999,95.160004,1041500,95.033831
"44",95.919998,96.370003,93.470001,94.019997,1857500,93.895335
"45",93.870003,94.190002,92.669998,93.040001,1545400,92.916639
"46",93.139999,94.400002,92.760002,94.050003,1210900,93.955595
"47",94.339996,94.949997,93.610001,93.889999,775500,93.795752
"48",94.360001,95.050003,93.550003,94.620003,945100,94.525023
"49",94.629997,95.199997,93.919998,94.93,884500,94.834709
"50",95.129997,95.610001,94.550003,94.849998,819500,94.754788
"51",94.489998,95.120003,93.849998,94.900002,541100,94.804741
"52",94.720001,95.190002,93.690002,94.959999,920500,94.864678
"53",94.839996,95.459999,93.93,95.040001,892300,94.9446
"54",96.169998,97.050003,95.330002,96.769997,794400,96.672859
"55",97.080002,99.040001,96.599998,98.129997,1652800,98.031494
"56",98.129997,98.790001,97.379997,97.669998,856800,97.571957
"57",97.599998,98.510002,97.019997,97.989998,779200,97.891635
"58",97.75,99.120003,97.559998,99.059998,743600,98.960561
"59",99.059998,99.199997,96.879997,97.57,918500,97.472059
"60",97.82,98.040001,96.419998,96.480003,735300,96.383157
"61",96.639999,97.129997,95.540001,95.900002,970200,95.803737
"62",95.900002,96.769997,95.120003,96.440002,768100,96.343196
"63",96.480003,96.480003,94.629997,95.139999,664100,95.044498
"64",95.480003,97.68,95.279999,95.900002,1166800,95.803737
"65",96,96.25,94.790001,95.580002,756600,95.484058
"66",94.589996,96.040001,93.849998,95.860001,1579000,95.763776
"67",95.300003,95.589996,94.230003,94.410004,898300,94.315235
"68",94.43,96.400002,94,95.330002,914400,95.234309
"69",94.839996,96.269997,94.839996,95.660004,1295400,95.56398
"70",96.449997,97.839996,96.059998,96.75,2020100,96.652882
"71",96.650002,97.349998,94.720001,94.800003,1056200,94.704843
"72",95.050003,95.440002,93.400002,93.470001,1541800,93.376176
"73",93.470001,93.599998,91.389999,91.830002,1261100,91.737823
"74",91.800003,92.660004,91.519997,91.57,1446000,91.478082
"75",91.339996,92.190002,89.769997,91.389999,954800,91.298262
"76",91.440002,91.449997,90.120003,90.989998,1429000,90.898662
"77",90.699997,93.220001,90.5,92.110001,1480100,92.01754
"78",91.239998,92.970001,90.910004,92.839996,1119400,92.746803
"79",92.980003,93.540001,91.099998,91.540001,1440200,91.448113
"80",91.82,92.360001,89.75,89.889999,1396000,89.799768
"81",89.029999,90.739998,88.040001,90.110001,1371700,90.019548
"82",90.25,90.650002,89.110001,90.360001,809600,90.269297
"83",90.330002,90.760002,88.93,89.309998,942500,89.220348
"84",88.480003,89.900002,87.580002,87.580002,1312900,87.492089
"85",87.510002,88.589996,85.690002,88.489998,1807900,88.401171
"86",88.059998,88.059998,84.290001,84.309998,2163800,84.225367
"87",84.07,84.82,81.690002,82.040001,2573600,81.957649
"88",82.040001,82.800003,77.699997,77.809998,2599900,77.731892
"89",78.279999,80.199997,77.529999,78.360001,2404200,78.281343
"90",76.93,82.239998,76.199997,82.190002,2910400,82.1075
"91",80.040001,86.470001,80.040001,85.269997,2784500,85.184402
"92",86.290001,87.330002,82.279999,83.419998,2092500,83.336261
"93",83.269997,84.410004,81.68,83.099998,1383100,83.016583
"94",84.25,85.57,83.940002,85.260002,1658800,85.174418
"95",85.25,86.349998,82.760002,82.889999,1550300,82.806794
