"","EQT.Open","EQT.High","EQT.Low","EQT.Close","EQT.Volume","EQT.Adjusted"
"96",83.5,89.040001,82.690002,87.650002,2392300,87.562018
"97",89.639999,90.029999,86.790001,88.900002,2141200,88.810764
"98",87.589996,87.790001,84.970001,86.650002,1964100,86.563022
"99",87.199997,91,86.419998,90.660004,2057100,90.568999
"100",91.709999,92.739998,89.449997,90.07,2205900,89.979587
"101",89.699997,90.360001,88.220001,89.089996,945100,89.000568
"102",89.209999,94.209999,88.349998,94.040001,2411400,93.945603
"103",94.150002,95.400002,91.550003,91.879997,1421800,91.787768
"104",90.650002,93.019997,89.620003,92.959999,2076600,92.866686
"105",93.559998,97.489998,92.879997,97.040001,2903800,96.942592
"106",96.809998,99.849998,95.949997,99.75,3070800,99.649871
"107",99.459999,100.650002,98.089996,98.639999,2221000,98.540984
"108",99.010002,99.970001,95.220001,95.790001,1863300,95.693847
"109",95.449997,96.730003,94.620003,96.290001,1232000,96.193345
"110",94.910004,95.839996,94.029999,94.25,1241600,94.184739
"111",93.75,94.370003,90.75,91.580002,1999200,91.516589
"112",91.769997,93.349998,91.32,93,1179200,92.935604
"113",92.730003,93.93,92.099998,93.059998,1577800,92.99556
"114",92.599998,94.290001,91.269997,93.580002,1930800,93.515204
"115",94.150002,96.349998,93.57,95.940002,2172200,95.873571
"116",95.57,98.18,95.43,96.25,1493000,96.183354
"117",97.720001,98,94.389999,95.019997,1780500,94.954202
"118",94.599998,95.139999,93.379997,94.540001,1547100,94.474539
"119",94.629997,95.190002,92.709999,93.489998,1572400,93.425263
"120",93.309998,93.580002,92.220001,92.449997,1196200,92.385982
"121",89.449997,93.440002,88.160004,90.980003,1660200,90.917006
"122",90.010002,91.68,89.139999,91.480003,1539600,91.41666
"123",90.139999,91.32,89.18,89.25,2127600,89.188201
"124",90.099998,90.809998,89.639999,90.059998,1436600,89.997638
"125",89.029999,89.860001,87.089996,87.099998,1747000,87.039688
"126",87.110001,87.839996,84.910004,87.129997,1930100,87.069666
"127",81.459999,85.580002,79.940002,80.519997,3199100,80.464242
"128",80.379997,81.610001,78.599998,79.739998,2223000,79.684784
"129",80.199997,80.199997,77.269997,77.5,1661100,77.446337
"130",77.559998,80.839996,77.370003,78.330002,1903600,78.275764
"131",77.989998,80.300003,77.440002,79.040001,1622900,78.985271
"132",79.870003,80.959999,77.779999,77.959999,1629600,77.906017
"133",76.760002,81.610001,76.519997,77.620003,1471900,77.566257
"134",78.07,80.870003,77.900002,79.919998,1752000,79.864659
"135",81.790001,82.519997,79.209999,82.5,2093000,82.442875
"136",83.669998,83.75,78.010002,80.589996,3477000,80.534194
"137",79.25,79.360001,76.57,77.650002,2585500,77.596235
"138",78.269997,78.870003,77.57,78.410004,1389300,78.35571
"139",77.919998,78.269997,76.919998,77.440002,535400,77.386381
"140",77.879997,78.400002,75.360001,75.860001,1551300,75.807473
"141",76.260002,77.370003,76.089996,76.720001,1217800,76.666878
"142",76.379997,77.790001,75.080002,75.379997,1263500,75.327802
"143",75.110001,77.040001,74.370003,75.699997,1003000,75.64758
"144",76.160004,78.449997,75.269997,77.519997,2296700,77.46632
"145",77.519997,77.519997,73.139999,73.379997,1819700,73.329187
"146",73.230003,74.220001,72.089996,72.540001,2027400,72.489772
"147",73.379997,73.949997,72.080002,72.639999,1364900,72.589701
"148",73.089996,75.900002,72.459999,75.550003,1510200,75.49769
"149",75.5,76.550003,74.739998,76.080002,1316900,76.027322
"150",74.940002,74.940002,72.349998,72.589996,1403800,72.539733
"151",72.940002,74.010002,71.860001,72.629997,910000,72.579706
"152",72.160004,73.410004,71.330002,73.220001,1396800,73.169302
"153",73.220001,74.529999,72.440002,72.529999,1274300,72.479777
"154",72.690002,75.760002,72.690002,75.589996,1114900,75.537656
"155",73.809998,74.519997,72.699997,74.059998,1363300,74.008716
"156",74.900002,77,74.199997,76.75,1450600,76.696856
"157",77,77.709999,74.209999,75.860001,1356700,75.807473
"158",75.830002,76.5,75,75.059998,707200,75.008024
"159",75,76.32,74.269997,75.449997,827800,75.397753
"160",75.230003,76.400002,74.339996,75.129997,931600,75.077975
"161",74.449997,75.370003,72.910004,73.669998,1697900,73.618987
"162",74.080002,74.690002,71.589996,73.720001,1255200,73.668955
"163",72.879997,75.339996,72,74.440002,1401300,74.388458
"164",75.449997,76.059998,73.699997,75.57,1318800,75.517673
"165",76.75,77.580002,75.260002,76.860001,1778000,76.806781
"166",75.480003,76.559998,73.489998,74.5,2624100,74.448414
"167",75.919998,79.82,75.919998,77.389999,2940500,77.336412
"168",78.830002,79.349998,76.970001,78.940002,2410300,78.885342
"169",79,80.519997,78.68,79.93,2780100,79.874655
"170",79.970001,82.239998,78.580002,81.900002,2591400,81.843292
"171",80.510002,82.910004,79.68,81.790001,2072500,81.763315
"172",82.629997,82.760002,80.209999,80.75,1324800,80.723653
"173",81.669998,81.82,80.010002,81.18,1145900,81.153513
"174",80.620003,82.029999,80.379997,81.589996,1576400,81.563375
"175",80.889999,82.379997,80.459999,81.099998,1788400,81.073538
"176",78.290001,83.120003,78.290001,81.580002,1172100,81.553384
"177",81.610001,82.779999,80.43,81.129997,1470400,81.103526
"178",80.089996,81.720001,79.809998,80.150002,1307700,80.123851
"179",80.660004,81.889999,79.790001,81.760002,1505600,81.733326
"180",81.949997,83.459999,81.199997,83.43,1352400,83.402779
"181",82.860001,83.190002,79.419998,79.760002,1736700,79.733978
"182",80.279999,80.389999,79.459999,79.809998,1069000,79.783957
"183",79.989998,81.440002,79.629997,80.669998,1482900,80.643677
"184",80.610001,83.260002,80.410004,82.230003,1780100,82.203174
"185",82.379997,82.440002,79.709999,80.849998,1173400,80.823619
"186",80.5,80.849998,79.449997,80.550003,1021700,80.523722
"187",79.639999,80.449997,79.209999,79.529999,767700,79.50405
"188",79.029999,79.279999,77.019997,77.019997,1425800,76.994867
"189",76.550003,77.059998,75.75,76.190002,1202000,76.165143
"190",76.239998,77.870003,75.580002,77.540001,1636800,77.514701
"191",77.739998,78.019997,76.220001,76.260002,1293200,76.23512
"192",75.599998,76.300003,74.760002,76.230003,1165700,76.205131
"193",75.620003,77.379997,75.5,77.349998,1000700,77.324761
"194",77.269997,78.209999,76.93,77.43,1096900,77.404737
"195",76.769997,79.470001,76.540001,79.019997,1239000,78.994214
"196",77.699997,78.699997,77.410004,78.43,774300,78.40441
"197",78.980003,80.230003,78.830002,78.919998,1762900,78.894248
"198",79.169998,79.879997,78.709999,78.720001,713600,78.694317
"199",79.019997,79.980003,78.68,79.660004,720900,79.634013
"200",80.209999,81.68,79.480003,81.089996,995100,81.063539
"201",82.18,82.599998,79.610001,79.93,874800,79.903921
"202",79.290001,80.620003,78.790001,80.07,871200,80.043875
"203",80.709999,82.830002,80.410004,82.699997,1077400,82.673014
"204",81.800003,83.43,81.339996,82.870003,1334300,82.842964
"205",83.360001,84.389999,82.309998,82.800003,1189200,82.772987
"206",82.330002,84.75,81.970001,84.610001,1280300,84.582394
"207",84.900002,85.400002,84.040001,84.209999,1013900,84.182523
"208",84.510002,84.93,84.07,84.209999,977300,84.182523
"209",84.300003,84.620003,83.309998,83.379997,1268500,83.352792
"210",83.82,85.449997,82.900002,85.110001,1775100,85.082231
"211",85.309998,85.480003,83.82,84.660004,1098600,84.632381
"212",84.93,85.239998,83.169998,83.239998,923100,83.212839
"213",83.800003,85.010002,83.519997,84.599998,1115600,84.572396
"214",85.360001,88.089996,84.559998,87.919998,1516700,87.891312
"215",87.43,89.139999,86.970001,87.230003,1690700,87.201542
"216",86.360001,87.550003,86.150002,87.379997,1212300,87.351487
"217",87.010002,87.279999,85.639999,86.599998,1224900,86.571743
"218",87.010002,87.330002,86.07,86.440002,1243000,86.411799
"219",86.989998,87.760002,86.139999,87.290001,1221800,87.26152
"220",88.830002,90.839996,87.349998,87.540001,3039100,87.511439
"221",87.779999,88.75,85.809998,86.589996,1369000,86.561744
"222",86.730003,87.209999,85.510002,86.089996,1409400,86.061907
"223",86.019997,87.489998,85.589996,87.470001,1125600,87.441462
"224",87.230003,89.470001,86.790001,89.400002,1214300,89.370832
"225",89.68,91.419998,87.769997,89.940002,1467800,89.910657
"226",90.150002,90.709999,89.519997,89.980003,1635500,89.950645
"227",90.010002,90.629997,89.440002,89.690002,910500,89.660739
"228",90.580002,91.769997,89.050003,89.110001,1168300,89.080926
"229",89.809998,89.989998,88.209999,88.620003,775800,88.591088
"230",88.209999,88.349998,87.300003,88.080002,945000,88.051263
"231",89.230003,90.919998,87.419998,90.849998,1130100,90.820356
"232",90.989998,91.040001,88.559998,89.870003,1262200,89.84068
"233",90.209999,92.790001,89.589996,91.949997,2002600,91.919996
"234",91.860001,91.93,89.559998,89.949997,1255500,89.949997
"235",90.120003,91.279999,89.199997,90.800003,1061200,90.800003
"236",90.18,90.800003,89.019997,90.650002,984300,90.650002
"237",90.230003,90.610001,89.220001,89.529999,1801900,89.529999
"238",88.849998,89.400002,87.419998,88.139999,2059100,88.139999
"239",88.650002,88.650002,87.019997,88.040001,1124100,88.040001
"240",88.620003,89.110001,87.730003,88.540001,907400,88.540001
"241",87.639999,89.010002,87.540001,88.410004,498000,88.410004
"242",87.480003,88.300003,86.489998,86.970001,816900,86.970001
"243",86.860001,87.769997,86.169998,87.599998,708400,87.599998
"244",87.160004,87.32,85.489998,85.639999,1039300,85.639999
"245",86.050003,86.559998,84.489998,85.07,1606800,85.07
"246",85.029999,85.290001,84.610001,84.940002,797900,84.940002
"247",84.879997,85.800003,84.110001,85.059998,1304300,85.059998
"248",84.940002,85.449997,83.879997,85.059998,1010800,85.059998
"249",84.389999,84.989998,83.889999,83.980003,803100,83.980003
"250",83.339996,85.510002,83.269997,84.050003,925700,84.050003
"251",83.980003,84.860001,83.199997,84.040001,600900,84.040001
"252",84.779999,87.379997,84.779999,86.07,1301700,86.07
"253",87.080002,87.220001,85.160004,85.779999,826500,85.779999
