"","GIS.Open","GIS.High","GIS.Low","GIS.Close","GIS.Volume","GIS.Adjusted"
"77",50.119999,50.43,49.860001,50.279999,3002400,48.722861
"78",50.09,50.790001,50.040001,50.630001,2691400,49.062024
"79",50.459999,50.700001,50.299999,50.450001,2822800,48.887598
"80",49.709999,50.09,49.599998,49.98,3788400,48.432153
"81",49.98,50.23,49.830002,50.139999,3471900,48.587198
"82",50.41,50.639999,50.220001,50.470001,2383700,48.90698
"83",50.610001,50.73,50.23,50.59,2866300,49.023262
"84",50.41,50.689999,50.18,50.18,3305600,48.62596
"85",49.799999,50.209999,49.619999,50.150002,3417500,48.997227
"86",50.18,50.630001,49.889999,49.889999,3548000,48.743201
"87",49.889999,50.509998,49.77,49.810001,3800300,48.665042
"88",50.029999,50.040001,49.259998,49.279999,2955900,48.147223
"89",49.419998,49.98,49.299999,49.52,2621100,48.381707
"90",49.169998,49.419998,48.32,49.110001,4586100,47.981132
"91",48.43,49.16,48.400002,48.860001,3742000,47.736879
"92",49.330002,49.580002,49.029999,49.290001,3005500,48.156995
"93",49.299999,50.049999,49.25,49.919998,2614300,48.772511
"94",50.220001,50.490002,49.900002,50.459999,3401400,49.300099
"95",50.619999,50.919998,50.52,50.599998,2170100,49.43688
"96",50.830002,50.900002,50.450001,50.509998,1709700,49.348949
"97",50.540001,51.040001,50.540001,51.029999,1744800,49.856996
"98",51,51.450001,50.84,51.16,1366300,49.984009
"99",51.439999,51.439999,51.029999,51.380001,1370600,50.198953
"100",51.419998,51.450001,50.400002,50.900002,2920300,49.729987
"101",50.650002,51.560001,50.599998,51.450001,2055100,50.267344
"102",51.91,52,51.66,51.959999,2666300,50.765619
"103",52,52.73,51.889999,52.66,3457700,51.449529
"104",52.720001,52.959999,52.59,52.860001,3903800,51.644933
"105",53.130001,53.439999,52.919998,53.169998,2398200,51.947804
"106",53.209999,53.32,52.77,53.27,1962600,52.045508
"107",51.459999,52.130001,51.099998,51.360001,6440300,50.179412
"108",51.299999,51.299999,50.43,50.869999,4397400,49.700674
"109",50.830002,51.150002,50.669998,50.970001,2570600,49.798378
"110",50.599998,51.080002,50.529999,50.959999,2615800,49.788605
"111",51.110001,51.169998,50.610001,51,3048200,49.827687
"112",50.990002,51.040001,50.639999,50.82,2814100,49.651824
"113",50.82,51.439999,50.799999,51.349998,2196300,50.16964
"114",51.419998,51.720001,51.259998,51.59,2215300,50.404125
"115",51.400002,51.959999,51.369999,51.919998,1920600,50.726538
"116",51.82,51.849998,51.549999,51.639999,1540100,50.452975
"117",52.23,52.23,51.599998,51.849998,2508700,50.658147
"118",51.790001,51.990002,51.369999,51.5,2213600,50.316194
"119",51.5,51.849998,51.389999,51.650002,3555200,50.462747
"120",51.720001,51.889999,51.639999,51.849998,1355500,50.658147
"121",52.130001,52.860001,52,52.75,1664500,51.53746
"122",52.529999,52.759998,52.220001,52.630001,2183900,51.42022
"123",52.790001,53.130001,52.669998,53.049999,3090600,51.830564
"124",52.900002,53.450001,52.66,53.040001,4708000,51.820795
"125",52.950001,53.189999,52.740002,53,2933100,51.781714
"126",53,53.23,52.869999,53.119999,2579300,51.898954
"127",52.91,53.240002,52.610001,52.93,2878600,51.713323
"128",52.59,52.810001,52.110001,52.279999,2956600,51.078263
"129",52.509998,52.529999,51.950001,51.990002,2518700,50.794932
"130",52.09,52.700001,52.029999,52.48,4118200,51.273666
"131",52.060001,52.549999,52.009998,52.099998,4610000,50.9024
"132",52.16,52.349998,51.23,51.470001,3319100,50.286884
"133",51.43,52.450001,51.080002,51.130001,3904700,49.9547
"134",51.529999,52.41,51.400002,52.189999,4644500,50.990332
"135",52.5,53.529999,52.459999,53.509998,4622100,52.279989
"136",53.5,53.98,53.259998,53.810001,4901900,52.573096
"137",53.950001,54.389999,53.82,54.380001,2552400,53.129993
"138",54.560001,54.610001,54.23,54.41,2340700,53.159303
"139",54.34,54.560001,54.240002,54.310001,1214500,53.061603
"140",54.34,54.580002,54.259998,54.380001,1053800,53.129993
"141",54.220001,54.450001,54.119999,54.310001,1486500,53.061603
"142",54.299999,54.599998,54.240002,54.349998,1361600,53.100681
"143",54.189999,54.27,53.240002,53.330002,2516700,52.10413
"144",53.099998,53.599998,52.799999,53.110001,2165000,51.889186
"145",52.27,52.689999,52.060001,52.150002,4149500,50.951254
"146",52.439999,52.619999,51.900002,52.02,3036200,50.824241
"147",52.450001,53.259998,52.369999,53.119999,3204200,51.898954
"148",53.09,53.66,52.970001,53.57,3998400,52.745721
"149",53.59,53.68,52.799999,53.029999,2051900,52.214029
"150",52.880001,53.18,52.52,52.650002,2003900,51.839879
"151",53.029999,53.27,52.470001,52.709999,2967600,51.898954
"152",52.419998,52.990002,52.299999,52.919998,4427800,52.105721
"153",52.919998,53.919998,52.810001,53.450001,4526700,52.627569
"154",53.32,53.549999,53.029999,53.41,4273100,52.588183
"155",53.610001,54.549999,53.220001,54.400002,5217700,53.562952
"156",54.099998,54.48,53.880001,54.080002,3565500,53.247876
"157",54.41,54.799999,53.900002,54.779999,2986200,53.937102
"158",54.68,54.720001,54.240002,54.560001,2998800,53.72049
"159",54.5,54.970001,54.279999,54.950001,3717200,54.104488
"160",54.360001,55.470001,54.27,55.110001,4819600,54.262026
"161",55.240002,55.59,54.02,54.080002,3116500,53.247876
"162",53.599998,53.73,52.860001,53.630001,4450100,52.8048
"163",53.189999,53.400002,52.419998,52.48,3919500,51.672493
"164",52.650002,53.099998,51.900002,53.07,3631400,52.253415
"165",53.450001,53.5,52.830002,53.259998,2632400,52.44049
"166",53.279999,53.66,53.060001,53.220001,2434800,52.401108
"167",53.27,53.450001,53.110001,53.400002,1948800,52.578339
"168",53.259998,53.459999,52.990002,53.16,1963000,52.34203
"169",53.060001,53.23,52.82,53,3168100,52.184492
"170",53.099998,53.41,52.84,53.23,2529900,52.410953
"171",53.369999,53.529999,52.77,53.16,2523600,52.34203
"172",52.549999,52.959999,52.41,52.93,3115600,52.11557
"173",52.66,52.66,51.950001,52.48,3464700,51.672493
"174",52.330002,52.52,52,52.34,3534100,51.534648
"175",52.34,52.959999,52.330002,52.880001,2572900,52.06634
"176",52.880001,53.639999,52.75,53.450001,3431700,52.627569
"177",53.41,53.57,53.029999,53.470001,3113000,52.647262
"178",53.380001,53.549999,53.259998,53.490002,1747200,52.666954
"179",53.369999,53.5,53.02,53.419998,2463500,52.598028
"180",53.360001,53.66,53.32,53.540001,1824200,52.716184
"181",53.630001,53.630001,53.360001,53.419998,2099100,52.598028
"182",53.450001,53.84,53.330002,53.790001,3038300,52.962337
"183",53.610001,53.759998,53.330002,53.5,1518900,52.676799
"184",53.41,53.5,53.049999,53.48,1690700,52.657106
"185",53.34,53.439999,52.970001,53.209999,1993300,52.39126
"186",53.349998,53.349998,52.919998,53.279999,1600700,52.460183
"187",52.939999,52.950001,51.939999,52.130001,3430900,51.32788
"188",52.09,52.66,51.939999,52.5,2170100,51.692186
"189",52.209999,52.310001,51.790001,51.790001,2280200,50.993111
"190",51.959999,52.099998,51.43,51.700001,2545100,50.904496
"191",51.880001,52.700001,51.869999,52.619999,2501100,51.810338
"192",52.470001,52.549999,51.77,52.150002,2240100,51.347573
"193",52.34,52.610001,52.09,52.41,2811800,51.60357
"194",52.220001,52.220001,51.799999,52.049999,2854500,51.249109
"195",51.889999,53.150002,51.450001,52.860001,5122800,52.046647
"196",52.73,53.169998,52.509998,52.540001,2496000,51.731571
"197",52.830002,53.73,52.77,53.450001,4070100,52.627569
"198",53.450001,54.07,53.400002,53.740002,2623000,52.913108
"199",53.880001,54.099998,53.18,53.200001,2854600,52.381416
"200",53.77,54.830002,53.330002,53.740002,6753300,52.913108
"201",53.529999,54.040001,53.509998,53.939999,5693100,53.110027
"202",53.91,55,53.860001,54.990002,4990800,54.143874
"203",55.029999,56.380001,54.73,56.349998,7165900,55.482944
"204",56.220001,57.25,56.16,56.599998,7898300,55.729098
"205",56.389999,56.52,55.689999,56.48,4627900,55.610945
"206",56.439999,56.830002,56.25,56.549999,3270800,55.679868
"207",57.540001,57.73,56.630001,56.740002,4173000,55.866947
"208",56.740002,56.740002,56,56.080002,3108600,55.217102
"209",55.700001,55.860001,55.43,55.830002,2874400,55.40566
"210",55.700001,56.209999,55.599998,56.130001,2261000,55.703379
"211",56.169998,56.509998,56.060001,56.490002,2962900,56.060643
"212",56.470001,56.599998,56.360001,56.43,2555800,56.001098
"213",56.490002,56.860001,56.279999,56.630001,2443900,56.199579
"214",56.779999,56.84,56.349998,56.450001,2067600,56.020947
"215",56.380001,56.400002,56.099998,56.23,2704600,55.802617
"216",55.860001,56.189999,55.689999,56.09,2639300,55.663682
"217",56.689999,57.119999,56.400002,56.450001,2276600,56.020947
"218",56.450001,56.599998,56.040001,56.110001,1805700,55.683531
"219",56.369999,56.369999,55.950001,56.209999,1891600,55.782769
"220",55.98,56.5,55.880001,56.290001,2411700,55.862163
"221",56.459999,56.639999,56.200001,56.380001,1754800,55.951479
"222",56.439999,56.5,56,56.049999,1696300,55.623985
"223",56,56.23,55.759998,56.099998,1805500,55.673605
"224",56.009998,56.189999,55.470001,55.57,2069200,55.147634
"225",55.580002,55.68,55.110001,55.34,1815600,54.919383
"226",55.509998,55.82,55.259998,55.700001,2573900,55.276647
"227",55.73,55.93,55.669998,55.849998,1425600,55.425505
"228",56,56.16,55.41,55.630001,2097800,55.207179
"229",55.860001,55.93,54.939999,55.299999,2197800,54.879686
"230",55.25,55.790001,55.139999,55.630001,1620900,55.207179
"231",55.939999,56.529999,55.919998,56.27,1884800,55.842314
"232",56.139999,56.439999,56.040001,56.07,1351600,55.643834
"233",55.919998,56.490002,55.77,56.400002,1780100,55.971327
"234",56.360001,56.799999,56.110001,56.220001,1735500,55.792695
"235",56.599998,56.869999,56.389999,56.84,2412600,56.407982
"236",56.779999,57.25,56.700001,57.139999,2170500,56.705701
"237",56.900002,57.029999,56.709999,56.849998,2545300,56.417904
"238",56.790001,56.959999,56.610001,56.860001,1566600,56.42783
"239",56.84,57.25,56.830002,56.970001,1391100,56.536995
"240",56.950001,57.02,56.66,56.82,1572500,56.388133
"241",56.709999,56.860001,56.52,56.52,1813500,56.090414
"242",56.509998,56.57,55.93,55.98,2141300,55.554518
"243",56.130001,56.560001,56.009998,56.470001,1617200,56.040795
"244",56.349998,56.450001,56.080002,56.25,1841900,55.822466
"245",56.220001,56.279999,55.869999,56.150002,3132300,55.723228
"246",56.32,56.389999,55.91,56.290001,2285400,55.862163
"247",56.130001,56.259998,55.630001,55.860001,1244900,55.435431
"248",56.049999,56.099998,55.57,55.700001,1820400,55.276647
"249",55.389999,55.689999,54.970001,55.060001,2186300,54.641512
"250",54.869999,54.919998,54.139999,54.419998,2454900,54.006373
"251",54.48,54.619999,54.290001,54.360001,1609600,53.946832
"252",54.540001,54.889999,54.349998,54.450001,2178500,54.036148
"253",54.669998,55.290001,54.5,55.09,2287900,54.671283
