"","TAP.Open","TAP.High","TAP.Low","TAP.Close","TAP.Volume","TAP.Adjusted"
"57",73.529999,73.809998,73.32,73.620003,609600,72.461822
"58",73.709999,73.989998,73.43,73.949997,734700,72.786625
"59",74.169998,74.169998,72.940002,73.110001,985700,71.959844
"60",73.239998,73.690002,72.870003,73,998000,71.851573
"61",73.199997,73.449997,72.089996,72.239998,1116200,71.103528
"62",72.040001,72.209999,71.57,72.150002,1528600,71.014947
"63",71.919998,72.360001,71.18,71.82,1228000,70.690137
"64",70.989998,71.129997,70.029999,70.190002,1644200,69.085782
"65",70.160004,70.82,70.110001,70.699997,1576000,69.587754
"66",70.529999,71.629997,70.459999,71.580002,1506700,70.453914
"67",71.419998,72.260002,71.010002,71.800003,3175500,70.670455
"68",76.709999,77.779999,75.309998,76,10515100,74.804378
"69",76.599998,77.660004,74.959999,77.459999,3518100,76.241408
"70",77.209999,77.57,76.339996,77,1704600,75.788646
"71",77.220001,77.290001,76.599998,76.889999,1367100,75.680376
"72",77.279999,77.290001,76.449997,76.580002,1445800,75.375255
"73",76.279999,76.610001,75.879997,76.389999,940700,75.188242
"74",75.5,76.160004,75.43,75.610001,1155000,74.420514
"75",75.440002,76.68,75.220001,76.510002,1048200,75.306357
"76",76.029999,76.300003,74.860001,74.879997,978700,73.701995
"77",74.839996,74.839996,73.529999,74.07,1130200,72.90474
"78",74.18,74.639999,73.879997,74.220001,2254400,73.052382
"79",74.059998,74.980003,73.980003,74.440002,1255400,73.268922
"80",74,74.089996,72.290001,72.580002,1550500,71.438183
"81",72.349998,72.809998,71.720001,72.370003,1142800,71.231487
"82",72.919998,74.279999,72.690002,74.010002,2904400,72.845686
"83",74.279999,74.389999,73.139999,73.639999,1817400,72.481504
"84",73.309998,73.93,73.120003,73.190002,1321600,72.038587
"85",73.300003,75.330002,72.919998,75.260002,1770900,74.076021
"86",74.93,75.139999,73.550003,73.599998,1691000,72.442133
"87",73.720001,74.519997,73,73.269997,1754000,72.117322
"88",73.07,73.349998,71.800003,71.860001,1654800,70.729508
"89",72,72.339996,71.129997,71.440002,1652600,70.316118
"90",70.93,70.940002,67.089996,68.360001,3911500,67.28457
"91",66.470001,68.349998,66.169998,68.019997,3679900,66.949915
"92",68.75,70.660004,68.410004,69.959999,1966500,68.859397
"93",69.519997,70.410004,69.470001,70.230003,1324600,69.125154
"94",70.459999,72.129997,70.050003,71.839996,1638300,70.709819
"95",71.510002,71.970001,70.660004,70.68,1298200,69.568072
"96",71.370003,71.809998,70.660004,71.339996,1465600,70.217685
"97",71.739998,73.309998,71.040001,73.230003,1601900,72.077958
"98",72.870003,73.220001,72.019997,72.269997,1148900,71.133054
"99",72.470001,73.599998,72.260002,73.599998,964200,72.442133
"100",73.889999,74.169998,72.440002,72.900002,1150200,71.753148
"101",72.610001,73.599998,72.550003,72.919998,1077600,71.77283
"102",73.690002,74.470001,72.919998,74.379997,1704600,73.209861
"103",74.470001,75.260002,73.900002,74.550003,2276800,73.377192
"104",74.589996,75.32,73.959999,74.290001,1390000,73.12128
"105",75.220001,75.220001,74.019997,74.160004,1663000,72.993328
"106",74.230003,77.110001,73.919998,77.050003,2289800,75.837862
"107",77,77.870003,76.669998,77.18,1393400,75.965814
"108",77.18,77.360001,75.769997,76.650002,923100,75.444154
"109",76.82,77.089996,75.559998,76.209999,677200,75.011073
"110",75.93,76.269997,74.900002,75.360001,1135800,74.174447
"111",75.849998,76.660004,75.360001,76.050003,1240800,74.853594
"112",76.059998,76.220001,75.199997,75.480003,731100,74.292562
"113",75.550003,77.93,75.330002,77.75,1884700,76.526847
"114",77.75,77.849998,76.309998,76.330002,1208100,75.129188
"115",76.290001,76.290001,74.290001,74.839996,1823900,73.662623
"116",74.629997,75.629997,74.400002,75.059998,932000,73.879163
"117",75.919998,76.129997,75.169998,75.610001,1034600,74.420514
"118",75.849998,76.959999,75.690002,76.449997,1452200,75.617333
"119",76.43,76.949997,76.010002,76.660004,995200,75.825052
"120",76.849998,76.849998,76.190002,76.5,608100,75.666791
"121",76.639999,77.610001,76.459999,77.349998,435900,76.507532
"122",76.900002,76.989998,75.339996,75.849998,1224800,75.023869
"123",75.699997,76.730003,75.699997,76.550003,2252200,75.71625
"124",76.300003,76.300003,73.169998,73.690002,4422100,72.887399
"125",73.529999,73.980003,72.529999,73.260002,2154400,72.462082
"126",73.5,75.029999,73.019997,74.919998,1923300,74.103998
"127",74.550003,74.800003,73.330002,73.849998,1199100,73.045653
"128",73.089996,73.629997,72.690002,73.599998,687800,72.798376
"129",73.440002,73.830002,73.019997,73.379997,1191800,72.58077
"130",73.639999,75.900002,73.209999,74.790001,1467800,73.975417
"131",73.940002,74.440002,72.269997,72.370003,1626800,71.581776
"132",72.739998,73.360001,71.699997,72.040001,1167000,71.255369
"133",71.669998,72.75,70.940002,70.970001,1321700,70.197023
"134",70.870003,73.779999,70.809998,73.660004,1536100,72.857727
"135",74.620003,76.650002,74.510002,76.650002,1445500,75.815159
"136",76.839996,77.489998,75.57,75.910004,1899900,75.083221
"137",76,76.379997,75.599998,76,636900,75.172237
"138",76.5,76.940002,75.610001,76.809998,709700,75.973413
"139",76.730003,76.919998,75.57,76.25,372600,75.419514
"140",76.339996,76.650002,75.879997,75.910004,683900,75.083221
"141",75.730003,76.650002,75.269997,76.080002,453300,75.251368
"142",75.669998,76.019997,74.870003,74.900002,499900,74.084219
"143",75.260002,75.339996,74.449997,74.519997,608900,73.708353
"144",74.639999,74.889999,72.940002,73.860001,811100,73.055546
"145",73.389999,74.220001,73.279999,73.410004,1288400,72.61045
"146",73.910004,74.360001,72.400002,73.059998,1358800,72.264256
"147",74,75.540001,73.940002,75.400002,1507700,74.578774
"148",77.040001,78.050003,77.029999,77.730003,1810700,76.883398
"149",78.019997,78.809998,77.449997,77.580002,1187900,76.73503
"150",77.400002,77.870003,76.389999,76.959999,792400,76.12178
"151",77.650002,78.370003,75.339996,76.169998,1234900,75.340384
"152",74.769997,75.389999,74.400002,74.980003,1661500,74.16335
"153",74.980003,75.349998,74.029999,74.559998,1673200,73.747919
"154",74.199997,75.160004,73.849998,75.050003,1365500,74.232587
"155",75.629997,75.970001,74.400002,75.230003,1060900,74.410627
"156",74.989998,76.82,74.720001,76.660004,902800,75.825052
"157",76.879997,78.230003,76.260002,78.089996,1067900,77.23947
"158",78.099998,78.510002,77.730003,78.089996,998900,77.23947
"159",77.629997,78.639999,77.480003,78.18,1012900,77.328494
"160",77.269997,77.849998,76.440002,77.550003,1263700,76.705358
"161",77.82,78.919998,77.099998,77.209999,1031000,76.369057
"162",77.239998,78.080002,75.989998,78.029999,1353900,77.180126
"163",77.220001,77.5,75.809998,75.93,1242800,75.103
"164",76.389999,76.519997,75.129997,76.230003,1161700,75.399735
"165",76.739998,77.879997,76.449997,77.839996,1553300,76.992193
"166",77.480003,78.610001,77.43,77.669998,949900,76.824046
"167",77.860001,78.260002,77.269997,78.209999,1509600,77.358166
"168",78.199997,78.339996,77.059998,77.160004,919900,76.319607
"169",76.959999,76.959999,76.010002,76.339996,1998300,75.50853
"170",77.150002,78.360001,71.849998,73.209999,7330700,72.412624
"171",72.919998,73.849998,72.650002,73,2523700,72.204912
"172",73,73.809998,72.769997,73.779999,1443700,72.976415
"173",73.589996,73.769997,72.239998,72.82,1794600,72.026872
"174",72.970001,76.050003,72.800003,75.900002,2289200,75.073328
"175",75.650002,76.449997,74.989998,76.260002,1305200,75.429407
"176",76.07,76.449997,75.419998,75.480003,1421400,74.657904
"177",75.040001,76.860001,74.620003,76.629997,1393700,75.795373
"178",76.769997,77.120003,76.519997,76.800003,703000,75.963527
"179",76.860001,77.07,76.199997,76.57,995500,75.736029
"180",75.940002,76.220001,75.440002,75.68,858900,75.258698
"181",75.550003,77.389999,75.540001,77.239998,1256500,76.810011
"182",77.110001,77.5,75.720001,75.889999,1994600,75.467528
"183",75.889999,76.199997,75.610001,75.910004,762400,75.487421
"184",75.809998,75.889999,74.650002,74.730003,1296100,74.313989
"185",74.279999,74.970001,74.279999,74.300003,1400400,73.886383
"186",74.360001,75.040001,74.190002,74.440002,1354200,74.025603
"187",74,74.519997,73.379997,74.230003,1403000,73.816773
"188",74.309998,75.059998,74.160004,74.809998,981100,74.393538
"189",74,74.309998,73.370003,73.419998,1032600,73.011277
"190",73.510002,73.830002,73.220001,73.68,1406000,73.269831
"191",73.730003,75.709999,73.589996,75.669998,1268600,75.248751
"192",75.629997,75.699997,74.5,75.059998,2165500,74.642146
"193",75.260002,75.879997,74.989998,75.339996,1570800,74.920586
"194",74.849998,75.050003,73.620003,73.809998,1424100,73.399105
"195",73.769997,75.029999,72.290001,74.139999,1866100,73.72727
"196",74.029999,74.139999,72.769997,73.150002,1158700,72.742783
"197",73.449997,75.029999,73.18,74.57,1379800,74.154876
"198",74.849998,74.870003,73.709999,73.739998,1194300,73.329495
"199",73.809998,73.980003,73,73.040001,1264100,72.633395
"200",73.169998,73.169998,71.879997,72,2659500,71.599184
"201",72.040001,72.400002,71.489998,72.190002,1204100,71.788128
"202",72.050003,73.559998,71.93,73.260002,2263900,72.852171
"203",73.529999,75,73.059998,74.730003,1185400,74.313989
"204",74.400002,75.040001,73.699997,74.449997,1723100,74.035542
"205",74.019997,74.550003,73.440002,74.510002,1562600,74.095213
"206",74.580002,75.489998,74.309998,75.400002,1199600,74.980258
"207",74.940002,76.699997,74.879997,76.160004,1808600,75.736029
"208",76.150002,78.360001,76.150002,78.239998,2918500,77.804444
"209",78.160004,78.809998,77.300003,78.669998,2750600,78.232051
"210",78.660004,79.18,77.610001,77.919998,2606600,77.486226
"211",78.010002,78.220001,77.370003,77.900002,2123100,77.46634
"212",77.989998,78.029999,76.629997,76.629997,1968000,76.203406
"213",76.690002,77.059998,76.349998,76.959999,1692400,76.531571
"214",77.269997,77.480003,76.730003,76.879997,1004500,76.452014
"215",76.739998,77.279999,76.699997,76.910004,1584700,76.481854
"216",76.43,77.260002,76.379997,76.970001,1820400,76.541517
"217",77.269997,77.589996,75.760002,75.980003,1968800,75.557031
"218",76,76.57,75.709999,75.93,1117400,75.507306
"219",75.93,76.209999,75.169998,75.529999,1068400,75.109531
"220",75.440002,75.690002,75.029999,75.120003,872200,74.701818
"221",75.480003,75.510002,74.540001,75.129997,966800,74.711756
"222",75.410004,75.419998,74.559998,74.599998,1188000,74.184708
"223",74.239998,75.279999,73.949997,74.699997,1223800,74.28415
"224",74.160004,74.690002,73.639999,74.07,1288600,73.65766
"225",74.050003,74.480003,73.330002,73.510002,991000,73.10078
"226",73.589996,74.139999,73.169998,74.040001,1053600,73.627828
"227",74.099998,74.260002,73.470001,73.650002,906900,73.24
"228",73.5,73.68,72.730003,72.919998,1753900,72.51406
"229",73.5,74,72.910004,73.519997,1715900,73.110719
"230",73.169998,75.080002,71.5,74.019997,4365900,73.607935
"231",74.610001,75,73.459999,74.550003,1987500,74.134991
"232",74.349998,75.489998,74.110001,74.93,2533800,74.512873
"233",74.5,74.550003,73.510002,73.980003,1216000,73.568164
"234",73.970001,74.919998,73.769997,74.620003,2083000,74.204601
"235",75.190002,75.559998,74.739998,75.050003,1872000,74.632208
"236",75.059998,75.190002,74.769997,75,1175100,74.582483
"237",74.830002,75.769997,74.620003,75.610001,1213900,75.189088
"238",75.879997,76.300003,75.43,75.690002,1928600,75.268644
"239",75.830002,76.190002,75.5,75.550003,1463900,75.129424
"240",75.360001,75.720001,74.93,75.07,1159100,74.652093
"241",74.889999,75.230003,74.050003,74.239998,1299900,73.826712
"242",74.080002,74.32,73.529999,73.650002,1275100,73.24
"243",73.290001,73.57,72.940002,72.970001,1534400,72.970001
"244",73.959999,74.769997,73.839996,74.540001,1755000,74.540001
"245",74.190002,74.400002,73.260002,73.379997,1369700,73.379997
"246",73.32,73.849998,72.830002,73.080002,1455100,73.080002
"247",72.809998,74.279999,72.669998,74.019997,1715900,74.019997
"248",74.150002,74.839996,73.900002,74.760002,1305300,74.760002
"249",74.32,75.110001,74.199997,74.860001,1697900,74.860001
"250",74.709999,75.120003,71.620003,72.610001,5433600,72.610001
"251",72.639999,73.959999,72.230003,72.839996,1770300,72.839996
"252",72.949997,73.120003,71.989998,72.459999,1415100,72.459999
"253",72.809998,73.129997,72.5,72.650002,1118700,72.650002
