"","HSP.Open","HSP.High","HSP.Low","HSP.Close","HSP.Volume","HSP.Adjusted"
"42",54.52,55.23,53.380001,53.619999,1010700,53.619999
"43",53.66,54.41,53.16,54.380001,773100,54.380001
"44",54.709999,54.73,54.259998,54.57,634500,54.57
"45",54.5,54.889999,54.18,54.540001,1243500,54.540001
"46",54.880001,55.240002,54.560001,55.16,828200,55.16
"47",55.299999,55.740002,54.959999,55.709999,1136100,55.709999
"48",55.740002,56,54.630001,55.02,786300,55.02
"49",55.509998,55.779999,55.330002,55.48,753100,55.48
"50",55.48,55.5,53.720001,53.919998,2022000,53.919998
"51",54.009998,55.299999,53.759998,54.91,1658400,54.91
"52",54.860001,55.110001,54.68,54.740002,468300,54.740002
"53",54.650002,54.830002,54.290001,54.599998,528500,54.599998
"54",54.860001,54.970001,54.529999,54.599998,736900,54.599998
"55",54.540001,54.650002,53.880001,54.040001,823100,54.040001
"56",54.099998,54.32,53.950001,54.240002,709800,54.240002
"57",54.119999,54.290001,53.720001,54.220001,622800,54.220001
"58",54.220001,54.220001,53.5,53.740002,849000,53.740002
"59",53.889999,54.25,53.790001,54.220001,727900,54.220001
"60",54.419998,54.470001,52.73,53.849998,1627300,53.849998
"61",53.880001,54.110001,53.360001,53.43,573300,53.43
"62",53.5,53.98,53.16,53.900002,924200,53.900002
"63",53.700001,53.84,52.470001,52.720001,1650300,52.720001
"64",52.869999,53.189999,52.540001,53.009998,811000,53.009998
"65",53.200001,53.25,52.830002,53.150002,768700,53.150002
"66",53.029999,53.240002,52.810001,52.990002,671600,52.990002
"67",53,53.07,52.509998,52.630001,1061800,52.630001
"68",52.75,52.98,52.540001,52.790001,697500,52.790001
"69",52.77,53.259998,52.57,53.25,544100,53.25
"70",53.25,53.73,53.209999,53.439999,434600,53.439999
"71",53.540001,53.709999,53.259998,53.509998,506000,53.509998
"72",53.880001,54.09,53.610001,53.849998,1116600,53.849998
"73",53.619999,53.82,52.419998,52.459999,648900,52.459999
"74",52.040001,52.369999,51.419998,52.139999,554100,52.139999
"75",52.220001,53.09,51.860001,53.040001,596700,53.040001
"76",52.970001,53.110001,52.029999,52.029999,674300,52.029999
"77",52.099998,52.330002,51.82,52.209999,416100,52.209999
"78",51.709999,52.82,51.540001,52.75,457200,52.75
"79",52.669998,52.830002,51.779999,52.029999,681700,52.029999
"80",52.029999,52.09,51.299999,51.779999,714900,51.779999
"81",51.540001,51.93,50.900002,51.32,570300,51.32
"82",51.619999,52.709999,51.419998,52.439999,840700,52.439999
"83",52.669998,52.93,52.310001,52.32,728400,52.32
"84",52.16,52.43,51.02,51.040001,746800,51.040001
"85",51.02,52.48,50.939999,52.459999,617800,52.459999
"86",52.450001,52.450001,51.02,51.029999,434500,51.029999
"87",51.259998,51.849998,50.150002,50.169998,1079000,50.169998
"88",50.18,50.27,48.290001,48.349998,998000,48.349998
"89",48.490002,49.130001,48.189999,48.310001,780900,48.310001
"90",47.919998,48.48,46.560001,48.119999,1110400,48.119999
"91",47.439999,49.880001,47.32,49.669998,1612500,49.669998
"92",50.040001,50.400002,49.290001,50.07,1431500,50.07
"93",49.91,50.400002,49.599998,49.869999,1061800,49.869999
"94",50.240002,50.919998,49.93,50.880001,1570000,50.880001
"95",51,51.169998,50.040001,50.080002,1283600,50.080002
"96",50.540001,52.040001,50.540001,51.450001,1276500,51.450001
"97",51.419998,52.259998,51.419998,52.25,469500,52.25
"98",52.220001,52.330002,51.549999,51.73,522200,51.73
"99",51.889999,52.299999,51.549999,52.299999,708900,52.299999
"100",52.240002,52.720001,51.599998,52.07,670600,52.07
"101",51.740002,54.849998,51.450001,54.240002,1299700,54.240002
"102",54.959999,55.099998,53.310001,53.700001,994500,53.700001
"103",53.5,53.790001,52.939999,53.02,618500,53.02
"104",53.02,53.360001,52.299999,53.279999,541000,53.279999
"105",53.470001,53.880001,52.66,53.099998,928900,53.099998
"106",55.610001,58,55,56.639999,3789400,56.639999
"107",57.5,57.57,56.029999,56.32,1357400,56.32
"108",56.169998,56.950001,55.880001,55.98,972100,55.98
"109",56.049999,57.490002,55.810001,57.310001,1293000,57.310001
"110",57.27,58.240002,56.91,58.09,1104500,58.09
"111",58.25,58.25,57.650002,58.09,800700,58.09
"112",58.18,58.310001,57.459999,58.279999,646100,58.279999
"113",58.060001,58.599998,57.57,58.400002,719600,58.400002
"114",58.41,59.779999,58.130001,59.720001,1296600,59.720001
"115",59.490002,59.490002,58.34,58.810001,946600,58.810001
"116",58.209999,59.029999,58.18,58.529999,820300,58.529999
"117",59.110001,59.560001,58.669998,58.82,1096500,58.82
"118",59,60.32,58.82,60.299999,1420100,60.299999
"119",60.459999,60.459999,59.869999,60.080002,920100,60.080002
"120",60.27,60.779999,60.040001,60.290001,780700,60.290001
"121",60.34,60.740002,59.549999,59.639999,394000,59.639999
"122",59.400002,60.18,59.18,59.939999,648600,59.939999
"123",60.130001,60.799999,59.830002,60.77,754000,60.77
"124",60.540001,60.830002,59.610001,59.740002,928500,59.740002
"125",59.560001,60.07,59.07,59.259998,1098400,59.259998
"126",59.310001,60.27,59.060001,60.099998,681200,60.099998
"127",60,60.290001,59.599998,60.119999,615000,60.119999
"128",60.139999,61.299999,59.810001,60.360001,2150300,60.360001
"129",60.09,60.560001,59.25,59.389999,922800,59.389999
"130",59.720001,63.080002,59.439999,62.080002,1411500,62.080002
"131",62.139999,62.310001,60.299999,60.330002,1486900,60.330002
"132",60.5,61.610001,60.310001,60.34,1440500,60.34
"133",59.990002,60.669998,58.790001,58.82,951900,58.82
"134",58.970001,60.91,58.950001,60.25,1528000,60.25
"135",61.209999,62.540001,60.740002,62.439999,1050900,62.439999
"136",62.740002,63.139999,62.09,62.66,1611500,62.66
"137",62.529999,62.93,61.959999,62.84,631800,62.84
"138",62.970001,63,61.630001,62.669998,688400,62.669998
"139",62.759998,62.93,62.43,62.599998,305600,62.599998
"140",62.830002,62.939999,62.330002,62.439999,263600,62.439999
"141",62.220001,62.52,62.099998,62.240002,262900,62.240002
"142",62.549999,63.360001,62.049999,62.560001,495300,62.560001
"143",62.610001,62.759998,61.200001,61.25,595400,61.25
"144",61.380001,62.57,61.049999,61.869999,655200,61.869999
"145",61.669998,62,60.669998,60.959999,955900,60.959999
"146",60.939999,61.700001,60.529999,60.630001,892800,60.630001
"147",61.07,61.599998,60.849998,61.119999,782000,61.119999
"148",61.580002,62.369999,61.369999,61.700001,1788600,61.700001
"149",62,62.299999,61.599998,61.639999,1232000,61.639999
"150",61.799999,62.16,61.400002,61.549999,823800,61.549999
"151",62.450001,62.860001,60.93,61.759998,887700,61.759998
"152",61.029999,62.049999,60.77,61.799999,1006100,61.799999
"153",61.970001,62.139999,61.290001,61.52,1286200,61.52
"154",61.32,63.290001,61,63.220001,804300,63.220001
"155",63.299999,63.970001,62.650002,63.669998,1086500,63.669998
"156",63.34,64.199997,63.080002,63.93,879000,63.93
"157",64.309998,64.760002,63.310001,64.739998,861600,64.739998
"158",64.669998,65.580002,64.550003,65.389999,1100200,65.389999
"159",65.089996,66.559998,64.239998,66.5,1601900,66.5
"160",65.860001,66.239998,65.459999,65.489998,815100,65.489998
"161",65.949997,66.080002,64.580002,64.650002,715300,64.650002
"162",64.480003,64.830002,63.43,64.779999,1053500,64.779999
"163",64.07,64.599998,63.349998,63.43,984600,63.43
"164",63.84,63.959999,62.169998,63.400002,1134400,63.400002
"165",63.490002,63.790001,62.82,63.700001,813000,63.700001
"166",63.439999,65,63.23,64.800003,1099000,64.800003
"167",87.43,87.769997,87.389999,87.639999,40963500,87.639999
"168",87.550003,87.650002,87.43,87.43,16711800,87.43
"169",87.43,87.5,87.349998,87.389999,7482100,87.389999
"170",87.5,87.540001,87.379997,87.379997,6652900,87.379997
"171",87.449997,87.489998,87.330002,87.330002,5533200,87.330002
"172",87.400002,87.480003,87.339996,87.349998,8634700,87.349998
"173",87.339996,87.440002,87.309998,87.349998,5349900,87.349998
"174",87.370003,87.5,87.349998,87.5,4446100,87.5
"175",87.419998,87.5,87.370003,87.400002,3956300,87.400002
"176",87.339996,87.550003,87.339996,87.440002,2815700,87.440002
"177",87.400002,87.580002,87.389999,87.540001,3299900,87.540001
"178",87.459999,87.5,87.43,87.5,2162300,87.5
"179",87.459999,87.5,87.440002,87.480003,1975800,87.480003
"180",87.519997,87.540001,87.459999,87.489998,2728000,87.489998
"181",87.489998,87.550003,87.449997,87.540001,2801800,87.540001
"182",87.489998,87.550003,87.470001,87.540001,2698400,87.540001
"183",87.540001,87.699997,87.480003,87.669998,2206700,87.669998
"184",87.559998,87.769997,87.550003,87.709999,2511400,87.709999
"185",87.690002,87.970001,87.639999,87.949997,3635800,87.949997
"186",87.949997,88.040001,87.839996,87.849998,1875000,87.849998
"187",87.849998,87.93,87.790001,87.900002,2006600,87.900002
"188",87.849998,87.940002,87.650002,87.709999,2214300,87.709999
"189",87.699997,87.739998,87.599998,87.620003,2638800,87.620003
"190",87.699997,87.720001,87.529999,87.599998,2484100,87.599998
"191",87.669998,87.690002,87.529999,87.599998,2324300,87.599998
"192",87.629997,87.709999,87.480003,87.559998,3414200,87.559998
"193",87.519997,87.68,87.519997,87.660004,2729300,87.660004
"194",87.589996,87.690002,87.580002,87.629997,2674600,87.629997
"195",87.610001,87.800003,87.589996,87.720001,2456500,87.720001
"196",87.720001,87.769997,87.650002,87.699997,1543300,87.699997
"197",87.769997,87.870003,87.629997,87.639999,2830400,87.639999
"198",87.68,87.980003,87.669998,87.879997,857400,87.879997
"199",87.830002,88.089996,87.82,88,965100,88
"200",87.989998,88.050003,87.75,87.75,1671100,87.75
"201",87.760002,87.940002,87.68,87.849998,1463900,87.849998
"202",87.889999,87.940002,87.760002,87.879997,880900,87.879997
"203",87.889999,87.970001,87.720001,87.720001,1497500,87.720001
"204",87.739998,87.910004,87.720001,87.839996,941000,87.839996
"205",87.809998,88.150002,87.800003,88.110001,1263600,88.110001
"206",88.059998,88.099998,87.809998,87.82,1097700,87.82
"207",87.860001,88.07,87.849998,87.889999,1150100,87.889999
"208",87.900002,88.029999,86.449997,87.75,2831800,87.75
"209",87.75,87.889999,87.660004,87.760002,1399900,87.760002
"210",87.75,87.910004,87.629997,87.650002,1272100,87.650002
"211",87.690002,87.900002,87.660004,87.75,2005100,87.75
"212",87.699997,87.790001,87.639999,87.639999,1242000,87.639999
"213",87.660004,87.760002,87.650002,87.68,1039100,87.68
"214",87.760002,87.800003,87.610001,87.690002,2773900,87.690002
"215",87.669998,87.739998,87.660004,87.669998,1976700,87.669998
"216",87.629997,87.699997,87.459999,87.459999,2198000,87.459999
"217",87.660004,87.870003,87.529999,87.839996,1010000,87.839996
"218",87.849998,87.889999,87.720001,87.760002,675100,87.760002
"219",87.760002,87.849998,87.699997,87.800003,982000,87.800003
"220",87.790001,87.830002,87.639999,87.660004,1210300,87.660004
"221",87.650002,87.739998,87.470001,87.610001,2412900,87.610001
"222",87.629997,87.669998,87.239998,87.239998,1201500,87.239998
"223",87.400002,87.470001,87.18,87.260002,3245600,87.260002
"224",87.279999,87.389999,87.279999,87.290001,3479000,87.290001
"225",87.279999,87.339996,87.260002,87.290001,2086700,87.290001
"226",87.339996,87.349998,87.269997,87.290001,1419200,87.290001
"227",87.330002,87.760002,87.279999,87.730003,1532700,87.730003
"228",87.599998,87.730003,87.510002,87.709999,806200,87.709999
"229",87.75,87.769997,87.580002,87.690002,898900,87.690002
"230",87.699997,87.760002,87.559998,87.75,976500,87.75
"231",87.75,87.980003,87.68,87.940002,770700,87.940002
"232",87.93,88,87.849998,87.959999,695600,87.959999
"233",87.739998,88.129997,87.739998,88.059998,1260300,88.059998
"234",88.019997,88.339996,87.970001,88.099998,1093100,88.099998
"235",88.07,88.239998,87.989998,88.18,1527600,88.18
"236",88.160004,88.279999,88.089996,88.099998,1783700,88.099998
"237",88.160004,88.25,88.129997,88.25,981700,88.25
"238",88.25,88.25,88.150002,88.209999,2693700,88.209999
"239",88.209999,88.370003,88.029999,88.129997,664400,88.129997
"240",88.139999,88.349998,88.080002,88.309998,549000,88.309998
"241",88.190002,88.449997,88.160004,88.269997,621200,88.269997
"242",88.300003,88.360001,88.260002,88.339996,905600,88.339996
"243",88.360001,88.5,88.300003,88.400002,668200,88.400002
"244",88.389999,88.540001,88.300003,88.440002,706700,88.440002
"245",88.559998,88.57,88.25,88.419998,963600,88.419998
"246",88.529999,88.68,88.389999,88.419998,1155700,88.419998
"247",88.519997,88.559998,88.389999,88.5,1112000,88.5
"248",88.449997,88.580002,88.400002,88.449997,854500,88.449997
"249",88.419998,88.489998,88.360001,88.370003,985000,88.370003
"250",88.379997,88.440002,88.190002,88.410004,820100,88.410004
"251",88.379997,88.489998,88.260002,88.260002,927600,88.260002
"252",88.330002,88.419998,88.239998,88.260002,560300,88.260002
"253",88.290001,88.510002,88.260002,88.440002,571000,88.440002
