"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"1",142.970001,143.910004,142.809998,143.789993,1087800,142.874796
"2",143.070007,143.089996,141.940002,142.75,1016000,141.841422
"3",142.089996,142.279999,139.139999,139.210007,1594000,138.32396
"4",139.529999,140.699997,139.089996,140.270004,1266600,139.377211
"5",139.820007,140.479996,139.25,139.449997,1458400,138.562422
"6",139.050003,141.070007,138.300003,140.309998,1857000,139.617188
"7",145.350006,149.369995,145.089996,148.949997,5650700,148.214525
"8",147.960007,149.330002,146.830002,147.600006,3368900,146.8712
"9",147.839996,148.460007,147.660004,148.119995,2758700,147.388622
"10",148,149.679993,147.960007,148.880005,2654200,148.144879
"11",148.440002,151.149994,148.440002,149.679993,3019400,148.940917
"12",149.110001,151.889999,148.820007,151.419998,2022300,150.67233
"13",151.360001,151.679993,150.050003,151.5,1163000,150.751937
"14",151.289993,151.759995,150.759995,151.410004,1945500,150.662385
"15",151.399994,151.669998,150.660004,151.380005,1433000,150.632535
"16",152,152.839996,151.570007,152.380005,1445000,151.627597
"17",152.270004,153.240005,152.080002,152.270004,1236300,151.518139
"18",152.789993,153.740005,152.539993,153.610001,660800,152.851519
"19",152.860001,153.100006,151.380005,151.679993,1147900,150.931041
"20",151.369995,151.589996,149.820007,151.169998,1207200,150.423565
"21",151.610001,152.440002,150.809998,151.320007,822400,150.572833
"22",149.869995,150.880005,149.419998,150.259995,984300,149.518054
"23",150.149994,151.320007,149.919998,150.639999,839100,149.896183
"24",151.649994,151.910004,150.979996,151.070007,1149100,150.324068
"25",149.580002,152.669998,149.580002,151.899994,1193500,151.149956
"26",152.399994,154.5,152.25,154.380005,1424700,153.617721
"27",153.350006,155.309998,151.729996,151.899994,1811900,151.149956
"28",151.339996,153.149994,151.229996,152.869995,1032400,152.115168
"29",152.529999,153.309998,152.080002,152.350006,1030500,151.597746
"30",152.889999,153.929993,152.820007,153.289993,1314300,152.533092
"31",153.460007,153.889999,152.600006,152.679993,966600,151.926103
"32",153.029999,153.25,152.330002,152.5,1009900,151.746999
"33",152,152.410004,150.800003,150.860001,1269600,150.115098
"34",150.899994,151.460007,148.300003,149.529999,1652200,148.791663
"35",148.5,149.860001,147.039993,147.139999,1706200,146.413465
"36",147.360001,150.339996,147.360001,149.360001,1390600,148.622504
"37",148.070007,149.110001,146.639999,146.880005,1519800,146.154754
"38",146.630005,147.990005,145.929993,146.75,1709100,146.025391
"39",147.309998,149.080002,146.949997,148.830002,1444000,148.095123
"40",147.839996,148.550003,146.149994,146.839996,860700,146.114943
"41",145.830002,146.419998,145.080002,145.470001,1098000,144.751713
"42",146.960007,148.410004,145.910004,146.020004,1659200,145.299
"43",146.229996,147.919998,145.619995,147.850006,825500,147.119966
"44",148.809998,149.070007,147.720001,148.279999,790900,147.547835
"45",148.320007,149.190002,148.009995,148.429993,495400,147.697089
"46",149,149.669998,148.919998,149.350006,622500,148.612559
"47",149.639999,149.720001,148.610001,149.639999,529000,148.901121
"48",150.039993,150.240005,147.5,148.720001,1071500,147.985665
"49",149.289993,150.449997,149.229996,150.419998,1066900,149.677268
"50",150.509995,150.600006,149.910004,150,1062800,149.259344
"51",150.160004,150.960007,149.990005,150.630005,1476600,149.886238
"52",151.029999,151.070007,150,150.550003,817400,149.806631
"53",150.729996,150.729996,149.039993,149.460007,1075900,148.722017
"54",150.130005,150.539993,149.649994,149.789993,619500,149.050374
"55",150,150.389999,149.179993,149.279999,609100,148.542898
"56",149.25,149.800003,148.949997,149.100006,696600,148.363794
"57",148.789993,149,147.029999,147.869995,1364300,147.139856
"58",148.399994,148.490005,147.649994,147.880005,1227400,147.149817
"59",148.720001,150.570007,148.369995,150.399994,1416900,149.657363
"60",150.479996,152.210007,150.369995,151.710007,1479300,150.960907
"61",152.220001,154.240005,151.690002,152.039993,1748300,151.289264
"62",151.550003,153.350006,150.100006,153.300003,1208100,152.543052
"63",152.539993,153.25,151.889999,152.399994,1349200,151.845595
"64",152.190002,152.399994,150.690002,151,1001600,150.450694
"65",150.949997,151.070007,150.009995,150.759995,993200,150.211561
"66",150.080002,152.990005,150.009995,152.529999,1029100,151.975127
"67",153.179993,154.089996,152.539993,153.770004,1564600,153.210621
"68",154,154.320007,152.009995,154.039993,1684600,153.479628
"69",154.809998,155.059998,153.050003,154.660004,2224400,154.097383
"70",159.699997,161.649994,159.199997,159.710007,4338900,159.129015
"71",159.800003,161.25,158.690002,158.929993,3393100,158.351839
"72",160.089996,160.259995,158.330002,158.330002,4271100,157.75403
"73",158.009995,158.850006,157.809998,157.860001,1621300,157.285739
"74",157.589996,159,157.460007,158,1357700,157.425229
"75",158.369995,159.539993,157.800003,159.309998,1497300,158.730461
"76",159.289993,159.520004,157.039993,157.160004,1132900,156.588288
"77",157.570007,160.350006,157.520004,159.779999,1239400,159.198753
"78",158.839996,162.520004,158.529999,162.179993,2055100,161.590016
"79",162.210007,163.839996,161.300003,161.449997,2875900,160.862676
"80",161,161.389999,157.639999,158.139999,2429500,157.564719
"81",158.160004,159.350006,156.699997,159.029999,1747200,158.451481
"82",160.830002,163.240005,160.220001,162.740005,1990300,162.147991
"83",163.270004,165.169998,159,159.240005,2687200,158.660724
"84",158.589996,159,156.029999,156.059998,1734400,155.492284
"85",156.179993,160.429993,155.130005,160.25,2137500,159.667044
"86",159.5,160.350006,156.220001,156.509995,1450800,155.940644
"87",156.160004,157.789993,153.490005,154.75,2129700,154.187052
"88",155.100006,156.770004,151.110001,151.259995,1992400,150.709742
"89",152.880005,155.330002,152.610001,153.720001,2605800,153.1608
"90",151.110001,154.449997,148.809998,153.820007,2644600,153.260442
"91",151.679993,154.389999,150.539993,151.929993,2743800,151.377303
"92",153.240005,156.649994,153.020004,156.119995,2613200,155.552063
"93",155.720001,156.149994,154.009995,155.869995,1691000,155.302973
"94",157.029999,160.929993,156.710007,159.880005,2670300,159.298395
"95",160.740005,161.259995,158.449997,158.470001,1872100,157.893521
"96",160.949997,163.479996,160.589996,162.5,2368900,161.908859
"97",163.100006,164.479996,162.679993,163.880005,1571100,163.283844
"98",163.75,165.399994,163.009995,165.220001,1530000,164.618965
"99",165.820007,168.270004,165.630005,168.199997,1579100,167.588121
"100",168.199997,168.25,163.610001,165.770004,1827400,165.166968
"101",165.190002,166.720001,163.910004,165.289993,1670200,164.688703
"102",167.990005,169,167.020004,167.399994,2245600,166.791028
"103",167.149994,167.619995,165.710007,167.199997,1550800,166.591758
"104",167.729996,168.639999,166.899994,166.960007,2429300,166.352641
"105",169,169.479996,167.199997,169.419998,1522700,168.803684
"106",169.5,171.919998,169.270004,171.699997,1547900,171.075388
"107",171.910004,171.910004,169.639999,171.220001,1238100,170.597139
"108",170.990005,171.949997,170.059998,171.740005,1091000,171.115251
"109",171.789993,172.880005,171.130005,172.339996,1383200,171.71306
"110",171.669998,172.130005,170.479996,171.800003,906100,171.175031
"111",172.020004,172.460007,170.460007,171.570007,1552100,170.945872
"112",171.139999,172.699997,170.770004,171.559998,1062100,170.935898
"113",171.259995,171.619995,170.619995,171.320007,848000,170.696781
"114",171.289993,172.809998,171.190002,172,1032100,171.3743
"115",172,172,170.279999,171.679993,893700,171.055457
"116",171.089996,172.619995,170.419998,172.5,1092100,171.872481
"117",175.529999,176.610001,173.869995,174.460007,2068200,173.825358
"118",175.339996,176.449997,175.089996,175.529999,1868600,174.891457
"119",175.449997,175.889999,174.399994,174.860001,1963800,174.223897
"120",175.25,175.490005,174.520004,175.080002,765800,174.443097
"121",178.539993,179.789993,177.5,178.179993,1813200,177.531811
"122",178.789993,178.970001,175.720001,177.699997,1989600,177.053562
"123",181.119995,182.419998,179.770004,180.389999,3395800,179.733778
"124",180.699997,180.699997,179.490005,180.039993,1695800,179.385045
"125",180.25,180.75,179.339996,180.179993,1431400,179.524536
"126",180.25,182.179993,180.199997,182.029999,1246300,181.367812
"127",182.949997,183.509995,181.259995,181.529999,1885300,180.869631
"128",179.789993,180,176.529999,178.770004,2240900,178.119676
"129",179.399994,179.600006,176.360001,176.460007,2079600,176.014997
"130",177.889999,178.610001,176.539993,176.880005,2082700,176.433936
"131",176.380005,178.5,175.339996,175.789993,1858500,175.346673
"132",176.820007,178.970001,174.759995,176.270004,2486000,175.825474
"133",176.710007,178.100006,174.259995,174.259995,2784300,173.820533
"134",169.789993,170,163.570007,167.779999,8744900,167.356879
"135",170.949997,174.380005,170,174.380005,3803000,173.940241
"136",174.199997,175.710007,172.360001,174.220001,3857200,173.780641
"137",175.240005,177.080002,174.330002,176.869995,1897700,176.423952
"138",177.710007,178.339996,176.080002,176.940002,999200,176.493782
"139",177.039993,177.919998,176.309998,176.419998,571700,175.975089
"140",176.580002,177.160004,175.380005,175.899994,740800,175.456397
"141",174.960007,175.940002,174.550003,175.520004,778800,175.077365
"142",174.619995,176.490005,174.110001,175,765900,174.558672
"143",175.699997,176.279999,173.509995,173.660004,854200,173.222055
"144",173.779999,174.639999,170.330002,172.449997,1249700,172.0151
"145",171.820007,171.929993,169.350006,169.800003,1726100,169.371789
"146",172.419998,173.320007,169.580002,169.789993,2612500,169.361805
"147",171.970001,172.339996,170.050003,171.039993,1835800,170.608652
"148",173.179993,175.360001,172.460007,175.039993,1819500,174.598565
"149",174.509995,175.229996,172.350006,172.660004,1396200,172.224577
"150",174.059998,175,172.490005,172.570007,1876600,172.134808
"151",173.929993,174.729996,170.100006,171.5,1736400,171.067499
"152",170,172.960007,169.009995,172.75,1928900,172.314347
"153",172.75,174.460007,172.080002,173.850006,2218200,173.411579
"154",172.860001,176.899994,172.860001,176.759995,2588900,176.314228
"155",178.309998,179.470001,177.199997,179.130005,2596300,178.678262
"156",178.940002,180.429993,177.490005,178.690002,1615400,178.239369
"157",179.529999,181.490005,178.309998,181.399994,1537400,180.942526
"158",177.559998,180.740005,175.550003,176.009995,3340200,175.56612
"159",175.940002,177.940002,175.169998,176.660004,1393800,176.21449
"160",175.539993,175.589996,173.610001,173.880005,1388000,173.441502
"161",175.429993,175.619995,171.149994,171.449997,1220700,171.017622
"162",172.139999,173.240005,170.050003,172.889999,1640600,172.453993
"163",171.570007,173.639999,168.880005,169.110001,2194600,168.683527
"164",169.300003,171.300003,168.029999,171.25,1474800,170.818129
"165",173.020004,173.990005,170.75,172.970001,1649500,172.533793
