"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"166",172.139999,173.210007,171.169998,172.080002,1442300,171.646038
"167",172.720001,174.169998,172.600006,173.369995,1149700,172.932778
"168",174.089996,174.979996,172.330002,173.25,1047600,172.813086
"169",172.289993,173.199997,170.960007,171.639999,1210500,171.207145
"170",172.949997,173.740005,170.779999,173.300003,1497900,172.862963
"171",173.389999,174.990005,172.949997,173.919998,1385600,173.481394
"172",174.710007,176.809998,174.190002,176.300003,2116200,175.855397
"173",175.860001,177.479996,175.600006,176.470001,1674100,176.024966
"174",176.600006,179.669998,176.509995,179.539993,1527600,179.087216
"175",179.389999,180.050003,178.839996,179.779999,1270700,179.326617
"176",179.970001,180,178.619995,178.649994,1697900,178.199461
"177",178.050003,178.869995,176.929993,178.5,1430200,178.049846
"178",178.5,178.809998,177.389999,178.300003,956500,177.850353
"179",177.919998,178.589996,177.440002,177.800003,1136400,177.351614
"180",178.009995,178.059998,175.300003,175.639999,1419400,175.197058
"181",175.490005,175.970001,173.419998,174.600006,1893900,174.159687
"182",177.059998,178.050003,176.25,176.979996,2398200,176.533675
"183",176.979996,178.149994,176.059998,176.800003,1535300,176.354136
"184",176.5,176.520004,174.820007,176.149994,1282200,175.705766
"185",175.559998,175.779999,174.410004,174.619995,1035300,174.179626
"186",175.339996,175.339996,173.520004,174.820007,932200,174.379134
"187",174.029999,175.210007,173,173.190002,1132300,172.753239
"188",172.850006,174.179993,172.639999,172.910004,1539100,172.673352
"189",171.220001,172.059998,170,170,1478400,169.767331
"190",170,172.330002,170,171.559998,1351800,171.325193
"191",171.970001,173.630005,171.970001,173.580002,987900,173.342433
"192",173.589996,174.809998,172.330002,173.320007,1150600,173.082794
"193",174.210007,177.460007,174.210007,177.320007,1796700,177.07732
"194",176.889999,178.600006,175.710007,175.710007,2721100,175.469523
"195",172,174.139999,170.509995,173.300003,4244300,173.062817
"196",173.589996,175.130005,172.5,173.850006,2095900,173.612068
"197",174.100006,174.339996,171.880005,172.039993,2701600,171.804532
"198",172.169998,172.279999,170.639999,170.639999,1754200,170.406454
"199",170.289993,170.5,169.160004,169.160004,1237400,168.928484
"200",169.740005,169.800003,165.350006,165.429993,1978400,165.203578
"201",164.279999,166.630005,163.600006,165.490005,1752700,165.263509
"202",165.050003,165.619995,164.509995,164.589996,917100,164.364732
"203",165.050003,167.380005,164.979996,166.75,1529600,166.521779
"204",166,166.470001,165,165.449997,1568200,165.223555
"205",165.020004,166.5,164.279999,166.240005,1611200,166.012482
"206",166.710007,166.809998,165.699997,166.220001,1642500,165.992506
"207",165.369995,167.259995,165,166.669998,1270600,166.441887
"208",172.75,173.839996,170.710007,171.160004,5488700,170.925747
"209",171.080002,171.889999,169.309998,171.839996,3196100,171.604809
"210",171.460007,173.449997,171.089996,172.919998,1944100,172.683333
"211",173.309998,174.5,172.520004,174.369995,2235100,174.131345
"212",173.639999,175.300003,173.009995,173.130005,1397700,172.893052
"213",172.009995,173.130005,171.100006,171.5,1816200,171.265278
"214",171.580002,172.360001,169.320007,169.520004,2058000,169.287992
"215",169.570007,170.259995,168.679993,169.240005,1760400,169.008377
"216",168.229996,168.580002,167.330002,168,1642400,167.770068
"217",168.289993,170,168.289993,169.059998,1244000,168.828615
"218",169.429993,170.449997,169.080002,169.910004,1086500,169.677458
"219",169.789993,170.779999,168.679993,170.009995,1053900,169.777312
"220",169.050003,170.929993,169.050003,170.100006,1050400,169.8672
"221",169.729996,170.25,169.009995,169.949997,949300,169.717396
"222",170.360001,170.610001,168.860001,169.029999,1472100,168.798657
"223",169.270004,171.960007,168.509995,171.240005,1521100,171.005639
"224",169.839996,170.940002,168.720001,169.570007,1115300,169.337927
"225",168.389999,169.949997,168.360001,169.570007,1818800,169.337927
"226",170,171.929993,169.929993,171.729996,1163900,171.494959
"227",171.610001,173.479996,171.509995,172.330002,1041100,172.094144
"228",171.5,172.330002,169.509995,169.809998,1167000,169.577588
"229",170.690002,170.770004,168.460007,169.559998,1045200,169.327931
"230",169.869995,172.610001,169.580002,171.740005,1148700,171.504955
"231",172.990005,174.089996,172.779999,173.350006,1236400,173.112752
"232",174.009995,174.979996,172.759995,174.199997,1327500,173.96158
"233",173.160004,173.699997,172.440002,173.419998,1126200,173.182648
"234",172.990005,173.5,171.669998,171.929993,1213800,171.694682
"235",172.839996,174,172.110001,173.449997,1478000,173.212606
"236",174.210007,175.289993,173.5,175.139999,1492200,174.900295
"237",175.139999,177.429993,175.009995,177.179993,1558000,176.937497
"238",177.509995,178.699997,177,177.979996,1237000,177.736405
"239",177.710007,178.789993,177.149994,177.520004,941300,177.277043
"240",176.910004,177.25,175.479996,176.550003,1112300,176.308369
"241",176.479996,176.720001,174.679993,175.179993,775000,174.940234
"242",175,175.039993,173.779999,174.110001,953600,173.871706
"243",174.630005,176.889999,173.919998,176.660004,808800,176.418219
"244",176.110001,176.149994,174.550003,175.100006,1300300,174.860357
"245",174.520004,174.880005,173,173.220001,1158200,172.982925
"246",173.869995,175.979996,172.919998,175.369995,1272000,175.129976
"247",174.539993,176.649994,173.100006,175.720001,1001400,175.479503
"248",176.5,180.289993,175.720001,179.919998,1930900,179.673752
"249",178.899994,179.990005,178.770004,179.630005,1355000,179.384156
"250",179.520004,183.029999,178.600006,182.240005,1940400,181.990584
"251",181.919998,182,179.639999,179.889999,1617700,179.643794
"252",179.949997,181.600006,179,180.369995,991300,180.123133
"253",180.339996,183.899994,179.690002,182.320007,1869400,182.070477
