"","HP.Open","HP.High","HP.Low","HP.Close","HP.Volume","HP.Adjusted"
"1",112.480003,112.580002,111.150002,111.610001,793000,107.840176
"2",111.300003,111.769997,110.690002,111.300003,475300,107.54065
"3",111.330002,113.629997,111.330002,112.07,702000,108.284638
"4",112.349998,113.099998,111.169998,113.080002,566000,109.260526
"5",112.959999,113.660004,112.089996,113.639999,955600,109.801608
"6",113.290001,114.169998,112.709999,113.470001,627900,109.637352
"7",113.82,114.5,113.260002,114.339996,529600,110.477962
"8",115.089996,116.230003,114.010002,116.209999,1075400,112.284802
"9",117.07,118.019997,116.5,116.720001,2061300,112.777578
"10",116.010002,116.989998,115.139999,115.699997,1201500,111.792026
"11",115.360001,115.75,111.690002,111.739998,1096900,107.965783
"12",111.690002,114.43,111.650002,114.080002,941800,110.226749
"13",114.519997,115.860001,113.290001,115.349998,804000,111.453849
"14",114.739998,115.849998,114.32,115.480003,1605600,111.579463
"15",115.389999,116.230003,114.849998,116.110001,710200,112.188181
"16",116.910004,118.019997,116.349998,116.510002,848400,112.574672
"17",116.739998,118.949997,116.739998,117.75,1077000,113.772786
"18",118.610001,118.610001,116.800003,118.290001,426000,114.294548
"19",117.220001,117.410004,115.309998,115.449997,825200,111.55047
"20",115.529999,115.959999,114.199997,115.5,1061800,111.598784
"21",116.099998,116.230003,114.900002,115.75,1182700,111.84034
"22",114.160004,115.279999,113.040001,114.610001,949600,110.738846
"23",114.489998,114.559998,112.599998,113.480003,784900,109.647017
"24",114.239998,115.379997,113.629997,114.129997,693500,110.275056
"25",113.940002,114.629997,111.870003,112.93,979200,109.115591
"26",113.919998,116.279999,113.57,116.230003,943500,112.30413
"27",115.790001,116.489998,113.339996,113.519997,751300,109.685659
"28",113.709999,114.68,112.800003,114.230003,735400,110.371684
"29",114.040001,114.760002,113.43,114.5,520800,110.632561
"30",115.239998,116.339996,115.010002,116.040001,543700,112.120546
"31",116.190002,116.690002,114.529999,116.25,513100,112.323452
"32",116.900002,118.07,115.900002,116.959999,810200,113.009469
"33",116.459999,117.209999,115.220001,116.800003,649800,112.854877
"34",117.150002,117.5,114.730003,116.220001,589100,112.294466
"35",115.989998,116.129997,115.080002,115.169998,709300,111.279929
"36",116.580002,116.639999,113.809998,114.5,911400,110.632561
"37",113.5,113.510002,104.809998,106.260002,2640600,102.670884
"38",105.459999,106.050003,102.769997,105.480003,1764200,101.917231
"39",105.400002,107.400002,103.860001,107.260002,1440600,103.637107
"40",106.360001,106.68,103.529999,104.110001,1356900,100.593502
"41",103.18,106.209999,103.099998,103.989998,814100,100.477553
"42",104.290001,104.709999,100.870003,101.93,1737800,98.487135
"43",102.110001,103.5,101.199997,103.230003,1294000,99.743228
"44",103.550003,103.989998,102.099998,102.639999,1125300,99.173153
"45",103.099998,103.099998,100.860001,101.220001,974300,97.801118
"46",101.699997,102.809998,101.410004,102.260002,1066900,99.482183
"47",103.080002,103.419998,98.339996,98.629997,1281600,95.950784
"48",98.870003,99.93,98.550003,99.379997,1817100,96.680411
"49",99.839996,100.129997,98.309998,99.330002,1214800,96.631774
"50",99.650002,100.209999,99.18,99.279999,885600,96.583129
"51",99.839996,101.190002,98.559998,101.050003,1238300,98.305052
"52",100.790001,100.889999,99,100.040001,1207800,97.322486
"53",100,100.260002,98.480003,99.879997,820500,97.166829
"54",100.120003,101.529999,99.879997,101.139999,905100,98.392604
"55",101.32,103.82,101.32,101.949997,906300,99.180599
"56",102.120003,103.690002,101.199997,102.860001,793700,100.065883
"57",102.220001,103.440002,101.839996,103.07,824000,100.270177
"58",103.290001,105.209999,102.160004,105.050003,1055500,102.196395
"59",104.739998,105,102.769997,103.82,1220200,100.999804
"60",104,105.5,103.830002,105.120003,1035500,102.264494
"61",105.150002,105.290001,101.730003,102.660004,1289200,99.871319
"62",102.660004,103.900002,101.519997,103.900002,764100,101.077633
"63",103.230003,103.279999,101.07,101.839996,962400,99.073586
"64",101.809998,102.290001,100.010002,100.639999,1072400,97.906186
"65",100.940002,101.360001,99.419998,101,872100,98.256408
"66",100.839996,102.980003,99.82,102.870003,904800,100.075613
"67",102.830002,102.839996,100.610001,100.82,960600,98.081297
"68",100.650002,102.199997,100.07,101.620003,820900,98.859568
"69",101.540001,105,101.489998,104.040001,942800,101.213829
"70",104.599998,104.599998,102.720001,103.269997,1069900,100.464741
"71",103.900002,104.089996,102.800003,102.870003,795500,100.075613
"72",103.349998,103.919998,101.040001,101.120003,1184300,98.373151
"73",100.889999,100.889999,97.18,98.220001,1551200,95.551926
"74",98.18,99.5,97.809998,98.559998,1006700,95.882686
"75",98.889999,100.220001,96.790001,99.879997,1311500,97.166829
"76",99.989998,100.07,97.07,97.669998,930700,95.016863
"77",97.699997,99.720001,97.099998,99,1086400,96.310736
"78",97.669998,99,96.949997,98.800003,764300,96.116172
"79",99.190002,100.080002,97.239998,97.870003,1258100,95.211435
"80",98,98.470001,94.199997,94.580002,1342400,92.010804
"81",93.720001,93.730003,88.68,91.010002,2290600,88.537781
"82",91.360001,92.25,89.540001,90.440002,1466200,87.983265
"83",91.110001,92.43,89.980003,90.57,1532600,88.109731
"84",90.339996,92.190002,88.669998,88.699997,1455300,86.290525
"85",88.269997,89.550003,85.139999,89.410004,2292900,86.981245
"86",89.330002,89.330002,84.5,85.360001,2039200,83.041258
"87",85.529999,85.879997,82.199997,83.870003,2209500,81.591734
"88",83.510002,85.290001,78.860001,78.93,2288600,76.785924
"89",80.150002,82.790001,77.510002,78.370003,2968400,76.241138
"90",77.290001,82.739998,76.949997,82.400002,3368100,80.161665
"91",80.370003,87.07,79.519997,86.589996,2629700,84.237841
"92",87.900002,89.760002,83.760002,84.68,2107800,82.379729
"93",84.910004,87.769997,84.419998,87.470001,1487500,85.093942
"94",88.470001,90.540001,87.889999,90.419998,1378900,87.963804
"95",92.190002,92.190002,85.870003,85.949997,2049700,83.615227
"96",87.550003,89.300003,85.93,88.610001,1381200,86.202974
"97",88.150002,88.290001,85.169998,86.980003,1294200,84.617254
"98",85.18,85.18,81.599998,82.279999,1700800,80.044922
"99",81.610001,85.849998,81.260002,85.769997,2157100,83.440116
"100",86.459999,88.370003,84.370003,85.690002,1821700,83.362295
"101",84.860001,86.32,83.440002,84.809998,1054500,82.506195
"102",85.18,86.970001,83.529999,86.82,1342100,84.461597
"103",87.290001,87.75,83.919998,84.290001,2064800,82.000324
"104",82.43,82.610001,80.519997,80.690002,1775900,78.498117
"105",82.25,85.699997,81,84.260002,1695200,81.97114
"106",83.32,85.75,82.489998,85.720001,1371400,83.391479
"107",85.440002,87.839996,85.440002,86.699997,1377100,84.344854
"108",87.860001,89.349998,85.739998,86.400002,1560700,84.053008
"109",86.300003,86.870003,84.620003,86.010002,1531300,83.673602
"110",84.400002,87.419998,84.209999,85.559998,1887900,83.906998
"111",82.080002,84.470001,77.330002,79.790001,4410300,78.248476
"112",79.790001,81.110001,77.769997,79.010002,2787700,77.483547
"113",78.709999,79.160004,76.669998,78.25,3433100,76.738228
"114",76.260002,78.989998,76.260002,77.900002,2326700,76.394991
"115",78.239998,78.5,77.040001,77.970001,1470900,76.463639
"116",77.970001,80.589996,77.809998,80.360001,1540200,78.807464
"117",81.949997,84.120003,80.800003,81.809998,1918600,80.229447
"118",81.349998,82.339996,80.029999,80.550003,1895000,78.993795
"119",80.839996,81.410004,79.010002,79.489998,1626300,77.954269
"120",79.660004,80.410004,77.300003,77.730003,2008500,76.228277
"121",73.839996,73.989998,68.790001,69.550003,2847400,68.206313
"122",68.879997,69.769997,66.989998,69.07,3036800,67.735583
"123",68.019997,71.440002,68.019997,68.830002,2571500,67.500222
"124",69.220001,70.690002,68.830002,69.989998,1845100,68.637807
"125",69,70.110001,68.300003,68.910004,1704700,67.578678
"126",68.470001,68.989998,66.209999,67.440002,2066600,66.137077
"127",66.260002,66.260002,62.139999,62.419998,2618500,61.214058
"128",62.369999,64.82,61.439999,64.529999,3433700,63.283294
"129",63.18,63.18,61.23,61.98,3934800,60.78256
"130",63.939999,64.190002,61.349998,61.669998,2521700,60.478548
"131",60.740002,62.389999,60.34,60.34,2015100,59.174245
"132",60.689999,62,60.09,60.41,1826200,59.242892
"133",60,63.529999,59.240002,60.490002,2658700,59.321349
"134",61.5,66.190002,61.169998,65.019997,2591400,63.763825
"135",67.489998,68.040001,64.75,66.43,2198600,65.146588
"136",67.690002,71.910004,67.010002,71.849998,3402700,70.461873
"137",71.050003,71.050003,67.93,69.93,2759600,68.578969
"138",69.75,70.410004,66.849998,67.910004,2042300,66.597998
"139",67.690002,67.889999,65.669998,67.25,810500,65.950745
"140",67.459999,68.790001,66.5,67.190002,1202000,65.891907
"141",67.779999,69.309998,67.300003,68.239998,1340600,66.921617
"142",67.870003,68.010002,66.559998,66.959999,1165700,65.666347
"143",66.470001,68.669998,65.25,67.419998,1777300,66.117459
"144",67.019997,68.260002,65.989998,67.339996,1312500,66.039003
"145",66.010002,66.199997,64.5,65.480003,1995000,64.214945
"146",64.989998,66.290001,62.470001,63.66,2165400,62.430103
"147",62.41,62.84,58.400002,59.459999,5164700,58.311245
"148",60.099998,61.889999,59.93,60.799999,4431900,59.625357
"149",60.860001,61.240002,59.16,60.799999,3105800,59.625357
"150",59.669998,59.689999,58.189999,59.369999,2729500,58.222984
"151",59.380001,61.419998,59.080002,61,2782600,59.821494
"152",60.349998,61.349998,59.150002,61.23,3192400,60.04705
"153",61.23,62.5,60.119999,60.18,2078000,59.017336
"154",60.849998,63.689999,60.700001,63.470001,2019500,62.243775
"155",63.450001,63.450001,60.84,61.830002,1731700,60.63546
"156",62.619999,64,62.029999,63.919998,1755100,62.685078
"157",64.279999,64.5,62.740002,64.269997,2072100,63.028315
"158",64.120003,65,62.66,62.959999,2556900,61.743626
"159",63.139999,64.279999,62.639999,64.239998,1448700,62.998896
"160",63.810001,64.720001,63.040001,63.810001,2355500,62.577207
"161",63.720001,63.720001,59.259998,59.669998,4188900,58.517187
"162",55.799999,57.880001,54,57.459999,6595000,56.349885
"163",57.150002,60.630001,56.639999,59.560001,3929300,58.409316
"164",60.669998,64,60.48,63.700001,3757300,62.469331
"165",65.650002,68.07,65.389999,67.849998,5641800,66.539152
"166",66.029999,68.440002,64.199997,65.720001,5031500,64.450306
"167",66.900002,67.309998,65.010002,67.080002,3404300,65.784031
"168",67.639999,68.699997,66.360001,68.019997,2724400,66.705866
"169",68.760002,70.279999,68.559998,69.580002,2792600,68.235732
"170",68.940002,68.940002,65.349998,66.349998,4100000,65.068132
"171",64.150002,65.800003,63.759998,65.309998,1996400,64.719315
"172",66.470001,67.75,65.730003,65.959999,1829800,65.363438
"173",67.199997,69.629997,67.169998,69.580002,2555100,68.9507
"174",69.080002,71.550003,68.080002,71.139999,2405700,70.496589
"175",69.629997,70.800003,68.949997,70.720001,2059200,70.080389
"176",68.540001,71.550003,68.32,70.239998,2206500,69.604727
"177",70.370003,70.75,69.040001,69.730003,1484500,69.099345
"178",68.639999,69.059998,66.949997,67.599998,2799000,66.988605
"179",68.220001,68.480003,66.160004,67.300003,2371700,66.691322
"180",67.669998,68.07,65.699997,67.650002,2347700,67.038155
"181",67.230003,67.699997,65.910004,66.199997,2264900,65.601265
"182",66.459999,67.489998,66.440002,67.059998,1931300,66.453488
"183",67.059998,67.059998,64.919998,65.709999,2310500,65.115699
"184",65.779999,67.68,65.290001,67.330002,1835500,66.72105
"185",67.129997,67.209999,65.099998,66.629997,2139900,66.027376
"186",66.279999,68.230003,65.139999,68.120003,1647100,67.503906
"187",67.550003,68.589996,67.050003,67.18,1952500,66.572405
"188",66.790001,67.360001,65.150002,65.760002,1960300,65.16525
"189",64.690002,65.580002,64.269997,64.330002,2124900,63.748183
"190",64.559998,64.629997,63.369999,64.5,2340100,63.916643
"191",65.139999,65.139999,62.93,63.27,2042600,62.697768
"192",62.610001,62.720001,60.990002,62.490002,2301700,61.924824
"193",61.959999,64.160004,60.970001,64.110001,3537000,63.530171
"194",63.349998,64.309998,63.060001,64.029999,1607300,63.450893
"195",63.650002,67.559998,62.98,66.940002,2066900,66.334578
"196",65.769997,66.169998,64.839996,66.050003,1849700,65.452628
"197",67.260002,68.169998,66.790001,68.160004,7755200,67.543545
"198",68.160004,69.68,68,68.510002,2195000,67.890378
"199",68.580002,68.949997,66.720001,68.129997,2417800,67.51381
"200",68.57,69.739998,67.849998,69.07,2138100,68.445311
"201",70.199997,70.559998,68.360001,69.110001,2083600,68.48495
"202",68.529999,68.540001,67.330002,68,1641600,67.384988
"203",68.620003,69.330002,67.43,68.730003,2594600,68.108389
"204",68.120003,68.839996,67.43,68.07,1781100,67.454355
"205",68.440002,69.050003,67.720001,68.209999,2517100,67.593088
"206",67.779999,70.040001,67.599998,69.220001,2363300,68.593955
"207",69.900002,73.290001,69.419998,72.849998,2856700,72.191122
"208",72.940002,74.330002,71.940002,73.019997,2053100,72.359583
"209",73.190002,74.029999,71.169998,71.279999,1887600,70.635322
"210",71.699997,74.260002,71.699997,73.93,2124000,73.261356
"211",74.129997,74.129997,72.5,73.080002,1656600,72.419045
"212",73.099998,73.620003,71.830002,72.010002,2124300,71.358723
"213",72.5,75.800003,72.5,75.690002,3170400,75.00544
