"","BRCM.Open","BRCM.High","BRCM.Low","BRCM.Close","BRCM.Volume","BRCM.Adjusted"
"54",39.25,39.290001,38.900002,38.970001,3214100,38.503257
"55",38.889999,39.169998,38.689999,38.810001,3705500,38.345173
"56",38.830002,38.939999,38.400002,38.5,4567000,38.156866
"57",38.43,39.369999,38.209999,39.200001,5196500,38.850628
"58",39.25,39.5,39.189999,39.380001,4443200,39.029024
"59",39.150002,39.560001,38.799999,39.349998,6792200,38.999289
"60",39.490002,40.110001,39.34,39.939999,9529300,39.584031
"61",39.900002,40.400002,39.639999,40.119999,6336600,39.762427
"62",40.200001,40.75,40.099998,40.709999,4772000,40.347169
"63",40.759998,41.139999,40.650002,41.040001,5985300,40.674229
"64",40.84,40.849998,40.119999,40.200001,7732600,39.841716
"65",40.299999,40.880001,40.200001,40.619999,6672300,40.257971
"66",40.529999,40.799999,40.419998,40.709999,4252200,40.347169
"67",40.66,40.689999,40.259998,40.380001,4707600,40.020112
"68",40.330002,40.5,40.110001,40.279999,4486500,39.921001
"69",40.27,40.639999,39.880001,40.43,4643200,40.069665
"70",40.16,41.099998,40.150002,40.93,4586800,40.565209
"71",41.060001,41.490002,40.830002,41.439999,5010500,41.070662
"72",41.57,41.650002,40.650002,40.889999,10507800,40.525565
"73",40.869999,40.869999,40.130001,40.279999,4503800,39.921001
"74",40.189999,40.419998,39.880001,39.98,5051300,39.623675
"75",40.09,40.41,39.880001,40.18,3738300,39.821894
"76",40.689999,40.84,39.959999,40.32,5845400,39.960645
"77",40.25,40.810001,40.16,40.610001,4232500,40.248061
"78",40.369999,40.779999,40.16,40.650002,3680900,40.287706
"79",40.799999,40.900002,40.349998,40.419998,4796300,40.059752
"80",40.459999,40.459999,39.189999,39.34,6857700,38.98938
"81",39.27,39.330002,37.970001,38.84,7761500,38.493836
"82",39.009998,39.150002,38.66,38.869999,4378300,38.523568
"83",38.919998,39.09,38.43,38.939999,4038500,38.592943
"84",38.669998,39.009998,38.330002,38.34,4948400,37.998292
"85",38.599998,39.23,38.02,39.139999,5291500,38.791162
"86",38.98,39.189999,37.939999,38.130001,5003200,37.790165
"87",37.77,37.91,35.529999,36.049999,11558100,35.728701
"88",35.959999,36.32,35.299999,35.419998,7119600,35.104315
"89",35.790001,36.240002,35.189999,35.41,6299100,35.094406
"90",34.919998,35.93,34.5,35.459999,8310100,35.14396
"91",34.790001,35.669998,34.73,35.310001,7145000,34.995299
"92",36.259998,36.52,35.68,35.77,7869000,35.451198
"93",35.75,36.32,35.48,36.299999,4023500,35.976473
"94",36.549999,37.400002,36.5,37.330002,7257500,36.997296
"95",40.16,40.68,39.349998,39.369999,13820100,39.019111
"96",39.709999,39.950001,39.169998,39.369999,7438200,39.019111
"97",39.450001,39.919998,39.150002,39.700001,4076500,39.346172
"98",39.68,40,39.43,39.860001,3630900,39.504746
"99",39.990002,40.470001,39.830002,40.419998,4335400,40.059752
"100",40.360001,40.77,40.060001,40.330002,5122200,39.970558
"101",40.32,40.720001,39.73,40.689999,5510200,40.327346
"102",41.18,42.380001,41.18,41.880001,10280700,41.506743
"103",41.880001,42.330002,41.439999,41.799999,7108900,41.427454
"104",41.59,41.900002,41.450001,41.549999,5574800,41.179682
"105",41.720001,41.91,41.369999,41.75,4513800,41.3779
"106",41.599998,41.759998,41.220001,41.5,5216400,41.130129
"107",41.540001,41.68,40.799999,41.009998,5248600,40.644494
"108",41,41.59,40.860001,41.349998,4513500,40.981464
"109",41.16,41.419998,41.099998,41.209999,3723200,40.842712
"110",41.18,41.259998,40.860001,41.150002,3667600,40.78325
"111",41.82,42.48,41.740002,41.790001,7526200,41.417545
"112",41.970001,42.220001,41.459999,42.110001,5738000,41.734693
"113",41.919998,42.330002,41.830002,42.18,4268400,41.804068
"114",42.060001,42.740002,42.009998,42.549999,4926200,42.17077
"115",42.52,42.540001,41.84,41.889999,3444000,41.516652
"116",41.759998,42.16,41.57,41.959999,3233700,41.586028
"117",42.529999,42.529999,41.779999,42.18,6557000,41.804068
"118",42.23,42.610001,42.189999,42.509998,4865800,42.131125
"119",42.549999,42.68,42.25,42.389999,3857700,42.012196
"120",42.32,43.16,42.23,43.119999,6178900,42.857011
"121",43.290001,43.349998,42.849998,43.130001,2091900,42.866952
"122",42.650002,43.09,42.400002,42.799999,3864000,42.538963
"123",42.73,43.02,42.560001,42.919998,4044500,42.65823
"124",42.919998,43.43,42.73,43.25,4266200,42.986219
"125",43.290001,43.73,43.049999,43.48,6687900,43.214816
"126",43.540001,43.93,43.150002,43.900002,6109200,43.632256
"127",43.810001,44.330002,43.209999,43.540001,7043300,43.274451
"128",42.98,43.25,42.619999,42.650002,7053900,42.38988
"129",42.279999,43.82,42.200001,42.68,11380400,42.419696
"130",42.849998,43.700001,42.720001,42.830002,6658200,42.568782
"131",42.32,42.540001,41.610001,41.639999,6275500,41.386038
"132",42.439999,42.970001,41.75,42.290001,7267100,42.032075
"133",42.369999,42.630001,41.59,41.610001,7696300,41.356222
"134",41.57,42.330002,41.25,42.23,5722500,41.972439
"135",42.689999,43.07,42.52,42.720001,6639400,42.459453
"136",42.970001,43.099998,42.57,42.860001,9032100,42.598598
"137",42.880001,43.400002,42.799999,43.400002,3118600,43.135306
"138",43.599998,43.779999,43.240002,43.419998,3710600,43.15518
"139",43.5,43.650002,43.130001,43.380001,1734300,43.115427
"140",43.330002,43.560001,43.16,43.330002,2013700,43.065733
"141",43.259998,43.549999,43.200001,43.419998,2238000,43.15518
"142",43.240002,43.450001,43.130001,43.139999,3047500,42.876889
"143",43.18,43.720001,43.07,43.330002,4227400,43.065733
"144",43.43,43.740002,42.75,43.080002,4348400,42.817258
"145",43.09,43.240002,42.310001,42.349998,5034800,42.091706
"146",42.490002,42.57,41.07,41.119999,5136700,40.869209
"147",41.27,41.700001,40.919998,41.349998,4791500,41.097805
"148",41.650002,42.279999,41.639999,42.099998,5177700,41.843231
"149",42.139999,42.549999,41.73,42.240002,3904700,41.982381
"150",42.349998,42.349998,41.540001,41.720001,3248700,41.465552
"151",42.25,42.450001,41.220001,41.470001,4394600,41.217076
"152",41.150002,41.619999,40.849998,41.299999,4161800,41.048111
"153",41.34,41.790001,40.91,40.950001,2445300,40.700247
"154",41.009998,41.759998,40.73,41.720001,4519600,41.465552
"155",41.98,42.380001,41.82,42.34,4489100,42.081769
"156",42.110001,42.75,42.02,42.610001,2961900,42.350123
"157",42.560001,42.68,41.490002,42.330002,5545100,42.071832
"158",42.41,42.66,41.869999,41.959999,3097500,41.704086
"159",41.849998,42.150002,41.509998,42.07,3029400,41.813415
"160",41.580002,41.68,41.16,41.34,4322200,41.087868
"161",42.009998,42.290001,40.959999,40.98,5574200,40.730063
"162",40.950001,41.330002,40.209999,41.310001,7479600,41.058052
"163",41,43.639999,41,42.439999,15455100,42.181158
"164",42.16,42.27,40.330002,41.639999,11262000,41.386038
"165",41.84,42.650002,41.700001,42.580002,5287400,42.320307
"166",42.41,44.18,42.369999,43.77,9858500,43.503048
"167",43.950001,44.5,43.790001,44.310001,7096800,44.039755
"168",44.139999,44.299999,43.560001,43.790001,6477900,43.522926
"169",43.540001,43.849998,43.299999,43.369999,4681000,43.105486
"170",43.759998,44.700001,43.360001,44.68,5405500,44.407498
"171",44.549999,44.790001,44.169998,44.529999,4039300,44.397525
"172",44.779999,45.48,44.560001,45.459999,6251800,45.324759
"173",45.5,46.009998,45.119999,45.689999,5735400,45.554074
"174",45.34,45.990002,45.34,45.639999,3856200,45.504224
"175",45.400002,45.73,45.18,45.41,4251600,45.274908
"176",45.349998,45.470001,44.860001,44.900002,5754400,44.766427
"177",44.91,44.959999,44.43,44.68,4653200,44.547081
"178",44.759998,44.84,44.18,44.25,6512100,44.118359
"179",44.380001,45.369999,44.150002,45.310001,6857700,45.175207
"180",45.130001,45.349998,44.91,45,5655400,44.866128
"181",45.080002,45.75,44.889999,45.700001,8637400,45.564047
"182",45.619999,45.790001,45.220001,45.23,5497800,45.095444
"183",45.330002,46.220001,45.330002,46.189999,4877600,46.052587
"184",45.860001,46.07,45.23,45.43,4394800,45.294849
"185",45.119999,45.279999,44.75,45.200001,4589500,45.065534
"186",45.200001,45.369999,44.889999,44.91,4015300,44.776396
"187",44.84,45,44.240002,44.330002,4205300,44.198123
"188",44.389999,44.669998,44.139999,44.529999,2837500,44.397525
"189",44.349998,44.360001,43.68,43.73,5608300,43.599906
"190",43.880001,44.32,43.740002,43.790001,3665600,43.659729
"191",43.509998,44.75,43.450001,44.720001,4982400,44.586962
"192",44.529999,44.849998,43.740002,44.27,6129800,44.1383
"193",44.540001,45.080002,44.299999,44.939999,4028300,44.806305
"194",44.560001,44.740002,44.119999,44.470001,3274300,44.337706
"195",44.459999,45.32,44.119999,45.119999,3247900,44.98577
"196",45.099998,45.099998,44.639999,44.880001,3839900,44.746486
"197",45.259998,46.310001,45.139999,46,8636600,45.863153
"198",45.869999,45.990002,45.200001,45.220001,3834000,45.085475
"199",45.150002,45.290001,44.5,44.580002,4968300,44.44738
"200",44.529999,44.59,42.130001,42.310001,11470500,42.184132
"201",41.560001,42.84,41.279999,42.150002,11362100,42.024608
"202",42.389999,43.150002,42.040001,42.91,6804000,42.782346
"203",43.139999,44.25,43.139999,44.119999,7523900,43.988745
"204",43.959999,44.189999,43.200001,43.299999,5601200,43.171185
"205",43.080002,43.259998,42.389999,42.59,5687700,42.463298
"206",42.66,42.740002,42.16,42.23,3854700,42.104368
"207",42,43.490002,41.799999,43.110001,8735300,42.981751
"208",43.009998,43.560001,42.560001,43.18,6317600,43.051543
"209",43.02,43.470001,42.68,42.970001,4550400,42.842169
"210",44.009998,44.580002,43.509998,43.959999,7271800,43.829221
"211",44.16,44.369999,43.869999,44.23,5558700,44.098419
"212",44.32,44.98,44.060001,44.540001,7289700,44.407498
"213",44.369999,44.459999,43.639999,44.130001,4209700,43.998718
"214",44.290001,45.169998,44.189999,45.099998,5217200,44.965829
"215",45,45.27,44.23,44.580002,5461000,44.44738
"216",44.009998,44.200001,43.41,43.59,4524800,43.460323
"217",43.810001,44.07,43.5,43.619999,4179000,43.490233
"218",44.049999,44.259998,43.580002,43.98,8167000,43.849162
"219",46.5,46.810001,45.279999,46.18,20527800,46.042618
"220",45.91,46.299999,45.419998,45.439999,7686500,45.304818
"221",45.299999,45.389999,44.310001,44.459999,8034600,44.327734
"222",44.529999,45.419998,44.349998,44.509998,9141800,44.377584
"223",44.66,45.080002,44.169998,44.689999,6143800,44.557049
"224",44.349998,44.919998,43.959999,44.400002,5411500,44.267915
"225",44.110001,44.59,43.84,44.209999,6468600,44.078478
"226",44.279999,45.169998,44.279999,45.040001,6023100,44.90601
"227",45.130001,45.619999,44.889999,45.470001,4904300,45.334731
"228",45.110001,45.43,44.799999,44.900002,6479100,44.766427
"229",45,45.509998,44.919998,45.5,9343600,45.364641
"230",45.34,46.580002,45.330002,46.419998,11523600,46.281902
"231",46.59,47.09,46.279999,46.299999,8458800,46.16226
"232",46.189999,46.389999,45.700001,45.950001,7652500,45.813303
"233",45.73,46.240002,45.5,45.990002,5920300,45.853185
"234",46.220001,46.900002,46.009998,46.66,9112900,46.52119
"235",46.919998,47.279999,46.75,47.18,5037100,47.039643
"236",47.209999,47.560001,47.110001,47.380001,4921300,47.239049
"237",47.380001,47.799999,47.09,47.73,4735700,47.588006
"238",47.919998,48.16,47.080002,47.279999,5710900,47.139344
"239",47.299999,47.639999,46.950001,47.07,4614700,46.92997
"240",47.009998,47.5,46.900002,47.360001,3987300,47.219108
"241",47.290001,47.549999,47.169998,47.259998,4678300,47.119403
"242",47.279999,47.5,46.810001,47.060001,3995600,46.920001
"243",47.560001,57.700001,47.419998,57.16,61130100,57.16
"244",56.290001,56.5,54.66,56.25,86636600,56.25
"245",56.450001,57.299999,56.450001,56.849998,33294000,56.849998
"246",56.529999,56.93,55.27,55.470001,28724900,55.470001
"247",55.110001,55.380001,54.669998,54.810001,16129500,54.810001
"248",54.950001,55.110001,54.470001,54.619999,14407000,54.619999
"249",54.349998,54.759998,54.139999,54.220001,9845600,54.220001
"250",53.950001,54.5,53.900002,54.349998,12227500,54.349998
"251",54.25,54.400002,53.02,53.240002,15296200,53.240002
"252",53.5,53.810001,52.98,53.549999,13594200,53.549999
"253",53.93,54.509998,53.560001,54.240002,9510000,54.240002
