"","MON.Open","MON.High","MON.Low","MON.Close","MON.Volume","MON.Adjusted"
"1",121,121.650002,120.459999,121.349998,1757300,118.792394
"2",121.019997,121.730003,120.580002,120.75,2053800,118.205041
"3",120.870003,121.910004,120.589996,120.910004,2547700,118.361673
"4",120.93,121.089996,119.260002,119.669998,2001900,117.147802
"5",119.669998,119.800003,118.480003,119.620003,2412300,117.09886
"6",119.440002,120.07,118.919998,120,1837200,117.470849
"7",120.010002,121.459999,119.779999,121.360001,1936100,118.802185
"8",121.839996,122.029999,120.919998,121.769997,1724700,119.20354
"9",121.980003,122.540001,121.5,122.080002,2498300,119.507012
"10",122.139999,123.989998,121.379997,122.099998,3512200,119.526587
"11",122.150002,122.779999,120.599998,120.629997,2435100,118.087568
"12",126.129997,128.789993,126,126.730003,12036700,124.059009
"13",127,127.860001,125.5,126.18,4947300,123.520598
"14",125.300003,125.980003,124.860001,125,3915300,122.365467
"15",124.360001,125.029999,124.029999,124.739998,3937500,122.110945
"16",124.5,125.07,124,124.300003,3946500,122.101128
"17",124.68,127.480003,124.68,126.529999,8821500,124.291675
"18",126.550003,126.849998,125.82,126.519997,1410800,124.28185
"19",126.029999,126.629997,125.099998,125.25,3145600,123.03432
"20",125,125.279999,124.129997,124.559998,2579900,122.356523
"21",124.610001,124.949997,123.230003,123.470001,3158200,121.285809
"22",122.599998,123.050003,121.959999,122.559998,3931600,120.391904
"23",122.43,122.559998,120.599998,120.900002,3390700,118.761273
"24",121.169998,121.540001,119.809998,120,3887200,117.877192
"25",120.349998,121.169998,119.699997,119.980003,5930700,117.85755
"26",121.019997,121.290001,119.889999,120.18,4350700,118.054009
"27",119.760002,120.610001,119.360001,119.589996,3561000,117.474442
"28",120,120.599998,119.769997,119.980003,3112500,117.85755
"29",119.389999,119.830002,118.830002,118.959999,2863800,116.855589
"30",119.239998,120.010002,118.669998,118.769997,3554300,116.668948
"31",118.339996,118.790001,116.160004,116.269997,7301200,114.213173
"32",116.389999,116.5,115.699997,116.190002,5658700,114.134594
"33",116.050003,116.870003,115.639999,115.790001,3905700,113.741669
"34",115.790001,116.209999,114.709999,114.970001,4170800,112.936175
"35",115,115.589996,113.93,114.410004,3613600,112.386084
"36",114.940002,115.589996,114.300003,114.389999,4331000,112.366433
"37",113.790001,114.580002,113.089996,113.089996,3704800,111.089427
"38",112.169998,113.980003,112.129997,113.589996,4206600,111.580582
"39",113.769997,115.150002,112.870003,114.910004,4540000,112.877239
"40",114.220001,115.389999,114.089996,115,5163800,112.965643
"41",114.709999,116.169998,114.709999,116.050003,4304000,113.997071
"42",116.370003,116.709999,114.93,115.150002,3455700,113.112991
"43",115.339996,115.830002,114.599998,115.470001,2998900,113.42733
"44",115.449997,116.419998,115.160004,115.419998,3208000,113.378211
"45",115.349998,115.959999,114.690002,115.709999,2663100,113.663082
"46",115.739998,117,115.309998,116.870003,2541200,114.802565
"47",116.809998,117.440002,116.769997,117.059998,3038000,114.989199
"48",117.339996,119.169998,117.050003,118.989998,4948200,116.885057
"49",120.029999,120.099998,119.239998,119.43,4502300,117.317276
"50",119.419998,120.139999,119.239998,119.830002,2370900,117.710202
"51",119.910004,121,119.650002,120.919998,3678800,118.780916
"52",121.230003,121.230003,117.519997,117.650002,6808900,115.568766
"53",117.860001,118.129997,116.519997,116.620003,3464900,114.556988
"54",117.120003,117.610001,116.449997,117.510002,2840000,115.431243
"55",117.849998,117.910004,117,117.120003,2850600,115.048143
"56",117.169998,117.610001,115.599998,115.970001,4576400,113.918485
"57",115.720001,115.93,114.919998,115.760002,3624300,113.7122
"58",116.029999,116.540001,115.449997,115.650002,3068700,113.604146
"59",115.900002,115.919998,114.599998,114.940002,3291900,112.906707
"60",115.440002,115.93,115.18,115.300003,2227500,113.260339
"61",114.93,115.349998,113.25,113.629997,4015600,111.619875
"62",113.57,114.43,113.040001,114.260002,2794900,112.238736
"63",114.260002,114.809998,114.010002,114.669998,2602200,112.641479
"64",114.120003,114.900002,114.050003,114.440002,1898100,112.415552
"65",113.739998,113.849998,111.029999,113.010002,8916200,111.010848
"66",112.82,114.239998,112.800003,113.620003,3354000,111.610058
"67",113.419998,113.800003,112.629997,113.050003,2662300,111.050141
"68",113.129997,113.730003,112.57,113.139999,2895300,111.138546
"69",113.269997,113.980003,112.760002,113.919998,4128200,111.904746
"70",114.029999,114.5,113.279999,113.690002,4144600,111.678819
"71",114.919998,115.519997,114.279999,115.489998,6020000,113.446973
"72",116.010002,116.330002,114.739998,115.110001,4658600,113.073698
"73",114.68,115.75,114.650002,115.25,3348800,113.21122
"74",115.220001,115.730003,114.540001,114.57,2814100,112.543249
"75",114.860001,115.510002,114.860001,115.349998,3899600,113.30945
"76",115,115,113.129997,113.239998,3668800,111.236775
"77",112.949997,113.389999,112.309998,113.07,4361800,111.069784
"78",112.599998,113.580002,112.120003,112.93,3297800,110.932262
"79",112.779999,113.260002,112.339996,112.510002,3433100,110.519693
"80",111.790001,112,110.43,110.779999,4383600,108.820294
"81",110.540001,111.019997,109.360001,110.190002,5342400,108.240734
"82",110.879997,110.879997,109.57,109.809998,4085500,107.867452
"83",110.010002,110.970001,109.889999,110.459999,5163000,108.505955
"84",110.269997,110.449997,108.019997,108.230003,7140000,106.315408
"85",106.82,110.07,105.760002,109.730003,7862800,108.27909
"86",108.470001,110.330002,107.57,107.690002,6603500,106.266063
"87",107.449997,108.639999,106.720001,106.720001,4371800,105.308888
"88",106.82,107.730003,105.879997,105.910004,4198500,104.509601
"89",106.209999,108.75,106.209999,107.870003,5293900,106.443684
"90",106.900002,109.419998,106.059998,108.830002,8264500,107.390989
