"","MON.Open","MON.High","MON.Low","MON.Close","MON.Volume","MON.Adjusted"
"91",107.290001,111.099998,107.199997,110.660004,7165800,109.196793
"92",111.589996,111.760002,110.32,111.279999,4555800,109.808591
"93",111.339996,112.809998,111.050003,112.629997,3970900,111.140739
"94",113,113.849998,112.279999,113.550003,2875000,112.04858
"95",114.269997,114.849998,113.480003,113.480003,4189100,111.979505
"96",114.870003,114.870003,112.559998,112.809998,5224900,111.318359
"97",112.68,113.550003,112.410004,113.279999,3097200,111.782145
"98",112.599998,113.139999,112.129997,112.82,4863500,111.328229
"99",113.279999,114,112.949997,113.480003,2318500,111.979505
"100",113.519997,114.199997,111.68,112.18,7056800,110.696692
"101",111.849998,115.470001,111.849998,113.690002,3765400,112.186728
"102",114.580002,115.279999,114.169998,115.040001,4209400,113.518876
"103",115.260002,115.57,113.43,113.93,3425100,112.423552
"104",113.489998,114.169998,112.849998,113.389999,3323100,111.890692
"105",113.849998,114.260002,113.25,113.82,3492300,112.315006
"106",114.25,114.769997,113.889999,114.510002,3123900,112.995885
"107",114.839996,115.43,113.769997,114.440002,10836100,112.926811
"108",114.550003,117.129997,114.5,116.889999,5251300,115.344413
"109",116.699997,118.360001,116.699997,118.309998,5254700,116.745635
"110",118.25,119.489998,117.790001,118.989998,4365300,117.416644
"111",118.739998,120.029999,118.690002,119.470001,3819000,117.8903
"112",119.099998,119.690002,118.650002,118.970001,2829500,117.396911
"113",118.660004,119.190002,118.220001,118.379997,3065100,116.814709
"114",118.720001,119.800003,118.5,119.330002,2721500,117.752152
"115",119.139999,119.779999,118.830002,119.559998,2738900,117.979107
"116",119.279999,120.029999,119,119.519997,2100700,117.939635
"117",120.809998,121.150002,120.18,120.809998,2803200,119.212578
"118",120.800003,120.800003,120.230003,120.529999,2963600,118.936282
"119",120.089996,121.019997,119.449997,119.470001,2248600,117.8903
"120",119.550003,120.989998,119.260002,120.860001,3433900,119.26192
"121",120.550003,120.989998,119.639999,119.910004,1401600,118.324485
"122",119.599998,120.139999,118.339996,118.849998,3256200,117.278495
"123",116.879997,119.309998,116.879997,118.82,2936900,117.248893
"124",118.739998,120.910004,118.540001,120.860001,2734700,119.26192
"125",120.480003,121.290001,120.040001,121.089996,2032700,119.488875
"126",121.300003,121.559998,120.720001,120.860001,1681100,119.26192
"127",120.75,120.75,119.610001,120.019997,2571900,118.433023
"128",119.419998,120.690002,119.239998,120.300003,1723800,118.709327
"129",120.610001,120.830002,118.980003,119.349998,2385400,117.771884
"130",119.449997,121.209999,119.410004,120.07,2803600,118.482365
"131",119.169998,119.470001,117.93,117.940002,3530700,116.380532
"132",118.830002,119.230003,117.040001,117.790001,3020100,116.232514
"133",116.760002,118.449997,116.199997,116.599998,3658600,115.058246
"134",116.839996,119,116.839996,118.400002,2696800,116.834449
"135",120,120.110001,118.209999,119.589996,3641900,118.008709
"136",119.889999,122.290001,119.889999,121.120003,7934000,119.518484
"137",121.550003,122.32,121.480003,122.040001,3286200,120.426318
"138",121.629997,122.949997,121.550003,122.669998,2773200,121.047985
"139",122,122.07,120.970001,120.970001,1420300,119.370466
"140",121.080002,121.769997,120.57,121.440002,1779800,119.834253
"141",121.07,121.849998,120.970001,121.449997,2433800,119.844115
"142",121.169998,121.629997,120.459999,121.110001,2166500,119.508615
"143",121.199997,121.419998,119.400002,119.470001,2217100,117.8903
"144",119.529999,120.370003,118.650002,119.739998,2785400,118.156727
"145",118.839996,119.32,116.699997,117.309998,3178500,115.758857
"146",117.5,118.099998,115.919998,116.25,4650900,114.712876
"147",116.269997,118.879997,115.160004,117.209999,4921900,116.149764
"148",119.010002,119.589996,118.160004,119.190002,3843700,118.111857
"149",119.540001,120.220001,118.970001,119.040001,3734900,117.963213
"150",119,119.769997,117.949997,119.559998,3742800,118.478506
"151",120,120.849998,117.300003,117.860001,4127000,116.793886
"152",116.519997,118.330002,116.32,117.510002,3288100,116.447054
"153",117.510002,119.160004,117.260002,117.32,2548200,116.25877
"154",117.330002,117.830002,116.300003,117.589996,3245600,116.526324
"155",118.760002,118.760002,116.790001,117.57,2389100,116.506508
"156",117.660004,118.980003,117.190002,118.279999,1910500,117.210085
"157",118.68,120.18,118.339996,120,2718900,118.914528
"158",119.510002,119.980003,118.389999,118.449997,1757700,117.378546
"159",118.059998,119.150002,118.059998,119.110001,1799300,118.032579
"160",118.269997,119.459999,118.059998,118.620003,2095800,117.547014
"161",118.970001,119.050003,117.120003,117.349998,2326100,116.288497
"162",117.349998,118.970001,117.260002,118.489998,2875900,117.418185
"163",118,119.239998,117.620003,117.980003,3723700,116.912803
"164",118.550003,119.110001,117.260002,118.879997,2543200,117.804656
"165",119.57,120.669998,119.400002,120.349998,2819100,119.26136
"166",119.910004,120.150002,118.739998,119.059998,2418000,117.983028
"167",119.889999,121.470001,119.690002,120.860001,2363200,119.766749
"168",120.93,120.93,119.959999,120.220001,1951500,119.132539
"169",119.879997,121.510002,119.5,121.25,2387200,120.153221
"170",122.080002,122.120003,120.580002,121.470001,1632000,120.371232
"171",121.57,123.029999,121.57,122.480003,2581800,121.372098
"172",123.129997,123.199997,122,122.769997,2749800,121.659468
"173",122.809998,125.150002,122.809998,124.769997,2762600,123.641377
"174",124.629997,125.309998,123.910004,124.660004,1759100,123.532379
"175",123.949997,124.809998,123.550003,124.559998,2036700,123.433278
"176",124.339996,125.75,123.940002,125.459999,3665100,124.325138
"177",125.029999,125.110001,124,124.910004,2797100,123.780118
"178",124.260002,124.800003,124.18,124.559998,1586500,123.433278
"179",124.449997,125.339996,123.790001,124.940002,1880600,123.809845
"180",125.25,126,124.160004,124.230003,1950600,123.106268
"181",123.82,124.099998,119.900002,119.970001,5004900,118.8848
"182",119.889999,121.269997,119.57,120.43,5177800,119.340639
"183",120.43,121.370003,119.830002,121.300003,1955600,120.202772
"184",121.089996,121.639999,119.809998,120.199997,2329300,119.112716
"185",119.589996,120.050003,118.779999,119.860001,2931500,118.775795
"186",120,120,118.75,119.269997,2968800,118.191128
"187",118.5,119.25,117.690002,118.169998,3007700,117.10108
"188",118.139999,119.220001,118,118.379997,2110600,117.309179
"189",117.330002,117.57,116.419998,117.040001,2856900,115.981304
"190",116.93,117.870003,116.870003,116.910004,2824900,115.852482
"191",117.389999,118.839996,116.980003,118.440002,2239800,117.368641
"192",117.650002,117.879997,115.82,116.870003,2997800,115.812843
"193",117.169998,118.120003,117.139999,117.910004,2809600,116.843437
"194",117.059998,117.589996,116.480003,116.839996,2548100,115.783108
"195",116.440002,117.830002,115.510002,117.160004,3618800,116.100221
"196",116.169998,116.769997,115.199997,115.379997,3112000,114.336316
"197",115.809998,117.139999,115.550003,115.75,5198700,114.702972
"198",114.040001,115.260002,111.93,113.489998,8085700,112.463413
"199",113.279999,114.559998,112.959999,113.580002,4527100,112.552602
"200",113.730003,114.220001,112.419998,112.43,3307100,111.413003
"201",112.610001,112.610001,111.160004,112.25,3584700,111.234631
"202",112.510002,113.220001,112.040001,112.730003,2479200,111.710293
"203",112.949997,113.809998,112.220001,113.379997,3890200,112.354407
"204",112.75,113.43,112.239998,112.540001,3231000,112.006065
"205",114.660004,117.129997,113.620003,116.959999,7331500,116.405093
"206",116.720001,116.879997,115.32,116.300003,4169600,115.748228
"207",115.779999,117.769997,115.699997,117.089996,3193500,116.534473
"208",117.400002,118.25,117.150002,117.849998,2681500,117.29087
"209",117.989998,118.43,116.889999,117.139999,2885200,116.584239
"210",117.400002,119.510002,116.900002,119.32,3229900,118.753897
"211",119.5,120.199997,118.809998,120.139999,3904800,119.570006
"212",120.529999,120.68,119.470001,119.489998,2659500,118.923088
"213",119.260002,119.440002,118.519997,119.080002,1945500,118.515037
"214",119.339996,119.93,119.07,119.360001,1668500,118.793708
"215",119.07,119.339996,118.379997,118.93,2098800,118.365748
"216",118.370003,118.639999,116.400002,116.699997,2449300,116.146324
"217",116.970001,117.589996,116.720001,117.370003,2027300,116.813151
"218",117.300003,117.730003,116.610001,117.279999,1627100,116.723574
"219",116.68,117.279999,116.129997,116.870003,2031000,116.315523
"220",116.800003,117.739998,116.419998,117.489998,1996900,116.932577
"221",117.480003,119.010002,117.440002,118.459999,1820500,117.897976
"222",118.459999,118.860001,117.629997,117.699997,1892000,117.14158
"223",116.849998,116.93,114.949997,115,3486300,114.454393
"224",114.519997,115.449997,114.349998,115,2947100,114.454393
"225",114.900002,114.970001,113.610001,113.959999,2240200,113.419326
"226",117.879997,118.660004,115.839996,118.440002,8026400,117.878074
"227",116.669998,117.849998,115.879997,115.919998,3428300,115.370026
"228",115.959999,117.139999,115.940002,116.650002,2340800,116.096566
"229",116.639999,117.25,116.019997,116.300003,1968700,115.748228
"230",116.080002,119.309998,115.339996,119.129997,3676900,118.564796
"231",120.120003,123.82,118.360001,120.790001,8032700,120.216924
"232",120.540001,120.940002,117.650002,118,4877200,117.44016
"233",116.839996,117.830002,115.93,116.059998,3829200,115.509361
"234",116.470001,118.559998,115.949997,118.25,3596200,117.688973
"235",118.68,120.959999,118.589996,120.720001,3764800,120.147256
"236",120.32,120.900002,119.870003,120.82,3189000,120.24678
"237",120.910004,120.989998,120.220001,120.32,2925100,119.749152
"238",120.019997,120.650002,119.309998,119.910004,2009700,119.341101
"239",119.980003,119.980003,118.440002,118.769997,2910200,118.206503
"240",118.830002,120.129997,118.599998,120,1921000,119.430671
"241",120.139999,121.089996,119.769997,120.290001,2663100,119.719296
"242",119.599998,119.620003,117.900002,117.93,2325800,117.370492
"243",118.190002,119.32,118.029999,118.559998,1856000,117.9975
"244",118.18,120,118.18,118.599998,2548700,118.037311
"245",119.050003,119.089996,116.75,116.980003,4198600,116.425002
"246",117.370003,117.470001,115.919998,116.610001,2563800,116.056755
"247",116.529999,117.029999,115.620003,116.580002,1926700,116.026898
"248",116.900002,117.110001,115.5,115.75,2968700,115.200834
"249",114.230003,115.110001,113.32,113.580002,4157800,113.041132
"250",113.790001,114.43,113.190002,113.800003,2736900,113.260089
"251",114.010002,114.769997,113.510002,113.919998,2927300,113.379515
"252",113.559998,114.440002,112.940002,113.540001,2940400,113.001321
"253",114.080002,115.129997,113.57,114.489998,2045900,113.94681
