"","NKE.Open","NKE.High","NKE.Low","NKE.Close","NKE.Volume","NKE.Adjusted"
"102",94.129997,94.139999,92.669998,92.970001,3231800,92.183681
"103",93.349998,93.480003,92.870003,93.449997,2431400,92.659617
"104",93.059998,94.019997,92.620003,93.949997,2220700,93.155389
"105",94.839996,94.839996,93.709999,94.68,3256900,93.879218
"106",94.849998,95.089996,94.540001,94.599998,2741000,93.799893
"107",94.75,94.75,93.540001,93.779999,2454900,92.986828
"108",94.040001,95.07,94.040001,94.959999,2949100,94.156848
"109",95.199997,95.300003,94.580002,94.879997,2281600,94.077523
"110",94.449997,95.919998,94.230003,95.809998,2508800,94.999658
"111",96.18,96.550003,95.559998,96.120003,2708400,95.307041
"112",95.790001,95.879997,95.010002,95.5,3203000,94.692282
"113",95.370003,96.190002,95.040001,96.059998,2965400,95.247543
"114",95.989998,96.849998,95.760002,96.470001,2401700,95.654079
"115",96.5,97.099998,96.349998,96.949997,2292900,96.130015
"116",96.620003,97.699997,96.309998,97.300003,2411200,96.477061
"117",98.690002,98.959999,96.660004,97.419998,3508200,96.596041
"118",97.790001,98.5,97.739998,97.949997,2540700,97.121557
"119",98.300003,98.5,97.269997,97.290001,3088200,96.467144
"120",97.300003,97.879997,97.099998,97.800003,1974400,96.972832
"121",98.339996,99.760002,98.230003,99.290001,1804700,98.450228
"122",98.660004,99.389999,97.660004,97.690002,2569600,96.863762
"123",98.059998,98.720001,97.690002,98.040001,2188900,97.2108
"124",98.160004,98.599998,97.519997,98.5,1896000,97.666909
"125",98.5,99.389999,98.059998,99.050003,2064100,98.21226
"126",99.260002,99.5,98.830002,99.330002,1704100,98.489891
"127",99.050003,99.050003,97.300003,97.720001,2577600,96.893507
"128",97.059998,97.400002,95.980003,97.029999,2994500,96.20934
"129",96.480003,98.239998,96.459999,97.660004,3228900,96.834017
"130",97.480003,98.599998,96.839996,96.93,4361800,96.386536
"131",96.650002,97.889999,96.169998,96.169998,4121900,95.630795
"132",96.43,96.93,94.779999,95.43,5076300,94.894946
"133",95.349998,95.419998,92.970001,93.209999,7307200,92.687392
"134",93.730003,94.760002,92.900002,94.5,5602600,93.97016
"135",96.269997,97.080002,95.059998,97.080002,9480400,96.535697
"136",95.5,96.279999,92.830002,94.839996,13501000,94.30825
"137",95.129997,95.93,95.019997,95.93,3831100,95.392143
"138",96,96.510002,95.589996,95.970001,2620900,95.431919
"139",96.400002,97.349998,96.089996,96.290001,1219800,95.750125
"140",96.510002,97.209999,96.25,96.830002,1572200,96.287098
"141",96.610001,97.650002,96.610001,97.300003,2008900,96.754464
"142",96.879997,97.300003,96.620003,96.879997,2073400,96.336813
"143",96.970001,97.610001,96.040001,96.150002,2348700,95.610911
"144",96.550003,96.949997,94.110001,95.029999,2492900,94.497187
"145",94.510002,94.550003,93.129997,93.5,3444600,92.975767
"146",93.889999,94.150002,92.07,92.949997,3788000,92.428848
"147",93.610001,95.300003,93.099998,94.870003,3628000,94.338088
"148",95.660004,97.099998,95.620003,97.059998,2989100,96.515804
"149",96.93,96.989998,95.599998,95.989998,2344500,95.451804
"150",95.910004,96.519997,95.230003,95.860001,2806500,95.322536
"151",96.339996,97.449997,94.629997,95.010002,3091100,94.477303
"152",93.379997,94.370003,92.910004,93.709999,3375200,93.184589
"153",94.629997,94.68,92.57,92.809998,2117500,92.289633
"154",92.769997,93.129997,92.029999,92.989998,4385000,92.468624
"155",93.440002,93.889999,92.620003,93.610001,4701900,93.085151
"156",93.110001,94.129997,93.010002,93.510002,2927000,92.985713
"157",94.349998,96.110001,93.559998,95.849998,3476200,95.31259
"158",96.139999,96.75,95.650002,96.160004,3390500,95.620857
"159",96,96.470001,95.550003,96.349998,2479000,95.809786
"160",95.300003,95.449997,94.120003,94.5,3348400,93.97016
"161",95,95.32,93.25,93.309998,3201300,92.78683
"162",93.669998,94.870003,93.169998,94.870003,3401200,94.338088
"163",93.919998,94.360001,92.099998,92.25,4053200,91.732775
"164",92.68,92.690002,90.769997,91.919998,4028300,91.404624
"165",92.230003,93.389999,92.029999,93.349998,3970100,92.826606
"166",92.769997,93.269997,92.269997,92.540001,3593700,92.02115
"167",92.879997,93.589996,92.559998,93.339996,2877200,92.81666
"168",93.400002,93.470001,91.540001,91.790001,3643100,91.275355
"169",91.5,91.699997,90.690002,91.169998,3669700,90.658829
"170",91.739998,93.099998,91.220001,92.75,3847300,92.229972
"171",92.489998,92.75,90.949997,91.309998,4270500,90.798043
"172",91.459999,92.660004,90.800003,92,5927900,91.484177
"173",92.019997,92.57,91.900002,92.040001,3847800,91.523954
"174",91.739998,92.900002,91.720001,91.860001,3685500,91.344963
"175",91.540001,93.769997,91.43,93.620003,4071900,93.095097
"176",93.480003,94.260002,93.480003,93.699997,3302600,93.174643
"177",93.610001,95.290001,93.349998,94.93,3699000,94.39775
"178",94.919998,95.230003,94.279999,95.010002,2311100,94.477303
"179",94.75,95.540001,94.75,95.419998,2619600,94.885
"180",95.419998,97.199997,95.419998,96.82,3526800,96.277152
"181",96.660004,97.330002,96.650002,96.989998,2967500,96.725925
"182",96.949997,97.410004,96.629997,97.120003,3559300,96.855576
"183",96.889999,98.860001,96.75,98.75,5512500,98.481135
"184",98.440002,98.470001,97.120003,97.970001,3519200,97.70326
"185",97.669998,97.870003,96.959999,97.519997,2426500,97.254481
"186",97.959999,98.68,97.790001,98.459999,3316800,98.191924
"187",98.459999,98.690002,96.599998,96.910004,3587300,96.646149
"188",97.089996,97.82,96.940002,97.43,2969400,97.16473
"189",96.419998,96.970001,96.25,96.510002,3548000,96.247236
"190",96.379997,97.080002,95.18,95.339996,3742100,95.080416
"191",95.5,97.099998,95.379997,97.040001,2904900,96.775792
"192",97.040001,97.480003,95.300003,95.809998,3698100,95.549138
"193",96.199997,96.800003,95.93,96.440002,4248500,96.177427
"194",96.139999,96.779999,95.510002,96.540001,3204100,96.277153
"195",96.540001,97.870003,95.610001,97.510002,4427800,97.244514
"196",97.809998,98.620003,97.209999,98.32,6768000,98.052306
"197",102.629997,103.790001,101.25,101.980003,14889900,101.702344
"198",101.550003,102.599998,101.199997,101.459999,5235900,101.183756
"199",101.050003,101.660004,100.599998,100.650002,3799400,100.375964
"200",101,101.18,98.940002,98.989998,4066700,98.72048
"201",98.339996,100.089996,97.669998,99.330002,4739900,99.059558
"202",99.120003,100.18,99.120003,99.879997,2201800,99.608056
"203",101.230003,101.550003,100.540001,100.889999,2717700,100.615308
"204",100.879997,101.839996,100.290001,100.330002,3154600,100.056835
"205",100,100.279999,98.339996,99.550003,3302700,99.27896
"206",100.040001,100.32,99.389999,99.660004,1920200,99.388661
"207",98.75,100.629997,98.550003,99.730003,2513700,99.45847
"208",99.730003,100.260002,99.470001,99.610001,1996800,99.338794
"209",100,100.970001,99.720001,100.839996,3261200,100.565441
"210",101,101.690002,100.599998,100.720001,2650500,100.445773
"211",100.919998,101.080002,99.93,99.970001,2959100,99.697815
"212",99.970001,100.059998,99.059998,99.269997,3656900,98.999716
"213",99.059998,99.809998,98.699997,99.529999,2385400,99.25901
"214",100.629997,100.730003,99.730003,99.830002,2858100,99.558197
"215",99.489998,100.169998,99.400002,99.900002,2052000,99.628006
"216",99.169998,99.370003,98.139999,98.550003,3024800,98.281683
"217",99.080002,100.339996,99.019997,99.989998,3104300,99.717757
"218",100.760002,100.849998,99.720001,100.290001,2562600,100.016943
"219",100.300003,100.389999,99.290001,100.150002,1952900,99.877325
"220",99.779999,101.599998,99.449997,101.110001,2334100,100.83471
"221",100.459999,101.279999,100.209999,100.949997,2167000,100.675142
"222",101.269997,102,100.769997,100.940002,2579200,100.665175
"223",100.800003,100.800003,99.190002,99.860001,3015800,99.588114
"224",99.529999,100.489998,99.260002,100.169998,2697600,99.897267
"225",99.75,100.510002,98.459999,98.839996,3248500,98.570887
"226",99.879997,100.82,99.410004,100.779999,3341700,100.505607
"227",101,101.199997,100.480003,100.830002,2278900,100.555474
"228",100.43,100.870003,100.260002,100.419998,2552200,100.146587
"229",100.269997,101,99.68,100.220001,2698300,99.947134
"230",100.449997,101.589996,100.019997,101.449997,2763100,101.173781
"231",102.290001,103.300003,102.290001,102.440002,2767400,102.161091
"232",102.419998,103.220001,102.089996,102.790001,2669900,102.510137
"233",101.980003,102.690002,101.599998,102.370003,2338200,102.091282
"234",102.690002,102.730003,101.790001,102.160004,2254100,101.881855
"235",102.940002,103.510002,102.309998,103.440002,2716700,103.158368
"236",103.650002,105.029999,103.370003,104.980003,3932600,104.694176
"237",105.110001,105.5,104.419998,104.75,2522600,104.464799
"238",104.620003,105.18,104.349998,104.639999,2985600,104.355098
"239",104.919998,105.150002,104.209999,104.610001,2699600,104.325181
"240",104.870003,105.199997,104.239998,104.400002,2727600,104.115754
"241",105.209999,105.220001,104.040001,104.43,2827400,104.145671
"242",104.43,104.75,103.18,103.419998,2845700,103.138419
"243",103.480003,103.919998,102.309998,102.839996,4448400,102.559996
"244",102.230003,102.949997,101.510002,102.300003,2890800,102.300003
"245",102.300003,102.379997,101.040001,101.669998,2772600,101.669998
"246",101.769997,102.290001,101.449997,101.760002,2472000,101.760002
"247",101.800003,102.690002,101.5,102.110001,2487200,102.110001
"248",102.290001,103.089996,101.769997,102.510002,2372500,102.510002
"249",102.059998,103.300003,101.620003,101.949997,2140800,101.949997
"250",101.5,102.25,101.129997,102.029999,1885700,102.029999
"251",101.599998,101.889999,101.379997,101.440002,2067700,101.440002
"252",101.489998,101.93,100.779999,101.349998,1716800,101.349998
"253",101.830002,104.029999,101.660004,103.339996,3117900,103.339996
