"","HOT.Open","HOT.High","HOT.Low","HOT.Close","HOT.Volume","HOT.Adjusted"
"1",81.82,81.82,80.290001,81.040001,2524800,78.010066
"2",80.540001,80.540001,79.480003,79.529999,1512700,76.55652
"3",79.269997,79.699997,78.099998,78.410004,1533800,75.478399
"4",78.809998,79.220001,78.459999,79.059998,1718400,76.104091
"5",78.220001,79.650002,78.220001,79.160004,1080000,76.200358
"6",78.900002,80.43,78.82,80.07,1555900,77.076331
"7",80.230003,80.93,79.980003,80.610001,1720400,77.596142
"8",81.040001,81.360001,80.599998,81.190002,1541300,78.154459
"9",80.080002,81.480003,80.080002,81,1343500,77.97156
"10",80.940002,81.110001,80.5,80.580002,751400,77.567265
"11",80.519997,81,80.080002,80.150002,1308500,77.153342
"12",80.160004,80.949997,79.910004,80.800003,3196200,77.779041
"13",80.900002,81.190002,80.160004,80.900002,836300,77.8753
"14",80.900002,81.330002,80.449997,81.080002,1347400,78.048571
"15",81.010002,81.160004,80.440002,80.82,1224600,77.79829
"16",81.190002,81.870003,80.980003,81.5,1326200,78.452866
"17",81.279999,81.989998,81.120003,81.82,1103400,78.760902
"18",82,83.440002,81.879997,83.120003,1429300,80.0123
"19",82.639999,83.139999,82.330002,82.68,1239900,79.588748
"20",82.330002,82.879997,81.870003,82.589996,1758200,79.50211
"21",82.870003,84.239998,82.650002,84.160004,2613100,81.013417
"22",83.510002,84.870003,83.290001,84.339996,2740400,81.18668
"23",84.160004,84.290001,83.410004,83.68,1195800,80.55136
"24",84.099998,84.400002,83.279999,83.379997,1522300,80.262574
"25",83.5,83.690002,82.43,82.830002,1570800,79.733142
"26",83.330002,83.419998,82.790001,82.959999,1372200,79.858279
"27",82.440002,83.120003,81.379997,81.519997,2130000,78.472115
"28",81.870003,82.839996,81.720001,82.790001,1467100,79.694636
"29",82.720001,83.099998,82.190002,82.669998,1075100,79.57912
"30",83.239998,84.139999,83.220001,83.730003,1531800,80.599494
"31",83.639999,84.360001,83.540001,83.739998,1860600,80.609115
"32",82.199997,82.760002,78.730003,79.110001,9488100,76.152224
"33",78.949997,80.230003,78.900002,79.160004,4029400,76.200358
"34",79.199997,79.639999,78.779999,79.519997,2156000,76.546891
"35",79.550003,79.849998,78.690002,78.760002,2569700,75.815312
"36",79.120003,79.25,78.150002,78.68,2573200,75.738301
"37",77.860001,78.099998,76.839996,76.839996,2110900,73.967091
"38",79.720001,80,78.739998,79.290001,5062200,76.325495
"39",79.389999,80.440002,79.220001,80.139999,1700300,77.143713
"40",79.480003,79.760002,78.25,78.68,2480700,75.738301
"41",78.199997,79.209999,77.739998,78.82,1896600,75.873066
"42",79.029999,79.690002,78.059998,78.190002,1748100,75.266623
"43",78.279999,79.709999,78.279999,79.660004,1789700,76.681664
"44",79.779999,80.879997,79.779999,80.620003,1537200,77.60577
"45",80.529999,81.080002,80.150002,80.389999,1756500,77.384366
"46",80.860001,81.779999,80.709999,81.699997,1824300,78.645386
"47",81.860001,82.220001,81.720001,82.110001,1285900,79.04006
"48",82.870003,83.269997,82.099998,82.849998,2283000,79.752391
"49",83.449997,84.040001,83.389999,83.75,1920800,80.618743
"50",83.809998,84.589996,83.540001,83.970001,1960500,80.830519
"51",83.480003,84.400002,83.209999,84.040001,1941100,80.897901
"52",84.209999,84.400002,83.790001,84.050003,1128800,80.907529
"53",83.830002,84.459999,83.809998,84,1586100,80.859396
"54",84.089996,84.419998,83.849998,84.089996,2156900,80.946027
"55",84.260002,84.5,84.029999,84.389999,1542100,81.234814
"56",84.220001,84.510002,83.779999,83.879997,1208400,80.74388
"57",83.419998,84.190002,83.169998,83.980003,836900,80.840147
"58",84.010002,84.75,83.82,84.540001,1327300,81.379207
"59",84.480003,84.779999,83.589996,84.199997,1655800,81.051915
"60",83.650002,83.940002,83.339996,83.900002,1742500,81.733847
"61",84.290001,84.610001,83.540001,83.639999,2061200,81.480558
"62",83.449997,84.620003,83.010002,84.519997,2314400,82.337835
"63",84.580002,86.110001,84.25,84.650002,1468800,82.464483
"64",84.349998,85.160004,83.660004,83.790001,1163400,81.626687
"65",83.669998,84.379997,83.599998,84.220001,1074600,82.045585
"66",83.959999,84.459999,83.699997,83.959999,1273500,81.792296
"67",84.040001,84.040001,82.760002,83.059998,1326900,80.915531
"68",82.82,83.129997,82.489998,82.580002,1094000,80.447928
"69",82.25,83.260002,82,83.019997,1814400,80.876562
"70",83.309998,84.089996,82.970001,83.550003,1374100,81.392885
"71",83.650002,84.169998,83.489998,83.709999,1338500,81.54875
"72",84.169998,84.589996,83.860001,84.279999,1853700,82.104033
"73",84.07,84.360001,83.089996,83.309998,1664400,81.159076
"74",82.82,83.489998,82.029999,82.110001,2000600,79.990061
"75",82.339996,83.720001,82.129997,83.629997,1690000,81.470814
"76",83.389999,83.5,82.459999,82.459999,1511300,80.331023
"77",82.629997,84.160004,82.620003,83.760002,1519900,81.597462
"78",83.080002,83.580002,82.690002,83.349998,1495700,81.198044
"79",83.620003,84.440002,83.050003,83.209999,1335200,81.061659
"80",82.730003,82.800003,79.879997,80.199997,3790300,78.12937
"81",80.050003,80.580002,77.57,79.389999,2611600,77.340285
"82",80.139999,80.550003,79.660004,80.260002,2033600,78.187826
"83",80.370003,80.720001,79.309998,79.440002,1680800,77.388998
"84",78.769997,79.260002,77.32,77.360001,2539500,75.362698
"85",77.5,78.75,76.739998,78.68,2134100,76.648617
"86",78.400002,78.860001,76.059998,76.07,3576100,74.106003
"87",76,76.519997,74.739998,74.760002,3354700,72.829827
"88",74.830002,75.260002,71.720001,71.790001,3685900,69.936506
"89",72.199997,74.389999,71.660004,73.209999,3272700,71.319842
"90",71.629997,72.68,68.949997,70.870003,5951900,69.040261
"91",69.029999,73.610001,68.529999,73.129997,4826700,71.241906
"92",74.440002,76.669998,74.25,75.5,3126000,73.550719
"93",75.540001,77.599998,75.400002,77.010002,2042600,75.021736
"94",77.660004,79.400002,77.389999,79.279999,2357800,77.233125
"95",79.160004,79.790001,78.139999,78.18,1739300,76.161527
"96",79.019997,80.019997,78.440002,78.900002,2110300,76.862939
"97",78.529999,80.220001,78.080002,80.019997,1703600,77.954017
"98",79.989998,81.360001,79.230003,81.040001,3203500,78.947687
"99",77.220001,78.800003,75.620003,76.440002,7197200,74.466452
"100",76.879997,77.690002,75.260002,76.519997,4707800,74.544381
"101",76.25,77.580002,76.150002,77.169998,2435100,75.177601
"102",78.690002,78.870003,76.389999,76.660004,2536300,74.680774
"103",76.639999,76.910004,75.900002,76.480003,2243800,74.505421
"104",76.139999,76.230003,74.300003,75.440002,3597400,73.492271
"105",75.910004,76.349998,75.089996,75.639999,1686600,73.687104
"106",75.849998,77.160004,75.419998,77.029999,1781400,75.041216
"107",77.160004,77.160004,75.889999,76.43,2862000,74.456709
"108",76.220001,76.970001,75.949997,76.790001,1408400,74.807415
"109",76.959999,78.120003,76.730003,77.849998,1549600,75.840045
"110",77.220001,78.260002,77.099998,77.910004,1227500,75.898501
"111",78.220001,78.889999,78,78.660004,1847300,76.629137
"112",78.68,78.760002,78.18,78.5,1195000,76.473264
"113",77.019997,77.550003,76.519997,76.849998,2905100,74.865863
"114",76.910004,78.260002,76.709999,77.68,1255900,75.674436
"115",77.43,77.650002,76.410004,76.43,2228000,74.456709
"116",76.32,76.389999,74.43,74.790001,3801000,72.859051
"117",76.089996,77.190002,75.919998,76.940002,3501200,74.953543
"118",77.370003,78.510002,77.120003,78.32,2423800,76.297911
"119",78.389999,78.550003,77.18,77.580002,2857700,75.577019
"120",77.769997,78.400002,77.209999,77.860001,1478900,75.849789
"121",78.339996,79.599998,78.209999,79,918200,76.960355
"122",78.650002,78.93,77.400002,77.400002,1641700,75.401666
"123",77.940002,78.199997,77.300003,77.739998,2146800,75.732884
"124",78.050003,80.199997,77.480003,79.739998,2715100,77.681248
"125",78.839996,80.010002,78.260002,79.82,3356300,78.746728
"126",80.150002,82.160004,79.879997,81.559998,3404400,80.463329
"127",81.160004,82.620003,80.93,81.790001,2571200,80.69024
